Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
GLSH OAK  LLC (232026),General Long Term,Proprietary-Corporation,9585.0,,1.0,20.0,9020821.0,,4083424.0,980384.0,,57.61,-29376.0,0.412127,20.0,,1366.0,,,MI,,858127.0,667626.0,218.0,9393.0,,4110993.0,,2014-12-31,,2014-01-01 00:00:00,,9684428.0,1537670.0,427693.0,1409069.0,,21888458.0,,,6081.0,,1443145.0,,7300.0,3527.0,2014,2014,94525.0,,0.0,0.06893809319455935,630720.0,0.06512723312104753,0.609002823850358,1.1695736688551093,,0.0,15.267336683417085,0.9385271222043742,0.06147287779562585,,94525.0,6.298118582010444,9.878198746613572,for-profit
GNADEN HUETTEN MEMORIAL HOSPITAL (390194),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3941415.0,7126696.0,1.0,64.0,50592811.0,,17863983.0,7901546.0,935400.0,404.21,2425612.0,0.316737,70.0,,347492.0,319289.0,,PA,21935052.0,12857211.0,-7618786.0,2696.0,3884268.0,,26007641.0,8567414.0,2015-06-30,8598423.0,2014-07-01 00:00:00,6.0,64161657.0,33650774.0,2440820.0,11734358.0,768970.0,159731422.0,25588.0,4688103.0,11587.0,-50776.0,43536604.0,,25550.0,5327.0,2014,2014,-9885830.0,6947642.565324,25588.0,-0.11874359790926223,-620627.0,-0.009672864277803799,1.0956893423568634,0.026277364300628974,1.0005446399368418,0.002180605023299954,-4.403940185093209,1.2937771951397017,-0.2937771951397017,5.700769522282321,-9885830.0,1.906691863907796,8.120139653682962,non-profit
GOLDEN PLAINS COMMUNITY HOSPITAL (451369),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1633684.0,,2.0,21.0,20689302.0,,,12163948.0,102366.0,196.69,876343.0,0.448292,25.0,,149038.0,43624.0,,TX,8296909.0,6770212.0,-1896259.0,860.0,1904350.0,,7522329.0,,2014-12-31,2388505.0,2014-01-01 00:00:00,4.0,16207260.0,8177387.0,3879664.0,4855599.0,956349.0,46151377.0,137663.0,2157751.0,3479.0,,4522526.0,,9125.0,1231.0,2014,2014,3654861.0,3719437.929428,137663.0,-0.1170005910931274,-9621588.0,-0.5936591379418853,1.394310362120101,2.1429594989207303,1.1666583257801972,0.02835139392688729,1.237400273225165,0.5530527049777637,0.44694729502223635,-131.62305153126718,3654861.0,1.9819607412490077,1.332401289449774,non-profit
GOLDEN VALLEY MEMORIAL HOSPITAL (260175),General Short Term (Acute Care Hospitals),Governmental-Hospital District,8391592.0,6411891.0,2.0,47.0,65676781.0,,24479338.0,37176265.0,2310195.0,517.21,5257291.0,0.317689,55.0,,1406781.0,11702.0,,MO,16855840.0,21738179.0,4961646.0,2364.0,8297504.0,,37274109.0,7275300.0,2015-03-31,2427179.0,2014-04-01 00:00:00,8.0,82119800.0,72331733.0,4526064.0,15909375.0,2023681.0,206733215.0,7105071.0,9220423.0,8792.0,7690.0,31998165.0,,20075.0,4421.0,2014,2014,40333568.0,5354914.95376,7105071.0,0.060419606477365995,554042.0,0.0067467529146442145,1.3663754232960126,3.0952178825378116,1.150750233745826,0.44659648791985856,0.7933383180977195,0.4423807321193314,0.5576192678806686,434.122884976927,40333568.0,1.1353218925364335,2.2089308864136834,govt
GOLETA VALLEY COTTAGE HOSPITAL (050357),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4268590.0,7400714.0,1.0,46.0,59053767.0,,21077103.0,10125397.0,452004.0,221.21,1442004.0,0.305977,57.0,,2836435.0,,,CA,15753378.0,19858808.0,7353446.0,1562.0,4183050.0,,23057000.0,8191775.0,2014-12-31,2754766.0,2014-01-01 00:00:00,11.0,76108989.0,135716577.0,1784824.0,19947776.0,463734.0,193000384.0,5155733.0,3352270.0,3691.0,12591.0,45578978.0,,20805.0,1734.0,2014,2014,90137599.0,4820171.340306,5155733.0,0.09661731283804072,10745470.0,0.1411852941575666,0.995539953927696,1.4857394127545849,0.8300995058296223,0.2584615447857445,0.5056599965570416,0.33583943102249036,0.6641605689775096,,90137599.0,0.5607936088750602,7.516642458562366,non-profit
GONZALES HEALTHCARE SYSTEMS (450235),General Short Term (Acute Care Hospitals),Governmental-Hospital District,1179512.0,2092132.0,2.0,34.0,24820041.0,12799645.0,7812008.0,7423158.0,1036482.0,228.35,3399817.0,0.568239,34.0,,605441.0,141719.0,,TX,5089194.0,23958780.0,7301643.0,715.0,1154036.0,,10678369.0,2003363.0,2015-06-30,649369.0,2014-07-01 00:00:00,,33890353.0,35358232.0,1726224.0,5362530.0,595223.0,43678854.0,2883220.0,4200199.0,2416.0,545.0,7817530.0,,12410.0,1123.0,2014,2014,27540702.0,2891878.509366,15682865.0,0.21544900992916774,-5379085.0,-0.15872024112584487,4.467812767481021,3.2835286702358775,4.24391397344164,0.5376603953730795,0.28385369407068856,0.22109504796506793,0.778904952034932,-25.775379448062715,27540702.0,0.9584855091170849,4.5654899168251575,govt
GOOD HOPE HOSPITAL INC (344029),Psychiatric,Governmental-County,,,2.0,16.0,3027758.0,,,291829.0,,43.4,,,16.0,,12567.0,63458.0,,NC,,412271.0,-722243.0,412.0,,,1014731.0,,2014-12-31,,2014-01-01 00:00:00,,1881243.0,2683274.0,270643.0,860038.0,,1881243.0,100529.0,,3184.0,,2581449.0,,5840.0,357.0,2014,2014,101825.0,,100529.0,-0.38391797338249234,-1197319.0,-0.6364510060635442,0.47936370253407407,-0.38357026084893925,,0.11688902118278495,25.351819297814878,0.9620519559314479,0.037948044068552074,-14.602981499574522,101825.0,0.7010998504066301,6.446388124552392,govt
GOOD SAMARITAN HEALTH CTR OF MER  WI (521339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2681256.0,,2.0,25.0,17125632.0,104894.0,,4969925.0,65661.0,143.75,575512.0,0.538971,25.0,,40190.0,,,WI,4681779.0,6315922.0,-539924.0,534.0,3330293.0,,9306432.0,,2015-06-30,1774757.0,2014-07-01 00:00:00,,21784605.0,39713388.0,1497736.0,2735396.0,411731.0,31774688.0,3232780.0,1216016.0,1492.0,,2973198.0,,9125.0,814.0,2014,2014,36740190.0,2523343.109409,3337674.0,-0.02478465870737615,-664248.0,-0.03049162470469398,2.308960750107114,2.8904941003057694,2.143748473712764,1.1818325390546744,0.08092494894555526,0.07486639014530817,0.9251336098546918,,36740190.0,0.5485456189232709,4.383286468105656,non-profit
GOOD SAMARITAN HOSPITAL (050257),General Short Term (Acute Care Hospitals),Proprietary-Partnership,1809803.0,9995388.0,1.0,129.0,20477001.0,,13382711.0,8654905.0,130184.0,314.52,429482.0,0.396249,133.0,,275140.0,134645.0,,CA,12929741.0,8902761.0,-2197142.0,3590.0,1857415.0,,13450393.0,10335874.0,2014-12-31,4015916.0,2014-01-01 00:00:00,4.0,22925567.0,10076377.0,-1327863.0,11651549.0,239119.0,51677134.0,13728.0,855138.0,15487.0,-3314.0,22755758.0,,48545.0,5500.0,2014,2014,-12679381.0,5123396.941509,13728.0,-0.09583806585896,-3596064.0,-0.15685823604711718,0.7640838999175131,0.6152128785623268,0.7199473649383442,0.0011782124419680165,-1.794705751014186,2.2583273730230617,-1.2583273730230617,-26.70774258234617,-12679381.0,2.2751795610664427,2.6488525292883054,for-profit
GOOD SAMARITAN HOSPITAL (050380),General Short Term (Acute Care Hospitals),Proprietary-Corporation,23742717.0,80143470.0,1.0,237.0,401421756.0,,186084202.0,115719170.0,5195491.0,1405.97,7244880.0,0.127672,342.0,295034.0,1370244.0,,,CA,306736599.0,114599060.0,136211716.0,15402.0,23362199.0,,191664430.0,87131337.0,2015-01-31,28629188.0,2014-02-01 00:00:00,88.0,571099984.0,265476164.0,17559835.0,65679021.0,12090004.0,3144167903.0,32776.0,13937024.0,78509.0,-239863.0,55387937.0,,124847.0,24858.0,2014,2014,210088227.0,39161675.067528,32776.0,0.23850765157787152,135202880.0,0.23674117280311463,1.7448350821185352,3.8363059187499156,1.5398952429574124,0.0004990330169507246,0.26364131770220517,0.20863619605412106,0.7913638039458789,,210088227.0,2.1512288538265905,4.935223645313045,for-profit
GOOD SAMARITAN HOSPITAL (050471),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,12302306.0,55059776.0,1.0,255.0,255739018.0,,126369905.0,183372817.0,9382530.0,1294.61,11079328.0,0.178652,317.0,550027.0,3084067.0,3698463.0,,CA,366169528.0,99346282.0,38548374.0,12728.0,12819568.0,9.59,120235026.0,60569430.0,2015-08-31,39333884.0,2014-09-01 00:00:00,39.0,351942347.0,434467238.0,11828692.0,66437935.0,1662235.0,1431494664.0,20189074.0,7283932.0,65166.0,-260849.0,142502801.0,,115705.0,17923.0,2014,2014,291964437.0,65416918.516256005,20189074.0,0.10953036577891549,10517726.0,0.029884798148487657,1.4953246514961671,3.8199028311159884,1.423885013885516,0.3038787102579272,0.4880827352270989,0.32799435385735576,0.6720056461426442,6.042082346098907,291964437.0,0.8100549735812301,1.9192721841645701,non-profit
GOOD SAMARITAN HOSPITAL (100287),General Short Term (Acute Care Hospitals),Proprietary-Corporation,9531703.0,29376938.0,1.0,303.0,148672266.0,,52978832.0,71444716.0,7788272.0,744.0,10410132.0,0.141704,333.0,,1063484.0,,,FL,143642901.0,34344382.0,19190165.0,10313.0,9334431.0,,51998498.0,33251573.0,2015-05-31,14127113.0,2014-06-01 00:00:00,23.0,171236206.0,173884847.0,7849017.0,18219756.0,2905941.0,1049174840.0,522101.0,17246912.0,46754.0,-98396.0,19030850.0,,121545.0,17177.0,2014,2014,154853997.0,20354773.643303998,522101.0,0.11206838464991452,14887032.0,0.08693857652977899,1.885007790444614,5.003194444535921,1.6671440056606686,0.028655762459167948,0.1228954393731277,0.10944513181185937,0.8905548681881407,,154853997.0,0.9847678446644635,2.3967651575520295,for-profit
GOOD SAMARITAN HOSPITAL (150042),General Short Term (Acute Care Hospitals),Governmental-County,16350645.0,24268615.0,2.0,172.0,139914512.0,55442933.0,58689250.0,51434372.0,9335584.0,1555.68,15204047.0,0.310063,192.0,,6751989.0,1257903.0,,IN,52482575.0,131164128.0,9429706.0,6080.0,16247228.0,,95604183.0,27247920.0,2014-12-31,15949903.0,2014-01-01 00:00:00,20.0,207490376.0,309447332.0,12008003.0,31630068.0,2188742.0,451245669.0,19121140.0,18842659.0,25488.0,110874.0,114305822.0,,70080.0,15147.0,2014,2014,195141510.0,16272904.652224999,74564073.0,0.04544647410538212,-25644719.0,-0.12359473964228587,4.146817768460061,2.5287716106079823,3.864152204794501,0.604524150880738,0.5857586220379252,0.3693870012102738,0.6306129987897262,-10.840832719216028,195141510.0,0.6705191951695354,4.034080089477908,govt
GOOD SAMARITAN HOSPITAL (210056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16566686.0,86284967.0,1.0,270.0,225156209.0,,105745641.0,46101672.0,2041533.0,1505.0,8147780.0,0.667914,287.0,,,,,MD,42700480.0,113218865.0,14349062.0,11481.0,39159674.0,34.71,125177962.0,65745544.0,2015-06-30,39536374.0,2014-07-01 00:00:00,17.0,291279764.0,185751089.0,12687948.0,50536543.0,3018924.0,337103500.0,6160.0,9142266.0,55921.0,,58712407.0,,104755.0,33461.0,2014,2014,127038682.0,28520248.39872,6160.0,0.04926213137140553,-1331355.0,-0.0045707088666825475,2.2403365620002935,1.1963005463195218,,0.00012189199407644485,0.46216165088992345,0.3160810917237745,0.6839189082762255,,127038682.0,1.5681187419579543,6.318203903754293,non-profit
GOOD SAMARITAN HOSPITAL (330158),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13858921.0,64078443.0,1.0,237.0,268691150.0,,104789532.0,133209987.0,8850153.0,1261.6,11515109.0,0.186351,286.0,,1723123.0,,,NY,385276048.0,57636064.0,4112549.0,13874.0,13604261.0,,109852055.0,70517306.0,2014-12-31,59414389.0,2014-01-01 00:00:00,,283292668.0,199373216.0,15339849.0,30720701.0,5063845.0,1441858049.0,329942.0,13814524.0,68632.0,-85365.0,213867576.0,,104390.0,27417.0,2014,2014,-14494360.0,71796576.820848,329942.0,0.014516962366283338,-1189008.0,-0.004197101211246315,1.8761311468771498,4.47433015932807,1.6552062402482286,0.010740054401753397,-14.755227274608883,1.0726996348396165,-0.07269963483961657,,-14494360.0,1.4209163782561445,2.1266623800511293,non-profit
GOOD SAMARITAN HOSPITAL (330286),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,24491658.0,81642236.0,1.0,373.0,422643793.0,20732000.0,183935142.0,82140000.0,16054185.0,3160.74,17791571.0,0.190668,437.0,,4406000.0,403385.0,,NY,270608062.0,142001000.0,36729996.0,24527.0,24072828.0,59.17,256811390.0,92618516.0,2014-12-31,61637448.0,2014-01-01 00:00:00,48.0,488120198.0,455233000.0,26088699.0,107580000.0,6486000.0,2216646086.0,39704000.0,9057739.0,132651.0,-113763.0,252150000.0,,159505.0,47229.0,2014,2014,203083000.0,51596297.965416,60436000.0,0.07524785114505751,-48848258.0,-0.10007424032061873,1.3199572411228853,1.4631250790109687,1.2187116564417177,0.36906488194831755,1.2416105730169438,0.5538921826844715,0.4461078173155285,-56.42143113898633,203083000.0,1.0722425615014728,5.942539542244948,non-profit
GOOD SAMARITAN HOSPITAL (360052),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22687102.0,49746264.0,1.0,277.0,275267836.0,,112536370.0,1065780070.0,18632619.0,2077.69,20483223.0,0.179575,329.0,129369.0,6245750.0,,,OH,291178495.0,290465733.0,9077021.0,13248.0,22260469.0,74.36,117939853.0,56236875.0,2014-12-31,38609954.0,2014-01-01 00:00:00,44.0,308995507.0,471212525.0,13744536.0,40346518.0,6616349.0,1532884753.0,21394719.0,8917881.0,59825.0,116299.0,149054415.0,,120085.0,21159.0,2014,2014,322158110.0,52288378.23962501,21394719.0,0.029375899630799486,-19360762.0,-0.06265709876486975,7.199276353909896,27.32737330641519,6.880485547724342,0.5302742358088993,0.46267472515281394,0.3163209954998543,0.6836790045001456,,322158110.0,0.6557455301087338,0.28992426833427276,non-profit
GOOD SAMARITAN HOSPITAL (360134),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26569221.0,61015731.0,1.0,305.0,462369303.0,,193094113.0,204907774.0,10626633.0,3295.43,16062326.0,0.241817,412.0,,218663.0,,,OH,381805680.0,121839756.0,34658185.0,24305.0,26356232.0,71.4,178058414.0,67896954.0,2015-06-30,66580442.0,2014-07-01 00:00:00,99.0,549361123.0,827198279.0,35711852.0,61055512.0,3787456.0,1912063000.0,96351.0,21827210.0,112210.0,88005.0,197435054.0,,150262.0,20980.0,2014,2014,629763225.0,92327104.12056,96351.0,0.063088164686164,36595942.0,0.06661545651456664,1.995557026857788,4.523778475561715,1.9299426561192379,0.0015780884779084319,0.313506800909183,0.2386792369039733,0.7613207630960267,,629763225.0,0.664122661937985,2.6810164996473,non-profit
GOOD SAMARITAN HOSPITAL (500079),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14079093.0,55188070.0,1.0,197.0,347586784.0,57411678.0,123526407.0,73400372.0,8002403.0,1696.0,20096304.0,0.224061,248.0,158774.0,383268.0,,,WA,313965393.0,121984676.0,46299558.0,15615.0,13957815.0,14.0,131845097.0,61586270.0,2014-12-31,43077278.0,2014-01-01 00:00:00,51.0,459344010.0,573750397.0,23138272.0,5064187.0,4568916.0,1551302407.0,,53510283.0,65888.0,-74310.0,5291253.0,,90587.0,26184.0,2014,2014,568459144.0,70347399.920973,57411678.0,0.1007949532203544,41757194.0,0.09090614678963595,24.087711610965393,23.63655410039163,23.109828290306027,0.0,0.009308062075961611,0.009222221069765987,0.990777778930234,,568459144.0,0.8005990277336575,6.258061062687802,non-profit
GOOD SAMARITAN HOSPITAL CORVALLIS (380014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13655001.0,39266364.0,1.0,137.0,239585990.0,,85422855.0,86496173.0,2907206.0,1445.85,5458375.0,0.409542,149.0,,1863049.0,,,OR,111978865.0,130905451.0,-6427282.0,8050.0,13180315.0,74.93,134646344.0,43822960.0,2014-12-31,32945272.0,2014-01-01 00:00:00,12.0,312266732.0,243832306.0,10657239.0,30091920.0,6556040.0,585009885.0,11753.0,6276524.0,36609.0,-57468.0,170530344.0,,54385.0,11862.0,2014,2014,73301962.0,45860048.32983,11753.0,-0.020582666487828104,-20466742.0,-0.06554249909657363,4.350186063235579,2.6612008805021414,4.070407006266134,0.00039056996030828207,2.326408998438541,0.6993755126115241,0.3006244873884759,,73301962.0,1.280661849623815,3.6101797474901,non-profit
GOOD SAMARITAN REGIONAL HEALTH CTR. (140046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,8337894.0,29704547.0,2.0,101.0,134077011.0,274218.0,41514751.0,48919679.0,3712248.0,850.0,4448773.0,0.350847,117.0,,1507265.0,,,IL,167767743.0,23988855.0,1530918.0,6728.0,8353531.0,,46316503.0,33346576.0,2014-12-31,16922640.0,2014-01-01 00:00:00,16.0,142989234.0,237206589.0,15601167.0,14123633.0,3667407.0,382152310.0,-5021093.0,2100489.0,28563.0,65996.0,162101914.0,,42712.0,15352.0,2014,2014,75104675.0,58860809.328321,274218.0,0.010706526338899054,-6810284.0,-0.04762794938813365,1.6984903954952666,3.574424441643308,1.3321064771365838,0.0,2.1583465210388035,0.683378630768136,0.31662136923186396,,75104675.0,0.6028046463751477,2.9229389260710397,non-profit
GOOD SHEPHERD HOSPITAL (140291),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,20073582.0,36951615.0,1.0,141.0,212897367.0,78257000.0,73928005.0,500298000.0,3981200.0,1009.0,6070263.0,0.264952,159.0,,,,,IL,46391742.0,915145000.0,61942568.0,9432.0,19664678.0,,73603575.0,41470421.0,2014-12-31,1161323.0,2014-01-01 00:00:00,18.0,291706124.0,7250936000.0,15694900.0,1148822000.0,,803530478.0,148055000.0,7636000.0,40673.0,62613.0,3509147000.0,,58035.0,18428.0,2014,2014,3741789000.0,12291584.826384,226312000.0,0.21234579223300776,59707194.0,0.20468268948649154,0.7965942504582956,0.6184142286620555,,0.1288754915905162,0.9378259971366638,0.48395779524188326,0.5160422047581168,,3741789000.0,0.040230133599303594,0.5830647414141172,non-profit
GOOD SHEPHERD MED. CTR. - LINDEN (451302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,588667.0,,2.0,25.0,6589756.0,,,8451883.0,453213.0,34.04,1191080.0,0.469025,25.0,,24472.0,267205.0,,TX,1915604.0,2079267.0,-1268612.0,110.0,445334.0,,2628913.0,,2014-05-01,502856.0,2013-10-01 00:00:00,,8021587.0,4602755.0,367982.0,2511970.0,92641.0,14049896.0,191672.0,1646248.0,730.0,,17086747.0,,5325.0,511.0,2013,2014,-12483992.0,898466.1661,191672.0,-0.15814975266116293,1176341.0,0.14664691662634838,0.8277435638164469,3.9759551268526296,0.781121589827904,0.07630345903812545,-1.3686925624431672,3.712286880357525,-2.712286880357525,5.779543795961902,-12483992.0,1.7427794875025935,0.9490887415265924,non-profit
GOOD SHEPHERD MEDICAL CENTER (381325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,4966532.0,,2.0,22.0,62776294.0,,,24079767.0,1458714.0,470.46,2356205.0,0.49945,25.0,,1571198.0,4604.0,,OR,32812678.0,23292239.0,20552785.0,1824.0,4290214.0,,35648642.0,,2015-06-30,11756573.0,2014-07-01 00:00:00,3.0,80844078.0,161719963.0,4856397.0,9135127.0,2679687.0,125690931.0,5612176.0,1929398.0,5366.0,,12663688.0,,9125.0,1818.0,2014,2014,149056275.0,16388292.0271,5612176.0,0.2542274648738031,5321928.0,0.06582953423007681,2.549744409683631,5.535730920872802,2.084410430199821,0.6143511743186493,0.08495910688765032,0.07830627564514098,0.921693724354859,2210.7569504778453,149056275.0,0.4999016602545228,3.357344695237292,non-profit
GOOD SHEPHERD MEDICAL CENTER (450032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4513482.0,11917397.0,1.0,95.0,54624589.0,,19831781.0,54548912.0,3396247.0,369.88,14251091.0,0.203925,104.0,,195936.0,1949772.0,,TX,35769678.0,-5737551.0,4763478.0,4012.0,4414909.0,,21372523.0,12996230.0,2014-09-30,4357884.0,2013-10-01 00:00:00,9.0,60292150.0,42128278.0,4541716.0,7741584.0,1403529.0,267866011.0,36151.0,52760818.0,14216.0,9013.0,44112984.0,,39785.0,5865.0,2013,2014,-1984706.0,7294331.58615,36151.0,0.07900660367892005,-1094270.0,-0.018149460584835672,0.0,7.666201258037115,-0.20660694245518746,0.0046697161717808655,-22.226457722201676,1.0471110165006032,-0.04711101650060323,1.7681277605791856,-1984706.0,1.4311562888945994,1.1052860229366261,non-profit
GOOD SHEPHERD MEDICAL CENTER (450037),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,15186999.0,60482071.0,1.0,283.0,208267735.0,,86234590.0,233771359.0,14105591.0,1602.4,50855134.0,0.171599,347.0,,878555.0,7465088.0,,TX,190557105.0,72350543.0,-7259935.0,15029.0,14551314.0,38.88,88320000.0,65828308.0,2014-09-30,23658113.0,2013-10-01 00:00:00,33.0,244586800.0,140168621.0,10791680.0,36698606.0,10624823.0,1213690377.0,19747.0,212206231.0,73402.0,37611.0,173016637.0,,126533.0,23568.0,2013,2014,-32848016.0,32699408.660895,19747.0,-0.029682448112490125,-19697015.0,-0.08053179893600146,1.9714793253999894,6.172745934818342,1.6580238769832292,0.0005380858335599996,-5.2671868218768525,1.2343464305038714,-0.23434643050387147,-1.1929310143430325,-32848016.0,1.7449468950686189,1.0462650388236825,non-profit
GOOD SHEPHERD PENN PARTNERS (392050),General Long Term,Voluntary Nonprofit-Other,46.0,,1.0,38.0,9649703.0,,5493328.0,8516296.0,,485.1,-15294.0,0.190989,38.0,,1567729.0,,,PA,,20132131.0,3247545.0,77.0,44.0,,9949960.0,,2014-06-30,,2014-04-01 00:00:00,,14126685.0,40617591.0,206094.0,9243556.0,209111.0,50524917.0,10099065.0,,2589.0,,12320062.0,,3458.0,1406.0,2014,2014,28297529.0,,10099065.0,0.22988726654554836,-5279247.0,-0.3737074196812628,2.177963870181562,2.3972901770703827,1.985739146276606,1.092551935640353,0.43537589448181147,0.30331838242203973,0.6966816175779602,,28297529.0,0.34779721426610455,1.658782761895547,non-profit
GOOD SHEPHERD PENN PARTNERS (392050),General Long Term,Voluntary Nonprofit-Other,538.0,,1.0,38.0,39431551.0,,22435786.0,8579056.0,,540.61,-26561.0,0.1971,38.0,,1674301.0,,,PA,,19222309.0,11552193.0,305.0,527.0,,41614356.0,,2015-06-30,,2014-07-01 00:00:00,,55440039.0,42167123.0,1037685.0,9839685.0,175670.0,200058899.0,8510623.0,,9486.0,,12900529.0,,13870.0,6089.0,2014,2014,29266594.0,,8510623.0,0.2083727430278323,-26530465.0,-0.4785434043435648,1.9535492243908215,2.919347214875273,1.7655380228127222,0.8649283996388096,0.44079365709586843,0.3059380883063803,0.6940619116936197,,29266594.0,1.314769304986731,6.462254005568911,non-profit
GOOD SHEPHERD REHABILITATION HOSPITA (393035),Rehabilitation,Voluntary Nonprofit-Other,28570.0,,1.0,106.0,84013832.0,4916034.0,50541632.0,18419750.0,,792.51,-4115.0,0.358174,106.0,,1663785.0,4925683.0,,PA,,45497602.0,-3471534.0,1642.0,28214.0,,58978538.0,,2015-06-30,,2014-07-01 00:00:00,,93281637.0,438026266.0,6416513.0,28154448.0,506605.0,234561823.0,16920235.0,,28865.0,,149829441.0,,38690.0,13530.0,2014,2014,288196825.0,,21836269.0,-0.03721562047630018,-20309840.0,-0.21772602468372204,1.6160004983937173,1.5187096902059667,1.5389117911315469,0.6009791063919989,0.5198858141480219,0.34205583689814617,0.6579441631018538,-2.8205889416757026,288196825.0,0.21295900323931716,5.064218406873057,non-profit
GOOD SHEPHERD SPECIALTY HOSPITAL (392033),General Long Term,Voluntary Nonprofit-Other,350.0,,1.0,32.0,14642569.0,,5505494.0,11725973.0,,88.93,-6917.0,0.235413,32.0,,90936.0,,,PA,,20437938.0,1923626.0,392.0,343.0,,5505494.0,,2015-06-30,,2014-07-01 00:00:00,,17624023.0,20942465.0,856682.0,1895870.0,,62199412.0,,,10757.0,,1895870.0,,11680.0,7204.0,2014,2014,19046595.0,,0.0,0.10914795106656408,1921986.0,0.10905489626290206,10.780242316192567,7.199649237553208,,0.0,0.09953852644002774,0.09052754773614281,0.9094724522638572,,19046595.0,0.841544822923185,1.5029902422596402,non-profit
GOODALL-WITCHER HOSPITAL (450052),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,844192.0,1449004.0,2.0,33.0,17822556.0,645272.0,6946670.0,9168665.0,574095.0,,1939388.0,0.480722,33.0,13745.0,98815.0,112007.0,,TX,4253245.0,9722758.0,1886843.0,606.0,827309.0,,8370813.0,1364732.0,2015-06-30,1664699.0,2014-07-01 00:00:00,,29006148.0,10485494.0,430571.0,7508207.0,171240.0,37074547.0,1319203.0,2858366.0,3541.0,,8422141.0,,12045.0,2358.0,2014,2014,2063353.0,2044628.4428899998,1964475.0,0.06504976117476888,-5795335.0,-0.19979678101345963,1.2949507119342873,1.6481579423689303,1.2589827371568205,0.175701469072443,4.0817741801814815,0.8032183319164552,0.19678166808354475,-47.896685028614286,2063353.0,2.7663120116229143,3.1636173859553165,non-profit
