Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
TRI COUNTY HOSPITAL - WILLISTON (100139),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,3096025.0,676.0,1108010.0,2014.0,59.56,2.0,2010-09-15 00:00:00,2799493.0,2264435.0,4774407.0,593379.0,201742.0,20.0,0.532471,2709648.0,6105293.0,4672565.0,377346.0,114353.0,,377346.0,,,,2174648.0,1216866.0,7300.0,20.0,,105923.0,-756747.0,19814.0,FL,,894921.0,11465956.0,908872.0,3014331.0,,647946.0,817.0,2011-09-30,,2010,2010,-296532.0,1605043.8419010001,19814.0,-0.16195537140735336,-1555864.0,-0.3329785674463598,0.41152453178629367,1.8566103571704478,,0.009111359631535771,-10.440778735515897,1.1059234654274899,-0.10592346542748991,-7.187105312726155,-296532.0,1.6690754361593332,0.9786691834190089,non-profit
TRI VALLEY HEALTH SYSTEM (281348),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,22632440.0,421.0,,2522.0,122.36,2.0,2010-05-01 00:00:00,33986336.0,,2418440.0,1785291.0,430695.0,25.0,0.629086,6530572.0,13653469.0,14871280.0,1405787.0,317149.0,,1369120.0,,29864.0,267539.0,3248202.0,555742.0,9125.0,25.0,,1292370.0,-839054.0,73164.0,NE,,3419990.0,21703669.0,,2745595.0,,379474.0,1926.0,2011-04-30,,2010,2010,11353896.0,1727215.37617,73164.0,-0.05642110161331103,-1786729.0,-0.12014628196093409,1.0528871049275876,0.5087583838689835,0.8728835214066121,0.02252446122501002,1.9933633353696387,0.6659276245606469,0.33407237543935303,-1.1478169005909054,11353896.0,0.4375664384651526,6.149120920924232,non-profit
TRI-CITY MEDICAL CENTER (050128),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,150089711.0,17308.0,49785643.0,62643.0,1654.55,1.0,2010-07-01 00:00:00,252760052.0,119521113.0,99126873.0,30223253.0,12006853.0,259.0,0.249297,127789801.0,271193800.0,328770353.0,15609127.0,5346785.0,,15843475.0,,6088633.0,2722498.0,108874946.0,34785333.0,112055.0,307.0,,11368304.0,14848941.0,7041132.0,CA,,68894384.0,1087835623.0,46334743.0,161843709.0,,14424731.0,17340.0,2011-06-30,28.0,2010,2010,102670341.0,40347151.122572996,7041132.0,0.045165085186376276,-262844.0,-0.0007994759795144911,0.6327845526554842,1.1146543668549787,0.5586694022332741,0.06467173816095395,1.4618604510137938,0.5938031338907938,0.4061968661092062,0.9249267897258341,102670341.0,1.3007211796269136,3.3166622031948894,govt
TRI-COUNTY MEMORIAL HOSPITAL  INC. (521316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,7069188.0,293.0,,2073.0,125.85,2.0,2010-07-01 00:00:00,11057550.0,,5344296.0,,168889.0,25.0,0.657199,6601736.0,13146976.0,14204195.0,1092271.0,180155.0,,1132799.0,227919.0,88367.0,57020.0,2814662.0,,9125.0,25.0,,719797.0,-333404.0,1288692.0,WI,,4669258.0,20004563.0,,4031471.0,,22436.0,1405.0,2011-06-30,,2010,2010,3988362.0,2649478.709729,1516611.0,-0.023472220706629274,-1068586.0,-0.07523031048222022,1.6589054032064952,2.3091198872191403,1.5746412890784045,0.45784964588998606,1.7724539547814366,0.6393087076251068,0.36069129237489317,-2.065196667633771,3988362.0,1.2845698188115813,2.657823406487964,non-profit
TRIGG COUNTY HOSPITAL (181304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3381679.0,439.0,,3464.0,130.02,2.0,2010-05-01 00:00:00,4583042.0,,2994959.0,1006344.0,,25.0,0.596523,5215164.0,9662808.0,10561222.0,1629854.0,117748.0,,2027102.0,,392161.0,13725.0,925653.0,826772.0,9125.0,25.0,,374208.0,150369.0,795084.0,KY,,2272179.0,16198545.0,,1272076.0,,827688.0,2521.0,2011-04-30,,2010,2010,1201363.0,758822.591748,795084.0,0.01423784103771325,-602988.0,-0.05709452940199534,2.454676860551416,4.256899723762576,2.312644154991125,0.8589439023046433,2.8148686117351707,0.7378677742861619,0.2621322257138381,,1201363.0,2.304413095057824,3.526332747793876,non-profit
TRINITY HOSPITAL OF AUGUSTA (110039),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,55048270.0,5308.0,11913077.0,21513.0,483.96,1.0,2010-07-01 00:00:00,51802232.0,25950857.0,12433615.0,4986136.0,,126.0,0.207916,26000007.0,59995209.0,76425243.0,4400074.0,2143783.0,,4458393.0,,192644.0,521655.0,46566636.0,,51100.0,140.0,,4609134.0,2484914.0,-755385.0,GA,,12178547.0,288555170.0,10592781.0,24322701.0,,167383.0,6266.0,2011-06-30,14.0,2010,2010,-3246038.0,5057078.701115999,0.0,0.032514309440926474,2043058.0,0.02673276419938894,0.2615294564116678,0.3203694808446116,0.2042902347509062,0.0,-16.95860307242244,1.0626621262188085,-0.06266212621880848,,-3246038.0,1.4753272214216562,6.146663138596458,for-profit
TRINITY HOSPITALS/ST JOES (350006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,145715350.0,10599.0,33981310.0,35771.0,2060.88,2.0,2010-07-01 00:00:00,238445571.0,67665946.0,178221836.0,,4415684.0,174.0,0.371587,155454439.0,174678628.0,331117975.0,22277810.0,8498297.0,,22322563.0,1783167.0,,2918872.0,61381199.0,,70445.0,193.0,,9320242.0,-3803638.0,22923698.0,ND,,123682074.0,470087901.0,30668796.0,,6.61,-86074.0,14152.0,2011-06-30,19.0,2010,2010,92730221.0,,24706865.0,-0.011487259186095227,-18600368.0,-0.056174443565016365,2.0149830243622318,3.2150218505832706,1.8289786910157946,0.3734644870654938,1.5713900865177493,0.611105290775143,0.388894709224857,-2.1016281962205627,92730221.0,1.3886522346015813,1.8578979009059249,non-profit
TRINITY MEDICAL CENTER (010104),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,118160118.0,12672.0,53124465.0,74753.0,1421.0,1.0,2010-07-01 00:00:00,100186738.0,66549026.0,41034950.0,9362369.0,,259.0,0.133138,71575446.0,200130976.0,255415629.0,11666829.0,7747531.0,,11872015.0,,1955204.0,1390308.0,112068967.0,,120801.0,331.0,,16834920.0,8919046.0,-682215.0,AL,,46143884.0,1503189154.0,47981106.0,96361634.0,37.15,1871039.0,27988.0,2011-06-30,72.0,2010,2010,-17973380.0,12829395.227492,0.0,0.03491973468859261,2346945.0,0.009188729010784222,0.4117454210138298,0.44574334302554963,0.3302077817849432,0.0,-6.574173472101519,1.1793987942795383,-0.17939879427953828,,-17973380.0,2.5493955996451345,6.224343614406743,for-profit
TRIUMPH HOSPITAL - AURORA (062013),General Long Term,Proprietary-Other,,6491347.0,230.0,,6043.0,65.11,1.0,2010-05-01 00:00:00,3703730.0,,6075135.0,1134134.0,,37.0,0.278431,4041437.0,8968981.0,11790792.0,9054.0,100103.0,,9054.0,,,97309.0,1167914.0,410968.0,13505.0,37.0,,127100.0,1856793.0,919.0,CO,,3152361.0,32212593.0,,1558243.0,,86592.0,2952.0,2011-04-30,,2010,2010,-2787617.0,433863.15673299995,919.0,0.15747822538129755,1852833.0,0.15714237007997428,2.6991379502257873,6.792321181182861,2.530108381267799,0.0007868730060603778,-2.3286366096920776,1.752651246176152,-0.7526512461761522,,-2787617.0,3.1834912372122157,1.9408279816004088,for-profit
TRIUMPH HOSPITAL - VICTORIA (452056),General Long Term,Proprietary-Other,,2899983.0,299.0,,7852.0,68.68,1.0,2010-05-01 00:00:00,2410254.0,,4535487.0,,,23.0,0.213024,3899295.0,9279969.0,10730669.0,5634.0,152236.0,,5634.0,,,32099.0,779371.0,28663.0,8395.0,23.0,,143656.0,1386065.0,-25878.0,TX,,1656300.0,43562937.0,,,,-38272.0,6500.0,2011-04-30,,2010,2010,-489729.0,,0.0,0.1291685541693626,1372977.0,0.12794887252602796,2.125175301621436,7.5978603258268524,1.8886576482830384,0.0,-5.9216076646471825,1.2031856393558522,-0.20318563935585213,,-489729.0,4.452090526558612,2.365935344980594,for-profit
TROUSDALE MEDICAL CENTER (441301),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,1745748.0,469.0,,2722.0,92.57,1.0,2010-09-01 00:00:00,2352829.0,,2831041.0,1479782.0,68276.0,25.0,0.32827,4370929.0,8303113.0,9876459.0,649131.0,155210.0,,1111178.0,,81935.0,35098.0,403792.0,,9875.0,25.0,,196619.0,817119.0,400.0,TN,,353120.0,25293535.0,,4912228.0,,-50031.0,2003.0,2011-09-30,,2010,2010,607081.0,1612537.08556,400.0,0.08273400416080298,750890.0,0.0760282607359581,0.8745096485319174,9.035741173673575,0.40320759202757855,0.0009906090264294488,2.8756426242956046,0.7419782738142041,0.2580217261857959,13.877629035092859,607081.0,4.197695200118666,3.4886315669748336,for-profit
TROY COMMUNITY HOSPITAL (391305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,6030549.0,505.0,,7616.0,92.89,2.0,2010-07-01 00:00:00,18921323.0,,5320246.0,1412980.0,,25.0,0.36621,4497476.0,11249921.0,15339480.0,557894.0,121092.0,,1088281.0,,47329.0,114240.0,4047300.0,1733268.0,9125.0,25.0,,791160.0,2693515.0,761122.0,PA,,2155033.0,30719870.0,,5113150.0,,556036.0,3584.0,2011-06-30,,2010,2010,12890774.0,1872486.6615,761122.0,0.17559363159637745,1464502.0,0.09547272788908098,0.5324618881723618,2.1680831665554816,0.4743164578855039,0.18805672917747634,0.4678189998521423,0.3187170897087904,0.6812829102912096,,12890774.0,0.8106980679945055,2.883227580078064,non-profit
TULARE REGIONAL MEDICAL CENTER (050359),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,125625451.0,5914.0,16477566.0,23521.0,460.42,1.0,2010-07-01 00:00:00,179319892.0,33688357.0,72204755.0,27069610.0,,100.0,0.265798,32541860.0,70179244.0,75850030.0,2855209.0,482353.0,,2978384.0,,3913497.0,1010897.0,22225575.0,8677967.0,43070.0,112.0,,3468894.0,13172418.0,13344860.0,CA,,36785965.0,264032078.0,14316729.0,101107146.0,,6110273.0,8043.0,2011-06-30,8.0,2010,2010,53694441.0,26874077.192507997,13344860.0,0.17366397877495895,-6093531.0,-0.08033656677525375,1.655118708964785,4.4419788014483315,1.5879325956696284,0.600428110408842,2.3396360714510465,0.7005661758930793,0.2994338241069206,,53694441.0,0.42298726122364605,1.0504852485130654,govt
TUOLUMNE GEN. HOSPITAL (050325),General Short Term,Governmental-County,,,,,,,,2010-07-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
TURTLE LAKE COMMUNITY HOSPITAL (351304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1933036.0,45.0,,5591.0,48.87,2.0,2010-07-01 00:00:00,1944886.0,,598908.0,323639.0,,25.0,1.076008,2038029.0,3751325.0,3422128.0,442555.0,71659.0,,409439.0,,11700.0,9396.0,1933036.0,35176.0,9125.0,25.0,,147229.0,7613.0,21819.0,ND,,701782.0,3486334.0,,400862.0,,49550.0,407.0,2011-06-30,,2010,2010,11850.0,431330.718896,21819.0,0.0022246391718836935,-159179.0,-0.04651462481824175,0.3630465237067494,0.32505499121589043,0.32111507493911134,0.011287425583382823,163.12540084388186,0.9939070978967405,0.006092902103259522,,11850.0,1.759551973740363,5.713946048474891,non-profit
TWIN CITIES COMMUNITY HOSPITAL (050633),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,6726360.0,5986.0,22187495.0,25576.0,386.4,1.0,2010-06-01 00:00:00,113192856.0,35378655.0,44469816.0,6332955.0,1830.0,102.0,0.120504,35923831.0,77407857.0,95681325.0,2969484.0,1197189.0,,3055486.0,,1042753.0,374280.0,6719725.0,10983502.0,43802.0,120.0,,4060543.0,16183844.0,740.0,CA,,18379290.0,642368962.0,19484239.0,116385218.0,,2320900.0,11914.0,2011-05-31,18.0,2010,2010,106466496.0,14024884.309872,740.0,0.16914318441973916,9896009.0,0.10342675543006956,2.735125321348716,9.026321761679235,2.5012661976494575,0.00011012355416330281,0.06317818518231313,0.059423891557255165,0.9405761084427449,7626.5311475409835,106466496.0,0.8452947330881023,2.1516015492396012,for-profit
TWIN CITIES HOSPITAL (100054),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,-24386906.0,2123.0,8821651.0,7508.0,187.85,1.0,2010-06-01 00:00:00,26013371.0,11513129.0,13393414.0,1321994.0,,49.0,0.126143,10903104.0,33927027.0,47308624.0,2451225.0,2044858.0,,2479573.0,,188143.0,168233.0,2770903.0,7493273.0,20805.0,57.0,,2408455.0,4257521.0,2615.0,FL,,6346662.0,268956958.0,7927066.0,21537282.0,,1126200.0,4862.0,2011-05-31,8.0,2010,2010,26013371.0,2716777.363326,2615.0,0.08999460648020538,4113664.0,0.08695378669225298,2.2904670426933027,6.371045828742472,1.4917775901935217,0.000943735670285102,0.0,0.0,1.0,,26013371.0,1.8186271975285326,3.5322303932365564,for-profit
TWIN LAKES REGIONAL MEDICAL CENTER (180070),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,24485559.0,2768.0,6808546.0,10444.0,215.35,2.0,2010-07-01 00:00:00,79504383.0,12000396.0,4460818.0,377639.0,633053.0,69.0,0.297098,12000396.0,28408659.0,112502442.0,2612150.0,1432064.0,,2681453.0,,229721.0,628877.0,6418950.0,333500.0,27375.0,75.0,,2796896.0,77862605.0,2595954.0,KY,,28092167.0,95620427.0,6695073.0,3602601.0,,259446.0,4861.0,2011-06-30,6.0,2010,2010,55018824.0,1070325.5518979998,2595954.0,0.6920970213251015,75388893.0,0.6701089475017795,4.3764427203826175,13.229480989881523,4.0553713613597235,0.40442034912252006,0.4450396649699383,0.307977473392882,0.692022526607118,123.50591340693433,55018824.0,1.4150470421234513,25.220137203535316,non-profit
TWIN VALLEY - COLUMBUS CAMPUS (364007),Psychiatric,Governmental-State,,,1460.0,,70267.0,553.0,1.0,2010-07-01 00:00:00,,,,,,224.0,,41417318.0,42396010.0,,79147.0,,,92727.0,,,,,,84161.0,224.0,,1817839.0,-50038026.0,,OH,,,562136.0,,,,,4573.0,2011-06-30,,2010,2010,,,0.0,,,,,,,,,,,,,,,govt
TX SPEC HOSPITAL AT DALLAS (452067),General Long Term,Proprietary-Other,,6204780.0,240.0,,5827.0,51.0,1.0,2010-06-01 00:00:00,7418230.0,2767582.0,2081624.0,,,66.0,0.716205,3055056.0,9873157.0,8541761.0,188351.0,29363.0,,188351.0,,,-10017.0,1906560.0,,24090.0,66.0,,223466.0,-2432532.0,1500.0,TX,,1800437.0,13785374.0,,,,-150037.0,4707.0,2011-05-31,,2010,2010,1213450.0,,1500.0,-0.2847810890517775,-2442628.0,-0.2859630467300595,0.9443379699563612,-0.18326462319570325,0.9289369335347432,0.0007867573011077543,5.113338003213976,0.8364232438196173,0.16357675618038264,,1213450.0,1.151455401086243,4.103412047516747,for-profit
TX SPEC HOSPITAL-WICHITA FALLS (452068),General Long Term,Proprietary-Other,,-670672.0,253.0,,6566.0,50.0,1.0,2010-06-01 00:00:00,2852205.0,2389152.0,1127704.0,,,31.0,0.506379,2516702.0,5982837.0,7969357.0,,13792.0,,,,,-881.0,599169.0,,11315.0,31.0,,117214.0,1414718.0,1000.0,TX,,751260.0,11814948.0,,,,-35674.0,5285.0,2011-05-31,,2010,2010,2852205.0,,1000.0,0.17751971708633457,1414610.0,0.17750616517744155,1.2538365636406423,4.244915875153755,1.2308180162858893,0.0016689782014757105,0.0,0.0,1.0,,2852205.0,2.794103859996038,7.06688723281996,for-profit
TYLER COUNTY HOSPITAL (450460),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,2193007.0,769.0,2424273.0,2520.0,97.67,2.0,2010-07-01 00:00:00,8845151.0,3728011.0,5981066.0,465487.0,,25.0,0.465586,4445272.0,9619644.0,7778094.0,805155.0,86347.0,,823167.0,2306618.0,1073184.0,181251.0,1307121.0,4158763.0,9125.0,25.0,,728987.0,612873.0,133558.0,TX,,4937343.0,20661352.0,2281719.0,2319159.0,,2974418.0,1715.0,2011-06-30,,2010,2010,6652144.0,1079767.962174,2440176.0,0.07879475357330472,-2704299.0,-0.3476814499799051,3.777265455914181,5.148332862833663,3.5725422512529446,0.10217722766293251,0.3296692013883043,0.2479332461367816,0.7520667538632184,,6652144.0,0.8793624891197448,1.3004527955384542,govt
TYRONE HOSPITAL (391307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2938001.0,826.0,,3364.0,156.3,2.0,2010-07-01 00:00:00,8581762.0,,7486104.0,2338846.0,8094.0,20.0,0.395487,6000962.0,13441394.0,16421434.0,1236497.0,215417.0,,1405880.0,,14652.0,254777.0,2797859.0,,9125.0,25.0,,586619.0,-553659.0,881983.0,PA,,4596211.0,33986933.0,,5767782.0,,-52525.0,1316.0,2011-06-30,5.0,2010,2010,5643761.0,2281082.799834,881983.0,-0.033715630437634134,-1772886.0,-0.10796170419708778,1.6427600533121933,2.7930027924924024,1.474705122738494,0.31523497074012663,0.520575020806161,0.34235405269920094,0.6576459473007991,-146.56127996046453,5643761.0,1.9135270822006016,2.1935888146891895,non-profit
U OF U HOSPITALS & CLINICS (460009),General Short Term (Acute Care Hospitals),Governmental-State,,323583903.0,26271.0,100885461.0,123809.0,6179.06,1.0,2010-07-01 00:00:00,729817939.0,270993552.0,135243883.0,64171751.0,,297.0,0.482826,310034410.0,789588101.0,877986011.0,42352606.0,20199535.0,,42190155.0,23791161.0,24740224.0,4419865.0,109423849.0,41618490.0,152205.0,417.0,,46695928.0,14685105.0,97925166.0,UT,,322438567.0,1635348306.0,90322113.0,187552492.0,329.47,44608586.0,25335.0,2011-06-30,18.0,2010,2010,406234036.0,90555219.502392,121716327.0,0.01672589860887886,-6773276.0,-0.007714560272190943,2.946693704769972,2.265083491990855,2.7217025330556597,0.894916116503999,0.7965455238221348,0.44337619796435285,0.5566238020356471,,406234036.0,1.2030205947020438,6.491872249778572,govt
U OF UTAH NEUROPSYCHIATRIC INSTITUTE (464009),Psychiatric,Governmental-State,,64563081.0,3427.0,,27702.0,315.0,1.0,2010-07-01 00:00:00,70536473.0,,4006436.0,,,90.0,0.402755,15103419.0,25083898.0,39276421.0,107893.0,261338.0,,107156.0,,,3155.0,8280015.0,63096.0,32850.0,90.0,,614848.0,1618192.0,3523112.0,UT,,6103958.0,62280839.0,,,9.37,7623.0,3453.0,2011-06-30,,2010,2010,5973392.0,,3523112.0,0.04120008796117141,-1495337.0,-0.038072129840954705,0.737191659676945,1.1047975154634382,0.7052481185118626,0.4254958475316772,10.808445352322433,0.9153148471146267,0.08468515288537322,,5973392.0,0.5568242829493332,9.803331689311896,govt
UC DAVIS MEDICAL CENTER (050599),General Short Term (Acute Care Hospitals),Governmental-State,,593229169.0,28728.0,179323398.0,163974.0,6422.83,1.0,2010-07-01 00:00:00,1539376154.0,467845371.0,971976810.0,199523972.0,,409.0,0.181404,538809820.0,1030592361.0,1234606074.0,47366007.0,15613168.0,,47204271.0,,44555204.0,11144278.0,227301505.0,78722997.0,200002.0,548.0,,49849837.0,117628929.0,105585320.0,CA,,400978060.0,5681185314.0,159228296.0,1397754404.0,487.77,58460713.0,41165.0,2011-06-30,30.0,2010,2010,946146985.0,253558239.903216,105585320.0,0.09527648654675257,48337733.0,0.039152353141590004,1.7640800926505085,5.3050046589000805,1.6463622359209633,0.4645165899803435,0.6269947253491486,0.38536985743122015,0.6146301425687798,,946146985.0,0.8020171488248219,1.2702011625153897,govt
UCI MEDICAL CENTER (050348),General Short Term (Acute Care Hospitals),Governmental-State,,463659931.0,15247.0,85473877.0,84455.0,3791.6,1.0,2010-07-01 00:00:00,1083847242.0,256084639.0,120174038.0,146969894.0,,233.0,0.219072,280215548.0,614839804.0,684600442.0,31714221.0,13565094.0,,31584265.0,175672798.0,16646916.0,8306935.0,132323750.0,,123370.0,338.0,,38817726.0,85154903.0,18880.0,CA,,307481420.0,2806563789.0,80967714.0,769667386.0,271.07,16131824.0,18386.0,2011-06-30,87.0,2010,2010,620187311.0,168612573.585792,175691678.0,0.1243862810710835,53994952.0,0.0788707524673202,2.323705457259184,1.6558037238213095,2.1584136710152184,0.00014268035783447793,0.7476127337277947,0.42779084822360974,0.5722091517763903,,620187311.0,0.6316392342676644,5.6967416040393015,govt
UCSD MEDICAL CENTER (050025),General Short Term (Acute Care Hospitals),Governmental-State,,338239891.0,24280.0,138369624.0,132907.0,4990.32,1.0,2010-07-01 00:00:00,1089451531.0,313950321.0,260528150.0,82843516.0,,347.0,0.329648,363858278.0,755850981.0,899949232.0,40137650.0,16291386.0,,39988619.0,188734020.0,89116425.0,9826717.0,125283022.0,95365418.0,169044.0,465.0,,50312808.0,143219798.0,1172087.0,CA,,389055288.0,2292906004.0,130797284.0,439876513.0,351.66,120393134.0,30951.0,2011-06-30,,2010,2010,751211640.0,145004412.757424,189906107.0,0.15914208591713094,98883253.0,0.10987647912121336,3.1054111067020718,3.2355879314596994,2.8969383018235306,0.00935551347093144,0.4502591187218558,0.31046804871579,0.68953195128421,,751211640.0,0.8260571548088448,3.454326267622136,govt
UCSF MEDICAL CENTER (050454),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,1230177000.0,28450.0,230224395.0,184746.0,6620.0,1.0,2010-07-01 00:00:00,2353681000.0,635263965.0,331318000.0,167644383.0,,500.0,0.259806,657520426.0,1391146681.0,1864052431.0,71307694.0,28028000.0,,70589456.0,,5303864.0,27321000.0,224112000.0,40184789.0,239936.0,660.0,,37760215.0,206967294.0,349008000.0,CA,,737099000.0,5354565453.0,217910242.0,1280444898.0,535.89,15294050.0,43639.0,2011-06-30,128.0,2010,2010,1123504000.0,332667267.169788,349008000.0,0.11103083290901274,149256174.0,0.08007080247197189,3.2889760476904404,4.117089348183051,3.042005782822874,1.5572927821803384,1.0949467024594484,0.5226608873504949,0.4773391126495052,,1123504000.0,0.7919732669805296,5.626173135778919,non-profit
UF HEALTH SHANDS (100113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,164040351.0,25000.0,232693396.0,228378.0,3505.0,1.0,2010-07-01 00:00:00,874372075.0,250565309.0,111984055.0,176278697.0,,616.0,0.343058,311554059.0,862188115.0,955867551.0,31452144.0,13001235.0,,30879685.0,,81492678.0,5426165.0,156225495.0,83394259.0,275488.0,755.0,,74189854.0,19795636.0,16089.0,FL,,153744647.0,2513242808.0,213007679.0,545480591.0,536.01,109786581.0,70545.0,2011-06-30,,2010,2010,710331724.0,187131480.58727798,16089.0,0.02070960142886993,-22975007.0,-0.024035764134857633,0.9841200823207505,0.8436252994429623,0.8661662233811454,0.0001029857514613732,0.23093485122170893,0.18760932066591904,0.8123906793340809,,710331724.0,1.093204573121803,8.535746906110875,non-profit
UINTAH BASIN MEDICAL CENTER (460019),General Short Term (Acute Care Hospitals),Governmental-County,,27980176.0,1596.0,2368725.0,5392.0,285.6,2.0,2010-07-01 00:00:00,78064796.0,12164881.0,17677459.0,3985645.0,1631039.0,45.0,0.571972,19214734.0,40354377.0,63059102.0,1744503.0,1459935.0,,1945503.0,17561239.0,746685.0,274169.0,5150684.0,3913024.0,17885.0,49.0,,2071264.0,5140529.0,1213651.0,UT,,32451055.0,70553112.0,2406564.0,6986053.0,,2910101.0,1046.0,2011-06-30,4.0,2010,2010,50084620.0,3995826.7065160004,18774890.0,0.08151922302984904,3674662.0,0.058273300498316645,6.300338945274064,4.665717990076658,5.963664437577611,0.23562909314568706,0.5586580471210524,0.35842245715981885,0.6415775428401811,3.5228624208250077,50084620.0,0.807778989136153,3.5672039742815977,govt
UMDNJ - UNIVERSITY HOSPITAL (310119),General Short Term (Acute Care Hospitals),Governmental-State,,189271000.0,18001.0,76557837.0,100323.0,3540.0,1.0,2010-07-01 00:00:00,203432000.0,193880565.0,366734000.0,108534816.0,,276.0,0.235092,273128959.0,453725760.0,546517803.0,12481376.0,12044000.0,,12932034.0,,104873950.0,1211000.0,123927000.0,126295245.0,151744.0,399.0,,17766340.0,-19813725.0,411000.0,NJ,,95850000.0,1929995036.0,73769760.0,632225968.0,308.84,134289390.0,18439.0,2011-06-30,108.0,2010,2010,14161000.0,148631267.269056,411000.0,-0.03625449142047436,-26799506.0,-0.049036839884976265,0.7734392021109201,2.802708651060705,0.6664810735352263,0.0033164685661720207,13.365652143210225,0.9303895159070352,0.06961048409296472,,14161000.0,2.686488866058437,1.4902294387757884,govt
UNICOI COUNTY MEMORIAL HOSPITAL (440001),General Short Term (Acute Care Hospitals),Governmental-City-County,,3752363.0,1209.0,3708384.0,4951.0,130.83,1.0,2010-07-01 00:00:00,10432549.0,6133342.0,5173375.0,,,46.0,0.502458,7401404.0,16239571.0,16292460.0,801857.0,542396.0,,900127.0,321794.0,,61355.0,1551390.0,,17520.0,48.0,,673743.0,-518274.0,432419.0,TN,,4780827.0,32320275.0,3671349.0,,,-143438.0,2730.0,2011-06-30,2.0,2010,2010,6680186.0,,754213.0,-0.03181066579264273,-829052.0,-0.05088562439312418,3.0816409800243654,3.2793301490921043,2.6924732014516013,0.2787300420912859,0.5617153474469124,0.35967844483644407,0.6403215551635559,,6680186.0,1.561695037329803,3.149290356875347,govt
