Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
VETERANS MEMORIAL HOSPITAL (161318),General Short Term (Critical Access Hospitals),Governmental-County,,168.86,3338488.0,19606757.0,,,,32071175.0,,3992367.0,27360171.0,6196449.0,,,689031.0,15024444.0,,50042603.0,IA,3359681.0,1774034.0,,,1693.0,9125.0,405341.0,9411600.0,194072.0,,885.0,2.0,,,2024-07-01 00:00:00,28267253.0,358.0,802261.0,,25.0,,2025-06-30,25.0,11385460.0,275821.0,2024,2024,12464418.0,,6998710.0,0.024375591077067164,-1801751.0,-0.06373986888644609,3.4103642127813547,4.881575132215542,3.2063311295412773,1.8560644818852128,1.5730182508320887,0.6113513770543174,0.38864862294568253,-0.14281812935405416,12464418.0,0.881391249307205,3.003448191593353,govt
VIA CHRISTI HOSPITAL PITTSBURG  INC. (170006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2.81,319.62,20035668.0,20564439.0,,11659.0,,74230235.0,,3708964.0,32018445.0,198107.0,3256101.0,,1140492.0,14657884.0,,107448180.0,KS,3733464.0,1586272.0,,3324296.0,3338.0,9792.0,2692566.0,106017821.0,,,1021.0,2.0,,8554826.0,2024-04-01 00:00:00,42182916.0,755.0,,,52.0,12.0,2024-08-31,64.0,32003217.0,73787.0,2024,2024,53665796.0,,198107.0,0.027036822205463464,351435.0,0.008331216362567253,1.597312203416427,5.359357771350574,1.4592407899751583,0.009887716246845375,0.38319452114341135,0.2770358870613841,0.722964112938616,,53665796.0,0.5682713519632533,0.39788514423438304,non-profit
VIA CHRISTI HOSPITAL WICHITA (170122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,126.18,2490.07,144470017.0,150476393.0,,-302858.0,,407611017.0,,30003451.0,676150663.0,175111.0,121407187.0,,-15552863.0,197814672.0,,2633900165.0,KS,29634570.0,37858203.0,,130701072.0,160413.0,234606.0,16586856.0,782254330.0,,,36550.0,2.0,,185046716.0,2023-10-01 00:00:00,700968420.0,27121.0,,,441.0,80.0,2024-09-30,641.0,204287353.0,1331104.0,2023,2024,257134624.0,,175111.0,-0.0221876800098926,-69011776.0,-0.09845204724058752,1.414046715312562,5.3082209992402785,1.2900212574904037,0.0012120923333178537,0.5852047097321285,0.3691666484078373,0.6308333515921627,,257134624.0,1.7196993966431482,0.8960876189716969,non-profit
VIA CHRISTI REHAB CENTER  INC (173028),Rehabilitation,Voluntary Nonprofit-Church,,164.51,6631896.0,7423522.0,,,,22397492.0,,100075.0,29892495.0,1528.0,,,-1048068.0,12728268.0,,48155049.0,KS,98072.0,1024841.0,,,8530.0,21228.0,71967.0,18376440.0,,,3898.0,1.0,,,2023-10-01 00:00:00,25522516.0,662.0,,,58.0,,2024-09-30,58.0,10544294.0,23246.0,2023,2024,14973970.0,,1528.0,-0.04106444678103052,-1690606.0,-0.06623978607751681,1.5899365731911357,2.6131139571549373,1.5755797437113006,0.0002304016830179484,0.4957617786064751,0.33144434207187123,0.6685556579281288,,14973970.0,1.1395256218865935,1.3888716204009046,non-profit
VIA LINDA BEHAVIORAL HOSPITAL (034040),Psychiatric,Proprietary-Corporation,,197.7,56521571.0,56521571.0,,,,47214329.0,,99394.0,24674513.0,-49186.0,,,531435.0,15548143.0,,74390698.0,AZ,97406.0,1416364.0,,,31025.0,43800.0,129378.0,5482474.0,,,1136.0,1.0,,,2024-06-01 00:00:00,25171782.0,4401.0,,,120.0,,2025-05-31,120.0,5810220.0,247554.0,2024,2024,-9307242.0,,0.0,0.02111233126045665,505676.0,0.020089002836589,0.10279650578006758,0.10640024496134405,0.09612768901982573,0.0,-6.072859285274843,1.197127486445905,-0.19712748644590503,,-9307242.0,0.5331386156096807,4.591318080122222,for-profit
VIBRA HOSP OF SOUTHEASTERN MASS (222043),General Long Term,Proprietary-Corporation,,172.06,11103873.0,27152212.0,,,,27437168.0,,77839.0,27627337.0,-962829.0,,,-1196839.0,10700015.0,,170964902.0,MA,76282.0,1454280.0,,,19119.0,32940.0,443105.0,9351594.0,,,2343.0,1.0,,,2024-01-01 00:00:00,26090096.0,442.0,,,90.0,,2024-12-31,90.0,7448057.0,817305.0,2024,2024,284956.0,,0.0,-0.045873307633670646,-1691875.0,-0.06484740416440016,0.670762084544735,0.7344063643379206,0.5572512401753874,0.0,95.28563006218504,0.9896142342387524,0.010385765761247662,,284956.0,0.9509033876965728,2.7899089716683596,for-profit
VIBRA HOSPITAL OF CENTRAL DAKOTAS  L (352005),General Long Term,Proprietary-Corporation,,69.0,5414971.0,7257405.0,,,,46049631.0,,277.0,9432036.0,-131276.0,,,975817.0,4515371.0,,41225202.0,ND,271.0,34269.0,,,5250.0,14965.0,223526.0,1810089.0,,,1166.0,1.0,,,2024-08-01 00:00:00,10888440.0,178.0,,,41.0,,2025-07-31,41.0,47237462.0,281669.0,2024,2024,38792226.0,,0.0,0.08961954145864788,965473.0,0.08866954311177726,8.723493071338702,0.5144821643550815,8.630197096161734,0.0,0.18708400492407937,0.1575996341859938,0.8424003658140062,,38792226.0,0.23645010315066367,6.015416921488391,for-profit
VIBRA HOSPITAL OF CHARLESTON  LLC (422005),General Long Term,Proprietary-Corporation,,46.96,43390006.0,46449846.0,,,,10175751.0,,1120.0,5266363.0,-88151.0,,,-1978130.0,2425815.0,,21494991.0,SC,,331387.0,,,2739.0,7198.0,984585.0,3522174.0,,,1306.0,1.0,,,2024-09-01 00:00:00,3351340.0,77.0,,,59.0,,2024-12-31,59.0,5808064.0,1389456.0,2024,2024,-36274095.0,,0.0,-0.5902504669773881,-2242129.0,-0.6690246289543884,0.13385718361043786,0.03558524513686401,0.0791431787310654,0.0,-1.280523911072075,4.564758512664078,-3.5647585126640777,,-36274095.0,0.32934571610488506,0.9514975693988996,for-profit
VIBRA HOSPITAL OF FARGO  LLC (352004),General Long Term,Proprietary-Corporation,,128.37,-109959950.0,-108277117.0,,,,17142101.0,,2835.0,17412249.0,-220590.0,,,12130652.0,8215502.0,,125307439.0,ND,2778.0,755860.0,,,10491.0,11315.0,393671.0,5657468.0,,,2214.0,1.0,,,2024-08-01 00:00:00,29621086.0,270.0,,,31.0,,2025-07-31,31.0,5163815.0,226454.0,2024,2024,17142101.0,,0.0,0.40952759125712,12108664.0,0.40878528221416327,inf,inf,inf,,0.0,0.0,1.0,,17142101.0,1.7279729013380565,5.235749632167606,for-profit
VIBRA HOSPITAL OF NORTHWEST INDIANA (152028),General Long Term,Proprietary-Other,,72.9,2262140.0,4016150.0,,,,13019321.0,,,2151453.0,-43759.0,,,-836063.0,1018920.0,,8676254.0,IN,,80455.0,,,931.0,2440.0,95528.0,3285757.0,,,715.0,1.0,,,2023-11-01 00:00:00,1591379.0,32.0,,,40.0,,2023-12-31,40.0,3331734.0,529430.0,2023,2024,9003171.0,,0.0,-0.5253701349584229,-844534.0,-0.5306931912511099,1.4728239631499376,1.0829099878875754,1.1965554740201756,0.0,0.4460817194297431,0.3084761486409314,0.6915238513590686,,9003171.0,0.12223210411664326,0.48432644288667726,for-profit
VIBRA HOSPITAL SOUTHEASTERN MICHIGAN (232019),General Long Term,Proprietary-Other,,234.37,-12991885.0,-7410317.0,,,,23200740.0,,,29152664.0,4587864.0,,,-979261.0,12950283.0,,286230929.0,MI,,331317.0,,,14626.0,24820.0,1753260.0,-730707.0,,,4608.0,1.0,,,2024-06-01 00:00:00,27361611.0,482.0,,,68.0,,2025-05-31,68.0,9994162.0,2951812.0,2024,2024,23200740.0,,4587864.0,-0.035789595868459645,-2432247.0,-0.08889268252516272,inf,inf,inf,inf,0.0,0.0,1.0,,23200740.0,1.1793421675343114,inf,for-profit
VIBRA REHABILITATION HOSPITAL OF RAN (053041),Rehabilitation,Proprietary-Corporation,,117.9,10296666.0,34028727.0,,,,31950389.0,,,23187096.0,193165.0,,,-174744.0,11747017.0,,37548605.0,CA,,457050.0,,,10494.0,18300.0,147766.0,3610734.0,,,7871.0,1.0,,,2024-01-01 00:00:00,23048121.0,736.0,,,50.0,,2024-12-31,50.0,4297739.0,465187.0,2024,2024,-2078338.0,,193165.0,-0.007581702647257015,-209575.0,-0.00909293213099671,0.41739131870452045,0.35245923292063663,0.35786204971589836,0.018759955892518995,-16.373047598610043,1.0650489106721048,-0.0650489106721048,,-2078338.0,0.7213721560635772,6.383223189523238,for-profit
VIBRA SPECIALTY HOSP PORTLAND (382004),General Long Term,Governmental- Federal,,239.92,70587285.0,70597851.0,,,,34529978.0,,1178.0,35111340.0,-24498.0,,,-8011850.0,14873411.0,,164203042.0,OR,1155.0,875805.0,,,17104.0,26718.0,389335.0,5088385.0,,,2915.0,1.0,,,2024-02-01 00:00:00,27381334.0,378.0,,,73.0,,2025-01-31,73.0,5410583.0,846727.0,2024,2024,-36067873.0,,0.0,-0.29260261753499667,-8089208.0,-0.295427826854601,0.076650957746852,-0.04141631173376338,0.05913984367014541,0.0,-1.9573610841981173,2.044537966401253,-1.0445379664012528,,-36067873.0,0.7929728191544171,5.381144311996832,govt
VICTOR VALLEY GLOBAL MEDICAL CENTER (050517),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,404.4,42935787.0,92145955.0,,30843.0,,110285650.0,,1418606.0,85201776.0,8374282.0,13027872.0,,15768472.0,38976496.0,,373778168.0,CA,1429436.0,2817707.0,,13857415.0,18877.0,36966.0,1685169.0,63229152.0,2237515.0,,3676.0,1.0,,40110967.0,2024-01-01 00:00:00,78976254.0,5062.0,,,89.0,10.0,2024-12-31,101.0,100255006.0,1232749.0,2024,2024,18139695.0,,8374282.0,0.19966092592844426,-10825711.0,-0.1370755189274994,2.3349986807042806,2.034943624068193,2.2670386360916126,0.1950420054021602,5.079796270003437,0.8355208043838885,0.16447919561611143,-3.578972208007544,18139695.0,0.7161063474713165,1.2490481289390059,for-profit
VICTORIA WARM SPRINGS SPECIALTY HOSP (452094),General Long Term,Proprietary-Partnership,,131.09,3915488.0,35684223.0,,,,37797050.0,,591173.0,25233762.0,-3558.0,,,2539526.0,11998658.0,,95265299.0,TX,579345.0,334747.0,,,9961.0,11346.0,120902.0,8121689.0,,,5827.0,1.0,,,2024-01-01 00:00:00,28714504.0,398.0,,,31.0,,2024-12-31,31.0,7083456.0,45767.0,2024,2024,2112827.0,,0.0,0.08844053165605786,2158688.0,0.07517761755522574,1.8090863769726788,2.7228319943772017,1.7665197799099372,0.0,16.889325533988348,0.944100743311978,0.055899256688021946,,2112827.0,0.7597022518953199,3.5355335571209388,for-profit
VIERA HOSPITAL INC (100315),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,456.47,53050330.0,174536302.0,,179902.0,,366195924.0,,16188486.0,164145492.0,197913183.0,19519831.0,,46961728.0,44217485.0,,1009231646.0,FL,15865072.0,12490411.0,,22415800.0,23465.0,35868.0,3825281.0,80897589.0,2338116.0,,8753.0,1.0,,46514981.0,2023-10-01 00:00:00,190159993.0,6850.0,,,78.0,20.0,2024-09-30,98.0,231299756.0,915123.0,2023,2024,191659622.0,,197913183.0,0.24695903307064174,39289517.0,0.20661294933892851,4.36000597922765,6.0988240977954336,4.2706492494957145,3.730668272940055,0.9106576553719802,0.47662000192006504,0.523379998079935,22.146004732015008,191659622.0,0.5192848432687635,2.3506262096389547,non-profit
VIRGINIA BEACH PSYCHIATRIC CENTER (494025),Psychiatric,Proprietary-Corporation,,174.1,6974462.0,6974462.0,,,,41948008.0,,86346.0,19573946.0,-31529.0,,,1000001.0,13203032.0,,51651625.0,VA,85009.0,420628.0,,,23776.0,36600.0,269767.0,2675487.0,,,1787.0,1.0,,,2024-01-01 00:00:00,23119771.0,4133.0,,,100.0,,2024-12-31,100.0,2937149.0,23424.0,2024,2024,34973546.0,,0.0,0.043253066823196476,1016059.0,0.04394762387568631,0.4211291136147849,0.5269924762655528,0.37909131915838096,0.0,0.1994210710003498,0.1662644385878824,0.8337355614121176,,34973546.0,0.5511530130346118,8.64133183977347,for-profit
VIRGINIA GAY HOSPITAL (161349),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,157.1,3581839.0,4423896.0,,,,59491152.0,,2733640.0,32510305.0,11907521.0,,,6616475.0,16254976.0,,57666978.0,IA,2582025.0,1593772.0,,,1272.0,9125.0,393779.0,7171178.0,10613.0,,482.0,2.0,,,2024-07-01 00:00:00,34568609.0,283.0,,,25.0,,2025-06-30,25.0,19054557.0,154787.0,2024,2024,55067256.0,,11907521.0,0.1914012507706052,-289802.0,-0.008383386210304268,5.319769258193905,7.173737848071898,5.166617204179194,3.3244154748440677,0.08033623465821504,0.07436225138151636,0.9256377486184837,122.86535381136342,55067256.0,0.5810714339503797,4.820492393299957,non-profit
VIRGINIA HOSPITAL CENTER ARLINGTON (490050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,34.3,2767.0,2535246.0,484119166.0,,-52162.0,,2191400558.0,,40528329.0,673468669.0,58680522.0,69742424.0,,93286663.0,300391865.0,,2408582468.0,VA,39765910.0,42327144.0,,77184657.0,107766.0,146988.0,19877335.0,362346605.0,,,22993.0,1.0,,287873673.0,2024-01-01 00:00:00,698148814.0,21258.0,,,333.0,34.0,2024-12-31,402.0,233545027.0,23988079.0,2024,2024,1707281392.0,,58680522.0,0.1336200264604331,-45406145.0,-0.06503791754632988,92.11927639369118,203.22508939960855,74.81704457871149,23.145888801323423,0.2835614376566695,0.22091769769459008,0.77908230230541,,1707281392.0,0.3185856695396534,1.9267430807030743,non-profit
VIRGINIA MASON MEDICAL CENTER (500005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,113.61,4159.36,89739527.0,627530757.0,,826138.0,,884079762.0,,75560450.0,937841749.0,33700123.0,118605636.0,,-45946689.0,651781500.0,,2736976480.0,WA,73860173.0,31095812.0,,130027774.0,62103.0,72635.0,39525039.0,664674594.0,15839976.0,,21150.0,1.0,,312443506.0,2024-07-01 00:00:00,1286887370.0,11937.0,,,171.0,28.0,2025-06-30,199.0,256734511.0,3612245.0,2024,2024,256549005.0,,33700123.0,-0.03570373761613652,-134341454.0,-0.1043925499090103,2.8608854936353745,7.270241439984412,2.380191139184409,0.3755326568636806,2.4460463489226942,0.7098123766348584,0.2901876233651416,-6.518042830367925,256549005.0,1.455623604694618,1.9361163817854605,non-profit
VIRTUA MOUNT HOLLY HOSPITAL (310057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,15.21,1428.78,34163740.0,57231773.0,,-165269.0,,1182321130.0,,13617742.0,311150187.0,694347.0,45426887.0,,114477958.0,133914499.0,,2954622517.0,NJ,13175249.0,16435775.0,,50665796.0,65354.0,114192.0,52001.0,53168892.0,182290.0,,19712.0,1.0,,129552289.0,2024-01-01 00:00:00,441113605.0,14112.0,568172.0,,274.0,38.0,2024-12-31,312.0,83433326.0,3658381.0,2024,2024,1125089357.0,,1262519.0,0.25952035190571826,35194821.0,0.07978629677495438,2.442160196746609,4.5299335201590925,2.333554347387025,0.02032409215150332,0.050868646693633245,0.048406284509184064,0.951593715490816,283.2332876186297,1125089357.0,0.3730911964670715,8.296460362574416,non-profit
VIRTUA OUR LADY OF LOURDES HOSPITAL (310029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,75.82,3323.77,132546822.0,144531609.0,,-282963.0,,335531708.0,,27443086.0,418116882.0,12455.0,87825645.0,,6887496.0,149464445.0,,3907521834.0,NJ,26120001.0,19428061.0,,93726845.0,64700.0,102114.0,6331174.0,69366484.0,,,18973.0,1.0,,135258960.0,2024-01-01 00:00:00,544016602.0,12223.0,,,222.0,36.0,2024-12-31,279.0,71667340.0,1727264.0,2024,2024,191000099.0,,12455.0,0.01266045185878353,-9209731.0,-0.01692913592368639,0.5406945177455857,0.5753924073713363,0.4798976017697354,9.396679461692413e-05,0.7567096025431903,0.4307539512778327,0.5692460487221672,,191000099.0,1.6213567571384342,7.842643458763169,non-profit
VIRTUA WILLINGBORO HOSPITAL (310061),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.79,536.03,60143014.0,61864786.0,,-140585.0,,96034001.0,,3610242.0,118611402.0,5210.0,11500830.0,,12572094.0,49382184.0,,1153545542.0,NJ,3526248.0,6557594.0,,13510930.0,22368.0,54534.0,728715.0,21070704.0,,,6026.0,1.0,,48128850.0,2024-01-01 00:00:00,154982898.0,4403.0,,,129.0,20.0,2024-12-31,149.0,21976931.0,307739.0,2024,2024,34169215.0,,5210.0,0.08111923420092454,6347671.0,0.04095723516539225,0.36541120137411137,0.5594666073768767,0.3481780444192571,8.662685245538243e-05,1.8105416235052518,0.6441966944603297,0.35580330553967027,,34169215.0,1.61383360462093,7.35537350816565,non-profit
VISTA HEALTH FORT SMITH (044006),Psychiatric,Proprietary-Corporation,,147.3,-10537510.0,-10537510.0,,,,14888735.0,,88386.0,17954961.0,-66776.0,,,1698459.0,11434789.0,,43796636.0,AR,86619.0,2273501.0,,,20931.0,24888.0,,2125580.0,,,1653.0,1.0,,,2024-01-01 00:00:00,22783422.0,2410.0,,,68.0,,2024-12-31,68.0,1549411.0,87394.0,2024,2024,14888735.0,,0.0,0.07454802004720801,1690086.0,0.07418051599096923,inf,inf,,,0.0,0.0,1.0,,14888735.0,1.5302456521658825,10.718684782506422,for-profit
VISTA HEALTH TEXARKANA (044020),Psychiatric,Proprietary-Corporation,,110.8,9118119.0,9118350.0,,,,7360276.0,,4310.0,12798076.0,-29160.0,,,-1606397.0,7124621.0,,26848260.0,AR,4224.0,558207.0,,,11576.0,14640.0,,2122517.0,,,655.0,1.0,,,2024-01-01 00:00:00,12729775.0,1138.0,,,40.0,,2024-12-31,40.0,1262797.0,85474.0,2024,2024,-1758074.0,,0.0,-0.12619209687523936,-1609841.0,-0.1264626436838043,0.1384931475450145,0.056603779792740144,,0.0,-5.186556424814882,1.2388597927577716,-0.23885979275777158,,-1758074.0,1.7295241374100645,5.997490243894395,for-profit
VISTA MEDICAL CENTER - EAST (140084),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,673.97,85898002.0,90895919.0,,79722.0,,76557414.0,,2344133.0,102445419.0,-3865071.0,11595720.0,,-38269073.0,53676133.0,,700698896.0,IL,2421578.0,3688201.0,,13157694.0,20789.0,60756.0,3715644.0,362590854.0,,,5390.0,1.0,,53383066.0,2023-12-01 00:00:00,98300651.0,4532.0,,,143.0,23.0,2024-11-30,166.0,36206584.0,1687037.0,2023,2024,-14338505.0,,0.0,-0.3893064044916651,-38860087.0,-0.39531871462377194,0.42150670745519786,3.775661522371615,0.3586102386875075,0.0,-6.339288440461541,1.1872908742711712,-0.18729087427117116,,-14338505.0,1.284012166346162,0.27110626182534653,for-profit
VOYAGES OF CONROE BH (454158),Psychiatric,Proprietary-Partnership,,119.8,1235140.0,33010732.0,,,,34666405.0,,16832.0,16353535.0,-12830.0,,,-278082.0,8537096.0,,73728786.0,TX,16495.0,150266.0,,,19620.0,23360.0,54858.0,4799432.0,,,2799.0,1.0,,,2024-07-01 00:00:00,16083142.0,1502.0,,,64.0,,2025-06-30,64.0,4339797.0,42210.0,2024,2024,1655673.0,,0.0,-0.017290278230460192,-438852.0,-0.02728645932492544,3.5136073643473615,3.6605971792671275,3.435018702333339,0.0,19.93795393172444,0.9522398414257262,0.047760158574273855,,1655673.0,0.4639402903185375,3.351051124383052,for-profit
VOYAGES OF SUGAR LAND BH (454156),Psychiatric,Proprietary-Partnership,,124.5,1447160.0,19933114.0,,,,23807878.0,,22929.0,17066495.0,378.0,,,-1052100.0,8635385.0,,73013750.0,TX,22470.0,230661.0,,,18994.0,21900.0,58396.0,5350307.0,,,1670.0,1.0,,,2024-07-01 00:00:00,14808061.0,1653.0,,,60.0,,2025-06-30,60.0,5085168.0,194129.0,2024,2024,3874764.0,,378.0,-0.07104914005959322,-1825527.0,-0.12327927336333906,3.5138948008513227,2.970359186268277,3.3393978551093175,0.0002612012493435418,5.144342726421532,0.8372486619765105,0.16275133802348954,,3874764.0,0.6219815558530668,2.767703049563324,for-profit
W NY CHILDRENS PSYCHIATRIC CTR (334065),Psychiatric,Proprietary-Individual,,,,,,,,,,,,,,,,,,,NY,,,,,,,,,,,,,,,2024-04-01 00:00:00,,,,,,,2025-03-31,,,,2024,2024,,,0.0,,,,,,,,,,,,,,,for-profit
W.A. FOOTE MEMORIAL HOSPITAL (230092),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,104.87,3119.51,152752802.0,327690274.0,,39359.0,,974211949.0,,36647476.0,563876247.0,115419540.0,69905758.0,,119188271.0,312715003.0,,2239565387.0,MI,32491309.0,25637196.0,,69074827.0,76955.0,130141.0,,79557062.0,,,17281.0,1.0,,205824085.0,2024-01-01 00:00:00,792277443.0,17277.0,,,278.0,58.0,2024-12-31,356.0,295980878.0,,2024,2024,646521675.0,,115419540.0,0.15043754186499034,723396.0,0.0009130589371077172,1.9376461454369918,2.058125964851368,,0.7555968760559953,0.5068511802021177,0.3363644577921308,0.6636355422078691,,646521675.0,0.8132495642383052,9.958606100863806,non-profit
W.J. MANGOLD MEMORIAL HOSPITAL (451337),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,61.47,3168262.0,3976251.0,,,,4017397.0,,757969.0,12519441.0,128453.0,,,-1482461.0,6367648.0,,20550772.0,TX,757849.0,280754.0,,,724.0,9150.0,322492.0,3702528.0,6864.0,,456.0,2.0,,,2023-10-01 00:00:00,9984657.0,100.0,,,25.0,,2024-09-30,25.0,2785378.0,679323.0,2023,2024,41146.0,,128453.0,-0.14847390351015563,-2789259.0,-0.2793545136302629,0.879150146042215,0.897141713658782,0.5629468143733063,0.04054367978405826,96.63760754386817,0.9897580448235511,0.01024195517644883,-365.45818764568764,41146.0,2.4853548205467373,2.696713434712715,govt
WABASH COUNTY HOSPITAL (151310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,152.15,7380606.0,26001450.0,,,,28976955.0,,1488020.0,60548876.0,1350.0,,,7338847.0,14746485.0,,252574509.0,IN,1554977.0,2812971.0,,,3146.0,6588.0,863977.0,22342463.0,,,1098.0,2.0,,,2024-01-01 00:00:00,73955732.0,1206.0,,,18.0,,2024-12-31,18.0,131506.0,42970.0,2024,2024,2975505.0,,1350.0,0.09923297088047212,6795557.0,0.09188681953685483,0.0178177781065674,4.023565544617881,-0.10506467897080538,0.0001829118096806685,8.738499851285749,0.8973147799691168,0.10268522003088316,,2975505.0,2.5522257946012616,3.3100975483320707,non-profit
WABASH GENERAL HOSPITAL (141327),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,429.47,30930266.0,32350266.0,,,,120063528.0,,8933742.0,80239060.0,10214988.0,,,16733452.0,40049656.0,,208781725.0,IL,8628058.0,4537997.0,,,2690.0,9150.0,1802032.0,36377919.0,,,1990.0,2.0,,,2024-01-01 00:00:00,105500232.0,498.0,33316748.0,,25.0,,2024-12-31,25.0,64035114.0,,2024,2024,87713262.0,,43531736.0,0.15861057063836598,13333231.0,0.1263810585743546,2.0703059585714523,1.981839115124325,,0.33025865344966643,0.3688184119751469,0.2694429069250739,0.7305570930749261,,87713262.0,0.8787034144124101,2.900117293680268,govt
WACCAMAW COMMUNITY HOSPITAL (420098),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,20.34,564.45,19980314.0,-201526228.0,,-138707.0,,59832399.0,,17128927.0,156045015.0,14584.0,28744124.0,,26073182.0,45802131.0,,698341176.0,SC,16914722.0,7515526.0,,32881884.0,30602.0,43920.0,3635032.0,179666265.0,,,10787.0,2.0,,48729783.0,2023-10-01 00:00:00,209813558.0,7244.0,,,112.0,8.0,2024-09-30,120.0,47169204.0,4057962.0,2023,2024,59832399.0,,14584.0,0.1242683373206988,21093204.0,0.1005330837581049,2.360783919612074,10.297837711659586,1.9757552358786754,0.0007299184587389368,0.0,0.0,1.0,,59832399.0,3.5066880403709035,1.167796069006054,non-profit
WADLEY MEDICAL CENTER AT HOPE (040153),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,73.21,1881764.0,19565560.0,,,,726066.0,,384082.0,16161223.0,,1124843.0,,-6873794.0,6681071.0,,69805403.0,AR,376117.0,748302.0,,1067603.0,998.0,12744.0,,569537.0,,,345.0,2.0,,5669224.0,2023-10-01 00:00:00,6210165.0,303.0,,,28.0,8.0,2024-09-18,36.0,616223.0,13451.0,2023,2024,-18839494.0,,0.0,-1.1068617339474878,-7636959.0,-1.2297513834173488,0.32747092621603985,-3.350184720294362,,0.0,-1.038539570117966,26.947357402770546,-25.947357402770546,,-18839494.0,8.55316872019899,10.903883329792446,for-profit
WADLEY REGIONAL MEDICAL CENTER (450200),General Short Term (Acute Care Hospitals),Proprietary-Corporation,10.84,461.42,17045233.0,17045233.0,,5228.0,,50561858.0,,3212418.0,63271986.0,-6091.0,9025338.0,,-33330891.0,30373893.0,,403061569.0,TX,3024038.0,1716399.0,,9937972.0,15109.0,56425.0,,16115965.0,,,3144.0,2.0,,29469436.0,2024-01-01 00:00:00,65530598.0,3713.0,,,159.0,26.0,2024-10-30,185.0,50475726.0,,2024,2024,33516625.0,,0.0,-0.5086309604560605,-26766283.0,-0.40845473438224994,2.9612810807573005,0.005449676164591004,,0.0,0.5085605427157418,0.3371164287514909,0.662883571248509,,33516625.0,1.296048060575622,4.066191382272176,for-profit
