Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ACADIA GENERAL HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,231.27,15462487.0,23788384.0,6596915.0,31753.0,,30274354.0,,6353984.0,40362626.0,5503.0,7603305.0,5989860.0,36179.0,13778287.0,0.203579,198265362.0,LA,6287583.0,2428179.0,43525110.0,7529059.0,7484.0,41358.0,1588371.0,5162486.0,33.0,25243.0,3999.0,1.0,1323096.0,13980669.0,2019-10-01 00:00:00,34159494.0,1458.0,,,109.0,4.0,2020-09-30,113.0,17435579.0,,2019,2020,6485970.0,8860798.36869,5503.0,0.0010591199038252734,-7631286.0,-0.22340161127679467,1.1276050870729915,0.3365673322797296,,0.0003558935894335756,3.6676679047235803,0.7857602510692714,0.21423974893072864,-157669.9090909091,6485970.0,1.128331061993924,6.616869082066276,non-profit
ACADIA GREENLEAF HOSPITAL (114036),Psychiatric,Proprietary-Corporation,,181.19,3845590.0,-15494637.0,,,,18270643.0,,331467.0,15590914.0,-103355.0,,,3885639.0,8866077.0,,59911095.0,GA,369601.0,1002873.0,,,31459.0,41358.0,,3556858.0,,,9220.0,1.0,,,2020-01-01 00:00:00,21756443.0,3738.0,,,113.0,,2020-12-31,113.0,2982265.0,47062.0,2020,2020,18270643.0,,0.0,0.1785971631484062,3868378.0,0.17780378897414434,0.7755025886795004,2.084371448854402,,0.0,0.0,0.0,1.0,,18270643.0,1.1907869361795314,6.116758948487682,for-profit
ACADIA HOSPITAL (204006),Psychiatric,Voluntary Nonprofit-Other,,489.0,9305582.0,23896037.0,,,,44827004.0,,572065.0,48572794.0,24477833.0,,,6529751.0,31490734.0,,101759272.0,ME,663799.0,705152.0,,,24254.0,24888.0,89000.0,4430001.0,55923.0,,3474.0,1.0,,,2019-10-01 00:00:00,60075348.0,1963.0,78688.0,,68.0,,2020-09-30,68.0,35698934.0,72360.0,2019,2020,20930967.0,,24556521.0,0.10869268705692725,3901093.0,0.06493666919748846,3.8362924532823417,3.8082072674229295,3.81895232345489,2.630446220343875,1.1416594847242365,0.5330723641490741,0.46692763585092595,82.3676304919264,20930967.0,1.3401597840444568,13.561023575389711,non-profit
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),Psychiatric,Proprietary-Corporation,,236.6,3413204.0,-3147383.0,,,,32280760.0,,326111.0,25614881.0,-214971.0,,,2778470.0,17460870.0,,96379531.0,AZ,324473.0,1056697.0,,,40527.0,51240.0,,13581633.0,,,3026.0,1.0,,,2020-01-01 00:00:00,34690906.0,4636.0,,,140.0,,2020-12-31,140.0,9147452.0,70355.0,2020,2020,32280760.0,,0.0,0.08009217170632557,2674455.0,0.07709383548529981,2.6800191257246855,4.976225564015511,,0.0,0.0,0.0,1.0,,32280760.0,1.0746619968055275,2.5542514659319684,for-profit
ACADIA ST LANDRY HOSPITAL (191319),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,105.79,3248310.0,3273368.0,3118978.0,,,17009605.0,,2653271.0,15915039.0,4487536.0,,846734.0,6496485.0,5423226.0,0.871543,18260758.0,LA,4103596.0,193330.0,2620816.0,,3032.0,5475.0,349032.0,2537146.0,1940.0,,2955.0,2.0,474785.0,,2020-07-01 00:00:00,16751035.0,85.0,6838.0,,15.0,,2021-06-30,15.0,6826158.0,157012.0,2020,2020,13736237.0,2284153.839088,4494374.0,0.3878258865795457,-910563.0,-0.05435861127387054,2.101449061204134,4.162592548125025,1.945662205885522,1.3814986870095527,0.2383016542303398,0.19244232890769655,0.8075576710923035,-369.7077319587629,13736237.0,0.9847985887973295,6.602314175061269,govt
ACADIA VERMILION HOSPITAL (194044),Psychiatric,Proprietary-Corporation,,146.04,1855180.0,8792812.0,,,,10233148.0,,56677.0,13017661.0,-112460.0,,,3963789.0,7430833.0,,56930567.0,LA,56091.0,667642.0,,,25293.0,28548.0,,2090629.0,,,1119.0,1.0,,,2020-01-01 00:00:00,19189778.0,3278.0,,,78.0,,2020-12-31,78.0,1565734.0,24325.0,2020,2020,1440336.0,,0.0,0.2065573140033199,3953043.0,0.20599732836930162,0.843979559934885,3.440089371381753,,0.0,6.1046950156074695,0.8592480046218427,0.14075199537815733,,1440336.0,1.875256568164557,9.178949493190805,for-profit
ACADIAN MEDICAL CENTER (190318),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,7333997.0,6981619.0,,,,6783377.0,,347349.0,4767370.0,-8280900.0,830750.0,,-214537.0,2221270.0,0.134638,35408875.0,LA,347350.0,115129.0,,943622.0,1185.0,3975.0,-15561.0,11043821.0,,,419.0,2.0,,2221270.0,2020-05-11 00:00:00,4890838.0,325.0,,,49.0,6.0,2020-09-30,55.0,2789450.0,42090.0,2020,2020,-198242.0,,0.0,-0.04386507997198026,-345829.0,-0.07070955938430183,0.38034512422080347,1.4765869143387977,0.37460609814811757,0.0,-35.21765821571614,1.0292246767354962,-0.0292246767354962,,-198242.0,0.7210034176192772,0.44285741320870736,for-profit
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,,52.02,,,,,,,,110437.0,9306051.0,,,,-9732158.0,3280552.0,,17489522.0,TX,109281.0,83771.0,,,6703.0,54534.0,,,,,4896.0,1.0,,2939639.0,2020-01-01 00:00:00,,508.0,,,149.0,,2020-12-31,149.0,,,2020,2020,,,0.0,,,,,,,,,,,,,,,for-profit
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,30.21,1057174.0,2407828.0,,,,3932709.0,,,5490041.0,98985.0,,,232523.0,3676888.0,,15428885.0,OH,,107245.0,,,6844.0,13176.0,,,,,1394.0,1.0,,,2020-01-01 00:00:00,6789796.0,1175.0,,,36.0,,2020-12-31,36.0,3330245.0,,2020,2020,1524881.0,,98985.0,0.0342459478900397,232523.0,0.0342459478900397,3.1501389553659096,0.31357941076870977,,0.09363170112015619,1.5790268224208972,0.6122568438193622,0.3877431561806378,,1524881.0,1.7264933662775457,inf,for-profit
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,,113.75,11731268.0,11731268.0,,,,24759364.0,,12496.0,21843806.0,5399780.0,,,5176904.0,13229781.0,,137689650.0,NJ,12496.0,133504.0,,,9052.0,18250.0,389082.0,7627231.0,9414.0,,8067.0,1.0,,,2020-09-01 00:00:00,26801835.0,240.0,,,50.0,,2021-08-31,50.0,17895075.0,215436.0,2020,2020,13028096.0,,5399780.0,0.19315483436115474,2746210.0,0.10246350669646313,1.5254169455509838,1.5517431704739846,1.4738864545588763,0.4602895441481688,0.900459130789334,0.4738113628443768,0.5261886371556233,305.89696197153177,13028096.0,1.082492870172271,3.5139666020342113,for-profit
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,,164.0,,,,,,,,2589102.0,19536972.0,,385973.0,,-34495287.0,11118475.0,,145981.0,NM,1414441.0,974233.0,,268178.0,264.0,2196.0,,,,,91.0,2.0,,7070068.0,2019-10-01 00:00:00,,112.0,,,6.0,,2020-09-30,6.0,,,2019,2020,,,0.0,,,,,,,,,,,,,,,govt
ACUITY SPECIALTY HOSP OF NEW JERSEY (312023),General Long Term,Proprietary-Partnership,,108.08,2408660.0,2408660.0,,,,9548892.0,,,19946350.0,2349377.0,,,2097425.0,8973845.0,,135433264.0,NJ,,271778.0,,,8634.0,10950.0,260368.0,6353872.0,,,5459.0,1.0,,,2020-09-01 00:00:00,20249126.0,258.0,,,30.0,,2021-08-31,30.0,6226665.0,115298.0,2020,2020,7140232.0,,2349377.0,0.10358101381758403,2091169.0,0.1032720622114752,2.585115790522531,4.484100703295608,2.4291510632467843,0.9753875598880706,0.3373363778655932,0.2522449725057106,0.7477550274942893,,7140232.0,2.1205733607626938,3.1868954867205384,for-profit
ACUITY SPECIALTY HOSPITAL-OH VALLEY (512005),General Long Term,Proprietary-Partnership,,156.86,4167576.0,6120395.0,,,,8302871.0,,,3097627.0,2383134.0,,,66505.0,1445447.0,,13033802.0,WV,,49932.0,,,1907.0,3456.0,321937.0,131677.0,7034.0,,565.0,1.0,,,2020-07-15 00:00:00,2926311.0,66.0,,,72.0,,2020-08-31,72.0,6530253.0,20071.0,2020,2020,2182476.0,,2383134.0,0.022726565973336395,-154515.0,-0.05280197490970714,1.5669187556507669,0.6193806663633729,1.4848547453003857,0.5718273643959942,2.804335534503014,0.7371420078669173,0.26285799213308264,-14.868211543929485,2182476.0,0.35244567812748145,22.22340272029284,for-profit
ACUITY SPECIALTY HOSPITAL-OH VALLEY (512005),General Long Term,Proprietary-Partnership,,279.13,4021751.0,7770627.0,,,,11004630.0,,2235.0,23878099.0,1874698.0,,,1416871.0,10356575.0,,97577104.0,WV,2236.0,662636.0,,,14714.0,26280.0,276912.0,,54131.0,,7829.0,1.0,,,2020-09-01 00:00:00,24377619.0,557.0,,,72.0,,2021-08-31,72.0,6596967.0,58988.0,2020,2020,3234003.0,,1874698.0,0.05812179606219951,1292875.0,0.053035327199100125,1.640322088562917,0.8184417682745649,1.556801253981164,0.4661397485821474,2.4027890512160934,0.706123422595762,0.29387657740423806,36.125528809739336,3234003.0,2.2152147777798983,inf,for-profit
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,157.09,192000.0,192000.0,,61442.0,,9915564.0,,491527.0,16741558.0,677216.0,3062220.0,68783.0,-2365863.0,9880593.0,0.673789,24846867.0,OK,491402.0,848400.0,4915790.0,2651634.0,3496.0,10950.0,350594.0,10069343.0,74085.0,3813.0,2215.0,2.0,29779.0,5597760.0,2020-07-01 00:00:00,13662539.0,695.0,230993.0,,30.0,,2021-06-30,30.0,3138848.0,50000.0,2020,2020,9723564.0,3312205.2283099997,908209.0,-0.1731642266492341,-5014933.0,-0.3670571772933274,16.348166666666668,43.649458333333335,14.261739583333334,3.5271666666666666,0.01974584627611851,0.01936349762857665,0.9806365023714233,-56.239900114733075,9723564.0,1.3778882371189374,1.3568451288232013,non-profit
ADAIR COUNTY MEMORIAL HOSPITAL (161310),General Short Term (Critical Access Hospitals),Governmental-County,,74.97,2558829.0,15201868.0,1499448.0,,,26382054.0,,3627461.0,15109273.0,1802694.0,,354803.0,4864993.0,5297896.0,0.806164,18742173.0,IA,3359775.0,1274626.0,2417210.0,,379.0,9125.0,296684.0,1608947.0,308222.0,52030.0,311.0,2.0,337892.0,,2020-07-01 00:00:00,13344769.0,57.0,10014064.0,,25.0,,2021-06-30,25.0,16428428.0,345331.0,2020,2020,11180186.0,1948667.68244,11816758.0,0.3645617994586493,-2859385.0,-0.21427010089121812,6.420291469261916,3.234539705466837,6.169389591879723,0.7044995972767231,1.359715124596317,0.5762200319959925,0.4237799680040076,-5.141615458987353,11180186.0,0.5058275219965814,8.29410104869831,govt
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Governmental-County,,173.39,4779097.0,4879460.0,107123.0,,,18019407.0,,665380.0,6421905.0,4339106.0,,1055690.0,13139947.0,3283767.0,0.341203,18821347.0,OH,794006.0,368711.0,4873704.0,,1071.0,6825.0,303707.0,15205927.0,450200.0,65950.0,711.0,2.0,428571.0,,2019-10-01 00:00:00,12264294.0,174.0,58405.0,,25.0,,2019-12-31,25.0,12377287.0,39163.0,2019,2020,13139947.0,1662922.425912,4397511.0,1.0713985656247313,5065025.0,0.41298952878983497,2.5898798455021943,6.839153923847957,2.5181361667277313,0.9079342813087912,0.3713454856400867,0.270789155270204,0.729210844729796,12.069604620168814,13139947.0,0.6806158493450978,0.8065469471213429,govt
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,194.58,11269127.0,36946551.0,4273729.0,,,46171479.0,,2297500.0,24752706.0,10083184.0,,6190725.0,1083070.0,10171489.0,0.295804,83679517.0,OH,2881646.0,1094517.0,22440743.0,,3416.0,9150.0,325141.0,20186183.0,1816285.0,87381.0,2071.0,2.0,1960735.0,,2020-01-01 00:00:00,24354662.0,590.0,1947972.0,,25.0,,2020-12-31,25.0,17407406.0,199622.0,2020,2020,9224928.0,6638061.542372,12031156.0,0.04447074650430378,-4295072.0,-0.17635522923701424,1.5446987153485803,2.782153133956162,1.4981322865560038,0.8947617681476125,4.005077438002768,0.8002028914863221,0.19979710851367788,-1.7621436063172906,9224928.0,0.5274828211589236,1.2065015956706624,non-profit
ADAMS MEMORIAL HOSPITAL (151330),General Short Term (Critical Access Hospitals),Governmental-County,,478.25,15638664.0,43286572.0,4400126.0,,,65471236.0,,5473058.0,56666253.0,10259728.0,,8639255.0,-848578.0,31920231.0,0.548744,103265332.0,IN,4548931.0,1533381.0,15194592.0,,5491.0,9150.0,1027838.0,26741838.0,,57786.0,2411.0,1.0,4732846.0,,2020-01-01 00:00:00,65371422.0,827.0,,,21.0,4.0,2020-12-31,25.0,22238851.0,351465.0,2020,2020,22184664.0,8337941.192448,10259728.0,-0.01298087106014001,-66136.0,-0.0010116959058960044,1.4220428931780873,2.8641988215873173,1.3338446302062632,0.6560488798787416,1.9511934911432511,0.6611540371713771,0.33884596282862295,,22184664.0,0.9984754526399959,2.4445373575294265,govt
ADCARE HOSPITAL OF WORCESTER (220062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,340.12,7714341.0,10386427.0,6484722.0,,,10898948.0,,1259668.0,37933750.0,3654301.0,20790415.0,2345720.0,919190.0,18810386.0,0.555264,68316643.0,MA,1240262.0,509580.0,24133724.0,22018043.0,34013.0,41724.0,142139.0,3633160.0,,,15918.0,1.0,929255.0,18744305.0,2019-10-01 00:00:00,37099683.0,5887.0,,,114.0,,2020-09-30,114.0,7710538.0,280938.0,2019,2020,512521.0,13400588.123135999,3654301.0,0.02477622248146972,-1640724.0,-0.04422474445401595,0.9995070220515272,1.0673914985090756,0.9446641002776517,0.47370229031877126,20.265368638553348,0.9529751862289828,0.047024813771017165,,512521.0,3.403969172070552,10.211409076396306,for-profit
