Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
HOWARD REGIONAL HEALTH SYSTEM (150007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16838073.0,11161621.0,1.0,99.0,144928193.0,,49251214.0,85494019.0,,636.02,,,107.0,,363003.0,,,IN,,31306560.0,33466459.0,4749.0,16587938.0,,54255450.0,12776722.0,2023-12-31,,2023-01-01 00:00:00,8.0,205863698.0,380272314.0,8004388.0,7186992.0,4858362.0,764796423.0,113377.0,,17790.0,4311.0,8756421.0,,39055.0,4232.0,2023,2023,371515893.0,,113377.0,0.16256610235380112,18779119.0,0.0912211292347425,4.356003179076866,16.56796821257071,3.629501048561067,0.015775306275560067,0.023569438521974618,0.0230267118526015,0.9769732881473985,,371515893.0,0.5413586275439447,2.4079309922253156,non-profit
HOWARD UNIVERSITY HOSPITAL (090003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3948754.0,21150807.0,1.0,199.0,118655921.0,,59871085.0,201218096.0,,1607.01,,,234.0,,4548322.0,,,DC,,86222024.0,-1093845.0,3465.0,3872973.0,201.26,67945257.0,22538220.0,2023-12-31,,2023-07-01 00:00:00,35.0,138552455.0,159024000.0,3333176.0,85970994.0,6829166.0,372653752.0,48155885.0,,20381.0,8050.0,123439552.0,,43056.0,3893.0,2023,2023,35584448.0,,48155885.0,-0.007894807782366613,-17854363.0,-0.12886356290114095,1.0029199383224532,2.8879523714707775,0.8705789303773782,0.5601410750235132,3.46891855678076,0.7762322165207768,0.22376778347922327,,35584448.0,0.8712675759633766,0.6885685619448462,non-profit
HOWARD YOUNG MEDICAL CENTER (520091),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2197130.0,3752926.0,2.0,32.0,32768088.0,,14166711.0,,,145.88,,,42.0,,,,,WI,,,-39156872.0,1280.0,2153139.0,,14100953.0,4033751.0,2024-06-30,,2023-07-01 00:00:00,10.0,,,1994707.0,,,95007667.0,,,4373.0,-2437.0,,,15372.0,1766.0,2023,2023,,,0.0,,,,,,,,,,,,,,,non-profit
HSHS GOOD SHEPHERD HOSPITAL (140019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,182438.0,82835.0,2.0,30.0,2103019.0,,707567.0,4886668.0,,8.46,,,30.0,,40228.0,16005.0,,IL,,2717822.0,-743620.0,45.0,184787.0,,669897.0,75900.0,2023-08-17,,2023-07-01 00:00:00,,1610576.0,20097484.0,122573.0,-1882586.0,239277.0,5284355.0,-136808.0,,234.0,,-7888843.0,,1440.0,56.0,2023,2023,20097484.0,,0.0,-0.46171059298039957,-720708.0,-0.44748462661805466,inf,inf,inf,,0.0,0.0,1.0,-37.371758825367074,20097484.0,0.08013819043219539,0.3295857218047144,non-profit
HSHS GOOD SHEPHERD HOSPITAL (141354),General Short Term,Voluntary Nonprofit-Other,1095308.0,,2.0,25.0,14251107.0,,,5985798.0,,69.04,,,25.0,,22330.0,103357.0,,IL,,4079336.0,1575580.0,265.0,2086881.0,,4519312.0,,2024-06-30,,2023-08-18 00:00:00,,16585909.0,23023343.0,654681.0,3177148.0,175055.0,40250954.0,132413.0,,1386.0,,9106185.0,,7950.0,849.0,2023,2023,13917158.0,,132413.0,0.09499509493269256,946869.0,0.05708876130937412,1.2839615907096553,2.421604218626265,1.221835117533083,0.04167668613486057,0.6543135459121755,0.3955196688856175,0.6044803311143825,15.495322039145874,13917158.0,0.7203953396342139,2.7708768321283146,non-profit
HU HU KAM MEMORIAL HOSPITAL (031308),General Short Term (Critical Access Hospitals),Governmental- Federal,14136407.0,,1.0,15.0,137948357.0,,,,,2383.0,,,15.0,,,,,AZ,,,-283837833.0,220.0,12161001.0,,144516801.0,,2023-09-30,,2022-10-01 00:00:00,,,,16867651.0,,,1939674.0,,,660.0,,,,5475.0,194.0,2022,2023,,,0.0,,,,,,,,,,,,,,,govt
HUDSON HOSPITAL (521335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,5797970.0,,1.0,25.0,56849909.0,2035465.0,,8429793.0,,289.5,,,25.0,,86119.0,80999.0,,WI,,38717659.0,10853090.0,1834.0,4732244.0,0.88,26065131.0,,2023-12-31,,2023-01-01 00:00:00,,77450007.0,119493555.0,1139806.0,11226953.0,895836.0,161497723.0,27249820.0,,5449.0,,11226953.0,,9125.0,2138.0,2023,2023,108266602.0,,29285285.0,0.14013026493335243,4618732.0,0.0596350107495794,3.4486346384455335,4.144731255221252,3.3611705687197584,2.427178594227659,0.10369728792264118,0.0939544647407971,0.9060455352592028,71.093939431351,108266602.0,0.6481521702153727,9.187652294664886,non-profit
HUDSON REGIONAL HOSPITAL (310118),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3219209.0,8411810.0,1.0,88.0,159322532.0,,39553261.0,55774923.0,,509.73,,,102.0,,2586253.0,849105.0,,NJ,,65335359.0,9904687.0,3440.0,3154825.0,,41931819.0,9038541.0,2023-12-31,,2023-01-01 00:00:00,14.0,176073480.0,130120672.0,1243024.0,54789755.0,2472013.0,1342720487.0,1182170.0,,13150.0,-6111.0,60062732.0,,37200.0,3171.0,2023,2023,70057940.0,,1182170.0,0.056253144993783276,8308242.0,0.04718622020760878,1.1924740127054776,1.2838720487069162,1.1001526288993262,0.02157647903335213,0.857329404775533,0.4615925438811137,0.5384074561188863,11.248627672667103,70057940.0,1.3531553233908906,3.156857428561578,for-profit
HUGGINS HOSPITAL (301312),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,13982641.0,,2.0,21.0,80977911.0,,,9686135.0,,426.89,,,25.0,,758983.0,987596.0,,NH,,34644596.0,9081815.0,689.0,13863513.0,,37320331.0,,2023-09-30,,2022-10-01 00:00:00,4.0,96597377.0,156750032.0,2115019.0,15025851.0,769390.0,186552016.0,22449583.0,,3384.0,,58769620.0,,9125.0,1859.0,2022,2023,97980412.0,,22449583.0,0.09401720090184229,-1278622.0,-0.01323661200448538,2.3056661482933647,2.7431080609011764,2.2039499127204176,1.4940639967746252,0.5998098885315976,0.3749257288827858,0.6250742711172141,0.8469019720614502,97980412.0,0.6162510831257757,9.972747334205026,non-profit
HUGH CHATHAM MEMORIAL HOSPITAL (340097),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5499028.0,5686593.0,2.0,81.0,95540532.0,,35168742.0,29624708.0,,677.32,,,81.0,,4612055.0,2156008.0,,NC,,32438243.0,-5193689.0,2647.0,5469135.0,,62475111.0,6977268.0,2023-09-30,,2022-10-01 00:00:00,,112301792.0,243041743.0,5050250.0,17090193.0,1108022.0,354176407.0,-427908.0,,10930.0,,68777956.0,,29565.0,2618.0,2022,2023,174263787.0,,0.0,-0.04624760573722635,-28221978.0,-0.25130478772769715,1.8980618299629501,1.4295344119285254,1.5633624500320153,0.0,0.3946772716468052,0.2829882437108756,0.7170117562891244,-10.747514851521887,174263787.0,0.4620679172795432,3.7908151533510472,non-profit
HUMAN RESOURCE INSTITUTE (224018),Psychiatric,Proprietary-Corporation,451440.0,,1.0,66.0,20028294.0,,,2462054.0,,172.7,,,66.0,,55525.0,,,MA,,2460059.0,11647859.0,1136.0,442406.0,,13657739.0,,2023-12-31,,2023-01-01 00:00:00,,35462150.0,3449512.0,172071.0,1820905.0,40855.0,54707820.0,-98375.0,,22573.0,,1820905.0,,23776.0,1656.0,2023,2023,1628607.0,,0.0,0.32845890618589113,10291353.0,0.29020668515586334,1.351008976305738,7.748846315431063,1.2980792518006157,0.0,1.1180751402886024,0.5278732180088082,0.4721267819911918,,1628607.0,10.2803382043605,14.403481808278778,for-profit
HUMBOLDT COUNTY - SEMPREVIRENS (054124),Psychiatric,Governmental-State,,,2.0,16.0,11082525.0,,,694345.0,,242.45,,,16.0,,,,,CA,,1085312.0,1.0,226.0,,,18446730.0,,2024-06-30,,2023-07-01 00:00:00,,10448598.0,3300762.0,167452.0,3186243.0,,10448599.0,272000.0,,5230.0,,3186243.0,,5856.0,572.0,2023,2023,114519.0,,272000.0,9.57066201609058e-08,-54089139.0,-5.176688681103436,0.34062436543603236,0.3032869746594971,,0.08536699806009775,27.822832892358473,0.9653052840525915,0.03469471594740851,,114519.0,3.1655108729438837,15.048136013077073,govt
HUMBOLDT COUNTY MEMORIAL HOSPITAL (161334),General Short Term (Critical Access Hospitals),Governmental-County,5469432.0,,2.0,17.0,26532570.0,,,6021766.0,,199.49,,,17.0,,410625.0,310506.0,,IA,,10714834.0,2371652.0,157.0,4950911.0,,12783937.0,,2024-06-30,,2023-07-01 00:00:00,,28983791.0,44637223.0,2378951.0,3913236.0,445054.0,34085232.0,3540952.0,,1046.0,,23643408.0,,6222.0,681.0,2023,2023,20993815.0,,3540952.0,0.08182683900805109,-1810236.0,-0.062456840100730784,2.738100641004018,3.0497445081257557,2.5194378769897856,0.9048654361760957,1.126208266577561,0.5296791872558918,0.4703208127441082,1.831574913206186,20993815.0,0.6493188655575639,4.813171252419971,govt
HUMBOLDT GENERAL HOSPITAL (291308),General Short Term (Critical Access Hospitals),Governmental-Hospital District,4666849.0,,2.0,22.0,66341585.0,,,50813934.0,,304.42,,,25.0,,828131.0,198660.0,,NV,,43299544.0,-1843962.0,560.0,4495486.0,3.53,31805100.0,,2024-06-30,,2023-07-01 00:00:00,3.0,69011485.0,123875366.0,6204831.0,7565419.0,2734516.0,130367978.0,16386113.0,,3200.0,,73993943.0,,9150.0,1791.0,2023,2023,49881423.0,,16386113.0,-0.026719639491890372,-11898815.0,-0.17241789536915486,5.723350418529364,8.63878048261438,5.252438364616686,2.165922733426926,1.4833967948348226,0.5973257265693972,0.4026742734306028,-28.661955099164402,49881423.0,0.5571041864772371,1.3581212783092134,govt
HUNT REGIONAL MEDICAL CENTER (450352),General Short Term (Acute Care Hospitals),Governmental-Hospital District,11795947.0,22003840.0,1.0,119.0,198347397.0,,92212498.0,138344852.0,,1615.32,,,150.0,,2894570.0,1467228.0,,TX,,64209283.0,-6096928.0,7266.0,11482365.0,5.56,100897060.0,25343326.0,2023-09-30,,2022-10-01 00:00:00,16.0,176197063.0,174175458.0,10062012.0,28220434.0,5082269.0,841627911.0,13221082.0,,33905.0,,86286038.0,,54750.0,8896.0,2022,2023,87889420.0,,13221082.0,-0.034602892330844355,-57838127.0,-0.3282581787416059,2.275276241322157,5.154740214129946,1.992614429671776,0.46849322019640094,0.9817568257931387,0.495397221806071,0.5046027781939291,-32.562161436395705,87889420.0,1.0116067155683897,1.2736076583464053,govt
HUNTERDON MEDICAL CENTER (310005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16221493.0,36394506.0,1.0,172.0,250956085.0,,119456755.0,53011012.0,,1851.19,,,184.0,,6458245.0,3662395.0,,NJ,,105003944.0,22336662.0,7492.0,15769506.0,19.62,202649740.0,40848187.0,2023-12-31,,2023-01-01 00:00:00,12.0,392337764.0,511797762.0,14066842.0,71147518.0,3731886.0,1077844480.0,46586917.0,,35901.0,43191.0,231708634.0,,67160.0,14224.0,2023,2023,280089128.0,,46586917.0,0.05693222536691625,-32473853.0,-0.08277014343182115,1.4758623624790397,1.7138277543286893,1.3326369726629115,0.6547932845668629,0.8272675046494485,0.45273475424067994,0.5472652457593201,-5.025949139838821,280089128.0,0.766587494378297,7.4010615756590346,non-profit
HUNTINGTON BEACH HOSPITAL (050526),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1909512.0,8920373.0,1.0,70.0,60003667.0,,23078259.0,64770627.0,,230.57,,,82.0,,282624.0,,,CA,,20711859.0,-9141123.0,2326.0,1931484.0,,28701179.0,9762644.0,2023-12-31,,2023-01-01 00:00:00,12.0,59646850.0,73301857.0,3799958.0,6133055.0,744008.0,218373533.0,800.0,,9874.0,-17588.0,8348255.0,,29930.0,3357.0,2023,2023,64953602.0,,800.0,-0.15325407796052934,-9602528.0,-0.16098969182781656,3.3770867862753553,9.070569887274775,3.2096935377230436,0.00013044070206446869,0.12852643645536393,0.11388872453804275,0.8861112754619572,,64953602.0,0.8137154015074952,0.9208935093371877,for-profit
HUNTINGTON HOSPITAL (050438),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,30715547.0,117064678.0,2.0,379.0,702202785.0,123158296.0,315792986.0,118135656.0,,2853.7,,,468.0,958928.0,,,,CA,,259435340.0,-12147539.0,23511.0,30156460.0,42.67,335738089.0,128869091.0,2024-06-30,,2023-07-01 00:00:00,89.0,781223820.0,1638396645.0,26113730.0,209853986.0,12356701.0,4535498781.0,10602928.0,,116631.0,-382782.0,487022370.0,,162431.0,30263.0,2023,2023,1151374275.0,,133761224.0,-0.015549370985641478,-76814070.0,-0.0983253045202846,1.2362659625631318,0.5555817510180626,,0.05052526378984291,0.4229922281353733,0.2972554732007523,0.7027445267992477,,1151374275.0,0.4768221556020093,6.6129384340998625,non-profit
HUNTINGTON HOSPITAL (330045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,20220929.0,101288087.0,1.0,234.0,422579504.0,437496000.0,196122837.0,,,2759.57,,,269.0,,6363.0,7328518.0,,NY,,540410363.0,89433816.0,18392.0,19201632.0,31.24,347664243.0,114448327.0,2023-12-31,,2023-01-01 00:00:00,26.0,525525037.0,771132363.0,26698978.0,75166000.0,,1864584797.0,1349000.0,,81427.0,136173.0,332534000.0,,98185.0,37253.0,2023,2023,438598363.0,,438845000.0,0.1701799337868654,-145213671.0,-0.2763211279693987,7.189558616927866,1.207764361546444,,0.01794694409706516,0.758174284385097,0.4312281729511591,0.5687718270488409,-16.171713435103797,438598363.0,0.6814978364486046,inf,non-profit
HUNTINGTON MEMORIAL HOSPITAL (150091),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2940185.0,3579644.0,2.0,36.0,57558226.0,,16328915.0,23837978.0,,224.21,,,36.0,11495.0,85416.0,,,IN,,36390098.0,11454039.0,1828.0,2881002.0,,19422790.0,3543081.0,2023-12-31,,2023-01-01 00:00:00,,76662910.0,97341342.0,4726244.0,6144274.0,497185.0,283896045.0,2324.0,,5506.0,-4358.0,6584307.0,,13140.0,1055.0,2023,2023,90757035.0,,2324.0,0.14940782967930646,5982973.0,0.07804260234838463,5.92260338650262,5.744265473837918,5.827783233625324,0.00037823834028235067,0.07254872308245856,0.06764142413405395,0.9323585758659461,,90757035.0,0.7875678352575004,3.2159988569500317,non-profit
HUNTSVILLE HOSPITAL (010039),General Short Term (Acute Care Hospitals),Governmental-Other,72424657.0,135723677.0,2.0,720.0,1196927656.0,,554032219.0,190434114.0,,7307.32,,,904.0,1134287.0,14855426.0,26044654.0,,AL,,792530043.0,157690700.0,52376.0,71665562.0,63.98,674457145.0,155502094.0,2024-06-30,,2023-07-01 00:00:00,139.0,1436543296.0,2293543088.0,73589583.0,-53924913.0,43127589.0,6596792640.0,182742621.0,,279535.0,-1248109.0,546381618.0,,330864.0,57778.0,2023,2023,1747161470.0,,182742621.0,0.10977093446405949,-66444875.0,-0.04625330484992218,inf,inf,inf,inf,0.3127253132476645,0.23822600973084487,0.7617739902691552,0.27432531835516033,1747161470.0,0.6263424059988708,7.543518678591379,govt
HUNTSVILLE MEMORIAL (450347),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3745812.0,6721111.0,2.0,111.0,83880448.0,,35715210.0,14161137.0,,398.96,,,117.0,,992486.0,,,TX,,20653042.0,2678318.0,3048.0,3668165.0,,35954979.0,7947858.0,2024-06-30,,2023-07-01 00:00:00,6.0,85241466.0,34322822.0,1356996.0,12092512.0,2505961.0,445323006.0,2993458.0,,15699.0,-14991.0,14843717.0,,42822.0,2918.0,2023,2023,19479105.0,,2993458.0,0.03142036529498449,-5904149.0,-0.06926381345905055,1.707919909444787,1.6400986825566102,1.4186130226705584,0.2475464155007661,0.7620328038685555,0.43247367596988384,0.5675263240301162,,19479105.0,2.4835214889964465,6.019394205422912,non-profit
HURLEY MEDICAL CENTER (230132),General Short Term (Acute Care Hospitals),Governmental-City,8161123.0,42420097.0,1.0,245.0,382351329.0,5046713.0,162360417.0,277973971.0,,2267.07,,,362.0,,3589586.0,3041775.0,,MI,,190013382.0,22487593.0,14965.0,8238785.0,121.61,186784570.0,45007680.0,2024-06-30,,2023-07-01 00:00:00,46.0,449554401.0,559091731.0,15180090.0,108303151.0,6348034.0,1597931962.0,80311920.0,,86860.0,-47534.0,479045623.0,,131543.0,12025.0,2023,2023,80046108.0,,85358633.0,0.05002196163573983,-29301505.0,-0.06517899710206597,1.7544584829300118,3.515811686771699,1.6627010418191803,0.7415473996689164,5.984621051157165,0.8568283099862194,0.14317169001378058,-4.642491637284151,80046108.0,0.8040798603762573,1.617253584509177,govt
HURON REGIONAL MEDICAL CENTER (431335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,6341146.0,,2.0,19.0,44634224.0,63321571.0,,23250669.0,,271.8,,,25.0,,618915.0,,,SD,,81640637.0,1398421.0,950.0,6426464.0,,23524703.0,,2024-06-30,,2023-07-01 00:00:00,6.0,50584136.0,113965413.0,3793888.0,6522767.0,987404.0,126510864.0,2214112.0,,3866.0,,7675198.0,,9150.0,1783.0,2023,2023,106290215.0,,65535683.0,0.027645445995163383,-3464089.0,-0.06848172715651404,12.516258360907266,4.118375223275644,12.269994926999539,0.33944367474723536,0.07220982665243457,0.06734673088930937,0.9326532691106906,,106290215.0,0.44385515454587965,2.1755991623294797,non-profit
HURON VALLEY-SINAI HOSPITAL (230277),General Short Term (Acute Care Hospitals),Proprietary-Corporation,13281165.0,23200167.0,2.0,135.0,153322736.0,,52971472.0,93048335.0,,578.4,,,145.0,,1641663.0,52847.0,,MI,,37921258.0,11964510.0,6353.0,12823556.0,45.52,58412114.0,25550917.0,2023-10-31,,2022-11-01 00:00:00,10.0,189996996.0,106565555.0,7680062.0,10321409.0,2306127.0,1239894705.0,1250.0,,27210.0,-1693.0,10702810.0,,52925.0,6712.0,2022,2023,95862745.0,,1250.0,0.0629721008852161,9710405.0,0.05110820278442718,3.6740388836446654,10.174395278784127,3.291553314087253,0.00012110749607926593,0.11164723063167031,0.10043404738050676,0.8995659526194932,329.0719813802108,95862745.0,1.782911898689966,2.041917203569521,for-profit
HUTCHINGS P.C. (334001),Psychiatric,Governmental-State,1244006.0,,1.0,119.0,84610365.0,,38892038.0,,,473.45,,,119.0,,,,,NY,,,-59066904.0,150.0,1150293.0,3.24,39290604.0,,2024-03-31,,2023-04-01 00:00:00,,,,4452137.0,,,10706657.0,,,32041.0,,,,43554.0,821.0,2023,2023,,,0.0,,,,,,,,,,,,,,,govt
HUTCHINSON HEALTH CARE (240187),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10739042.0,6003033.0,2.0,37.0,76680408.0,,30726741.0,9799159.0,,407.56,,,37.0,,,443747.0,,MN,,46837424.0,7235618.0,1570.0,10556419.0,,44119863.0,5771809.0,2023-12-31,,2023-01-01 00:00:00,,90907618.0,109100879.0,4533268.0,16319193.0,,215736805.0,33429135.0,,6965.0,25461.0,25987475.0,,13505.0,2134.0,2023,2023,83113404.0,,33429135.0,0.07959308756720476,-8498789.0,-0.09348819369571426,2.870082117418429,3.0923040128271047,,2.0484551533890185,0.3126748965786553,0.23819675183368597,0.7618032481663141,-8.936445767520683,83113404.0,0.8332436808323057,9.277083676262421,non-profit
HUTCHINSON REGIONAL MEDICAL CENTER (170020),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16684220.0,25223273.0,2.0,124.0,130552834.0,2709790.0,52196655.0,24670495.0,,817.78,,,142.0,,3951471.0,1304042.0,,KS,,41974164.0,-13571861.0,4595.0,16525286.0,,64061639.0,27774830.0,2024-06-30,,2023-07-01 00:00:00,18.0,152177530.0,191209204.0,10471900.0,64181239.0,4647685.0,558680864.0,2519024.0,,18751.0,-31562.0,65836259.0,,51972.0,7822.0,2023,2023,125372945.0,,5228814.0,-0.08918439535718578,-32772252.0,-0.21535539445278157,0.6539942926312158,0.21217505632759753,0.5200118994274947,0.03924860347429566,0.5251233350225601,0.3443153238585733,0.6556846761414268,-17.100946135170492,125372945.0,0.7958692720670496,6.168401971666965,non-profit
IBERIA MEDICAL CENTER (190054),General Short Term (Acute Care Hospitals),Governmental-Hospital District,8318945.0,11182336.0,1.0,122.0,90825525.0,,35712939.0,301780543.0,,617.28,,,133.0,,1260329.0,896818.0,,LA,,54817468.0,4050228.0,3965.0,8153394.0,,45105572.0,12334393.0,2023-09-30,,2022-10-01 00:00:00,11.0,106319014.0,111788618.0,4533140.0,18596951.0,3817551.0,425783471.0,23422618.0,,17889.0,,42506370.0,,48545.0,5851.0,2022,2023,69282248.0,,23422618.0,0.03809504854888891,-15681941.0,-0.1474989318467532,2.947658893116404,18.200465710750112,2.6746098325472816,1.2594869987020991,0.6135246939446884,0.3802388003401205,0.6197611996598795,-12.43150895722432,69282248.0,0.9510719060861813,0.35230572833849,govt
IDAHO FALLS COMMUNITY HOSPITAL (130074),General Short Term (Acute Care Hospitals),Proprietary-Partnership,5204623.0,13060220.0,1.0,88.0,122595952.0,,26433795.0,63816311.0,,384.11,,,88.0,42114.0,1663095.0,1504163.0,,ID,,30308603.0,-15058657.0,2981.0,5099838.0,,25364989.0,14916844.0,2023-12-31,,2023-01-01 00:00:00,,111181698.0,47461634.0,3954670.0,45245424.0,2857412.0,284519229.0,2208278.0,,11666.0,-25631.0,46096681.0,,32120.0,4071.0,2023,2023,1364953.0,,2208278.0,-0.13544186921843918,-20143438.0,-0.18117584424731487,0.66987112332067,1.1264328520824558,0.5699603124506027,0.048806659431459856,33.771625103575,0.9712409185069355,0.028759081493064484,-10.762642080678756,1364953.0,2.342559423891727,1.742214431667791,for-profit
INCLINE VILLAGE HOSPITAL (291301),General Short Term (Critical Access Hospitals),Governmental-Hospital District,3202999.0,,2.0,4.0,20215577.0,,,8670677.0,,44.72,,,4.0,,101711.0,,,NV,,24730777.0,10771683.0,1.0,3379063.0,,9551605.0,,2024-06-30,,2023-07-01 00:00:00,,22128256.0,40781791.0,1783232.0,1532083.0,143895.0,41417471.0,,,1.0,,2099033.0,,1464.0,1.0,2023,2023,38682758.0,,0.0,0.4867840917964796,2370069.0,0.10710600058133818,16.141930300120816,12.69014798806592,15.981621752868481,0.0,0.05426275448094989,0.05146985820215694,0.948530141797843,,38682758.0,0.5426013781493805,2.55207938203672,govt
INCOMPASS HEALTHCARE (154011),Psychiatric,Voluntary Nonprofit-Other,329226.0,,1.0,16.0,8503135.0,10443383.0,,4806130.0,,289.59,,,16.0,,219444.0,,,IN,,20880941.0,1837047.0,483.0,322638.0,,17119225.0,,2024-06-30,,2023-07-01 00:00:00,,19459476.0,31552838.0,,2673043.0,,12159850.0,7334399.0,,3093.0,,2673043.0,,5856.0,206.0,2023,2023,28879795.0,,17777782.0,0.09440372392350133,-8113400.0,-0.4169382567135929,7.811674185563046,5.22908759791743,,2.7438387635365387,0.09255754758647006,0.08471640490785647,0.9152835950921435,,28879795.0,0.6167266475364276,4.0488867342331565,non-profit
INDIAN PATH COMMUNITY HOSPITAL (440176),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,15490402.0,1897060.0,1.0,40.0,112962914.0,,25236242.0,75478668.0,,355.35,,,40.0,12294.0,893847.0,694862.0,,TN,,43888903.0,29465394.0,2260.0,15322045.0,1.03,31488777.0,2715876.0,2024-03-31,,2023-04-01 00:00:00,,138839042.0,82177384.0,3402754.0,9448980.0,2901154.0,853511398.0,2231.0,,7329.0,-9917.0,10682827.0,,14640.0,741.0,2023,2023,71494557.0,,2231.0,0.2122270045625927,12352311.0,0.08896856980617887,4.644829706486838,11.106626641182434,4.243198948457929,0.0002361101409887628,0.1494215426777174,0.12999716564353034,0.8700028343564696,22.67366038148582,71494557.0,1.6895042801557179,1.839447431690236,non-profit
INDIAN RIVER MEMORIAL HOSPITA.L (100105),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,50810357.0,61491474.0,1.0,286.0,374237651.0,,117412181.0,77698635.0,,1443.98,,,310.0,,1187298.0,,,FL,,96517699.0,-66601501.0,15545.0,50087713.0,,211302133.0,69313950.0,2023-12-31,,2023-01-01 00:00:00,24.0,372193860.0,264386586.0,18792352.0,50984932.0,18286807.0,1548147845.0,244812.0,,69431.0,78732.0,67759145.0,,113150.0,24530.0,2023,2023,196627441.0,,244812.0,-0.17894304059717697,-85489697.0,-0.22969131462834985,1.8930632093419286,0.2224568231257031,1.5111051633843504,0.004801653947483935,0.34460675811775426,0.25628813482995694,0.7437118651700431,,196627441.0,1.4077637811776125,4.790223920922163,non-profit
INDIANA ORTHOPAEDIC HOSPITAL LLC (150160),General Short Term (Acute Care Hospitals),Proprietary-Partnership,16318033.0,8033716.0,1.0,38.0,141192613.0,,32944832.0,69349233.0,,343.85,,,38.0,,1883850.0,,,IN,,40456576.0,66096411.0,1654.0,15991674.0,,30268093.0,8955981.0,2023-12-31,,2023-01-01 00:00:00,,214071061.0,158223664.0,7100521.0,26409360.0,899043.0,567916507.0,8806756.0,,2788.0,,119967791.0,,13870.0,865.0,2023,2023,38255873.0,,8806756.0,0.30875920683179126,62383716.0,0.2914159237992472,1.5319029313849333,5.462169473247364,1.4265276780656555,0.3334710117927886,3.135931337915096,0.7582164890328921,0.24178351096710793,,38255873.0,1.3529648826739342,3.0868554955755605,for-profit
