Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
FISHER COUNTY HOSPITAL DISTRICT (451313),General Short Term (Critical Access Hospitals),Governmental-Hospital District,975562.0,,1.0,13.0,7992796.0,1110671.0,,1687167.0,458552.0,72.18,895607.0,1.109002,13.0,,-101629.0,8081.0,,TX,114328.0,4330945.0,451920.0,82.0,939994.0,,3830189.0,,2015-12-31,1237457.0,2015-01-01 00:00:00,,6591244.0,5265319.0,256474.0,199242.0,260492.0,7207199.0,337549.0,456094.0,1007.0,,321733.0,,4745.0,850.0,2015,2015,4943586.0,126789.980656,1448220.0,0.06856368843271467,-1750512.0,-0.26558142893814884,21.73710864175224,12.68748557031148,20.429693538510957,1.694165888718242,0.0650808947189348,0.06110418001264501,0.9388958199873549,-184.8828115332261,4943586.0,1.2518223492251845,3.9066932911798298,govt
FISHER-TITUS MEDICAL CENTER (360065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8146317.0,10427933.0,2.0,68.0,101748720.0,68274499.0,40185907.0,32354811.0,1811823.0,752.9,3461137.0,0.433788,78.0,,1983806.0,918676.0,,OH,41431492.0,93512909.0,6379122.0,3630.0,8061002.0,,48839933.0,12083463.0,2015-12-31,11668041.0,2015-01-01 00:00:00,10.0,120742792.0,205255150.0,8411727.0,18629120.0,2474815.0,234558799.0,5197648.0,3874433.0,13012.0,18129.0,59239074.0,,28470.0,5501.0,2015,2015,146016076.0,17972484.051696,73472147.0,0.052832321452364626,2442280.0,0.020227128754816272,5.019716927047547,2.358220946561083,4.780380823141404,0.27900663047959323,0.4057024104660914,0.2886118764864122,0.7113881235135878,11.814836786854125,146016076.0,0.5882570644390652,3.731834254880982,non-profit
FISHERMENS HOSPITAL (101312),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,855384.0,,2.0,19.0,19981938.0,,,4639629.0,107396.0,163.75,1844662.0,0.260776,25.0,,613353.0,305482.0,,FL,2698710.0,7543992.0,2651542.0,501.0,1522443.0,,11241170.0,,2016-06-30,810928.0,2015-07-01 00:00:00,6.0,30084979.0,12482270.0,770145.0,5878721.0,673857.0,76624922.0,1535107.0,6466287.0,1504.0,,11606684.0,,9150.0,766.0,2015,2015,875586.0,703758.79896,1535107.0,0.08813507897080466,-1889473.0,-0.06280453112498433,1.283270969995004,1.5013942658615709,1.064310076970824,0.2611294191372579,13.255904045976067,0.9298536243808218,0.07014637561917825,-3.6641373305137455,875586.0,2.410216971752734,6.484350149548596,non-profit
FIVE RIVERS MEDICAL CENTER (040047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1310858.0,1805720.0,2.0,30.0,13554001.0,,4906436.0,1773332.0,112436.0,99.57,472900.0,0.450352,32.0,,74660.0,,,AR,2675979.0,2834543.0,146150.0,488.0,1293368.0,,7730222.0,1764667.0,2015-12-31,767457.0,2015-01-01 00:00:00,2.0,14769219.0,9251211.0,1394448.0,2357379.0,554851.0,30096474.0,70965.0,806918.0,2393.0,-342.0,9707544.0,,11680.0,1489.0,2015,2015,-456333.0,1205132.494608,70965.0,0.009895580802207619,-792907.0,-0.05368645423972655,1.202412934025458,0.8461503220313746,0.9353744137026757,0.030103347828244843,-21.272938840715003,1.0493268394807989,-0.04932683948079879,,-456333.0,1.5964633170727593,8.328513216927231,non-profit
FLA HOSPT. WAUCHULA CRITICAL ACCESS (101300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,-138157.0,,2.0,25.0,18888483.0,,,-2594611.0,554463.0,103.29,1019620.0,0.220551,25.0,,,,,FL,16495990.0,13772982.0,5751360.0,282.0,-229187.0,,7021536.0,,2015-12-31,1885727.0,2015-01-01 00:00:00,,23627812.0,17553098.0,488942.0,2016927.0,83649.0,85642425.0,17156148.0,1724156.0,7558.0,,2181413.0,,9125.0,6062.0,2015,2015,15371685.0,3638207.09049,17156148.0,0.24341483671869404,6888382.0,0.2915370242492195,6.828696328622701,11.357628709417842,,8.506082768488895,0.14191111774668816,0.12427509947246919,0.8757249005275308,,15371685.0,1.3460764589817706,inf,non-profit
FLAGLER HOSPITAL (100090),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,15494140.0,62832642.0,2.0,281.0,216837933.0,,83321175.0,58429925.0,6635056.0,1553.3,12570706.0,0.211771,335.0,,3695729.0,3114680.0,,FL,106350472.0,52166926.0,5962828.0,14345.0,15344926.0,,81766643.0,69832594.0,2015-09-30,13305325.0,2014-10-01 00:00:00,47.0,232147251.0,308441318.0,18363017.0,42300952.0,5940660.0,1023925775.0,8227975.0,27742970.0,66534.0,32879.0,143365366.0,,122275.0,30332.0,2014,2015,165075952.0,22521945.805912,8227975.0,0.025685542147557028,2185834.0,0.009415722092698827,1.2332329069095183,1.7167634430544259,1.0054274192221488,0.1945103977801729,0.8684812309911742,0.46480596999653595,0.5351940300034641,6.597419638614561,165075952.0,0.7526464110103434,3.9730882933702207,non-profit
FLAGSTAFF MEDICAL CENTER (030023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,12126303.0,95981710.0,1.0,182.0,328209382.0,,114046189.0,77998073.0,2152915.0,1748.37,10488957.0,0.306923,245.0,778058.0,3035037.0,,,AZ,337079696.0,127904615.0,55304081.0,12530.0,12014389.0,,127075125.0,100652601.0,2016-06-30,61819042.0,2015-07-01 00:00:00,45.0,415930227.0,671843968.0,20752236.0,44342309.0,7923713.0,1069354425.0,33547684.0,27146397.0,56135.0,414174.0,203692169.0,,79954.0,19327.0,2015,2015,468151799.0,103457511.535408,33547684.0,0.13296480373377625,46764081.0,0.11243251383122006,2.884482515333155,3.7627683754583012,2.637342701301369,0.7565615042734919,0.4350985501606499,0.30318374310387497,0.696816256896125,,468151799.0,0.6190875364084537,5.332570549531397,non-profit
FLAMBEAU HOSPITAL MCHS (521325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2448956.0,,2.0,20.0,19814002.0,,,4703721.0,314481.0,143.3,626398.0,0.562536,24.0,,65050.0,124646.0,,WI,4151634.0,9089227.0,1331916.0,553.0,2291061.0,,8868592.0,,2016-06-30,1521939.0,2015-07-01 00:00:00,4.0,21864033.0,16521060.0,1215802.0,1667085.0,197174.0,35222633.0,6212769.0,633007.0,1834.0,,4373473.0,,8784.0,1123.0,2015,2015,12147587.0,2335443.5838240003,6212769.0,0.06091812978877227,14540.0,0.0006650191206718358,5.452167705905818,6.975284403614693,5.294872786930481,3.726725991776064,0.36002812739682377,0.264721089324777,0.735278910675223,9.870689793495178,12147587.0,1.3234037646494838,4.648241891897925,non-profit
FLEMING COUNTY HOSPITAL (180053),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1433595.0,2842659.0,2.0,49.0,17788877.0,,7625074.0,2912094.0,,175.66,712915.0,0.316545,52.0,,116787.0,,,KY,14696688.0,3948260.0,-1654524.0,1014.0,1421732.0,,7931872.0,2951245.0,2016-07-31,3890831.0,2015-08-01 00:00:00,3.0,18017353.0,24837412.0,1132143.0,1374467.0,943663.0,56197062.0,-165614.0,2240357.0,3965.0,13392.0,5586755.0,,19032.0,2211.0,2015,2015,19250657.0,4652163.102960001,0.0,-0.09182947128804103,-2059245.0,-0.11429231585793985,2.872575332838111,0.9149510319272852,2.1010398940098236,0.0,0.29021113409272215,0.2249330566324704,0.7750669433675296,,19250657.0,0.7254118504778195,6.18707809569334,for-profit
FLINT RIVER COMMUNITY HOSPITAL (110190),General Short Term (Acute Care Hospitals),Proprietary-Other,15805.0,154352.0,2.0,22.0,7942734.0,,1806493.0,5156873.0,,52.61,254192.0,0.412468,22.0,,5172.0,,,GA,7440336.0,2561721.0,311394.0,53.0,15469.0,,3454160.0,168936.0,2015-12-31,4178446.0,2015-01-01 00:00:00,,8933842.0,5575920.0,399759.0,1876404.0,109200.0,19256588.0,1207324.0,631021.0,260.0,,2126404.0,,8030.0,36.0,2015,2015,3449516.0,3068900.509248,1207324.0,0.034855552627861566,-75313.0,-0.008430079690238533,1.3652289165872595,3.5576512307584083,1.3042761580128799,0.6434243371896458,0.6164354651493137,0.38135482575072815,0.6186451742492719,,3449516.0,1.6022184679837588,1.7324145853504633,for-profit
FLORENCE HOSPITAL AT ANTHEM (030132),General Short Term (Acute Care Hospitals),Proprietary-Corporation,751934.0,1443502.0,1.0,34.0,17995370.0,,6619251.0,27397150.0,,106.54,1866.0,0.185215,36.0,16231.0,,,,AZ,38243925.0,10121189.0,1832913.0,546.0,737020.0,,6480629.0,1619813.0,2015-12-31,4229266.0,2015-01-01 00:00:00,2.0,23117389.0,13504214.0,933477.0,2893470.0,216563.0,97159198.0,1865815.0,5333.0,1827.0,3500.0,26078086.0,,13140.0,532.0,2015,2015,-12573872.0,7083348.568875,1865815.0,0.07928719804818789,1802525.0,0.07797268973585209,3.4979415718842772,10.746915986687265,,0.6448364766180399,-2.073990096288558,1.9311072825119626,-0.9311072825119625,,-12573872.0,1.7118648297486991,0.8437880947470814,for-profit
FLORIDA HOSPITAL (100007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,102118236.0,404954481.0,1.0,1988.0,2389202024.0,222043779.0,1023753873.0,156863958.0,125384983.0,17719.45,154702619.0,0.171022,2393.0,1061926.0,14761993.0,28191269.0,,FL,1964366549.0,1927908407.0,309043424.0,133071.0,100115381.0,156.48,1108921079.0,457596155.0,2015-12-31,252922278.0,2015-01-01 00:00:00,287.0,3107663058.0,3875887744.0,144191644.0,491907652.0,75663338.0,13970106745.0,1287462104.0,166838952.0,673256.0,-286388.0,1283357312.0,,873445.0,210689.0,2015,2015,2592530432.0,335949895.94307804,1509505883.0,0.09944560212357488,198595794.0,0.06390518865575162,3.919248662145227,3.564428158153555,3.735422835016195,2.617284156417229,0.4950211176537503,0.331113127305268,0.668886872694732,12.15934756253789,2592530432.0,0.8017938762057192,19.811198809608005,non-profit
FLORIDA HOSPITAL - NORTH PINELLAS (100055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5866772.0,14694493.0,1.0,123.0,79376677.0,,29797773.0,19037033.0,4733816.0,488.69,6133197.0,0.184084,136.0,,764001.0,271459.0,,FL,50080748.0,25839068.0,4414620.0,4876.0,5800909.0,,32099038.0,16617488.0,2015-12-31,3811384.0,2015-01-01 00:00:00,13.0,96624579.0,51388257.0,2917175.0,12928937.0,2799000.0,431199114.0,7980082.0,7392199.0,18729.0,75582.0,26226781.0,,52636.0,7783.0,2015,2015,25161476.0,9219064.414832,7980082.0,0.04568837500445927,3056757.0,0.031635397862897804,1.9985454333948722,2.431115179848119,1.722961988290298,0.6172264587568181,1.0423387324336617,0.5103652571831732,0.4896347428168268,22.00675608471261,25161476.0,1.8802851982311835,5.07561125727943,non-profit
FLORIDA HOSPITAL AT CONNERTON (102026),General Long Term,Proprietary-Corporation,1740.0,,1.0,44.0,27871423.0,,10932122.0,5285107.0,,300.48,-47410.0,0.2979,50.0,,221214.0,,,FL,,8664319.0,697940.0,667.0,2153.0,,11031389.0,,2015-12-31,,2015-01-01 00:00:00,6.0,30036594.0,33927334.0,2471432.0,3502523.0,290462.0,93559507.0,3101748.0,,17978.0,,33927334.0,,18250.0,8537.0,2015,2015,0.0,,3101748.0,0.023236322999871422,3416262.0,0.11373666401723179,2.4737365036575065,3.3949838445029483,2.327648669259274,0.8855753409756338,inf,1.0,0.0,,0.0,0.8853213753842256,5.68325182441907,for-profit
FLORIDA HOSPITAL CARROLLWOOD (100069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,4822360.0,16528195.0,1.0,26.0,110781571.0,5048.0,36201081.0,50682717.0,6123759.0,585.83,7393978.0,0.160595,36.0,145246.0,1667378.0,1570711.0,,FL,77610335.0,88124634.0,18974569.0,5077.0,4789249.0,,36480209.0,18428688.0,2015-12-31,4523863.0,2015-01-01 00:00:00,10.0,144553082.0,209182491.0,9119911.0,16021642.0,3988913.0,689821435.0,73471197.0,7713696.0,18915.0,-2170.0,67295271.0,,43800.0,5453.0,2015,2015,141887220.0,12463831.749325,73476245.0,0.1312636765503208,19290099.0,0.13344647331697845,5.500349714467468,8.933446584313893,5.147309058584632,4.585747016441886,0.4742870499541819,0.3217060408750941,0.6782939591249059,18.087356617480875,141887220.0,0.6910381519455182,2.852117853113518,non-profit
FLORIDA HOSPITAL FISH MEMORIAL (100072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,7227957.0,24055657.0,1.0,118.0,117149978.0,9949000.0,43241343.0,10265777.0,7209599.0,756.88,8963037.0,0.193856,139.0,,1429847.0,,,FL,107646768.0,120078329.0,13133198.0,9253.0,7282364.0,,53001813.0,27529046.0,2015-12-31,11103245.0,2015-01-01 00:00:00,21.0,158523942.0,188090459.0,6888628.0,19067819.0,3416796.0,604315809.0,91312340.0,8418501.0,42131.0,54083.0,72907927.0,,50735.0,15941.0,2015,2015,115182532.0,20867971.857408,101261340.0,0.08284677906886771,13923679.0,0.0878332876683069,6.297433859635441,6.119064167747764,6.043254658542752,4.788819319084159,0.6329772903412125,0.3876216124285177,0.6123783875714823,,115182532.0,0.8428069283407937,15.441981839270422,non-profit
FLORIDA HOSPITAL HEARTLAND (100109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,19327925.0,39358310.0,1.0,158.0,155928567.0,13672434.0,60926017.0,15734792.0,5551797.0,1223.84,7331535.0,0.165652,180.0,,2109064.0,2282042.0,,FL,118511252.0,85156227.0,-6147685.0,10210.0,19213501.0,,86373239.0,44932690.0,2015-12-31,8342255.0,2015-01-01 00:00:00,22.0,193699776.0,169591163.0,8499204.0,31942156.0,3737094.0,941299491.0,44735617.0,9568594.0,47482.0,149526.0,87876452.0,,65700.0,25410.0,2015,2015,81714711.0,19631625.916304,58408051.0,-0.03173821429716057,-9744928.0,-0.05030944382713173,2.6659511336679964,1.7006592792296173,2.48292785872062,1.4005196455743314,1.0754055288771687,0.5181664565859484,0.4818335434140516,-0.5458812765058663,81714711.0,1.142157247898583,12.310285131192074,non-profit
FLORIDA HOSPITAL MEMORIAL MEDICAL CE (100068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,22604091.0,49254498.0,1.0,248.0,226175407.0,14538.0,88059418.0,57949894.0,8829206.0,1582.24,10870718.0,0.202339,294.0,,5469280.0,5453531.0,,FL,96642333.0,176170253.0,23413893.0,14034.0,22356611.0,,114709874.0,54977155.0,2015-12-31,8138320.0,2015-01-01 00:00:00,46.0,295786199.0,459676380.0,16784851.0,44187906.0,5584769.0,1117806759.0,148774675.0,9628327.0,66538.0,149506.0,172463049.0,,112350.0,25868.0,2015,2015,287213331.0,19554513.016886998,148789213.0,0.07915816586155192,19230306.0,0.0650142098076726,3.986843209995061,5.2081775950188725,3.7366831548885795,3.3668641143574445,0.6004702093720016,0.3751836215730728,0.6248163784269273,6.604007018572004,287213331.0,0.6434661685249088,5.104171527906505,non-profit
FLORIDA HOSPITAL TAMPA (100173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,14040233.0,53376468.0,1.0,376.0,378727840.0,343525.0,141332403.0,192591121.0,27649876.0,2345.19,30967242.0,0.160784,463.0,133384.0,4729147.0,4786246.0,,FL,354228937.0,215305617.0,38897479.0,22102.0,13832723.0,5.49,148237864.0,60588189.0,2015-12-31,20812868.0,2015-01-01 00:00:00,87.0,460482079.0,649325474.0,32821625.0,60503223.0,14589592.0,2355504434.0,154400179.0,19616396.0,113706.0,-284640.0,195748664.0,,168995.0,32310.0,2015,2015,453576810.0,56954345.406608,154743704.0,0.08447121131070119,33580284.0,0.07292419299557584,3.558580953613,6.377987152849692,3.239279963647556,2.5519331259427287,0.4315667372853564,0.3014646303557775,0.6985353696442225,13.873484354962114,453576810.0,0.7091698962052426,2.3909829103699956,non-profit
FLORIDA HOSPITAL WATERMAN (100057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,18378407.0,54894983.0,1.0,229.0,180697906.0,16445000.0,76858222.0,9110716.0,10121828.0,1653.13,12158037.0,0.159604,269.0,486643.0,2975737.0,16817570.0,,FL,249037030.0,272166863.0,12115381.0,14991.0,18170186.0,,83284737.0,63503769.0,2015-12-31,23767482.0,2015-01-01 00:00:00,,231012240.0,420650192.0,13949978.0,36329381.0,3371624.0,1132162609.0,235454283.0,12089434.0,70164.0,-63824.0,124156036.0,,98185.0,34976.0,2015,2015,296494156.0,39747306.13612,251899283.0,0.052444757905468556,12915309.0,0.055907466201790865,7.491646031623826,7.087384946085374,7.316929016764695,6.481098122756344,0.41874699209923044,0.29515269067082706,0.7048473093291729,1.5974535560131458,296494156.0,0.5491789719663316,25.356101540208257,non-profit
FLORIDA HOSPITAL WESLEY CHAPEL (100319),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,4711091.0,12356894.0,1.0,71.0,109757794.0,10604336.0,39427102.0,10858651.0,4514282.0,610.51,5792357.0,0.159477,83.0,,940218.0,,,FL,49485514.0,98967965.0,39041386.0,5666.0,4651573.0,,41623175.0,14572829.0,2015-12-31,5052670.0,2015-01-01 00:00:00,12.0,165765299.0,237963270.0,11127332.0,22207452.0,1619168.0,688237508.0,72092542.0,7859550.0,21472.0,71673.0,142523778.0,,30295.0,6141.0,2015,2015,95439492.0,7891801.3161780005,82696878.0,0.23552206786053576,33913819.0,0.20458937548805073,4.456520495912813,5.5441641391367185,4.3412715245314955,3.2463220904406325,1.4933417499749475,0.5989318351525427,0.40106816484745733,,95439492.0,0.6966003576938575,15.265735955598904,non-profit
FLORIDA HOSPITAL ZEPHYRHILLS (100046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,10054796.0,25141640.0,1.0,123.0,121096541.0,8848664.0,45559029.0,5198378.0,6726323.0,778.52,7390991.0,0.152995,139.0,,1046738.0,,,FL,65137267.0,120406530.0,2913346.0,8395.0,9988019.0,,51294570.0,28538344.0,2015-12-31,3439691.0,2015-01-01 00:00:00,16.0,136689256.0,180980052.0,8201300.0,24910605.0,3558449.0,791506562.0,99170954.0,3860802.0,34729.0,-25931.0,80105561.0,,50735.0,13032.0,2015,2015,100874491.0,9965676.164664999,108019618.0,0.021313642968398334,1807854.0,0.013226013901194985,4.833544990175871,4.3067070430445185,4.648676457275927,3.981073683276661,0.7941111792078336,0.4426209414504975,0.5573790585495024,,100874491.0,0.7552724982088082,26.294597276304263,non-profit
FLORIDA STATE HOSPITAL (100298),General Short Term (Acute Care Hospitals),Governmental-State,279.0,,1.0,24.0,111986923.0,,21572366.0,,,52.0,,1.067965,24.0,,,,,FL,,37633519.0,-107971053.0,,273.0,,53618223.0,,2016-06-30,,2015-07-01 00:00:00,,5220197.0,113191260.0,1441740.0,113191250.0,,104860088.0,,,1048.0,,113191250.0,,8784.0,,2015,2015,10.0,,0.0,-20.68332919236573,-107971053.0,-20.68332919236573,0.3324772807085353,-0.9538816207083145,,0.0,11319125.0,0.9999999116539563,8.834604367863738e-08,,10.0,0.04611837521730918,inf,govt
FLOWER HOSPITAL (360074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13847145.0,18841028.0,1.0,132.0,188867843.0,1277332.0,60914147.0,140339365.0,2175191.0,1110.57,4943700.0,0.197572,144.0,150112.0,958896.0,1782793.0,,OH,146127235.0,46184808.0,-8440918.0,7118.0,13890503.0,5.17,69660784.0,20578960.0,2015-12-31,20591086.0,2015-01-01 00:00:00,12.0,222021036.0,586337561.0,10165072.0,39362632.0,3981518.0,955944123.0,4949000.0,13442943.0,31238.0,41365.0,70868008.0,,52660.0,10022.0,2015,2015,515469553.0,28870650.07342,6226332.0,-0.03801855063859805,3155674.0,0.014213400931972951,1.173316052646073,3.9851772869253255,1.0478057971326715,0.12572838117125906,0.13748243244931288,0.12086554352604403,0.8791344564739559,7.47184109428296,515469553.0,0.3786573652578945,1.582029646492985,non-profit
FLOWERS HOSPITAL (010055),General Short Term (Acute Care Hospitals),Proprietary-Corporation,18350982.0,38525864.0,1.0,209.0,167386880.0,,50034505.0,38057513.0,539854.0,1116.17,3761197.0,0.125591,235.0,,1332084.0,,,AL,99768678.0,35033892.0,4551023.0,10544.0,18446017.0,,51771496.0,44017216.0,2015-09-30,5534027.0,2014-10-01 00:00:00,26.0,204170481.0,127316069.0,12531269.0,49852551.0,8098863.0,1332795863.0,-97172.0,24081251.0,47641.0,84025.0,51836468.0,,85775.0,23948.0,2014,2015,75479601.0,12530048.038698,0.0,0.022290308460408633,2154178.0,0.010550878802112437,0.7027502363921156,0.85469118721728,0.5135734177374394,0.0,0.68676128799356,0.4071478832730847,0.5928521167269153,,75479601.0,1.6036505258421072,5.36478778841907,for-profit
FLOYD COUNTY HOSPITAL (161347),General Short Term (Critical Access Hospitals),Governmental-County,3429901.0,,2.0,25.0,21491442.0,,,3570052.0,34516.0,158.5,600468.0,0.495723,25.0,,57848.0,,,IA,6612020.0,5345569.0,1080247.0,509.0,3627004.0,,8939320.0,,2016-06-30,2580955.0,2015-07-01 00:00:00,,24327536.0,24132065.0,941458.0,2344767.0,545825.0,43353710.0,1091433.0,1141669.0,3668.0,,10091945.0,,9150.0,2764.0,2015,2015,14040120.0,3277730.3904600004,1091433.0,0.044404291499147305,482473.0,0.01983238253146558,2.279786861551702,2.4487430947296684,2.022331429945918,0.4654761006104231,0.718793357891528,0.4181964949953516,0.5818035050046484,,14040120.0,1.0081000527721105,6.8143365978982935,govt
FLOYD MEDICAL CENTER (110054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14592973.0,46275065.0,1.0,202.0,261221636.0,6163981.0,86720227.0,57684219.0,10616379.0,1890.82,18098306.0,0.209408,226.0,,,5815636.0,,GA,233444916.0,157946246.0,13388707.0,12637.0,14229406.0,21.99,125891682.0,50925822.0,2016-06-30,44596756.0,2015-07-01 00:00:00,24.0,326068863.0,472834954.0,4288233.0,55362425.0,8932405.0,1247429303.0,74557055.0,34634995.0,62008.0,-71150.0,303794757.0,,82716.0,20336.0,2015,2015,169040197.0,48885232.969728,80721036.0,0.04106097980904114,14035848.0,0.04304565566568679,2.852950281711829,2.6304841415454616,,1.3467086205129202,1.7971746507134039,0.6424964026665423,0.3575035973334577,3.150830106973683,169040197.0,0.6896039733136988,5.65265281653549,non-profit
FLOYD MEMORIAL HOSPITAL & HEALTH SVS (150044),General Short Term (Acute Care Hospitals),Governmental-County,25435576.0,54624664.0,1.0,195.0,208271253.0,,86792089.0,99525135.0,591731.0,2191.88,5355402.0,0.230477,211.0,153011.0,2704163.0,,,IN,100406307.0,115387022.0,3751144.0,13292.0,25329388.0,,137011277.0,61890142.0,2015-12-31,12542038.0,2015-01-01 00:00:00,16.0,345085855.0,302579264.0,13937472.0,71118477.0,5388280.0,903651585.0,33164258.0,20074778.0,57296.0,-71888.0,169239416.0,,77015.0,29080.0,2015,2015,133339848.0,23141344.418438997,33164258.0,0.010870176060968944,-6305939.0,-0.01827353659569732,1.6224619377043183,1.918496328317042,1.508673744517898,0.4663240749657786,1.2692336052460478,0.5593225846434737,0.4406774153565262,,133339848.0,1.1404808460370899,3.46732365648135,govt
FLOYD VALLEY HOSPITAL (161368),General Short Term (Critical Access Hospitals),Governmental-City,3587006.0,,2.0,25.0,26620476.0,,,9076558.0,139040.0,195.53,495430.0,0.634053,25.0,,300721.0,20956.0,,IA,3052100.0,14694022.0,1129097.0,582.0,3042754.0,,12366653.0,,2016-06-30,1315157.0,2015-07-01 00:00:00,,32644828.0,52342734.0,909533.0,6849783.0,420271.0,41984654.0,8661500.0,562083.0,2674.0,,35326416.0,,9150.0,1576.0,2015,2015,17016318.0,1935193.1613,8661500.0,0.03458731655746509,-2185495.0,-0.06694766472655332,2.145180657547838,2.754416453776711,2.039923016539356,1.2644926123937066,2.0760317243718647,0.674905823604858,0.32509417639514204,-60.88766940255774,17016318.0,0.6236744912866035,3.5966087585183724,govt
FLUSHING HOSPITAL MEDICAL CENTER (330193),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3804409.0,49133858.0,1.0,261.0,203467041.0,,97436457.0,39227000.0,6561367.0,1682.61,8803549.0,0.362963,275.0,114956.0,3212000.0,1792872.0,,NY,284876635.0,56237000.0,-15826077.0,14542.0,3706813.0,117.53,119405307.0,55481394.0,2015-12-31,91373410.0,2015-01-01 00:00:00,,222032183.0,128120000.0,14339188.0,82451000.0,3763000.0,560571918.0,128000.0,6185734.0,83140.0,-145023.0,230538000.0,,100375.0,21476.0,2015,2015,-102418000.0,103399678.06950499,128000.0,-0.07127830202885498,-33357236.0,-0.15023604033114424,0.6820657117560733,0.2853685582952299,0.5974700124922682,0.001552437205127894,-2.2509519810970726,1.7993911957539805,-0.7993911957539807,-10.607588271778464,-102418000.0,1.733001740555729,5.660187702347873,non-profit
FOND DU LAC COUNTY HEALTH CARE CTR (524025),Psychiatric,Governmental-County,,,2.0,25.0,6615492.0,,4090466.0,430801.0,,69.0,,0.869719,25.0,,157383.0,,,WI,,6192548.0,-127985.0,976.0,,,4090466.0,,2015-12-31,,2015-01-01 00:00:00,,7606474.0,6192548.0,21000.0,6127033.0,,7606474.0,588326.0,,5007.0,,6127033.0,,9125.0,1397.0,2015,2015,65515.0,,588326.0,-0.01682579865519819,-6016866.0,-0.7910190713857695,1.0106927774013947,0.1454442957953711,,0.09602135323899838,93.52107151034114,0.9894203484575331,0.010579651542466848,,65515.0,1.2283270149863998,17.656583898366065,govt
