Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ABBEVILLE AREA MEDICAL CENTER (421301),General Short Term (Critical Access Hospitals),Governmental-County,2103895.0,,2.0,19.0,32951005.0,,,10447143.0,588896.0,169.01,3285492.0,0.528495,25.0,,242645.0,226493.0,,SC,7542689.0,8714516.0,-53365.0,677.0,2364841.0,,17516821.0,,2015-09-30,2406430.0,2014-10-01 00:00:00,6.0,37766295.0,32830762.0,1437409.0,4527857.0,671157.0,62348788.0,2571268.0,5249062.0,2822.0,,11222784.0,,9125.0,1509.0,2014,2015,21607978.0,3986273.423055,2571268.0,-0.0014130324406987766,-1474189.0,-0.03903451477037925,1.924644704989579,2.863395641690981,1.722826935567974,0.567877474929089,0.5193814988149285,0.34183745110759234,0.6581625488924077,-0.16238912460870755,21607978.0,1.1503325752841191,3.6149878488310154,govt
ABBEVILLE GENERAL HOSPITAL (190034),General Short Term (Acute Care Hospitals),Governmental-Hospital District,3045749.0,5457593.0,2.0,38.0,35290660.0,5235990.0,14158692.0,6530565.0,1291660.0,313.25,3225528.0,0.316988,44.0,,358578.0,130672.0,,LA,17772796.0,15034888.0,4362423.0,1291.0,2984372.0,,19489170.0,4808970.0,2015-12-31,7135456.0,2015-01-01 00:00:00,6.0,33307982.0,32531154.0,1905599.0,3274565.0,923492.0,111331159.0,674913.0,6100762.0,6362.0,9956.0,5556750.0,,16060.0,3313.0,2015,2015,26974404.0,5633763.058448,5910903.0,0.13097229967279314,-6641132.0,-0.1993856007247752,4.591415348298171,3.532791989164973,4.19989158865376,0.20610768147830322,0.20600084435600505,0.17081318418645708,0.8291868158135429,-36.23984480225297,26974404.0,1.0238795094695996,5.100321641389375,govt
ABBOTT NORTHWESTERN HOSPITAL (240057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,46763709.0,178986801.0,1.0,517.0,770669016.0,,293189049.0,400087264.0,2200491.0,4984.56,5566771.0,0.279544,579.0,489637.0,1755110.0,,,MN,85495267.0,177169227.0,70447561.0,34754.0,45833652.0,43.48,480652697.0,195141515.0,2015-12-31,15346222.0,2015-01-01 00:00:00,62.0,1077180844.0,577489965.0,5371814.0,-318214077.0,20174181.0,2756881925.0,710360.0,11972531.0,161048.0,301785.0,-249795837.0,,211335.0,60599.0,2015,2015,577489965.0,23899688.918248,710360.0,0.06539993854550945,-94504816.0,-0.08773347254214632,inf,inf,inf,inf,0.0,0.0,1.0,,577489965.0,1.8652806269975617,2.692364743707513,non-profit
ABILENE REG MED CTR (450558),General Short Term (Acute Care Hospitals),Proprietary-Corporation,9252878.0,17908310.0,2.0,144.0,92819150.0,,38076192.0,29404149.0,1557241.0,676.77,4420690.0,0.104815,180.0,,1664472.0,,,TX,89737880.0,27683504.0,7361961.0,5988.0,9345090.0,,46366125.0,20395767.0,2016-08-31,5597413.0,2015-09-01 00:00:00,36.0,128312752.0,125814946.0,3651347.0,64553104.0,3501297.0,885555489.0,-681172.0,25628220.0,27612.0,-116093.0,69646811.0,,65880.0,9699.0,2015,2015,56168135.0,9405875.8922,0.0,0.05737513135093541,6328461.0,0.04932059285892333,0.42884853375912024,0.5695482900403984,0.34882497671994206,0.0,1.2399701538959769,0.5535654802093226,0.44643451979067733,,56168135.0,1.019853014919229,4.363763494736746,for-profit
ABINGTON MEMORIAL HOSPITAL (390231),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,36086420.0,107250681.0,1.0,464.0,509104384.0,,217475147.0,89725581.0,6506801.0,3470.54,10815561.0,0.19193,562.0,,7748637.0,8622067.0,,PA,273397656.0,279161851.0,35340383.0,26680.0,33427640.0,158.56,294798088.0,118563848.0,2016-06-30,41046531.0,2015-07-01 00:00:00,42.0,740943996.0,790009948.0,43198612.0,141632425.0,3435190.0,2652549733.0,176393316.0,21701194.0,128454.0,-77311.0,749692850.0,,199463.0,41221.0,2015,2015,40317098.0,52473212.11607999,176393316.0,0.04769642940733135,-4126001.0,-0.005568573363539341,1.971030652055841,2.128462320686806,1.8920669048771848,1.2454303172455037,18.59491102261378,0.9489663413706786,0.051033658629321466,4.531698837413349,40317098.0,0.9378919820893192,8.257890199674494,non-profit
ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,3007594.0,,2.0,25.0,34952914.0,6828177.0,,7962926.0,1488770.0,227.73,2191611.0,0.342088,25.0,,192918.0,2399822.0,,IL,15577345.0,42533207.0,9651368.0,1003.0,3584278.0,,13935755.0,,2015-09-30,2280338.0,2014-10-01 00:00:00,,47667083.0,108369179.0,4429411.0,8821443.0,503922.0,102175263.0,27840817.0,2041535.0,4665.0,,50711907.0,,9125.0,2189.0,2014,2015,57657272.0,5328822.79636,34668994.0,0.20247448328231035,5745416.0,0.12053215003737484,4.821570235164474,5.1522342773172145,4.74257635627187,3.156038870284601,0.8795405200579035,0.4679550723550282,0.5320449276449718,4.239825703739694,57657272.0,0.43985830140874277,5.986126582113158,non-profit
ABRAZO ARROWHEAD CAMPUS (030094),General Short Term (Acute Care Hospitals),Proprietary-Corporation,11913560.0,38462911.0,1.0,201.0,203433122.0,223204.0,73755785.0,108769699.0,2671848.0,1102.6,5385533.0,0.181251,232.0,,593659.0,39528.0,,AZ,270394805.0,59290292.0,11397215.0,13097.0,11709771.0,,74015907.0,41096999.0,2016-03-31,32200559.0,2015-04-01 00:00:00,31.0,226066994.0,177245112.0,8282370.0,26179249.0,8910440.0,1122381668.0,138166.0,14839801.0,53556.0,-73627.0,26636952.0,,84912.0,12157.0,2015,2015,150608160.0,49009328.801055,361370.0,0.050415210103603184,8781264.0,0.03884363588255613,2.2647820034868076,4.595436637620888,1.9017425977345646,0.005277691502915152,0.1768626082411471,0.1502831401071303,0.8497168598928697,431.684729811779,150608160.0,1.2754483971326667,2.0784004743821165,for-profit
ABRAZO CENTRAL CAMPUS (030030),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5509977.0,22262243.0,1.0,133.0,142090556.0,74014026.0,57083032.0,71534180.0,5020296.0,892.44,8943512.0,0.192923,168.0,,389402.0,21678.0,,AZ,275750209.0,115865083.0,-25384459.0,9475.0,5518460.0,,61522168.0,25718219.0,2016-03-31,32869811.0,2015-04-01 00:00:00,35.0,133880472.0,175103922.0,6812026.0,19056669.0,5748215.0,736512997.0,90339.0,20109936.0,36584.0,-37658.0,19630664.0,,61488.0,6362.0,2015,2015,155473258.0,53198557.570907004,74104365.0,-0.18960538920119732,-27261341.0,-0.20362447631645636,6.0800280993493665,2.426450288872625,5.757956230440902,0.00474054516033206,0.1262639263660378,0.11210864825746164,0.8878913517425383,-943.321108958391,155473258.0,0.7645772320279611,1.8715594698925744,for-profit
ABRAZO SCOTTSDALE CAMPUS (030083),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3337924.0,8286302.0,1.0,113.0,77440878.0,,33069791.0,27049496.0,2815687.0,427.0,4566420.0,0.221787,127.0,,208103.0,12036.0,,AZ,94771203.0,16183963.0,-4066716.0,5226.0,3328117.0,,33223308.0,9424108.0,2015-09-30,7020097.0,2014-10-01 00:00:00,14.0,69718780.0,43236175.0,7906463.0,6256005.0,1671037.0,349167814.0,900.0,7822448.0,18967.0,25461.0,6478870.0,,46355.0,3655.0,2014,2015,36757305.0,21019020.799761,900.0,-0.05833028059297653,-5589646.0,-0.08017417975472318,2.586948539842919,3.6738589563147728,2.286574738990778,0.000143861777604078,0.17626074599321143,0.14984836193303408,0.8501516380669659,192.4906114988368,36757305.0,1.6125103573570048,2.577452090050033,for-profit
ABRAZO WEST CAMPUS (030110),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5282352.0,21452136.0,1.0,159.0,141427859.0,,60596816.0,68708719.0,4275565.0,807.9,7472174.0,0.161871,179.0,155621.0,12703.0,63875.0,,AZ,270394805.0,39106927.0,5011051.0,10949.0,5253042.0,,60893336.0,24370223.0,2016-04-30,30988888.0,2015-05-01 00:00:00,20.0,159799057.0,139835701.0,9046283.0,14963165.0,3295160.0,873705000.0,194462.0,19482656.0,42909.0,-68644.0,16446931.0,,65514.0,9103.0,2015,2015,123388770.0,43769077.480155,194462.0,0.031358451633416086,3165028.0,0.019806299607888173,2.613546465604035,4.939745835857588,2.3924793985764374,0.012996047293470332,0.13329358093123062,0.11761610863594842,0.8823838913640516,191.17512328767123,123388770.0,1.1427629414894556,2.3257464165501323,for-profit
ABROM KAPLAN MEMORIAL HOSPITAL (191322),General Short Term (Critical Access Hospitals),Governmental-County,797028.0,,2.0,25.0,6936822.0,10400.0,,3965567.0,,77.84,653004.0,0.819969,25.0,,244438.0,,,LA,969340.0,28163851.0,1113601.0,185.0,732171.0,,2752379.0,,2015-05-31,670474.0,2014-10-01 00:00:00,,5627931.0,30955760.0,221600.0,363763.0,334650.0,8459859.0,23337687.0,803918.0,824.0,,363763.0,,6075.0,594.0,2014,2015,30591997.0,794828.7504599999,23348087.0,0.1978704074374757,-1954591.0,-0.3473018770130622,77.42362747173297,78.1188713530513,75.83168986400486,64.15629681963256,0.011890789607491136,0.01175106022271784,0.9882489397772821,,30591997.0,0.18180561549772967,1.4191995747392492,govt
ABROM KAPLAN MEMORIAL HOSPITAL (191322),General Short Term (Critical Access Hospitals),Governmental-County,390166.0,,2.0,25.0,3827872.0,,,1322714.0,,71.42,137538.0,0.695357,25.0,,,,,LA,1432299.0,2786402.0,856089.0,83.0,392629.0,,1517832.0,,2015-09-30,963366.0,2015-06-01 00:00:00,,3845550.0,2786402.0,,1488780.0,350094.0,5504900.0,665422.0,202054.0,485.0,,1488780.0,,3050.0,348.0,2015,2015,1297622.0,995959.135743,665422.0,0.22261809104029331,-606919.0,-0.15782371832377684,1.8716009081261167,1.9104400918873172,,0.44695791184728434,1.1473140868450133,0.5343019420744027,0.46569805792559726,,1297622.0,1.3801131351470464,2.9073178328799725,govt
ACADIA ABILENE PSYCH CENTER (454098),Psychiatric,Proprietary-Corporation,236666.0,,1.0,88.0,8959095.0,,,,,122.4,,,88.0,,47764.0,,,TX,,2137328.0,-2210122.0,1612.0,231936.0,,5234746.0,,2015-12-31,,2015-01-01 00:00:00,,8358935.0,9224039.0,555752.0,360877.0,,21675590.0,-124371.0,,14084.0,,37708.0,,32120.0,2417.0,2015,2015,9186331.0,,0.0,-0.26440234312146227,-2224337.0,-0.2661029186134358,5.92259412486803,-6.12430828232334,,0.0,0.004104794395063709,0.004088013938362577,0.9959119860616374,,9186331.0,0.9062120184010497,inf,for-profit
ACADIA GENERAL HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4186735.0,7623187.0,1.0,136.0,35757770.0,,15097743.0,6285060.0,132835.0,354.9,2504222.0,0.378983,140.0,,,,,LA,10731317.0,8985534.0,-4070558.0,2487.0,4102663.0,,14383134.0,8135020.0,2015-09-30,2846697.0,2014-10-01 00:00:00,4.0,35835326.0,9880094.0,196211.0,6725173.0,1400773.0,94351794.0,464305.0,6287395.0,12053.0,-57563.0,6725173.0,,51100.0,5667.0,2014,2015,3154921.0,4066986.710611,464305.0,-0.11359065074502182,-5245310.0,-0.14637260450763026,1.3361045135939253,0.3983253664998655,,0.06903985964375935,2.131645451661072,0.6806790502195627,0.3193209497804373,,3154921.0,3.6270227793379295,5.701668082723156,non-profit
ACADIA GREENLEAF HOSPITAL (114036),Psychiatric,Proprietary-Corporation,217162.0,,1.0,73.0,9562367.0,,,2826375.0,,113.49,,,73.0,,3142.0,,,GA,,2224922.0,4501428.0,2483.0,212811.0,,5784288.0,,2015-12-31,,2015-01-01 00:00:00,,16274717.0,8928500.0,394988.0,46915.0,,28741933.0,-13548.0,,20728.0,,1929108.0,,26645.0,9018.0,2015,2015,6999392.0,,0.0,0.2765902473142851,4420910.0,0.2716428187353427,47.42453373121603,156.19317915378878,,0.0,0.2756107959091304,0.21606182449459596,0.783938175505404,,6999392.0,1.8227828862630902,5.758159126089072,for-profit
ACADIA HOSPITAL (204006),Psychiatric,Voluntary Nonprofit-Other,1659991.0,,1.0,68.0,42049500.0,15263537.0,,11610117.0,,472.59,,,68.0,,55186.0,268711.0,,ME,,24839657.0,4045747.0,1391.0,1695173.0,,28386352.0,,2016-09-24,,2015-09-27 00:00:00,,53093567.0,49664273.0,1130423.0,11753777.0,142863.0,84750365.0,6098463.0,,20654.0,,30976563.0,,24752.0,4565.0,2015,2015,18687710.0,,21362000.0,0.07620032385467716,508007.0,0.009568145986499644,2.1133340372205462,1.850837139414845,2.096484219498124,0.5188513445507772,1.657590095308628,0.6237192478383807,0.37628075216161927,6.097368548366089,18687710.0,1.0690495157353859,4.573043234620289,non-profit
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),Psychiatric,Proprietary-Corporation,63881.0,,1.0,72.0,13264733.0,,,4787719.0,,139.14,,,72.0,,64965.0,,,AZ,,4277004.0,4923201.0,2974.0,62602.0,,8566907.0,,2015-12-31,,2015-01-01 00:00:00,,21225192.0,13206154.0,396855.0,1182526.0,,32209458.0,-92029.0,,22500.0,,-5486477.0,,26280.0,1681.0,2015,2015,13206154.0,,0.0,0.23195083464969363,4840398.0,0.2280496685259667,3.616837177364388,8.21201394303381,,0.0,0.0,0.0,1.0,,13206154.0,1.6072197855636092,4.433257674479225,for-profit
ACADIA ST LANDRY HOSPITAL (191319),Critical Access Hospitals,Governmental-Hospital District,2211911.0,,2.0,25.0,12914608.0,4979.0,4768739.0,2734597.0,,102.98,223077.0,1.032411,25.0,,46079.0,,,LA,786433.0,4665903.0,-1891131.0,50.0,1772142.0,,4562871.0,,2016-06-30,712400.0,2015-07-01 00:00:00,,12059037.0,7539748.0,156786.0,1666387.0,346096.0,12509179.0,1695585.0,600000.0,3590.0,,1666387.0,,9150.0,3538.0,2015,2015,5873361.0,811922.079963,1700564.0,-0.1568227214163121,-2557654.0,-0.21209438199750114,2.8000116419535197,2.1378863373274037,2.5646671511479626,1.0175217401479968,0.2837194921272505,0.22101362008385425,0.7789863799161457,,5873361.0,1.599395231776977,4.409804077163838,govt
ACADIA VERMILION HOSPITAL (194044),Psychiatric,Proprietary-Corporation,,,1.0,54.0,9502421.0,,,3111817.0,,114.28,,,54.0,,34044.0,,,LA,,2409640.0,-1280170.0,2004.0,,,5910265.0,,2015-11-30,,2014-12-01 00:00:00,,10234351.0,7273995.0,241336.0,21773.0,,21605200.0,-125705.0,,18002.0,,9763568.0,,19710.0,2919.0,2014,2015,-2489573.0,,0.0,-0.12508560630762028,-1302253.0,-0.12724333961186204,110.67101455931659,84.12469572406191,,0.0,-3.921784177447297,1.3422566278915506,-0.34225662789155065,,-2489573.0,1.4069780086458679,3.2888666010886887,for-profit
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,111519.0,,1.0,149.0,9145897.0,149680.0,2872571.0,1816653.0,,62.01,,,149.0,,32964.0,,,TX,,2403282.0,395159.0,573.0,109288.0,,3317697.0,,2015-12-31,,2015-01-01 00:00:00,,10759979.0,2620820.0,156305.0,2903266.0,,18878386.0,341655.0,,7536.0,,5376649.0,,54385.0,5950.0,2015,2015,-2755829.0,,491335.0,0.03672488580135705,125583.0,0.011671305306450877,0.8277856731005702,0.879515345820879,,0.11767953745884807,-1.951009659888186,2.0515140299600887,-1.051514029960089,,-2755829.0,4.105577262078281,5.922968778297231,for-profit
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,,1.0,52.0,6004076.0,,,2287945.0,,87.93,,,52.0,,,,,OH,,2279012.0,-619475.0,889.0,,,2820390.0,,2015-12-31,,2015-01-01 00:00:00,,5393933.0,2897296.0,628320.0,144174.0,,20592000.0,39848.0,,10560.0,,3874079.0,,18980.0,5922.0,2015,2015,-976783.0,,39848.0,-0.11484662490245985,-619475.0,-0.11484662490245985,15.807371648147377,11.849001900481364,,0.2763882530830802,-3.966161368492285,1.337136074463914,-0.3371360744639139,,-976783.0,1.8617127832296045,2.3575448710524074,for-profit
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,292.0,,1.0,50.0,21032626.0,,,7493278.0,,137.62,,,50.0,,170622.0,11029.0,,NJ,,16865653.0,8214453.0,356.0,286.0,,12442267.0,,2016-08-31,,2015-09-01 00:00:00,,30709715.0,18031692.0,455327.0,9873308.0,267812.0,129409492.0,2745092.0,,11365.0,,9873308.0,,18300.0,9314.0,2015,2015,8158384.0,,2745092.0,0.2674871127915059,8037553.0,0.26172672068106134,1.7082069150481278,1.8689605348075842,1.6638009267005547,0.27803163843364354,1.2102038835141862,0.5475530527029854,0.4524469472970146,770.049868528425,8158384.0,1.703096692201708,4.098301837994,for-profit
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,1325696.0,625067.0,2.0,6.0,11772124.0,,5910441.0,,,189.0,,,6.0,,,,,NM,,,-23800246.0,171.0,1479469.0,,9610211.0,575970.0,2015-09-30,,2014-10-01 00:00:00,,,,412178.0,,,154794.0,,,561.0,,,,2190.0,279.0,2014,2015,,,0.0,,,,,,,,,,,,,,,govt
ACUITY HOSPITAL OF SOUTH TEXAS (452040),General Long Term,Proprietary-Partnership,2769.0,,1.0,30.0,16153300.0,,,8906591.0,,113.27,,,30.0,,274928.0,170447.0,,TX,,3334977.0,-1088704.0,352.0,2714.0,,7050670.0,,2016-08-31,,2015-09-01 00:00:00,,15536329.0,10228082.0,634768.0,6827367.0,151526.0,54657264.0,322021.0,,9287.0,,9143843.0,,10980.0,5754.0,2015,2015,1084239.0,,322021.0,-0.07007472614669785,-1189370.0,-0.07655412034593242,0.4884719101814799,1.1922470258300162,0.42600947041516884,0.04716620624026803,8.433420122316205,0.893993908144264,0.106006091855736,-3.25380910194958,1084239.0,1.5189875286490664,1.7443631351209459,for-profit
ACUITY SPECIALTY HOSP OF NEW JERSEY (312023),General Long Term,Proprietary-Partnership,9547.0,,1.0,30.0,19804923.0,,,3392264.0,,110.17,,,30.0,,332733.0,3914.0,,NJ,,6030342.0,5826477.0,350.0,9355.0,,8927281.0,,2016-08-31,,2015-09-01 00:00:00,,25984875.0,10145291.0,409593.0,3982935.0,204621.0,146919302.0,1969812.0,,10340.0,,3982935.0,,10980.0,7995.0,2015,2015,6162356.0,,1969812.0,0.22422570822449597,5818803.0,0.22393038257832681,1.5140447936006989,2.8091226695891347,1.3791307164189222,0.49456292909625693,0.6463331556956463,0.392589527496057,0.607410472503943,1591.3122125702605,6162356.0,2.5612744868530632,7.660039136104973,for-profit
ACUITY SPECIALTY HOSPITAL (362035),General Long Term,Proprietary-Partnership,4393.0,,1.0,72.0,29219629.0,,,17940380.0,,203.87,,,72.0,,293201.0,184801.0,,OH,,5045020.0,-173677.0,763.0,4305.0,,11758569.0,,2016-08-31,,2015-09-01 00:00:00,,28223980.0,8668089.0,1159529.0,3525803.0,395996.0,130081759.0,655900.0,,19316.0,,9096883.0,,26352.0,13905.0,2015,2015,-428794.0,,655900.0,-0.006153526185888737,-96015.0,-0.0034018944174421892,1.4308853897963103,5.225080073957621,1.235413039242408,0.18602854441952657,-21.215042654514754,1.049468112290956,-0.04946811229095594,5.754914746132326,-428794.0,3.2560787043141803,1.5732097090474115,for-profit
ACUITY SPECIALTY HOSPITAL - MESA (032007),General Long Term,Proprietary-Corporation,,,1.0,69.0,5974755.0,,,2756204.0,,27.47,,,69.0,,133670.0,87581.0,,AZ,,778721.0,-2701469.0,116.0,,,2112079.0,,2015-09-30,,2015-06-01 00:00:00,,4101635.0,3319956.0,43884.0,5578638.0,,11851424.0,42212.0,,1988.0,,6308211.0,,8418.0,1323.0,2015,2015,-2988255.0,,42212.0,-0.658632228367468,-2449053.0,-0.5970918914042814,0.13958980668758217,0.017378256126316136,,0.0075667214829139295,-2.1110015711510566,1.9000887361157799,-0.9000887361157799,-27.462223541635744,-2988255.0,1.2354486023308742,1.4881463781345647,for-profit
ACUITY SPECIALTY HOSPITAL - SUN CITY (032008),General Long Term,Proprietary-Corporation,,,1.0,49.0,4744817.0,,,2823563.0,,26.28,,,49.0,,92884.0,64577.0,,AZ,,1040845.0,-1565292.0,44.0,,,2041919.0,,2015-09-30,,2015-06-01 00:00:00,,3699528.0,3236943.0,34874.0,5238970.0,,9255080.0,17650.0,,1036.0,,7119226.0,,5978.0,887.0,2015,2015,-3882283.0,,17650.0,-0.42310586647810206,-1531839.0,-0.4140633615963982,0.19867359423703515,0.2435442462926873,,0.0033689828344121075,-1.8337730660026588,2.1993671189143584,-1.1993671189143584,-23.181086145221983,-3882283.0,1.1429079844779473,1.3102339136757353,for-profit
ACUTE CARE SPECIALTY HOSPITAL (362032),General Long Term,Voluntary Nonprofit-Other,43.0,,1.0,30.0,6581546.0,,3429326.0,686020.0,,50.75,,,30.0,,-10915.0,,,OH,,2984362.0,824172.0,188.0,42.0,,3059541.0,,2015-09-30,,2014-10-01 00:00:00,,7362966.0,2984362.0,,-388605.0,,13972147.0,2437545.0,,4732.0,,-388605.0,,10950.0,2271.0,2014,2015,2984362.0,,2437545.0,0.11193478280356041,822699.0,0.11173472755408621,inf,inf,,inf,0.0,0.0,1.0,,2984362.0,2.467182600502218,10.73287367715227,non-profit
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,596628.0,4200509.0,2.0,30.0,12294770.0,1517095.0,5440045.0,13982423.0,128376.0,181.03,435242.0,0.448726,30.0,,232000.0,,,OK,8322331.0,6632701.0,425000.0,1534.0,596357.0,,13072173.0,4402627.0,2016-06-30,,2015-07-01 00:00:00,,21467014.0,13149661.0,718979.0,1042000.0,550000.0,27399269.0,750000.0,741094.0,5880.0,7948.0,1042000.0,,10980.0,3641.0,2015,2015,12107661.0,3734446.3003060003,2267095.0,0.019797816314835404,184097.0,0.008575808447322949,6.365356046065259,14.546471209213053,5.6148761996161225,0.7197696737044146,0.08606121363985993,0.07924158653215471,0.9207584134678453,,12107661.0,1.6325146328867337,1.5352856940460176,non-profit
ADAIR COUNTY MEMORIAL HOSPITAL (161310),Critical Access Hospitals,Governmental-County,2269196.0,,2.0,25.0,11784005.0,2593583.0,,1615177.0,17927.0,64.45,205545.0,0.857908,25.0,,150321.0,360372.0,,IA,2034123.0,7022432.0,668998.0,67.0,2021107.0,,4527364.0,,2016-06-30,1484773.0,2015-07-01 00:00:00,,11971350.0,21001261.0,993360.0,2865694.0,226041.0,13735751.0,2413703.0,218693.0,545.0,,14493605.0,,9150.0,420.0,2015,2015,6507656.0,1745090.394684,5007286.0,0.05588325460369967,-1475461.0,-0.12324934113529384,2.450517047528452,1.7156650361134163,2.3191834159543903,0.8422752045403312,2.2271621302662585,0.6901302259897631,0.3098697740102368,-1.3377870644778174,6507656.0,0.5700300567665914,7.411788305554128,govt
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Governmental-County,2170679.0,,2.0,25.0,20787536.0,,,1983391.0,414572.0,165.66,1061554.0,0.390177,25.0,,105555.0,1813361.0,,OH,15048434.0,4585543.0,1912080.0,818.0,2486730.0,,7785076.0,,2015-12-31,3884300.0,2015-01-01 00:00:00,,22938978.0,28928746.0,2086833.0,31135056.0,282453.0,53277150.0,679459.0,2529808.0,4201.0,,39293483.0,,9125.0,2601.0,2015,2015,-10364737.0,5871552.832818,679459.0,0.08335506490306586,-349614.0,-0.015241045176467757,0.14727909916076593,0.15346351071281195,0.13481700498627655,0.021822957376405553,-3.791073811134812,1.3582850428428526,-0.35828504284285256,0.9580105671181856,-10364737.0,0.7929475408301486,11.565534985285302,govt
ADAMS MEMORIAL HOSPITAL (151330),General Short Term (Critical Access Hospitals),Governmental-County,2245184.0,,1.0,21.0,39395662.0,,,13766646.0,866224.0,350.04,2524996.0,0.420841,25.0,,104344.0,,,IN,8616771.0,9196236.0,-1426787.0,1590.0,2215280.0,,23293469.0,,2015-12-31,1402591.0,2015-01-01 00:00:00,4.0,45679153.0,48313701.0,1351904.0,8862876.0,662930.0,93611745.0,544855.0,4133501.0,5664.0,,41363834.0,,9125.0,2400.0,2015,2015,6949867.0,3626290.5244110003,544855.0,-0.031234970578373027,-5125809.0,-0.11221331096047249,1.0376130727768278,1.4537847533915627,0.9510414001053382,0.061476094215918174,5.9517446880638145,0.8561512188850943,0.14384878111490568,,6949867.0,0.9454699609951223,3.318103262043638,govt
ADCARE HOSPITAL OF WORCESTER (220062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1480800.0,19865311.0,1.0,114.0,30312049.0,,16810853.0,3672064.0,,337.86,825773.0,0.459213,114.0,,272758.0,,,MA,21042293.0,13261226.0,6380193.0,6090.0,1552631.0,,16454831.0,20787663.0,2015-09-30,8005901.0,2014-10-01 00:00:00,,39742656.0,14834528.0,699803.0,3649116.0,124239.0,66008747.0,9134503.0,2359020.0,37942.0,,8500116.0,,41610.0,17941.0,2014,2015,6334412.0,9662894.495408999,9134503.0,0.16053766008995474,4927407.0,0.12398283094114294,3.634092750134553,5.25792000035077,3.5253001000790327,2.503209818487546,1.3418950330354262,0.5729953794283175,0.4270046205716825,,6334412.0,2.6790644097338316,10.822974762967094,for-profit
