Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
FIRST TEXAS HOSPITAL CARROLLTON (670110),General Short Term (Acute Care Hospitals),Proprietary-Partnership,3739702.0,893194.0,1.0,18.0,120892164.0,,38992444.0,,94472.0,566.62,249842.0,0.347116,18.0,,145219.0,,,TX,69491476.0,14366321.0,-65427249.0,573.0,3665462.0,,40411377.0,1084575.0,2018-12-31,4745560.0,2018-01-01 00:00:00,,93323976.0,32592738.0,7636468.0,184324116.0,3418240.0,348275608.0,59666.0,447603.0,1716.0,,194609841.0,,6570.0,389.0,2018,2018,-162017103.0,24121603.183215998,59666.0,-0.7010765272152572,-65114281.0,-0.6977229624250043,0.07794053926182942,-0.35271414512032706,0.05860796858507652,0.0003237015388697158,-1.2011685025623497,5.970957119343579,-4.970957119343579,,-162017103.0,2.863336489251072,inf,for-profit
FIRST TEXAS HOSPITAL CY FAIR  LLC (670118),General Short Term (Acute Care Hospitals),Proprietary-Partnership,1716158.0,226582.0,1.0,12.0,74860526.0,,27258672.0,,,381.0,,0.187983,12.0,,163715.0,,,TX,4718364.0,19757753.0,-26098315.0,232.0,1681568.0,,28076462.0,787655.0,2018-12-31,475996.0,2018-01-01 00:00:00,,83568829.0,27779616.0,8080899.0,30441449.0,2390645.0,398230196.0,701892.0,,654.0,,30441449.0,,4380.0,149.0,2018,2018,-2661833.0,886972.219812,701892.0,-0.31229724422727045,-26267762.0,-0.3143248782389903,0.6490411478113279,-0.8386844200484674,0.565130556038906,0.023057115316685483,-11.436273049436235,1.0958196470390376,-0.09581964703903754,,-2661833.0,3.008278768144239,inf,for-profit
FIRSTHEALTH MONTGOMERY MEMORIAL CAH (341303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,891420.0,,2.0,4.0,12227350.0,,,2831816.0,1057367.0,97.42,2661019.0,0.275299,4.0,,7980.0,,,NC,6819901.0,3522660.0,79655.0,184.0,1025373.0,,6923761.0,,2018-09-30,1421162.0,2017-10-01 00:00:00,,12423572.0,6712135.0,516955.0,11127013.0,271764.0,44414826.0,409.0,5677954.0,721.0,,11127013.0,,1460.0,438.0,2017,2018,-4414878.0,1877511.925399,409.0,0.006411602073864103,-68497.0,-0.005513470682988757,0.3165863111690442,0.2616946704385085,0.2914453321839383,3.675739392054274e-05,-2.520344390037505,1.6577457098225825,-0.6577457098225825,,-4414878.0,1.85091211663651,4.3871395599149094,non-profit
FIRSTHEALTH MOORE REGIONAL HOSPITAL (340115),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,51998833.0,104390208.0,2.0,304.0,439206509.0,,147220295.0,126230066.0,20443283.0,2984.44,36741563.0,0.217119,412.0,,7572201.0,3972508.0,,NC,237096000.0,419304401.0,74655924.0,23538.0,52646760.0,,204306627.0,114768477.0,2018-09-30,30564328.0,2017-10-01 00:00:00,,627661607.0,1297976762.0,32069313.0,163684515.0,13010732.0,2022883588.0,33559436.0,70875393.0,103104.0,997781.0,351129218.0,,150380.0,47075.0,2017,2018,946847544.0,51478046.424,33559436.0,0.11894295137284062,61728034.0,0.09834604078308712,2.561661993500118,1.71490469944576,2.4359144052203106,0.20502511187451056,0.37084029020832526,0.2705204193786637,0.7294795806213362,23.611619410206348,946847544.0,0.4835692173971293,4.972362186675875,non-profit
FISHER COUNTY HOSPITAL DISTRICT (451313),General Short Term (Critical Access Hospitals),Governmental-Hospital District,874421.0,,2.0,14.0,7571548.0,,,1253833.0,691314.0,61.98,983680.0,1.08512,14.0,,130618.0,23244.0,,TX,557136.0,2569231.0,-956267.0,45.0,701725.0,,3904335.0,,2018-12-31,1074581.0,2018-01-01 00:00:00,,5381176.0,3399139.0,260807.0,2393017.0,239986.0,6977614.0,480792.0,335873.0,579.0,,2577036.0,,5110.0,449.0,2018,2018,822103.0,604559.4163200001,480792.0,-0.17770595126418462,-2681255.0,-0.49826562074907044,1.0736367522671173,0.34924490716112755,0.9187678148546374,0.20091457770671917,3.1346875026608587,0.7581437534622738,0.24185624653772617,-104.13216313887455,822103.0,1.5830997202526875,4.291780484322873,govt
FISHER-TITUS MEDICAL CENTER (360065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10377576.0,10110041.0,2.0,68.0,100572726.0,586506.0,41629679.0,96967980.0,1202408.0,806.32,3745636.0,0.370829,78.0,,2078344.0,740341.0,,OH,44161899.0,28373251.0,5366003.0,3456.0,10444265.0,,54192375.0,11671777.0,2018-12-31,10935970.0,2018-01-01 00:00:00,10.0,135451931.0,208403719.0,6095148.0,16625275.0,2554797.0,271210735.0,7572961.0,6894120.0,10310.0,104095.0,59878534.0,,28470.0,4279.0,2018,2018,148525185.0,16376512.844271,8159467.0,0.039615551881648704,5221774.0,0.038550753477261245,1.7066334842581552,7.189848528821328,1.427952921079501,0.45550891639386415,0.4031540778757488,0.2873198918297614,0.7126801081702385,15.286093840541048,148525185.0,0.6499496825198211,1.3968727718160159,non-profit
FISHERMENS HOSPITAL (101312),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2311010.0,,2.0,4.0,16647918.0,,,,1199792.0,72.72,3669008.0,0.401682,5.0,,,,,FL,4617305.0,2279873.0,-5942573.0,15.0,742081.0,,5830179.0,,2019-06-30,1241587.0,2018-07-01 00:00:00,1.0,13300441.0,26208999.0,830597.0,2782203.0,,41445534.0,1650.0,6147191.0,32.0,,42893015.0,,1210.0,12.0,2018,2018,-16684016.0,1854688.3070099999,1650.0,-0.4467951852122798,-6665135.0,-0.5011213537957125,0.8194488324539941,-2.1353305276430223,,0.0005930552155971365,-2.5709046910528017,1.6365758570176603,-0.6365758570176603,,-16684016.0,0.5074761153602242,inf,non-profit
FIVE RIVERS MEDICAL CENTER (040047),General Short Term (Acute Care Hospitals),Governmental-State,1635425.0,1876058.0,2.0,30.0,16199314.0,,6407780.0,1858168.0,115975.0,168.93,558522.0,0.394091,32.0,6704.0,45423.0,,,AR,3451718.0,3062938.0,-1816356.0,567.0,1602864.0,,9411816.0,2048441.0,2018-12-31,890529.0,2018-01-01 00:00:00,2.0,15663464.0,8999863.0,1080925.0,3713107.0,663703.0,41105512.0,3224.0,1135590.0,1928.0,-7809.0,10871805.0,,11680.0,1319.0,2018,2018,-1871942.0,1360290.9983380002,3224.0,-0.11596132247630538,-3017521.0,-0.1926471053912468,0.8248989323496468,0.012128925991090481,0.6339197873909909,0.0008682755439043367,-5.8077680825581135,1.207996721727875,-0.2079967217278752,,-1871942.0,1.740411381817701,8.429519828131795,govt
FLAGET MEMORIAL HOSPITAL (180025),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,9035380.0,7623699.0,1.0,36.0,57042409.0,,16205547.0,27236850.0,1401021.0,239.21,2336294.0,0.204859,40.0,63937.0,76459.0,,,KY,55267508.0,191004733.0,11308505.0,2057.0,8853721.0,,17035518.0,7454314.0,2019-06-30,10307104.0,2018-07-01 00:00:00,4.0,74699979.0,222590267.0,2264328.0,41657671.0,1572424.0,278447528.0,83849471.0,4264904.0,7035.0,40691.0,42723228.0,,14600.0,2981.0,2018,2018,179867039.0,11322046.421372,83849471.0,0.1513856516612943,8613315.0,0.11530545410193489,4.585103497504697,2.9381101502289937,4.545521759965889,2.012821864189191,0.2375267210575474,0.19193664024851545,0.8080633597514846,,179867039.0,0.3355940940580299,2.742607129679093,non-profit
FLAGLER HOSPITAL (100090),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,20337958.0,57571015.0,2.0,281.0,225229720.0,,84901917.0,27506706.0,3981754.0,1464.47,7602227.0,0.199996,335.0,630371.0,1827771.0,,,FL,112851847.0,95520965.0,14148153.0,13519.0,20049291.0,,82796310.0,63441791.0,2018-09-30,6200455.0,2017-10-01 00:00:00,47.0,242901839.0,347057426.0,21352979.0,40079728.0,7473942.0,1126173255.0,29887860.0,17436874.0,57766.0,-121201.0,168297546.0,,122275.0,22468.0,2017,2018,178759880.0,22569917.992612,29887860.0,0.05824638075300863,-1524223.0,-0.0062750574729078116,2.3832737836943405,1.7850100928828658,2.151193541034011,0.7457101505279676,0.9414726951036216,0.4849270852368968,0.5150729147631032,,178759880.0,0.6998894730464578,8.830640753567511,non-profit
FLAGSTAFF MEDICAL CENTER (030023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,17202638.0,99756038.0,1.0,183.0,364474546.0,32568151.0,121408238.0,69288098.0,7322005.0,1795.8,10693411.0,0.289647,242.0,,3253588.0,,,AZ,395961509.0,138037973.0,77286112.0,12442.0,16881874.0,,136521302.0,104372797.0,2019-06-30,64891175.0,2018-07-01 00:00:00,41.0,445048371.0,781235029.0,20859105.0,47249978.0,7969536.0,1258341630.0,10405120.0,11590123.0,54432.0,203534.0,217713736.0,,88330.0,19216.0,2018,2018,563521293.0,114689063.197323,42973271.0,0.1736577797742349,40818262.0,0.09171646198430866,2.921439942257751,3.3223154093320426,2.6839133978009473,0.22021428242781405,0.3863451811039197,0.27867892237074793,0.7213210776292521,,563521293.0,0.5696728314521083,6.423157567407897,non-profit
FLAMBEAU HOSPITAL MCHS (521325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,3629968.0,,2.0,20.0,24503493.0,,,9278678.0,392781.0,148.02,544478.0,0.657989,24.0,,60137.0,32843.0,,WI,4203991.0,6662494.0,-605895.0,500.0,3529648.0,,9333239.0,,2019-06-30,1416203.0,2018-07-01 00:00:00,4.0,23811791.0,14919663.0,1157886.0,3235716.0,214749.0,37239973.0,1637454.0,370847.0,1327.0,,3858847.0,,8760.0,756.0,2018,2018,11060816.0,2766179.8340990003,1637454.0,-0.025445167060302185,-358084.0,-0.01503809604241865,2.0590478274360295,3.428763216549289,1.9740941417602782,0.506056155731838,0.3488754355917321,0.2586416998828995,0.7413583001171005,24.3522820692385,11060816.0,1.5960005933109884,2.5662913402103187,non-profit
FLEMING COUNTY HOSPITAL (180053),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1202546.0,2444590.0,2.0,49.0,14636842.0,,5505454.0,2058187.0,,93.08,430083.0,0.233276,52.0,,251591.0,,,KY,18790039.0,1221025.0,-1058084.0,642.0,1188042.0,,5322203.0,2332019.0,2019-07-31,3730235.0,2018-08-01 00:00:00,3.0,14585417.0,23051613.0,1679123.0,1231522.0,543577.0,62744797.0,-51003.0,1765098.0,2156.0,312.0,11883381.0,,18980.0,1171.0,2018,2018,11168232.0,4383265.137764,0.0,-0.07254396634665981,-1352585.0,-0.09273543567523644,0.9914764007463935,0.8120869947918105,0.3457973142176916,0.0,1.0640342177705477,0.5155119079953321,0.48448809200466797,,11168232.0,0.632728694516952,7.0865363545683655,for-profit
FLINT RIVER COMMUNITY HOSPITAL (110190),General Short Term (Acute Care Hospitals),Proprietary-Other,13076.0,98498.0,2.0,22.0,8434856.0,,2305660.0,1871932.0,277509.0,45.59,347774.0,0.553086,22.0,,49141.0,,,GA,9104134.0,3123109.0,447045.0,41.0,12814.0,,3389420.0,110742.0,2018-12-31,5193487.0,2018-01-01 00:00:00,,9174753.0,5312595.0,118653.0,848224.0,169814.0,15250527.0,2249936.0,200758.0,195.0,,880432.0,,8030.0,43.0,2018,2018,4432163.0,5035369.057523999,2249936.0,0.04872556242113548,237864.0,0.025925929559084588,3.681938968951598,5.386446268910099,3.423805504206436,2.6525257479156448,0.19864612380004978,0.16572541291026324,0.8342745870897368,,4432163.0,1.726981446920008,4.901221305047406,for-profit
FLORIDA HOSPITAL WATERMAN (100057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,18982404.0,57836934.0,1.0,229.0,211990370.0,14108000.0,84698388.0,8275592.0,14618910.0,1371.3,16730272.0,0.15972,269.0,,3172559.0,14495865.0,,FL,146839124.0,328814431.0,23504744.0,15150.0,18810785.0,,91714355.0,65984560.0,2018-12-31,9468891.0,2018-01-01 00:00:00,,260182553.0,517528594.0,12335646.0,45941617.0,4133907.0,1327265276.0,292496087.0,12435369.0,65446.0,62588.0,125298942.0,,98185.0,30158.0,2018,2018,392229652.0,23453144.885280002,306604087.0,0.09033943179118548,28198874.0,0.10838111039674517,7.157223721576887,7.058446005503028,6.998185653761381,6.366691163700224,0.31945300759668216,0.24211018183857103,0.757889818161429,2.7962815602932283,392229652.0,0.5027404398837912,31.439751138045473,non-profit
FLORIDA HOSPITAL WESLEY CHAPEL (100319),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,8748612.0,17471508.0,1.0,121.0,166014155.0,12280000.0,56890563.0,11853585.0,4718867.0,867.0,6755335.0,0.14698,145.0,,2674611.0,,,FL,85545486.0,172013011.0,56239676.0,7822.0,8673686.0,,59738800.0,18474810.0,2018-12-31,3172381.0,2018-01-01 00:00:00,24.0,231991499.0,385319157.0,18336675.0,24617643.0,6443348.0,1129502978.0,121971723.0,13267769.0,23723.0,198713.0,140669182.0,,52925.0,6690.0,2018,2018,244649975.0,12573475.53228,134251723.0,0.24242127941075978,53902421.0,0.2323465352495524,6.987387500907378,7.720681626587891,6.61700439802462,4.954646673525975,0.5749813871838736,0.36507186171384676,0.6349281382861532,,244649975.0,0.6020762134076817,19.57142071364908,non-profit
FLORIDA STATE HOSPITAL (100298),General Short Term (Acute Care Hospitals),Governmental-State,403.0,,1.0,24.0,124403825.0,,19331186.0,,,21.0,,1.148595,24.0,,,,,FL,,44564276.0,-119453490.0,,,,56627239.0,,2019-06-30,,2018-07-01 00:00:00,,4380566.0,123834056.0,1600975.0,123834056.0,,108309548.0,,,1726.0,,123834056.0,,8760.0,,2018,2018,0.0,,0.0,-27.26896250393214,-119453490.0,-27.26896250393214,0.3598709227451938,-0.9646255146484098,,0.0,inf,1.0,0.0,,0.0,0.0353744853515902,inf,govt
FLOWER HOSPITAL (360074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14179259.0,13776232.0,1.0,127.0,171078516.0,,53181382.0,25955878.0,1286621.0,892.91,4417997.0,0.172375,127.0,,,991568.0,,OH,161590096.0,36932892.0,407935799.0,5285.0,13943371.0,4.74,62052886.0,15849746.0,2018-12-02,17867687.0,2018-01-01 00:00:00,,204485883.0,181711084.0,12716429.0,46620064.0,3387459.0,992478296.0,8611051.0,17354068.0,23792.0,36107.0,56558552.0,,47015.0,7439.0,2018,2018,125152532.0,27854092.798,8611051.0,1.994933796970229,17409457.0,0.08513769627803598,0.7922102380640232,1.9297109931037417,,0.18470697509123968,0.4519169616160862,0.3112553772449016,0.6887446227550984,30.382067593952204,125152532.0,1.1253352217083246,7.878210977875609,non-profit
FLOWERS HOSPITAL (010055),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20701918.0,40848903.0,2.0,203.0,173573611.0,,57441502.0,87198884.0,5000905.0,1059.19,10332428.0,0.084628,235.0,,1365461.0,,,AL,174370555.0,40220098.0,23840374.0,12205.0,20792551.0,,55558198.0,46717766.0,2018-09-30,8144852.0,2017-10-01 00:00:00,32.0,204325583.0,114077945.0,6969007.0,-2283122.0,10344172.0,2051017299.0,-462740.0,55243356.0,54161.0,-67494.0,-1235675.0,,85775.0,21885.0,2017,2018,114077945.0,14756631.32854,0.0,0.1166783603402223,23108773.0,0.11309779549240292,inf,inf,inf,,0.0,0.0,1.0,,114077945.0,1.7911050466415748,2.3432132801149153,for-profit
FLOYD COUNTY HOSPITAL (161347),General Short Term (Critical Access Hospitals),Governmental-County,3544761.0,,2.0,25.0,26708622.0,,,6170807.0,112109.0,154.08,854262.0,0.505274,25.0,,125545.0,368.0,,IA,8125840.0,6010948.0,-165902.0,379.0,3609273.0,,12465948.0,,2019-06-30,2858708.0,2018-07-01 00:00:00,,28270136.0,25888986.0,1269370.0,2256068.0,551279.0,52859634.0,401467.0,1468813.0,2949.0,,12307308.0,,9125.0,2386.0,2018,2018,13581678.0,4105775.68016,401467.0,-0.005868454258585809,-1671570.0,-0.05912847394862197,2.66434699663308,2.8396183093771996,2.3643454009364966,0.17794986675933527,0.9061699150870755,0.4753877961848332,0.5246122038151668,-1092.9347826086957,13581678.0,1.0919754060665026,4.581270488608702,govt
FLOYD MEDICAL CENTER (110054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,17478356.0,52544377.0,1.0,201.0,312355560.0,6734056.0,137455379.0,76045306.0,11668611.0,2135.02,41806349.0,0.194939,227.0,,,5647143.0,,GA,275287721.0,192884131.0,25957882.0,13772.0,17802801.0,21.46,146924499.0,57018524.0,2019-06-30,44186905.0,2018-07-01 00:00:00,26.0,390179170.0,517622321.0,5922892.0,63034467.0,11768534.0,1602322275.0,85698246.0,153676481.0,69725.0,-137223.0,285807709.0,,82855.0,22218.0,2018,2018,231814612.0,53664313.044019,92432302.0,0.06652810809967123,11320859.0,0.029014514024416013,3.0599787732003825,2.8987019752225396,,1.3595458180046165,1.2329149855316281,0.5521549156687159,0.44784508433128406,3.0535353894881005,231814612.0,0.7537912376850534,5.13087776910254,non-profit
FLOYD VALLEY HOSPITAL (161368),General Short Term (Critical Access Hospitals),Governmental-City,4866088.0,,1.0,25.0,30696134.0,500082.0,,10265083.0,113831.0,277.8,952749.0,0.583487,25.0,,285215.0,515716.0,,IA,653837.0,17401978.0,1085379.0,492.0,4634831.0,,14639339.0,,2019-06-30,333855.0,2018-07-01 00:00:00,,36032188.0,57778004.0,2337366.0,7188088.0,438617.0,52608065.0,10120293.0,1437766.0,2250.0,,38417371.0,,9125.0,1267.0,2018,2018,19360633.0,381505.38961899997,10620375.0,0.030122483819189666,-5062235.0,-0.14049202340973577,2.4209467107247433,2.9869911164137113,2.320247887894528,1.407925584661735,1.9843034574334424,0.6649134331466349,0.3350865668533652,-5.283661937965857,19360633.0,0.6236315813194239,3.5101701564419887,govt
FLUSHING HOSPITAL MEDICAL CENTER (330193),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4589355.0,42755819.0,1.0,261.0,215343623.0,,106513884.0,36228000.0,7786859.0,1687.02,9915369.0,0.447663,275.0,412261.0,,-634331.0,,NY,248775930.0,76743000.0,2649427.0,13402.0,4403336.0,116.56,129837692.0,47257643.0,2018-12-31,108255613.0,2018-01-01 00:00:00,,225298492.0,144346000.0,11543629.0,101226000.0,3266000.0,481040052.0,5752000.0,4796429.0,67185.0,-67709.0,273742000.0,,100375.0,14905.0,2018,2018,-129396000.0,111367779.15158999,5752000.0,0.01175963041954138,-45500311.0,-0.20195568375131423,0.7581352616916602,0.44088897121292947,,0.05682334578072827,-2.1155368017558502,1.8964294126612444,-0.8964294126612445,-inf,-129396000.0,1.5608225513696257,6.218905045820912,non-profit
FOND DU LAC COUNTY HEALTH CARE CTR (524025),Psychiatric,Governmental-County,,,2.0,25.0,7380886.0,,5399347.0,1544900.0,,69.0,,0.846492,25.0,,255034.0,,,WI,,7714090.0,33049.0,858.0,,,4958916.0,,2018-12-31,,2018-01-01 00:00:00,,8719381.0,7714090.0,21000.0,7663147.0,,8719381.0,70771.0,,4655.0,,7663147.0,,9125.0,1012.0,2018,2018,50943.0,,70771.0,0.003790291994351434,-8244475.0,-0.9455344364468075,1.006647791044593,0.21514920697723794,,0.009235239778122488,150.42590738668707,0.9933961102346486,0.006603889765351454,,50943.0,1.1303188062363805,5.643977603728397,govt
FOOTHILL REG MEDICAL CENTER (050780),General Short Term (Acute Care Hospitals),Proprietary-Corporation,532962.0,6827218.0,1.0,120.0,65440438.0,,21058838.0,41869663.0,17156.0,301.0,456273.0,0.186496,135.0,80513.0,-4468019.0,,,CA,229109673.0,-8862240.0,-2594389.0,2601.0,522303.0,,23735965.0,8052899.0,2018-12-31,38331410.0,2018-01-01 00:00:00,15.0,58704456.0,17434470.0,4570888.0,28100353.0,811375.0,350895462.0,-1392989.0,2160472.0,10338.0,,28143221.0,,49275.0,2559.0,2018,2018,-10708751.0,42728037.575807996,0.0,-0.044194072763403175,-91527379.0,-1.5591214915610494,0.0,1.3976790255980058,-0.028874192434522085,0.0,-2.6280582114571533,1.6142286516309357,-0.6142286516309358,,-10708751.0,3.3671488723201795,1.4020761523683627,for-profit
FORBES REGIONAL HOSPITAL (390267),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8243280.0,32007886.0,1.0,166.0,234749636.0,,74988080.0,34009542.0,1992474.0,1435.74,4688128.0,0.224336,234.0,73954.0,564507.0,,,PA,102310498.0,40679724.0,17948155.0,12263.0,7248360.0,43.56,81952181.0,35152764.0,2019-06-30,13843996.0,2018-07-01 00:00:00,64.0,264900900.0,226297006.0,15572881.0,85267327.0,4439415.0,1046419286.0,950.0,11891405.0,60762.0,-135205.0,98809670.0,,85410.0,14008.0,2018,2018,127487336.0,22951927.879328,950.0,0.06775422431558367,13655535.0,0.05154959835923547,0.4770845461122524,0.6093617429804032,0.4183994415586641,1.1141430527076333e-05,0.7750547866181783,0.436637106900124,0.563362893099876,,127487336.0,1.170589503954816,7.789016976470897,non-profit
FOREST HEALTH MEDICAL CENTER (230144),General Short Term (Acute Care Hospitals),Proprietary-Other,6319622.0,1401056.0,1.0,24.0,52458952.0,,4621467.0,6714685.0,,71.37,613592.0,0.403188,24.0,,567469.0,,,MI,48890.0,51055990.0,10524065.0,860.0,6193229.0,,4621467.0,1663198.0,2018-12-31,2274.0,2018-01-01 00:00:00,,48564981.0,52601094.0,574572.0,2733887.0,400526.0,130110433.0,1902733.0,1538148.0,1544.0,,3375283.0,,8760.0,310.0,2018,2018,49225811.0,19711.86132,1902733.0,0.21670069221276952,10243849.0,0.21093077334880456,18.675237857307195,7.001563341864532,18.321165066442028,0.6959808507081675,0.06856734163303069,0.06416754373967963,0.9358324562603204,,49225811.0,0.9232694095677934,7.232652164621274,for-profit
FOREST VIEW HOSPITAL (234030),Psychiatric,Proprietary-Corporation,112419.0,,1.0,108.0,20015015.0,,,5654894.0,,205.0,,,108.0,,58175.0,,,MI,,5762383.0,9426741.0,3463.0,110171.0,,11351715.0,,2018-12-31,,2018-01-01 00:00:00,,32577772.0,14833893.0,369063.0,-77896466.0,67102.0,41412715.0,-17788.0,,33295.0,,-77896466.0,,39420.0,5984.0,2018,2018,14833893.0,,0.0,0.28936113249242457,9227728.0,0.2832522739738003,inf,inf,inf,,0.0,0.0,1.0,,14833893.0,2.1961714298465007,5.760987208601965,for-profit
FORKS COMMUNITY HOSPITAL (501325),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2544327.0,,2.0,25.0,27819376.0,,,7193048.0,467646.0,165.66,1021288.0,0.697521,25.0,,196527.0,344747.0,,WA,13958854.0,8852430.0,-1085808.0,204.0,2564254.0,,14881802.0,,2018-12-31,8084622.0,2018-01-01 00:00:00,,25626321.0,15377450.0,476739.0,2448663.0,502821.0,39883187.0,4659416.0,795441.0,4408.0,,12297779.0,,9125.0,1081.0,2018,2018,3079671.0,9736593.800934,4659416.0,-0.04237081085497992,-4490398.0,-0.17522601078789266,3.6152096062218444,4.39695294942587,3.32960558476197,1.90284085641838,3.993211937249141,0.7997281083664717,0.20027189163352832,-11.64233191296806,3079671.0,1.666487031334844,3.562651187646739,govt
FORREST CITY MEDICAL CENTER (040019),General Short Term (Acute Care Hospitals),Proprietary-Other,2503346.0,2544266.0,2.0,50.0,25980021.0,,9952476.0,8630827.0,317581.0,170.77,915561.0,0.138319,56.0,,284579.0,,,AR,50522782.0,8125765.0,2200213.0,2017.0,2452858.0,,10236547.0,2509490.0,2018-09-30,3605401.0,2017-10-01 00:00:00,6.0,35584061.0,20190098.0,1231638.0,-7586897.0,833930.0,187827178.0,-383631.0,4016169.0,6663.0,12221.0,-7586897.0,,20440.0,1212.0,2017,2018,20190098.0,6988260.6834579995,0.0,0.06183141940994312,1893582.0,0.0532143309893719,inf,inf,inf,,0.0,0.0,1.0,,20190098.0,1.762451128270898,4.12290282263797,for-profit
FORREST GENERAL HOSPITAL (250078),General Short Term (Acute Care Hospitals),Governmental-County,37282300.0,98312453.0,1.0,379.0,379762691.0,,148384476.0,209555002.0,26687107.0,3061.02,37373248.0,0.252783,427.0,1112192.0,4767627.0,,,MS,238088130.0,181000374.0,30747299.0,26137.0,36323695.0,17.53,173711984.0,114941960.0,2018-09-30,103058475.0,2017-10-01 00:00:00,40.0,441986015.0,845836721.0,24544033.0,70705375.0,8730467.0,1502328873.0,122092473.0,41270140.0,122127.0,-417159.0,265439720.0,,155910.0,46186.0,2017,2018,580397001.0,60184631.76578999,122092473.0,0.06956622598115463,15259263.0,0.03452431181561254,2.559923824744583,5.125420436565113,2.369017631262121,1.7267778156894014,0.45734164639489583,0.31381910173653954,0.6861808982634605,,580397001.0,0.5225429495156666,2.109164709893205,govt
FORSYTH MEMORIAL HOSPITAL  INC (340014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,69685161.0,114171250.0,1.0,694.0,1004565213.0,,345555021.0,366561093.0,50095201.0,5561.13,64670403.0,0.286792,846.0,1244439.0,143602.0,13904168.0,,NC,362038288.0,187763394.0,123404301.0,42420.0,69406205.0,21.68,439006807.0,126547092.0,2018-12-31,53229358.0,2018-01-01 00:00:00,128.0,1367995892.0,654796737.0,38080304.0,-1636688903.0,,3502764253.0,33625.0,49788188.0,240460.0,-547837.0,-1621638058.0,,308790.0,57733.0,2018,2018,654796737.0,103829684.692096,33625.0,0.09020809325646717,93483766.0,0.06833629146599805,inf,inf,,inf,0.0,0.0,1.0,9.462203707550138,654796737.0,2.0891916753702455,3.731972427308318,non-profit
