Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ABBEVILLE AREA MEDICAL CENTER (421301),General Short Term (Critical Access Hospitals),Governmental-County,,155.8,15014416.0,26760938.0,258792.0,,,42127138.0,,2460832.0,47703169.0,10433373.0,,4744487.0,-436960.0,24480265.0,0.492893,96782032.0,SC,2924350.0,1112046.0,755442.0,,3180.0,9125.0,1263353.0,17392485.0,253434.0,,1267.0,2.0,2299589.0,,2020-10-01 00:00:00,45938095.0,515.0,,,19.0,6.0,2021-09-30,25.0,21035037.0,344482.0,2020,2021,15366200.0,372352.073706,10433373.0,-0.009511931219611958,-9692441.0,-0.2109891801129324,1.4009893558297573,1.8241733811025351,1.2939032726947222,0.694890364034139,1.7415456000832996,0.6352422516810897,0.3647577483189102,-33.85652674858149,15366200.0,1.0904632306139572,2.641261153883416,govt
ABBEVILLE GENERAL HOSPITAL (190034),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,379.1,8720847.0,12991530.0,19334243.0,335.0,49072.0,63249814.0,,2761141.0,54152890.0,13624236.0,5833771.0,4891162.0,9273306.0,30167856.0,0.319406,169542404.0,LA,2761065.0,3054797.0,58695649.0,5106279.0,6883.0,16060.0,1108238.0,24178843.0,223151.0,30020.0,2419.0,2.0,1594106.0,21732464.0,2021-01-01 00:00:00,59238327.0,1524.0,848493.0,,38.0,6.0,2021-12-31,44.0,29990198.0,561485.0,2021,2021,50258284.0,18747742.464494,14472729.0,0.1565423344923296,-2794148.0,-0.04716790870883305,3.438908858279477,5.582408451839598,3.24744546028614,1.562260638215531,0.25849529601925925,0.20540028781744718,0.7945997121825529,1.1680386823272133,50258284.0,0.9365770941239447,2.450006685596991,govt
ABBOTT NORTHWESTERN HOSPITAL (240057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,49.4,5604.42,-357483924.0,-276029847.0,18281047.0,225256.0,,782049778.0,,49433440.0,1002756684.0,4951.0,149349207.0,18933300.0,-9874166.0,592723773.0,0.286649,3498205900.0,MN,49854046.0,9465693.0,100996090.0,157152575.0,164761.0,210605.0,33916993.0,527020625.0,,8672105.0,39649.0,1.0,14180329.0,368547221.0,2021-01-01 00:00:00,1255591204.0,31366.0,,,504.0,73.0,2021-12-31,577.0,227296641.0,3124226.0,2021,2021,782049778.0,28950428.202409998,4951.0,-0.007864156716408471,-244743848.0,-0.19492319412584863,inf,inf,inf,inf,0.0,0.0,1.0,,782049778.0,1.6055131518750971,2.3824327634236324,non-profit
ABINGTON MEMORIAL HOSPITAL (390231),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,167.23,3844.04,155921201.0,700970523.0,56816229.0,52058.0,,891256852.0,,32055512.0,684950618.0,138237468.0,135219819.0,7921109.0,-55601581.0,349749563.0,0.253253,2704605456.0,PA,30115071.0,47874986.0,340246295.0,146472248.0,153997.0,214620.0,10269065.0,102514929.0,98532.0,8874935.0,51687.0,1.0,10941168.0,260951921.0,2021-07-01 00:00:00,723801405.0,27755.0,57374919.0,,499.0,33.0,2022-06-30,588.0,329324844.0,1736056.0,2021,2021,190286329.0,86168394.947635,195612387.0,-0.07681883540969363,-117706939.0,-0.16262325299023148,2.1121235719573503,1.1874640190848709,2.0351287763618497,0.8865854490179306,3.6837671244369847,0.7864966439551143,0.2135033560448857,-708.7235923354849,190286329.0,0.8121131449096561,7.06044877619727,non-profit
ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,267.86,-5461905.0,-5461905.0,9120261.0,,,183552856.0,,1867764.0,39534476.0,3279322.0,,1243744.0,36994600.0,18501391.0,0.271018,145874090.0,IL,2430261.0,3463640.0,34864745.0,,5495.0,9125.0,570045.0,12359347.0,,394125.0,2885.0,2.0,823578.0,,2020-10-01 00:00:00,61118856.0,926.0,,,25.0,,2021-09-30,25.0,13246238.0,387995.0,2020,2021,183552856.0,9448973.460409999,3279322.0,0.6052894707322402,14770412.0,0.24166702334873547,inf,inf,inf,inf,0.0,0.0,1.0,,183552856.0,0.3329768728850506,4.9451525230256905,non-profit
ABRAZO ARROWHEAD CAMPUS (030094),General Short Term (Acute Care Hospitals),Proprietary-Corporation,39.15,1122.1,42663235.0,57294412.0,45671495.0,-9790.0,,226007189.0,,26343716.0,308678775.0,361084.0,57658289.0,16764348.0,49359732.0,114450705.0,0.084646,3646684805.0,AZ,26310777.0,7537176.0,652531551.0,66815246.0,69689.0,98550.0,10068948.0,183798661.0,173155.0,3912725.0,14650.0,2.0,5514610.0,111968596.0,2021-04-01 00:00:00,404375524.0,15603.0,,,232.0,38.0,2022-03-31,270.0,85905218.0,517121.0,2021,2021,168712777.0,55234185.665946,361084.0,0.12206409406717703,55226278.0,0.13657176243931124,2.01356549731871,5.473552978343063,1.7654345480365004,0.00846358697365542,0.33959735011652376,0.2535070333537045,0.7464929666462955,362.4697756345471,168712777.0,1.7892153156243185,2.2001004893066116,for-profit
ABRAZO CENTRAL CAMPUS (030030),General Short Term (Acute Care Hospitals),Proprietary-Corporation,18.17,503.2,17733521.0,23438405.0,31733412.0,-28617.0,,154493126.0,,3026038.0,116876239.0,1400.0,14381901.0,9293826.0,-5033798.0,60271938.0,0.088169,1325595566.0,AZ,3127209.0,4258074.0,530532856.0,15669003.0,32810.0,58765.0,4653717.0,80813855.0,74166.0,4808852.0,4484.0,2.0,5768616.0,51815859.0,2021-04-01 00:00:00,132236230.0,5985.0,,,133.0,28.0,2022-03-31,161.0,31756675.0,488380.0,2021,2021,131054721.0,46776551.380664,1400.0,-0.0380667083446042,-8900919.0,-0.06731074381052757,1.7907709924047233,4.273345208771569,1.5008061850774024,7.894653295304412e-05,0.17884441568495651,0.15171163667178306,0.848288363328217,-62.60072000647197,131054721.0,0.8559360110300313,1.6363064229518565,for-profit
ABRAZO SCOTTSDALE CAMPUS (030083),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,379.5,16310651.0,32657075.0,14113565.0,50149.0,,80542555.0,,11180288.0,99354611.0,397294.0,11361598.0,6011544.0,15274144.0,33286232.0,0.091253,1088783255.0,AZ,11258501.0,9174956.0,226593472.0,12612660.0,20912.0,46720.0,2437804.0,72670526.0,133076.0,2347976.0,4151.0,1.0,2984198.0,33329421.0,2020-10-01 00:00:00,122149534.0,4345.0,,,114.0,14.0,2021-09-30,128.0,26132584.0,200946.0,2020,2021,47885480.0,20677334.100416,397294.0,0.12504463586410408,10560237.0,0.08645335478725609,1.6021790914415373,5.416213246178831,1.4403983016986877,0.024357948680282595,0.6819828265269555,0.4054636086476273,0.5945363913523727,148.3001668219664,47885480.0,1.5165837984652957,1.6808676188748104,for-profit
ABRAZO WEST CAMPUS (030110),General Short Term (Acute Care Hospitals),Proprietary-Corporation,30.79,829.6,24614233.0,30815894.0,45403486.0,20954.0,,183579720.0,,8921856.0,182329827.0,266834.0,27993023.0,19401897.0,50502863.0,82800725.0,0.070246,2595589353.0,AZ,8812718.0,6528482.0,741044654.0,35311032.0,61133.0,71891.0,5102944.0,157687761.0,72131.0,5554851.0,10386.0,1.0,7095615.0,80771574.0,2021-05-01 00:00:00,285091315.0,11959.0,,,177.0,20.0,2022-04-30,197.0,60442344.0,-1334180.0,2021,2021,152763826.0,52055422.764884,266834.0,0.17714626978377085,50107882.0,0.17576081544258898,2.455585108014538,8.46898044720711,2.2482683088276607,0.010840638422493198,0.2017224548958338,0.16786110143320843,0.8321388985667916,785.1875615200122,152763826.0,1.552956475802447,1.8079482719017108,for-profit
ACADIA GENERAL HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,232.25,13564653.0,20420670.0,6969220.0,1183.0,,28895840.0,,6800198.0,47429993.0,1950.0,8365374.0,4027781.0,1770474.0,15162949.0,0.206596,229578441.0,LA,6797050.0,2512679.0,49235190.0,7827122.0,8375.0,41245.0,1618030.0,7184601.0,,57504.0,3864.0,1.0,969391.0,15889888.0,2020-10-01 00:00:00,43531446.0,1526.0,,,109.0,4.0,2021-09-30,113.0,16338014.0,,2020,2021,8475170.0,10171793.313240001,1950.0,0.0406711506895498,-2368397.0,-0.05440657771855316,1.204454990481511,0.6603209827778123,,0.0001437559810781743,2.409470252514109,0.7066993034291441,0.2933006965708559,,8475170.0,1.5064952602173878,6.05899283759808,non-profit
ACADIA GREENLEAF HOSPITAL (114036),Psychiatric,Proprietary-Corporation,,184.08,2032968.0,2254125.0,,,,40829657.0,,200034.0,18241252.0,-67425.0,,,4810252.0,9983852.0,,67593840.0,GA,240597.0,971841.0,,,35706.0,41245.0,,3391503.0,,,7546.0,1.0,,,2021-01-01 00:00:00,25118837.0,4061.0,,,113.0,,2021-12-31,113.0,2886392.0,50761.0,2021,2021,38575532.0,,0.0,0.19149978958022618,4798362.0,0.19102643963970148,1.4197921462610332,4.034374864729794,,0.0,0.05843406125934958,0.05520803175005854,0.9447919682499415,,38575532.0,0.6152105808775225,7.406402707000407,for-profit
ACADIA HOSPITAL (204006),Psychiatric,Voluntary Nonprofit-Other,,483.41,9342203.0,21495956.0,,,,52256268.0,,397853.0,51152105.0,23346258.0,,,7091016.0,32592868.0,,83033750.0,ME,460072.0,864539.0,,,23342.0,24820.0,62793.0,5439982.0,-10517.0,,2193.0,1.0,,,2020-10-01 00:00:00,64781049.0,1734.0,50539.0,,68.0,,2021-09-30,68.0,42053073.0,94712.0,2020,2021,30760312.0,,23396797.0,0.10946127161355476,5095435.0,0.07865625948724603,4.501408607798396,3.840342154842921,4.484549094041309,2.4990099230342135,0.6988211302928267,0.411356509423903,0.588643490576097,inf,30760312.0,1.2396799748500984,11.908320468707434,non-profit
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),Psychiatric,Proprietary-Corporation,,253.17,3147825.0,-10458373.0,,,,32507305.0,,257996.0,27264812.0,-76314.0,,,7537535.0,19372617.0,,102874943.0,AZ,257996.0,1089201.0,,,43661.0,51100.0,,9617371.0,,,2223.0,1.0,,,2021-01-01 00:00:00,41746553.0,4087.0,,,140.0,,2021-12-31,140.0,7678631.0,64365.0,2021,2021,32507305.0,,0.0,0.18055466759135777,7526476.0,0.1802897594922388,2.439344944525188,5.44976483762598,,0.0,0.0,0.0,1.0,,32507305.0,1.2842206697848375,4.340744783579629,for-profit
ACADIA ST LANDRY HOSPITAL (191319),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,98.31,984427.0,21043119.0,2911601.0,,,33125628.0,,2570254.0,16055682.0,949773.0,,683566.0,-454840.0,5485663.0,1.006923,15945291.0,LA,2401589.0,207372.0,2717513.0,,2065.0,5475.0,286017.0,2765863.0,346.0,,1891.0,2.0,239249.0,,2021-07-01 00:00:00,15186484.0,55.0,19082497.0,,15.0,,2022-06-30,15.0,21856144.0,197882.0,2021,2021,12082509.0,2736326.342499,20032270.0,-0.029950316347088633,-2297364.0,-0.15127688541995632,22.201894096768985,3.3123796888951644,21.710340126794573,0.9647977960783278,1.7416183178510358,0.6352519263936671,0.3647480736063328,-6040.439306358381,12082509.0,0.45845120279681945,5.490685547331881,govt
ACADIA VERMILION HOSPITAL (194044),Psychiatric,Proprietary-Corporation,,150.9,1727557.0,3903917.0,,,,9623390.0,,30058.0,13315535.0,-69692.0,,,4279138.0,7828950.0,,54907833.0,LA,33257.0,622744.0,,,24627.0,28470.0,,1853357.0,,,672.0,1.0,,,2021-01-01 00:00:00,19170507.0,3238.0,,,78.0,,2021-12-31,78.0,1422239.0,21892.0,2021,2021,5719473.0,,0.0,0.22321464946127925,4232036.0,0.2207576461071165,0.8232660340585,3.5498076185040492,,0.0,0.6825658587775482,0.4056696236980939,0.5943303763019061,,5719473.0,1.9920742066984711,10.343666654616461,for-profit
ACADIAN MEDICAL CENTER (190318),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,217.95,621342.0,7767277.0,10985497.0,,,5298989.0,,2067194.0,29965823.0,51784.0,3329910.0,,-2234955.0,13280251.0,0.147751,202813133.0,LA,2067048.0,933081.0,102936402.0,3836123.0,6380.0,17885.0,1350543.0,3734345.0,,,2057.0,2.0,,13194185.0,2020-10-01 00:00:00,30967998.0,1540.0,,,43.0,6.0,2021-09-30,49.0,5319987.0,183315.0,2020,2021,-2468288.0,15208956.331902,51784.0,-0.07216982512075854,-2809838.0,-0.0907336018298632,8.562091408596231,2.4964898558281914,6.093470262753845,0.08334218514119439,-3.1468276797521195,1.465803571209527,-0.4658035712095269,,-2468288.0,5.844133286557115,8.292752276503643,for-profit
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,,52.02,1916776.0,1961381.0,,,,3043442.0,,92155.0,11478574.0,285645.0,,,1605240.0,3982092.0,,20762037.0,TX,92155.0,139540.0,,,7482.0,54385.0,,1824073.0,,,5962.0,1.0,,3600437.0,2021-01-01 00:00:00,13323807.0,608.0,213502.0,,149.0,,2021-12-31,149.0,2916212.0,237681.0,2021,2021,1082061.0,,499147.0,0.12047907929017584,1418952.0,0.10649748979402059,1.5214151262327993,1.9381649185924699,,0.14902367308438755,1.8126344078568584,0.6444614354405308,0.3555385645594692,,1082061.0,4.377874459247129,7.3044264127586995,for-profit
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,30.21,3075557.0,3075557.0,,,,7241329.0,,,5569551.0,153756.0,,,975821.0,3286952.0,,16208940.0,OH,,661419.0,,,5520.0,13140.0,,3575932.0,,,693.0,1.0,,,2021-01-01 00:00:00,4083655.0,935.0,,,36.0,,2021-12-31,36.0,6636519.0,16706.0,2021,2021,4165772.0,,153756.0,0.23895774741010198,-1845405.0,-0.45190031968910205,2.157826696107404,1.5299696932945805,,0.04999289559582216,0.7382922061024944,0.4247227270021843,0.5752772729978157,,4165772.0,0.5639372275448333,1.141983404606128,for-profit
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,,95.28,9986968.0,9986968.0,,,,26404713.0,,88287.0,20961175.0,4306633.0,,,3187723.0,11982741.0,,120765639.0,NJ,87157.0,300682.0,,,8299.0,18250.0,424106.0,5918291.0,11547.0,,5986.0,1.0,,,2021-09-01 00:00:00,22031482.0,234.0,,,50.0,,2022-08-31,50.0,10931977.0,389427.0,2021,2021,16417745.0,,4306633.0,0.1446894493979116,-1105097.0,-0.05015990299699312,1.0946242142760445,1.3430149170398864,1.0131647563104238,0.431225272775481,0.6083032718561532,0.3782267203585966,0.6217732796414034,-69.66441499956699,16417745.0,0.8343768780974821,3.7226087733773143,for-profit
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,,148.0,,,,,,,,1713170.0,20684917.0,,,,-31738523.0,8589601.0,,178835.0,NM,1095175.0,1014803.0,,,8.0,2190.0,,,,,,2.0,,5535344.0,2020-10-01 00:00:00,,5.0,,,6.0,,2021-09-30,6.0,,,2020,2021,,,0.0,,,,,,,,,,,,,,,govt
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,132.19,192000.0,192000.0,,10962.0,,6606597.0,,423229.0,12469622.0,215260.0,1852672.0,1175363.0,-2253059.0,8741223.0,0.497536,25062771.0,OK,422100.0,848400.0,8931818.0,1684279.0,2469.0,10950.0,350594.0,10027102.0,,57862.0,1293.0,2.0,621100.0,4938056.0,2021-07-01 00:00:00,13991660.0,491.0,46525.0,,30.0,,2022-06-30,30.0,2385325.0,,2021,2021,6414597.0,4443901.000448,261785.0,-0.16102871281892214,-4328629.0,-0.3093720830837799,12.423567708333334,41.610953125,,1.1211458333333333,0.029931732266267077,0.02906186044040525,0.9709381395595947,,6414597.0,2.117831615883336,1.3953842296607735,non-profit
ADAIR COUNTY MEMORIAL HOSPITAL (161310),General Short Term (Critical Access Hospitals),Governmental-County,,70.46,2998208.0,19440675.0,1666728.0,,,32187279.0,,3733703.0,16628550.0,2184712.0,,409935.0,1572378.0,5424013.0,0.794194,20937649.0,IA,3801555.0,1330552.0,2655892.0,,538.0,9125.0,350747.0,2127799.0,311462.0,59234.0,385.0,2.0,378828.0,,2021-07-01 00:00:00,15292260.0,95.0,10717629.0,,25.0,,2022-06-30,25.0,18305715.0,282636.0,2021,2021,12746604.0,2109293.491048,12902341.0,0.10282181966563478,-1893870.0,-0.12384500394317124,6.105552049757722,1.978664255448588,5.894298194121289,0.7286725937626742,1.5251650557277845,0.6039862829038765,0.3960137170961236,-1.808625129229248,12746604.0,0.475102601869515,7.186891243016845,govt
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,197.61,4874691.0,32806594.0,5493493.0,,,47366697.0,,2305967.0,29700103.0,9660486.0,,4872729.0,5422263.0,11901605.0,0.298171,99607540.0,OH,2899086.0,1052267.0,27930182.0,,3988.0,9125.0,350783.0,15995420.0,1801258.0,248235.0,1980.0,2.0,1768554.0,,2021-01-01 00:00:00,33156260.0,614.0,3991420.0,,25.0,,2021-12-31,25.0,19487967.0,462138.0,2021,2021,14560103.0,8327970.297122001,13651906.0,0.16353662928207222,355025.0,0.010707631077811551,3.997785090378036,6.375413128750109,3.831021494490625,1.9817637671803197,2.253184197941457,0.6926088597649104,0.3073911402350896,0.7812828589796686,14560103.0,0.6999909662267563,2.0728596060622353,non-profit
ADAMS MEMORIAL HOSPITAL (151330),General Short Term (Critical Access Hospitals),Governmental-County,,401.49,10073941.0,36576961.0,6093391.0,,,62540693.0,,6104457.0,62459696.0,2434498.0,,6192921.0,-454024.0,34344770.0,0.543818,114853991.0,IN,6303842.0,1552069.0,18683230.0,,5132.0,9125.0,1248776.0,30911577.0,,33101.0,2139.0,1.0,3362323.0,,2021-01-01 00:00:00,71123141.0,996.0,,,21.0,4.0,2021-12-31,25.0,17760091.0,1205232.0,2021,2021,25963732.0,10160276.77214,2434498.0,-0.006383632578881746,1320457.0,0.01856578578271733,1.7629734976609452,3.879809500571822,1.519373897464756,0.24166292020173635,1.408771319931973,0.5848505868011408,0.4151494131988592,,25963732.0,1.137229819311404,2.3008577336575224,govt
ADCARE HOSPITAL OF WORCESTER (220062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,310.72,6376426.0,6888230.0,6598468.0,,,7878956.0,,1186647.0,37101615.0,169294.0,18799269.0,1832857.0,113674.0,18350823.0,0.544053,68194893.0,MA,1176647.0,558667.0,25636685.0,19586600.0,31025.0,41610.0,169832.0,5496485.0,,,14084.0,1.0,728025.0,18248976.0,2020-10-01 00:00:00,35359338.0,5378.0,,,114.0,,2021-09-30,114.0,6214436.0,378825.0,2020,2021,990726.0,13947715.384305,169294.0,0.0032148226304463054,-1207852.0,-0.03415934992900602,0.9745954865625351,0.9074437623835044,0.888550890420433,0.026549982701908562,6.952709427228114,0.8742566908610735,0.12574330913892653,,990726.0,4.487820213744055,6.433081869594841,for-profit
ADENA REGIONAL MEDICAL CENTER (360159),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,43.82,1740.35,115337222.0,433895463.0,54381968.0,41593.0,,869825804.0,,32679144.0,380068337.0,35454160.0,46146148.0,27424664.0,102637472.0,117183364.0,0.235586,1613292466.0,OH,33945061.0,31989408.0,338087762.0,48555841.0,44304.0,71405.0,11427950.0,200039928.0,,6642548.0,13215.0,2.0,13326494.0,109422234.0,2021-01-01 00:00:00,472254061.0,9969.0,,,197.0,12.0,2021-12-31,209.0,127343252.0,9712110.0,2021,2021,435930341.0,79648743.498532,35454160.0,0.2173352872448883,64632809.0,0.13686025031344304,1.1040950162645673,2.931677685110189,0.9208058782619196,0.30739564717450885,0.9953321028416326,0.498830295680674,0.501169704319326,,435930341.0,0.5429294679788552,2.3607989950886203,non-profit
ADIRONDACK MEDICAL CENTER (330079),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,653.57,29846450.0,61990096.0,9917253.0,-1117.0,114091.0,124890673.0,,10240874.0,108671460.0,20811092.0,10897390.0,5085812.0,1367773.0,60435533.0,0.367475,295724576.0,NY,10401404.0,5192868.0,42004518.0,10178602.0,7724.0,30295.0,3273923.0,17648690.0,,60197.0,3035.0,2.0,1924753.0,45746205.0,2021-01-01 00:00:00,124576650.0,1923.0,,,75.0,8.0,2021-12-31,83.0,54615980.0,5408229.0,2021,2021,62900577.0,15435610.25205,20811092.0,0.010979368926680883,-5126916.0,-0.04115471077445091,1.8298986981701342,1.3343932025416758,1.5390047392570976,0.6972719368635131,0.9855250771387996,0.4963548879266589,0.5036451120733412,,62900577.0,0.9974856168802934,7.058691041658049,non-profit
ADMIN DE SERVICIOS MEDICOS DE PR (400127),General Short Term (Acute Care Hospitals),Governmental-State,,1062.26,768679728.0,1065250112.0,,,,291481052.0,,96693.0,145804711.0,91003723.0,1009406.0,,-31743020.0,63988379.0,0.969945,150322676.0,PR,96462.0,2576197.0,,2887010.0,20070.0,24090.0,3326344.0,392307972.0,,,58.0,1.0,,44593583.0,2021-07-01 00:00:00,195717655.0,1331.0,,,,66.0,2022-06-30,66.0,218895487.0,345675.0,2021,2021,-773769060.0,,91003723.0,-0.16218782102207385,-93925320.0,-0.47990213248774105,0.2847681277734958,0.5874601066622639,0.2799910810188557,0.11838964875108557,-1.3767029040938907,3.6546118682184527,-2.6546118682184527,,-773769060.0,0.6714592720764573,0.4988877845184344,govt
ADV CARE HOSP OF SOUTHERN NEW MEXICO (322004),General Long Term,Proprietary-Corporation,,46.02,169270975.0,185390211.0,,,,191015455.0,,1180.0,10434552.0,847485.0,,,2808901.0,3991218.0,,22811496.0,NM,1180.0,214177.0,,,5623.0,7300.0,74984.0,3397802.0,,,1708.0,1.0,,,2021-03-01 00:00:00,11268495.0,230.0,,,20.0,,2022-02-28,20.0,-9145776.0,-90805.0,2021,2021,5625244.0,,847485.0,0.24927028853453811,2357180.0,0.20918321390744726,0.0,0.04167393730673555,-0.00044298202925811706,0.005006676425181576,32.95683013927929,0.9705508436477038,0.029449156352296207,,5625244.0,0.058992582563541784,3.3164071950042997,for-profit
ADVANCED CARE HOSPITAL OF MONTANA (272001),General Long Term,Proprietary-Corporation,,131.67,361939814.0,372822720.0,,,,399597676.0,,702.0,20798029.0,1349.0,,,10055280.0,10938238.0,,44814765.0,MT,690.0,640860.0,,,13042.0,14600.0,415712.0,6430243.0,,,5417.0,1.0,,,2021-09-01 00:00:00,29264728.0,535.0,,,40.0,,2022-08-31,40.0,5731624.0,454068.0,2021,2021,26774956.0,,1349.0,0.3435972478541403,7265916.0,0.24828236913734514,0.01583584833250757,0.045551418667635166,0.01343274161046013,3.727139009912847e-06,13.924307475986142,0.9329952159181226,0.06700478408187739,,26774956.0,0.07323548097912361,4.551107633101891,for-profit
ADVANCED CARE HOSPITAL OF WHITE CO. (042011),General Long Term,Proprietary-Other,,65.56,2677491.0,2677491.0,,,,4679880.0,,206049.0,8584484.0,1693975.0,,,868170.0,4362834.0,,26643320.0,AR,205090.0,107950.0,,,4580.0,9855.0,216799.0,9219605.0,,,2552.0,2.0,,,2020-10-01 00:00:00,7933119.0,209.0,,,27.0,,2021-09-30,27.0,3943038.0,59817.0,2020,2021,2002389.0,,1693975.0,0.10943614989262104,-704245.0,-0.08877277650820567,1.4726615327558523,4.400294902952055,1.369349887637344,0.6326725281242775,1.3371482763838596,0.5721281314905511,0.42787186850944897,,2002389.0,1.6951543629323829,0.860461917837044,for-profit
ADVANCED SPECIALTY HOSP. OF TOLEDO (362038),General Long Term,Proprietary-Partnership,0.83,57.53,977185.0,548752.0,,,,4105877.0,,360.0,11987190.0,-39142.0,,,1279004.0,4202349.0,,29944901.0,OH,188.0,125490.0,,,7266.0,14600.0,,3764182.0,,,1943.0,1.0,,,2021-03-01 00:00:00,11442109.0,291.0,,,40.0,,2022-02-28,40.0,3764877.0,459560.0,2021,2021,3557125.0,,0.0,0.11178044187483269,-154556.0,-0.013507649682414318,3.8527781331068325,5.160932679073052,,0.0,0.1542684049618723,0.13365037481639125,0.8663496251836088,,3557125.0,2.7867637048065492,3.0397332009982514,for-profit
ADVANCED SURGICAL HOSPITAL (390323),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,83.94,3273499.0,9994252.0,12131.0,,,39999692.0,,1081813.0,19778211.0,3058251.0,1939588.0,291458.0,3012956.0,5029953.0,0.252332,78381736.0,PA,1081633.0,440821.0,439890.0,2221954.0,1082.0,5110.0,3123.0,7225483.0,20124.0,,345.0,1.0,73544.0,5435250.0,2021-01-01 00:00:00,20481841.0,533.0,,,14.0,,2021-12-31,14.0,4734992.0,23099.0,2021,2021,30005440.0,110998.32348,3058251.0,0.1471037686504841,1646401.0,0.08038344795274995,1.4464620273291668,4.061926397411455,1.4384516384455899,0.9342452831053255,0.333081334584662,0.2498582239083241,0.7501417760916759,103.71804810176903,30005440.0,0.512049967784752,2.834667384865482,for-profit
