Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ARTESIA GENERAL HOSPITAL (320030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-7536.0,3660251.0,8301458.0,4900768.0,2020-06-30,5348107.0,NM,1251784.0,21032563.0,2.0,37780652.0,1032.0,18138662.0,3018867.0,,493563.0,33804694.0,10172447.0,36619371.0,2796598.0,34.0,152246269.0,22534345.0,,34.0,12444.0,,4469363.0,58776507.0,2749328.0,50900219.0,1444809.0,46227978.0,386.0,0.303639,18805286.0,750.0,,,18805286.0,,77214120.0,2016.0,2019,2019,58408834.0,10264423.481465999,40673007.0,0.06227404769051689,-16029008.0,-0.2727111361006873,2.706697414758808,3.4019821873488123,2.5633019354239015,1.198298446511263,0.3219596200122742,0.24354724239556186,0.7564527576044382,,58408834.0,0.7612144903030689,1.55573035108023,non-profit
ARTHUR G JAMES CANCER HOSPITAL (360242),Cancer (Acute Care Hospitals),Governmental-Other,2019-07-01 00:00:00,,299110732.0,,,2020-06-30,,OH,1489833.0,,1.0,170401088.0,29405.0,,,0.89,,,,293127117.0,119529444.0,344.0,4120043141.0,2409468307.0,,300.0,125904.0,,87403122.0,1546311259.0,120653613.0,2683934150.0,17273461.0,1115511527.0,4117.0,,668890356.0,15068.0,110.23,,226676214.0,44.0,3353748413.0,100111.0,2019,2019,2684858057.0,,2409468307.0,0.19343500880504164,271299482.0,0.17544946427891203,11.840387231807215,12.700994931034096,11.757611480135273,10.629559513465317,0.24913434595026712,0.1994455974715358,0.8005544025284642,,2684858057.0,0.4610695462444636,9.074538649659326,govt
ASCENSION ALLEGAN HOSPITAL (231328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,,-4261813.0,3104152.0,,2019-12-31,,MI,831882.0,11264687.0,2.0,14659220.0,639.0,,1472764.0,,,15540215.0,2331000.0,17730092.0,3942735.0,25.0,90269972.0,1555143.0,,25.0,9125.0,,2022062.0,41103883.0,4077601.0,9136895.0,752714.0,46832294.0,259.36,0.518803,30209491.0,514.0,,,7912780.0,,20440094.0,1798.0,2019,2019,-9769397.0,8062310.162645,1555143.0,-0.10368395122183469,-5982637.0,-0.14554919300446628,1.1547010026817377,1.5105373838271758,0.9544431918996863,0.19653560442726828,-3.0922574852879867,1.477952645423255,-0.4779526454232549,,-9769397.0,2.0109439320582383,2.803961124807459,non-profit
ASCENSION BORGESS HOSPITAL (230117),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,107929.0,13709225.0,14013178.0,77537644.0,2020-06-30,72346810.0,MI,858159.0,115611518.0,1.0,85925332.0,19042.0,,9071656.0,,5528267.0,241014817.0,42584548.0,130058720.0,30048315.0,291.0,1547131084.0,7585887.0,,261.0,106506.0,497261.0,13394256.0,426594701.0,30436635.0,71933060.0,8458641.0,368088254.0,2058.43,0.237917,353094460.0,25384.0,96.72,,156479011.0,15.0,301048067.0,55777.0,2019,2019,-52046393.0,57341522.216189,7585887.0,0.032136416528061845,-19164983.0,-0.04492550647036753,0.4596978185144588,0.6915137200093884,0.4001575649017874,0.048478623117064565,-6.784225373696886,1.172883996627688,-0.17288399662768802,-11.60502633425907,-52046393.0,1.4170318555807235,4.9647140263595375,non-profit
ASCENSION CALUMET HOSPITAL (521317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,,5913123.0,1143783.0,,2020-06-30,,WI,3327.0,,2.0,9771511.0,412.0,,842921.0,,316010.0,4581089.0,1119627.0,7040065.0,2027230.0,25.0,47892680.0,2221.0,,25.0,9150.0,,2092076.0,30806587.0,1807053.0,5123198.0,455050.0,23210660.0,105.4,0.484639,5132800.0,319.0,,,4499304.0,,20312530.0,1347.0,2019,2019,15179730.0,2220174.3918709997,2221.0,0.191943463259984,1422112.0,0.04616259503203,1.1386645578960657,3.4865070241975205,1.0367872453161644,0.0004936319039567009,0.3381351315207846,0.2526913191020518,0.7473086808979482,,15179730.0,1.51662973543916,3.15269429671624,non-profit
ASCENSION COLUMBIA ST MARYS MILWAUKE (520051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,-51719.0,-29688058.0,23542101.0,42291023.0,2020-06-30,39194150.0,WI,1106516.0,146499324.0,2.0,211187908.0,14807.0,,14057691.0,,7158718.0,295500357.0,47031563.0,225632147.0,18993452.0,279.0,1354215138.0,5379876.0,406274.0,206.0,102114.0,,40121713.0,454045296.0,18897951.0,182059454.0,7408530.0,392313301.0,2307.73,0.289698,225364969.0,11994.0,47.91,,195078779.0,36.0,689577122.0,70442.0,2019,2019,464212153.0,85605862.422186,5379876.0,-0.06538567464863682,-96389885.0,-0.2122913415228951,0.9332611929050468,1.022636972727823,0.8896119244215692,0.027577966335333687,0.48547839073915844,0.326816191851562,0.6731838081484379,,464212153.0,0.6584401969182498,2.14995877510184,non-profit
ASCENSION COLUMBIA ST MARYS OZAUKEE (520027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,26794.0,-4211696.0,5242624.0,15301504.0,2020-06-30,13779089.0,WI,418098.0,44923236.0,1.0,63668715.0,7223.0,,2803791.0,,1352440.0,27332655.0,2996542.0,56751228.0,9979042.0,121.0,494375942.0,88483.0,43750.0,89.0,44286.0,,11437632.0,153432135.0,9916425.0,32158794.0,2254424.0,134074756.0,631.23,0.2712,50932722.0,4435.0,0.74,,41444692.0,32.0,126506801.0,21304.0,2019,2019,75574079.0,7412616.036,88483.0,-0.027449895030138245,-8865059.0,-0.05777837217737992,0.7759448182170108,1.4367461579880965,0.7114607583523603,0.002134965799721711,0.6739443295101221,0.402608568056353,0.5973914319436471,,75574079.0,1.2128370473932069,2.409851290386495,non-profit
ASCENSION EAGLE RIVER HOSPITAL (521300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,,446609.0,1125126.0,,2020-06-30,,WI,2637.0,,2.0,6250643.0,936.0,,734581.0,,290264.0,3881323.0,691606.0,4060125.0,1463974.0,14.0,30413532.0,664.0,,14.0,5124.0,,1041943.0,14125316.0,1413111.0,3384115.0,152652.0,12413318.0,55.2,0.408151,5426246.0,234.0,,,4553623.0,,8591272.0,1458.0,2019,2019,3165026.0,1584165.863773,664.0,0.03161762894366399,-1381663.0,-0.09781466127908219,0.7431697793163817,1.4708982276310534,0.709067483188661,0.00014581795638330183,1.714439628616005,0.6315998376026274,0.3684001623973726,,3165026.0,1.6441472229024992,2.259818069916967,non-profit
ASCENSION GOOD SAMARITAN HOSPITAL (521339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,,-2118427.0,1992775.0,,2020-06-30,,WI,,,2.0,6095686.0,429.0,,1326889.0,,443757.0,5508588.0,1881333.0,4763394.0,1642757.0,12.0,29714568.0,620.0,,12.0,4392.0,,1182983.0,15507336.0,1561090.0,2831928.0,175728.0,13610910.0,59.4,0.458055,7622443.0,289.0,,,7111055.0,,9372226.0,882.0,2019,2019,1749783.0,2523236.27634,620.0,-0.13660805440728183,-3748952.0,-0.24175345139874443,0.3982430173863091,0.5609124103244877,,8.718818796929569e-05,4.356221885799553,0.8133012370807106,0.18669876291928938,,1749783.0,1.654605426715062,2.543985369325126,non-profit
ASCENSION MACOMB-OAKLAND HOSPITAL (230195),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-202214.0,30807766.0,27986518.0,116928826.0,2020-06-30,107074808.0,MI,101029.0,140327662.0,1.0,75115903.0,40623.0,,11984836.0,,4128713.0,312397750.0,82747919.0,166535053.0,20567794.0,421.0,1335586966.0,468604.0,,380.0,154006.0,,21315309.0,416139825.0,20922668.0,85935302.0,7354244.0,361027902.0,2094.85,0.270314,209334514.0,20714.0,177.91,,204030733.0,41.0,189104386.0,106542.0,2019,2019,-20230128.0,84445485.3935,468604.0,0.07403224625280698,-1867332.0,-0.004487270594685332,0.42118802758994156,0.5445034204724443,0.3846480765228638,0.002296732424129457,-10.347661369221193,1.106978629252946,-0.10697862925294604,,-20230128.0,2.200582618956284,5.53996967859123,non-profit
ASCENSION NE WISCONSIN-ST. ELIZABETH (520009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,68477.0,30554046.0,12057077.0,22818931.0,2020-06-30,20523067.0,WI,513406.0,84849068.0,1.0,123250745.0,7686.0,,8542003.0,,4576107.0,95433555.0,26938510.0,80567641.0,13884981.0,261.0,791757696.0,169255.0,226679.0,204.0,95526.0,10411.0,24727173.0,323074911.0,13989536.0,62334834.0,7845390.0,258864200.0,1110.1,0.326949,77771809.0,10994.0,6.09,,72672590.0,57.0,302729796.0,47498.0,2019,2019,224957987.0,31201905.373694997,169255.0,0.09457263612772457,22464859.0,0.06953452043201212,0.8577488981746764,2.1398241482792892,0.7427289711292799,0.002329007401552635,0.3457170382663497,0.25690173226291874,0.7430982677370813,4532.900970127749,224957987.0,1.0672055254184494,2.621281607668984,non-profit
ASCENSION OUR LADY OF VICTORY HOSPIT (521311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,,-123869.0,1051388.0,,2020-06-30,,WI,,,2.0,4625208.0,592.0,,956826.0,,428922.0,5308485.0,1492025.0,5626223.0,1588585.0,24.0,29640636.0,9148.0,,24.0,8784.0,,1485066.0,16111990.0,1692272.0,3811817.0,252919.0,15850656.0,52.67,0.534761,5925918.0,150.0,,,5795616.0,,10872953.0,819.0,2019,2019,4947035.0,2838770.7470850004,9148.0,-0.007688001295929305,-1566437.0,-0.09722182051999784,0.6577069633322843,0.7782584284397034,,0.0015784344580455295,1.1978726651418476,0.5450145880332602,0.45498541196673986,,4947035.0,1.481841225654153,3.483516849404394,non-profit
ASCENSION PROVIDENCE (450042),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,-262702.0,14790473.0,33262149.0,59560278.0,2020-06-30,51375304.0,TX,,71880970.0,2.0,95864400.0,20398.0,44332.0,33600400.0,,26113792.0,86608189.0,28088010.0,72036994.0,16097282.0,225.0,1070054494.0,500333.0,589911.0,195.0,82350.0,,4277761.0,246937646.0,15759588.0,44603934.0,5760769.0,231996436.0,1523.92,0.216808,150323112.0,14434.0,5.61,,85045534.0,30.0,160061415.0,59015.0,2019,2019,9738303.0,18777348.240712002,544665.0,0.059895577849640634,-685471.0,-0.0027758869945654218,0.5244712085645791,1.3149176181314823,,0.005883119035974305,15.436273855927466,0.9391589597030615,0.06084104029693852,,9738303.0,1.5427681056049642,2.575905612511005,non-profit
ASCENSION PROVIDENCE HOSPITAL (230019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,703755.0,69241760.0,38585065.0,155057525.0,2020-06-30,140270992.0,MI,4527282.0,225054528.0,2.0,135378605.0,46338.0,,16485539.0,,4420008.0,277869334.0,66974342.0,258038565.0,39127113.0,522.0,2022585727.0,503437.0,,447.0,190437.0,3325953.0,11737835.0,744774929.0,40103771.0,157568481.0,8856319.0,624913420.0,3406.64,0.308968,344881101.0,28167.0,190.98,,324475893.0,31.0,465659370.0,130259.0,2019,2019,120778269.0,85852732.38731201,503437.0,0.0929700467938281,-1822883.0,-0.002447562248701849,0.48560920672156066,0.64890220673497,0.4443623797962704,0.0015515389921432468,2.8554896825024043,0.7406295743603313,0.2593704256396688,2.9810860225625557,120778269.0,1.5993985668107569,5.5014226878759755,non-profit
ASCENSION PROVIDENCE ROCHESTER HOSPI (230254),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-239393.0,9672584.0,7309353.0,46237136.0,2020-06-30,43990178.0,MI,-1401.0,66140918.0,2.0,34808063.0,13233.0,,3854059.0,,1479098.0,44726448.0,9880821.0,77451211.0,9867439.0,180.0,583383589.0,26756506.0,,154.0,65880.0,,12428920.0,205580446.0,10127812.0,61351010.0,4584650.0,188850772.0,911.64,0.323716,252057094.0,8701.0,57.08,,84214109.0,18.0,254089377.0,34314.0,2019,2019,2032283.0,14478666.840768,26756506.0,0.047050116818989685,-9542733.0,-0.04641848573477655,0.7285122496516587,0.8460774429139897,0.6740718470345628,0.3177199915515344,124.02657208666312,0.9920017002521124,0.007998299747887532,,2032283.0,0.8090871347211025,5.90611566061576,non-profit
ASCENSION RIVER DISTRICT HOSPITAL (230241),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,-2756.0,-7413858.0,1761536.0,2996147.0,2020-06-30,2553478.0,MI,6324.0,12210885.0,1.0,4708827.0,1044.0,,1148751.0,,301129.0,13179575.0,4248165.0,17250288.0,2177927.0,68.0,61521547.0,19710.0,29902.0,62.0,24888.0,,1297016.0,29693837.0,2241844.0,3506383.0,669840.0,31308319.0,190.61,0.5089,7562443.0,1099.0,0.51,,6880809.0,6.0,11896284.0,3349.0,2019,2019,4333841.0,6707085.7175,19710.0,-0.2496766584931412,-8361886.0,-0.28160341824466806,0.5095887707390221,-0.3635286199631468,0.4113206746474143,0.0028644887541566695,1.7449747233458726,0.635697920459868,0.36430207954013205,,4333841.0,2.496059862054403,6.3059944652882765,non-profit
ASCENSION SACRED HEART HOSPITAL (521313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,,2554618.0,935458.0,,2020-06-30,,WI,,,2.0,4621146.0,324.0,,562668.0,,151395.0,2727051.0,650058.0,5847725.0,1830365.0,15.0,28156901.0,440.0,,15.0,5490.0,,1046741.0,15663322.0,1768794.0,5022359.0,15547.0,13238028.0,50.23,0.470152,2604814.0,218.0,,,2526327.0,,9649285.0,692.0,2019,2019,7044471.0,1282128.481752,440.0,0.16309554256753453,440568.0,0.02812736659566853,1.9880082823799137,2.8405681449788567,,0.00017416589380551292,0.369767154978706,0.2699489133132662,0.7300510866867338,,7044471.0,1.6232624489793803,3.389488667962449,non-profit
ASCENSION SACRED HEART REHABILITATIO (523025),Rehabilitation,Voluntary Nonprofit-Church,2019-07-01 00:00:00,,-1572283.0,,,2020-06-30,,WI,3230.0,,1.0,5008502.0,320.0,,,,,,,3668760.0,3582.0,15.0,19066842.0,8559.0,,15.0,5490.0,,469541.0,7327816.0,3510.0,2384058.0,,9754262.0,44.47,,1495770.0,118.0,,,1407966.0,,2594854.0,2217.0,2019,2019,1099084.0,,8559.0,-0.2145636571660642,-1745223.0,-0.23816414058431598,1.6932638998384903,2.446634364750285,,0.006078982020872663,1.3609241877781861,0.576437055803525,0.423562944196475,,1099084.0,2.8239800774918358,1.4630753866126038,non-profit
ASCENSION SAINT MARYS HOSPITAL (520019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,45951.0,186016.0,4431608.0,7610276.0,2020-06-30,7678937.0,WI,61670.0,24699482.0,2.0,37689417.0,2927.0,618506.0,3222159.0,,1633228.0,35119288.0,7852311.0,37682522.0,10049372.0,63.0,239631453.0,35528.0,60703.0,43.0,23058.0,,7985944.0,105890889.0,9839620.0,19075121.0,2386938.0,86370809.0,413.4,0.360432,40392908.0,2220.0,0.78,,36981033.0,20.0,66818230.0,8692.0,2019,2019,26425322.0,12658115.212415999,654034.0,0.0017566761574737558,-6008398.0,-0.05674140671347088,0.5158082252596892,1.025146079613298,0.44959568868722516,0.0009607086962660021,1.5285682422337181,0.6045192756527672,0.3954807243472328,,26425322.0,1.5847604613291912,2.80956558707183,non-profit
ASCENSION SE WISCONSIN HOSPITAL  INC (520136),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,-54979.0,7187533.0,17244188.0,39003037.0,2020-06-30,35582449.0,WI,497355.0,112147881.0,1.0,85182130.0,12824.0,,14759965.0,,9752200.0,280483594.0,44474253.0,111076777.0,17115013.0,307.0,1109790667.0,311330.0,,219.0,112055.0,,34576172.0,373229003.0,17063350.0,102646230.0,10283255.0,317456841.0,1428.52,0.286051,144511976.0,11327.0,55.68,,106064958.0,88.0,329007436.0,58496.0,2019,2019,184495460.0,80232612.547294,311330.0,0.01925770222096057,-6626160.0,-0.01775360421280015,0.9677676014353392,0.8738135077562563,0.8661260206221927,0.0029352767009062503,0.7832820168040991,0.4392362001204131,0.5607637998795869,,184495460.0,1.1344090198617882,4.381541093184685,non-profit
ASCENSION SETON EDGAR B DAVIS (451371),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,,82858.0,2307758.0,,2020-06-30,,TX,,,1.0,17729234.0,954.0,,5357721.0,,4664839.0,9822510.0,1276632.0,10409704.0,317985.0,23.0,97428889.0,224387.0,,23.0,8418.0,,710940.0,26248514.0,702478.0,11704244.0,180114.0,27148011.0,87.16,0.278644,10782659.0,610.0,,,9352277.0,,27894538.0,2789.0,2019,2019,17111879.0,2736983.47644,224387.0,0.0031566739359035717,-2150380.0,-0.08192387576683388,1.2514860284826892,1.9285655247379863,,0.023992766681311943,0.6301271181265365,0.38655090828175753,0.6134490917182425,,17111879.0,0.940991171820089,1.4805216062916198,non-profit
ASCENSION SETON HAYS (670056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,2127.0,10105740.0,26882774.0,27961355.0,2020-06-30,25766285.0,TX,701.0,51786222.0,1.0,138833717.0,10485.0,,24713681.0,,21247825.0,96720775.0,9242706.0,49977006.0,7212689.0,165.0,1181980127.0,7029.0,68814.0,129.0,58095.0,,6659024.0,171333467.0,7083328.0,67265132.0,3661919.0,143019217.0,670.18,0.121,75123071.0,8574.0,,,55637797.0,32.0,145335766.0,38656.0,2019,2019,70212695.0,11703213.775,7029.0,0.058982872272117154,5722243.0,0.033398279391614716,1.20898266335024,2.677073752578665,1.1431529540970142,0.00012633498051693167,1.0699357288592897,0.5168932126452618,0.4831067873547383,,70212695.0,1.1788802695683318,1.2340911898224263,non-profit
ASCENSION SETON HIGHLAND LAKES (451365),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,,4351642.0,4437027.0,,2020-06-30,,TX,118.0,,2.0,24700921.0,786.0,,5843141.0,,4858084.0,10116565.0,939288.0,13939496.0,-1550299.0,25.0,191716820.0,3052.0,,21.0,9150.0,,1241205.0,42737914.0,-1064377.0,16081392.0,522434.0,36948819.0,148.14,0.192726,14664157.0,702.0,,,13106943.0,4.0,66641010.0,2948.0,2019,2019,51976853.0,1949725.1061900002,3052.0,0.10182158165230058,-1846542.0,-0.04320617988046866,1.2269368990160405,2.216810968049529,1.187068563584964,0.00023285368678264642,0.282128604438595,0.2200470401033838,0.7799529598966162,,51976853.0,0.641315520277979,1.7302154037090358,non-profit
ASCENSION SETON MEDICAL CENTER (450056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-183040.0,66675567.0,34409353.0,58909602.0,2020-06-30,54029122.0,TX,3810.0,117991249.0,1.0,286280809.0,18647.0,,42896195.0,,37630193.0,290568945.0,37679292.0,113873003.0,14260053.0,401.0,2675756644.0,12193.0,,274.0,146766.0,,16187039.0,486069231.0,13954718.0,167120739.0,13391856.0,392945334.0,1478.99,0.146854,153604463.0,17655.0,28.27,,117537734.0,83.0,400428504.0,100119.0,2019,2019,246824041.0,42671211.84903,12193.0,0.13717298431506766,53718817.0,0.11051680208081305,1.4218475489752083,3.006005577749185,1.3078784809651,0.00010373689865418028,0.6223237508699568,0.38360022192625925,0.6163997780737407,,246824041.0,1.21387270422687,1.6978757070649468,non-profit
ASCENSION SETON NORTHWEST (450867),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-16173.0,7454029.0,19387147.0,9272125.0,2020-06-30,7895148.0,TX,-554.0,28711223.0,1.0,61150450.0,2534.0,,20803503.0,,18225427.0,64265781.0,6121111.0,26925603.0,3753072.0,106.0,603829290.0,3859.0,,77.0,38796.0,,3007315.0,91448447.0,3686124.0,35298622.0,2091861.0,78081337.0,330.22,0.12931,31180565.0,4493.0,,,28898418.0,16.0,350529900.0,17431.0,2019,2019,319349335.0,8310208.14111,3859.0,0.08151072264791986,5152733.0,0.05634576823376782,1.221472469531031,2.3745751411028797,1.1490857734842095,0.00013353672162953696,0.09763779530024698,0.0889526542528897,0.9110473457471103,,319349335.0,0.26088629529178536,1.495466460181405,non-profit
ASCENSION SETON SHOAL CREEK (454029),Psychiatric,Voluntary Nonprofit-Church,2019-07-01 00:00:00,,-7253023.0,,,2020-06-30,,TX,1419.0,,1.0,13736200.0,1500.0,,,,,,,10090250.0,174439.0,70.0,42207928.0,572.0,,70.0,25620.0,,567738.0,12642182.0,171079.0,3422866.0,38141.0,20450305.0,152.1,,3739806.0,2105.0,,,3314261.0,,1839813.0,13542.0,2019,2019,-1899993.0,,572.0,-0.5737160721147663,-8215029.0,-0.6498110057267013,1.032768994355001,1.9563181656483903,1.0208326984507254,0.00017258749386363958,-1.968326199096523,2.0327098460550066,-1.0327098460550066,,-1899993.0,6.871449435350223,0.920355120047757,non-profit
ASCENSION SETON SMITHVILLE (450143),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,-5957152.0,2563122.0,729692.0,2020-06-30,426748.0,TX,,5723504.0,1.0,9075508.0,163.0,,1684259.0,,969351.0,4504751.0,691274.0,6046936.0,834446.0,8.0,52190010.0,2024.0,,8.0,2928.0,,1104606.0,9040558.0,819014.0,2429534.0,270790.0,14528239.0,64.69,0.278372,14519465.0,124.0,,,4475266.0,,9865747.0,398.0,2019,2019,-4653718.0,1253996.545372,2024.0,-0.6589363178688749,-6426123.0,-0.7108104389131733,0.5428803561620694,0.6972501746264915,,0.00045226361963735787,-3.119970956555597,1.4717045754366092,-0.4717045754366091,,-4653718.0,0.9163581835212276,0.9961489759030568,non-profit
ASCENSION SETON SOUTHWEST (450865),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,2416533.0,4830947.0,630122.0,2020-06-30,978480.0,TX,1581.0,7538429.0,1.0,15671015.0,174.0,,4281692.0,,3560733.0,7488576.0,576105.0,7104401.0,1411629.0,11.0,153419006.0,1107.0,,11.0,4026.0,,1298110.0,26214206.0,1387395.0,10685093.0,1366722.0,22701005.0,85.66,0.147967,10254597.0,357.0,,,9001702.0,,114847610.0,1036.0,2019,2019,104593013.0,1108062.124992,1107.0,0.09218410048353172,2051505.0,0.07825928429798713,1.1870080791388118,2.0116143591511917,1.0350031582916208,0.00012297674373135215,0.09804284919108315,0.08928872790648408,0.9107112720935159,,104593013.0,0.22825208117086634,1.6727829052553391,non-profit
ASCENSION SETON WILLIAMSON (670041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-17007.0,7043580.0,32530012.0,28872953.0,2020-06-30,23472371.0,TX,2570.0,47048888.0,1.0,114185468.0,11197.0,,21833382.0,,17660378.0,58722758.0,5775913.0,44601574.0,5004860.0,143.0,1118355416.0,5704.0,,109.0,52338.0,,6285993.0,165229733.0,4916540.0,68601428.0,3488763.0,140353784.0,564.27,0.1255,70174803.0,6898.0,,,44899909.0,34.0,99322499.0,34410.0,2019,2019,29147696.0,7369706.129,5704.0,0.0426290103609863,2873821.0,0.017392880493246332,1.527874544244622,2.7007832465762904,1.4501164133762499,0.0001270381193868344,2.407559177233082,0.7065348104058478,0.2934651895941523,,29147696.0,1.6635680199709837,1.4470294328521736,non-profit
ASCENSION ST CLARES HOSPITAL (520202),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-07-01 00:00:00,27395.0,-38685417.0,5685453.0,16864911.0,2020-07-31,14437810.0,WI,,23113474.0,1.0,29332619.0,5738.0,,3440043.0,,1228200.0,25701774.0,6682209.0,21679985.0,5705090.0,99.0,225881787.0,2200.0,165974.0,75.0,39303.0,,13418886.0,90499514.0,5580293.0,98441902.0,,88630835.0,263.04,0.392377,18937041.0,4302.0,,,18412893.0,24.0,98867701.0,16896.0,2019,2019,79930660.0,10084784.976798,2200.0,-0.42746546683112574,-23941786.0,-0.2645515422325914,5.346357142248098,0.40581819489202486,,0.00011948149592788054,0.23691836148982132,0.19153920652003428,0.8084607934799657,,79930660.0,0.9153597492875858,3.08528583826763,non-profit
ASCENSION ST JOHN HOSPITAL (230165),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-362400.0,52622318.0,33996560.0,121874188.0,2020-06-30,111443684.0,MI,2172273.0,232123029.0,2.0,133560446.0,33103.0,,17028299.0,,5652340.0,522970232.0,157840210.0,292678598.0,42989478.0,552.0,2177058962.0,1257414.0,,465.0,202032.0,,14473259.0,813644830.0,45046252.0,122566308.0,13051194.0,722407693.0,3498.82,0.331827,281645561.0,23172.0,249.15,,267847949.0,52.0,420361390.0,131801.0,2019,2019,138715829.0,173535643.17386398,1257414.0,0.06467480165762253,-57047616.0,-0.07011365880614026,0.45759658962331645,0.7196101882415384,0.4007603619917956,0.004694506732997235,2.0303779534778257,0.6700081589320085,0.3299918410679915,,138715829.0,1.9355841172758517,6.091959516217848,non-profit
