Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
LINCOLN COUNTY MEDICAL CENTER (321306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1834030.0,1295.0,,3980.0,204.0,2.0,2011-01-01 00:00:00,29705711.0,,12471460.0,3766434.0,,21.0,0.443394,15417190.0,26420405.0,34245233.0,3265415.0,264825.0,,2763981.0,,1068104.0,132078.0,1834030.0,2485582.0,9125.0,25.0,,1149352.0,2602799.0,2097.0,NM,,6513526.0,59586710.0,,21506270.0,,2154214.0,1333.0,2011-12-31,4.0,2011,2011,27871681.0,9535751.08038,2097.0,0.07600470991101156,1688037.0,0.04929261249295632,3.5514828001722982,8.22034317868301,3.3350724906353766,0.0011433836960136965,0.06580263314580846,0.06173997989814147,0.9382600201018585,,27871681.0,1.1528164735730446,2.7458880515994117,non-profit
LINCOLN HOSPITAL (501305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,5216461.0,473.0,,4837.0,155.45,2.0,2011-01-01 00:00:00,13102287.0,,5206825.0,4069732.0,109997.0,25.0,0.81946,11704572.0,20915393.0,20342351.0,1857283.0,270907.0,,1740863.0,,238223.0,67227.0,2218600.0,699724.0,9125.0,25.0,,783973.0,-399400.0,489497.0,WA,,3936941.0,25523400.0,,5161699.0,,770644.0,2599.0,2011-12-31,,2011,2011,7885826.0,4229805.86254,489497.0,-0.019633915470242354,-1338858.0,-0.06581628642628376,1.7745159109348239,2.38942441179122,1.622107184711079,0.22063328225006762,0.6614983642804191,0.3981336235422106,0.6018663764577894,-5.044546669454621,7885826.0,1.552580171690637,3.9068628194725195,govt
LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),General Short Term (Acute Care Hospitals),Governmental-City,,399166000.0,21039.0,46552996.0,85565.0,3167.3,1.0,2011-07-01 00:00:00,718509000.0,173040509.0,54256000.0,202035000.0,,244.0,1.0,196917627.0,446206559.0,453417747.0,7447034.0,1527000.0,,7106863.0,,38666198.0,-3647000.0,399112000.0,43240000.0,110532.0,302.0,,17648841.0,-50376211.0,104000.0,NY,,615309000.0,446438245.0,48550654.0,303444411.0,250.0,81743174.0,9024.0,2012-06-30,38.0,2011,2011,319343000.0,303444411.0,104000.0,-0.11110330668199452,-75755678.0,-0.16707700239179213,1.5416950630399486,0.00998163172242378,1.5378690693339212,0.00026057848423500173,1.249960074277501,0.5555476688531389,0.44445233114686106,,319343000.0,0.6310536778244948,8.357006543055146,govt
LINCOLN MEDICAL CENTER (340145),General Short Term (Acute Care Hospitals),Governmental-County,,5873490.0,3821.0,13755691.0,17157.0,558.88,1.0,2011-01-01 00:00:00,23254529.0,26867401.0,19729968.0,9991452.0,,91.0,0.254128,31218197.0,66342546.0,80349832.0,4666870.0,1085983.0,,4777866.0,,4738523.0,85867.0,5511028.0,6599635.0,36865.0,101.0,,6112354.0,-2251939.0,72587.0,NC,,-74922135.0,261059888.0,12693107.0,56582540.0,,6325191.0,9077.0,2011-12-31,10.0,2011,2011,17381039.0,14379207.72512,72587.0,-0.028026679632634454,-3206281.0,-0.03990401622743903,0.0,3.1846356070047186,-0.21263727928800216,0.013171226856405012,0.33792513784705275,0.2525740254726294,0.7474259745273706,,17381039.0,3.4552336880269645,4.072476549379097,govt
LINCOLN MEDICAL CENTER (440102),General Short Term (Acute Care Hospitals),Governmental-County,,19091590.0,1548.0,3966405.0,5417.0,279.87,2.0,2011-07-01 00:00:00,25772757.0,9996184.0,7286802.0,2772383.0,590150.0,42.0,0.327403,13616402.0,23970973.0,32156618.0,2122760.0,649513.0,,2280921.0,,353890.0,281526.0,5399039.0,3858868.0,17934.0,49.0,,2409426.0,739900.0,3364069.0,TN,,8702250.0,73215456.0,3737963.0,12662057.0,,1527736.0,2439.0,2012-06-30,7.0,2011,2011,6681167.0,4145595.447971,3364069.0,0.02300926048877404,2492581.0,0.07751377958963222,1.6118146210834927,3.0503230297095465,1.4393693025740322,0.623086627083079,2.85752324406799,0.7407663060649662,0.2592336939350338,8.306374650512582,6681167.0,1.2476980247010439,4.412994616842889,govt
LINCOLN REGIONAL CENTER (284003),Psychiatric,Voluntary Nonprofit-Other,,,40.0,,81990.0,498.38,1.0,2011-07-01 00:00:00,12411312.0,10696342.0,,,,200.0,,20756940.0,14948081.0,6743575.0,,,,,,,,,,73200.0,200.0,,190862.0,1537873.0,11290526.0,NE,,11290526.0,15849363.0,,,,,303.0,2012-06-30,,2011,2011,,,11290526.0,0.22805010695365588,-27281005.0,-4.045481069017546,,,,,,,,,,0.5433410263153484,inf,non-profit
LINCOLN SURGICAL HOSPITAL (280127),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,3264008.0,760.0,3172390.0,1995.0,182.0,1.0,2011-01-01 00:00:00,10954766.0,8833482.0,8529568.0,509816.0,,21.0,0.349498,8745860.0,28040214.0,35928193.0,4802804.0,1490721.0,,4814283.0,,117934.0,71712.0,2164008.0,370067.0,7665.0,21.0,,,7123107.0,2903147.0,NE,,9257441.0,80229921.0,2841119.0,2065650.0,,246557.0,744.0,2011-12-31,,2011,2011,7690758.0,721940.5436999999,2903147.0,0.19825953952095504,7050646.0,0.1962427111210408,4.277914406970769,8.574747413133409,3.555905523454627,1.3415601975593436,0.42440654094173813,0.29795323788750944,0.7020467621124906,,7690758.0,3.2796860288937255,4.212193747678663,for-profit
LINCOLN TRAIL BEHAVIORAL HEALTH (184012),Psychiatric,Proprietary-Corporation,,18167359.0,2186.0,,33986.0,192.74,1.0,2011-05-01 00:00:00,48942997.0,,4329206.0,,,111.0,,7804589.0,13685407.0,25593595.0,,29524.0,,,,,-1330.0,1077859.0,,40626.0,111.0,,761738.0,7939541.0,-70604.0,KY,,2458709.0,36553238.0,,,,,10084.0,2012-04-30,,2011,2011,30775638.0,,0.0,0.3102159348852711,7916886.0,0.30933075247928243,2.281104485837201,11.382515709383139,2.253713148009155,0.0,0.5903162429971395,0.3711942486889391,0.6288057513110609,,30775638.0,0.5229265996931083,5.911845035787163,for-profit
LINDEN OAKS HOSPITAL (144035),Psychiatric,Voluntary Nonprofit-Other,,6625486.0,3885.0,,29760.0,498.0,1.0,2011-07-01 00:00:00,37564687.0,18960911.0,6046128.0,,,110.0,0.387566,18960911.0,36142585.0,37148608.0,491.0,127392.0,,491.0,,,103030.0,6625486.0,,40260.0,110.0,,936996.0,5019772.0,18185114.0,IL,,24461664.0,93255205.0,,,,-21431.0,5342.0,2012-06-30,,2011,2011,30939201.0,,18185114.0,0.13512678590810187,2435934.0,0.06557268579215673,3.6920557978690165,4.418445529882638,3.6572776698947065,2.7447215192968484,0.2141453491316728,0.17637538148527632,0.8236246185147237,,30939201.0,0.9889236665275555,6.144198071889977,non-profit
LINDNER CENTER OF HOPE (364044),Psychiatric,Proprietary-Partnership,,23151186.0,1389.0,,9868.0,232.68,1.0,2011-07-01 00:00:00,46744921.0,,6051895.0,,,32.0,,13298743.0,15237872.0,15923848.0,65524.0,65170.0,,65524.0,,,404576.0,2143331.0,,11792.0,32.0,,1674675.0,-459668.0,6125513.0,OH,,9108486.0,24946352.0,,,,,2047.0,2012-06-30,,2011,2011,23593735.0,,6125513.0,-0.028866640776777072,-11954102.0,-0.7507043523650816,4.249687052536449,5.467069715316953,4.030520717518666,2.8579407473693985,0.9812429443663753,0.4952663413421963,0.5047336586578037,,23593735.0,0.3406540787607706,2.631216833735549,for-profit
LINDSAY MUNICIPAL HOSPITAL (370214),General Short Term (Acute Care Hospitals),Governmental-City-County,,546406.0,819.0,180019.0,6007.0,89.03,2.0,2011-07-01 00:00:00,3566213.0,3821726.0,3183206.0,1557239.0,,26.0,0.810012,4024694.0,7760538.0,9527328.0,75200.0,187474.0,,75228.0,,,178201.0,546406.0,243325.0,9516.0,26.0,,600134.0,191925.0,741321.0,OK,,2160849.0,9580775.0,140896.0,3010558.0,,193916.0,103.0,2012-06-30,,2011,2011,3019807.0,2438588.106696,741321.0,0.02014468274840543,122154.0,0.012821433249700231,3.954658257779014,7.533687404603903,3.2854214631610925,1.356721924722642,0.18094070250184863,0.15321743260988618,0.8467825673901138,,3019807.0,2.6715532695326947,2.992997625664189,govt
LINDSBORG COMMUNITY HOSPITAL (171358),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1749534.0,245.0,,1648.0,62.67,2.0,2010-10-01 00:00:00,3875592.0,,689747.0,83642.0,,23.0,0.606628,2901180.0,4786932.0,5774736.0,873352.0,151717.0,,864919.0,,564.0,37756.0,924555.0,170054.0,8819.0,23.0,,84390.0,-423537.0,206801.0,KS,,1211021.0,7891047.0,,250956.0,,95031.0,1256.0,2011-09-30,,2010,2011,2126058.0,152236.936368,206801.0,-0.0733430930868528,-207494.0,-0.035931339545219036,1.3098420321127462,0.9475618000010816,1.1049077664389895,0.22367625506324665,0.8229004100546645,0.4514236792727408,0.5485763207272593,,2126058.0,1.4900268139680337,8.372252434588335,non-profit
LINTON HOSPITAL (351328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1653791.0,137.0,,618.0,46.62,1.0,2011-04-01 00:00:00,3412720.0,,992400.0,104106.0,47623.0,14.0,0.699971,2898892.0,5048582.0,5547623.0,1051229.0,102899.0,,896044.0,,51181.0,39412.0,565644.0,58188.0,5124.0,14.0,,247818.0,-19812.0,98845.0,ND,,1559830.0,7212556.0,,234044.0,,85864.0,454.0,2012-03-31,,2011,2011,1758929.0,163824.012724,98845.0,-0.003571259258244477,-223221.0,-0.040237233135705146,2.757617865654016,1.8941825600554412,2.5060267588801435,0.17474772118152054,0.9402261262393194,0.48459615790337324,0.5154038420966267,0.516494130987128,1758929.0,1.625572270798659,5.59010781942765,non-profit
LISBON AREA HEALTH SERVICES (351311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,956807.0,375.0,,6719.0,85.57,2.0,2011-07-01 00:00:00,6814608.0,,1353365.0,843110.0,63739.0,25.0,0.521303,3352078.0,9328639.0,10763009.0,747173.0,222156.0,,603426.0,,129409.0,17394.0,-177648.0,506846.0,9150.0,25.0,,609850.0,888233.0,312561.0,ND,,1957971.0,17894850.0,,1608439.0,,367736.0,2574.0,2012-06-30,,2011,2011,5857801.0,838484.0760169999,312561.0,0.08252645705304158,558784.0,0.051917080065621055,inf,inf,inf,inf,0.1633389389636145,0.1404052881691801,0.8595947118308199,18.334677356092815,5857801.0,1.5794025129545235,7.952776228142445,non-profit
LITTLE COMPANY OF MARY (140179),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,353379641.0,12211.0,53171409.0,53778.0,1323.8,1.0,2011-07-01 00:00:00,784109483.0,74248544.0,22808571.0,14379680.0,2888443.0,236.0,0.204211,80236869.0,158732218.0,171215617.0,11857897.0,,,12262879.0,18062.0,6824211.0,4890261.0,73808251.0,12073667.0,100284.0,274.0,,11850512.0,15017127.0,6839744.0,IL,,36372185.0,777294207.0,48887014.0,106011844.0,5.7,9100369.0,28282.0,2012-06-30,26.0,2011,2011,430729842.0,21648784.675084,6857806.0,0.08770886244564945,-9543949.0,-0.055742280799069864,0.4927929399112844,0.6051551336719793,,0.0926690973885833,0.820420612974385,0.45067640254517877,0.5493235974548213,0.7985489067985763,430729842.0,0.21835677378231633,7.506634983840066,non-profit
LITTLE FALLS HOSPITAL (331311),Critical Access Hospitals,Voluntary Nonprofit-Other,,13134431.0,1014.0,,7559.0,234.6,2.0,2011-01-01 00:00:00,30895128.0,10740516.0,3484074.0,,,25.0,0.440482,10763784.0,22468953.0,26360552.0,1787331.0,382900.0,,1800826.0,1039532.0,,1215888.0,4716635.0,,9125.0,25.0,,1474325.0,336741.0,348968.0,NY,,12350466.0,51009896.0,,,,-16565.0,4282.0,2011-12-31,,2011,2011,17760697.0,,1388500.0,0.012774429002852444,-602893.0,-0.022871030925300805,2.618490936864947,0.8840588682397514,2.279523007398283,0.07398664514002037,0.7395222721270455,0.42512952203985044,0.5748704779601496,,17760697.0,0.853226825925434,7.566013810269243,non-profit
LITTLE RIVER MEMORIAL (041320),General Short Term (Critical Access Hospitals),Governmental-City-County,,2072397.0,257.0,,916.0,91.8,2.0,2011-07-01 00:00:00,3630038.0,,949680.0,729269.0,13542.0,25.0,0.705026,7301723.0,11130020.0,10659679.0,1484987.0,101848.0,,1375837.0,,69235.0,33705.0,1726559.0,1838667.0,9150.0,25.0,,48156.0,-934863.0,115985.0,AR,,3045385.0,15786685.0,,1132480.0,,1280846.0,614.0,2012-06-30,,2011,2011,1557641.0,798427.8444800001,115985.0,-0.08770085853429545,-1823231.0,-0.17103995345450834,1.7638464715077793,0.07575877800874456,1.6853359775136558,0.06717696875693215,1.330471527136227,0.5709022880752213,0.42909771192477875,-131.0792349726776,1557641.0,2.9365199482760236,11.224495619577121,govt
LITTLETON ADVENTIST HOSPITAL (060113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,147831025.0,9741.0,22861696.0,43746.0,1027.74,1.0,2011-07-01 00:00:00,240161199.0,64682097.0,127515222.0,1002230.0,6378289.0,150.0,0.182109,79518302.0,177298442.0,255372484.0,8913033.0,3788152.0,,8938750.0,660954.0,8705484.0,608020.0,26609671.0,6678283.0,68808.0,188.0,,10407623.0,19932595.0,36449.0,CO,,52032995.0,973584341.0,20681350.0,85442474.0,,9896696.0,11621.0,2012-06-30,38.0,2011,2011,92330174.0,15559843.497666,697403.0,0.07805302547787411,12585182.0,0.0492816681064198,1.955416697936626,5.542579049549316,1.790207139351704,0.0013697651504221905,1.6011128171381979,0.6155491628770557,0.38445083712294426,3.6048546875188627,92330174.0,1.063337812533156,2.0026823464260604,non-profit
LITTLETON REGIONAL HOSPITAL (301302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,44003700.0,1348.0,,5940.0,341.78,1.0,2010-10-01 00:00:00,80503932.0,,7871050.0,3214421.0,801147.0,21.0,0.496291,27773037.0,47237243.0,66651828.0,5883370.0,1264831.0,,5763929.0,,1667553.0,1159656.0,10922966.0,4005211.0,9125.0,25.0,,3928130.0,1078587.0,9302780.0,NH,,20152192.0,95180543.0,,9020930.0,,3585074.0,3133.0,2011-09-30,4.0,2010,2011,36500232.0,4477006.37063,9302780.0,0.016182406880123377,1459648.0,0.021899594411724163,1.844937721128126,1.9485834708265135,1.622975389651492,0.8516716064116651,1.2055731590966325,0.5466031149882219,0.45339688501177805,6.725080415953626,36500232.0,0.8279325784981534,8.467971617509734,non-profit
LITZENBERG MEMORIAL COUNTY HOSPITAL (281328),General Short Term (Critical Access Hospitals),Governmental-County,,3548854.0,425.0,,1948.0,89.43,2.0,2011-07-01 00:00:00,7103012.0,,5240474.0,461700.0,115022.0,20.0,0.671464,4834696.0,10080950.0,10478672.0,1504307.0,284028.0,,1696558.0,27592.0,124740.0,201986.0,1696148.0,505815.0,7320.0,20.0,,579946.0,-67364.0,356495.0,NE,,3540948.0,15013389.0,,896181.0,,464377.0,1486.0,2012-06-30,,2011,2011,3554158.0,601753.278984,384087.0,-0.006428677221693741,-708377.0,-0.06760179152472756,2.0876409369937057,3.260095817110299,1.801101083160196,0.21017918247700082,0.9985076634184524,0.4996266372631779,0.5003733627368221,-1.1165776981794786,3554158.0,1.4752434600983357,1.9995656881419506,govt
LIVE OAK SHANDS (101301),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,11974527.0,1412.0,,4972.0,144.58,2.0,2011-07-01 00:00:00,13531522.0,8155157.0,14731171.0,3215012.0,,15.0,0.219575,8333110.0,17554468.0,20505626.0,354765.0,253203.0,,1315183.0,,2157459.0,201119.0,1321410.0,12005051.0,5490.0,15.0,,636745.0,816157.0,-231063.0,FL,,5849860.0,79947592.0,,20243723.0,,4589050.0,3291.0,2012-06-30,,2011,2011,1556995.0,4445015.477725,0.0,0.03980161346939615,765960.0,0.03735365113944827,4.426983298143649,11.765710869450057,4.0831672228907,0.0,7.690793483601425,0.884935707897456,0.11506429210254397,,1556995.0,1.5153968637083102,1.3919888649721057,for-profit
LIVINGSTON HEALTHCARE (271317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5675946.0,707.0,,3279.0,222.27,2.0,2011-07-01 00:00:00,18778427.0,,28874799.0,1520684.0,43002.0,16.0,0.652957,14602296.0,23800456.0,28789664.0,3168369.0,512097.0,,3063202.0,6229474.0,404903.0,403009.0,5163974.0,2139715.0,7320.0,20.0,,651982.0,852038.0,258389.0,MT,,15571349.0,36450256.0,,1823855.0,,1763289.0,1873.0,2012-06-30,4.0,2011,2011,13102481.0,1190898.8892350001,6487863.0,0.02959527419284921,-431837.0,-0.014999723511882598,3.015380983715255,5.80661831372505,2.8381713385853606,0.05003685146362085,0.4331962778652379,0.30225886332225804,0.697741136677742,5.119413050555788,13102481.0,1.533124366593645,0.9970515812075437,non-profit
LIVINGSTON HOSPITAL (181320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4309372.0,1031.0,,4583.0,143.59,2.0,2011-01-01 00:00:00,5575991.0,,6179113.0,5380179.0,165083.0,25.0,0.353261,5544567.0,12356507.0,14393991.0,1531590.0,424623.0,,1986285.0,,464761.0,135670.0,2577161.0,1306515.0,9125.0,25.0,,515084.0,652046.0,1142005.0,KY,,4799339.0,34978401.0,,5181938.0,,874759.0,2866.0,2011-12-31,,2011,2011,1266619.0,1830576.5998179999,1142005.0,0.045299875482762215,466338.0,0.032398102791644096,1.8622581204666686,3.0982499735173703,1.6448510589753609,0.443125206380199,3.402263822033303,0.7728441455518849,0.22715585444811515,5.945021595197567,1266619.0,2.5814229255391554,2.3294590987411947,non-profit
LIVINGSTON REGIONAL HOSPITAL (440187),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,-25201694.0,2687.0,9912796.0,12726.0,244.53,2.0,2011-03-01 00:00:00,15901804.0,11111072.0,3363488.0,3449573.0,,84.0,0.210404,13490073.0,24857001.0,35121199.0,1496418.0,819244.0,,1619306.0,,3393.0,271435.0,2191221.0,3236698.0,32940.0,90.0,,1390537.0,1056514.0,86585.0,TN,,5040238.0,118139485.0,9035680.0,20638845.0,,531933.0,8850.0,2012-02-29,6.0,2011,2011,15901804.0,4342495.54338,86585.0,0.030081945664782117,440530.0,0.01254313669644365,2.300196100712799,2.0566556271594694,1.8024466724260126,0.03951449899393991,0.0,0.0,1.0,,15901804.0,2.2086298510533773,10.441898112911359,for-profit
LLANO MEMORIAL HOSPITAL (450219),General Short Term (Acute Care Hospitals),Governmental-County,,-1332952.0,580.0,1534255.0,1798.0,215.4,2.0,2011-01-01 00:00:00,8762429.0,6604906.0,10032511.0,863074.0,,30.0,0.584082,7871822.0,17602651.0,14467178.0,2127260.0,191861.0,,2279865.0,-167653.0,1784881.0,,-1154303.0,39279.0,7290.0,30.0,,480493.0,12144.0,454073.0,TX,,4832928.0,30137312.0,1662028.0,1677919.0,,1769381.0,797.0,2011-08-31,,2011,2011,8762429.0,980042.285358,454073.0,0.0008394173348803755,-3418659.0,-0.23630448177246455,inf,inf,,inf,0.0,0.0,1.0,,8762429.0,1.651046530591004,1.4420296175105116,govt
LLANO MEMORIAL HOSPITAL (450219),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,-537936.0,848.0,2421849.0,2301.0,200.11,2.0,2011-09-01 00:00:00,10465395.0,9758617.0,8649931.0,4665867.0,,23.0,0.633517,11562634.0,30747253.0,27175382.0,2768681.0,206515.0,,3010507.0,,,,-478537.0,5217608.0,8418.0,23.0,,2840091.0,-1947318.0,506841.0,TX,,6498780.0,48534243.0,2631716.0,5336702.0,,3227802.0,1148.0,2012-08-31,,2011,2011,10465395.0,3380891.440934,506841.0,-0.07165742877137844,-4160163.0,-0.1530857229532229,inf,inf,,inf,0.0,0.0,1.0,,10465395.0,2.5966895659456712,3.1416877198211175,non-profit
LLU  BEHAVIORAL MEDICINE CENTER (054093),Psychiatric,Voluntary Nonprofit-Church,,37463057.0,4357.0,,26415.0,231.19,1.0,2011-01-01 00:00:00,33384347.0,,8705131.0,,,89.0,,13647001.0,31596025.0,27562980.0,319281.0,88592.0,,317402.0,,,1461471.0,5924719.0,,32485.0,89.0,,880764.0,810842.0,672183.0,CA,,7063593.0,59106040.0,,,9.43,,2935.0,2011-12-31,,2011,2011,-4078710.0,,672183.0,0.029417791545036133,-1305183.0,-0.04735275358469948,1.1922241375498146,1.7196015540990215,0.9305977211746245,0.1134539882819759,-9.185025902797697,1.1221743231940406,-0.1221743231940406,,-4078710.0,0.8256258539368765,3.1662912367430196,non-profit
LLUMC MURRIETA (050770),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,142362769.0,3257.0,14708694.0,9523.0,326.42,1.0,2011-05-20 00:00:00,103848082.0,26669626.0,94691122.0,14322897.0,3683359.0,94.0,0.607764,30100493.0,94994935.0,49252179.0,983242.0,1920065.0,,983241.0,-4336678.0,3009.0,2478728.0,50776113.0,999034.0,23850.0,106.0,,7839454.0,-60655694.0,7064076.0,CA,,33064375.0,156302376.0,10331179.0,14531304.0,,610186.0,3483.0,2011-12-31,12.0,2011,2011,-38514687.0,8831603.444256,7064076.0,-1.2315332079013195,-61197258.0,-1.2425289447599872,0.6511797190935037,0.809425959801216,0.5645485703090348,0.13912203165295461,-3.696324184070352,1.3708752849185988,-0.37087528491859867,-14.486180684532787,-38514687.0,0.474271436231244,0.520135129458071,non-profit
LOCKHAVEN HOSPITAL (390071),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,30584801.0,1351.0,2971370.0,3883.0,222.41,2.0,2011-07-01 00:00:00,22550852.0,8871533.0,5348046.0,6073475.0,,37.0,0.177816,10524484.0,28388872.0,32954980.0,1381155.0,1156269.0,,1488750.0,,20337.0,498646.0,30584801.0,1940260.0,17202.0,47.0,,1744051.0,-3149969.0,143860.0,PA,,6139802.0,159653453.0,2969272.0,32870858.0,,338101.0,1505.0,2012-06-30,10.0,2011,2011,-8033949.0,5844964.486128,143860.0,-0.09558400581641986,-4090116.0,-0.124112228258066,0.2007468350047463,0.07657192211255519,0.14663776952480417,0.004703643486187796,-3.8069448785398063,1.3562592224896868,-0.3562592224896869,,-8033949.0,1.4613629675721342,6.162059937405176,for-profit
LODI COMMUNITY HOSPITAL (361303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1653508.0,216.0,,2601.0,130.31,1.0,2011-01-01 00:00:00,10258335.0,,4215555.0,1003725.0,,25.0,0.376067,6818269.0,12630087.0,17592575.0,782879.0,56160.0,,733521.0,,364575.0,192908.0,1332107.0,2569541.0,9125.0,25.0,,640501.0,765343.0,1497760.0,OH,,3719885.0,33584670.0,,5166830.0,,1315963.0,1726.0,2011-12-31,,2011,2011,8604827.0,1943074.25761,1497760.0,0.043503750872171926,611749.0,0.0347731358257674,2.7924821354440748,4.872271521732113,2.6055091670564003,1.1243541247061986,0.19216051641712262,0.16118678128565697,0.838813218714343,,8604827.0,1.714954229901831,4.173252394998998,non-profit
LODI MEMORIAL HOSPITAL (050336),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,175027439.0,6966.0,32315875.0,34060.0,925.0,1.0,2011-01-01 00:00:00,273527354.0,65771165.0,187515392.0,7275733.0,7435986.0,180.0,0.12331,73682800.0,129293699.0,145841340.0,6718844.0,3359243.0,,6831159.0,24513545.0,2672672.0,8874412.0,31911716.0,43150415.0,69350.0,190.0,,11217042.0,-10710214.0,6410421.0,CA,,80397995.0,1048528118.0,30578573.0,92937990.0,,7944712.0,17078.0,2011-12-31,10.0,2011,2011,98499915.0,11460183.5469,30923966.0,-0.07343743550354104,-11190473.0,-0.07673045927855572,2.5193880203747114,5.948195766094183,2.136028661072316,0.20087985867008845,1.7769298481120517,0.639890074760128,0.360109925239872,0.003573029857775418,98499915.0,0.533187404722966,0.7777566334394566,non-profit
LOGAN COUNTY HOSPITAL (171326),General Short Term (Critical Access Hospitals),Governmental-County,,1868814.0,326.0,,2852.0,68.55,2.0,2011-01-01 00:00:00,5326072.0,,3000879.0,1715047.0,31397.0,25.0,0.712024,5088038.0,9577808.0,9538150.0,1057197.0,233334.0,,1155904.0,,,102980.0,1428356.0,368329.0,9125.0,25.0,,329135.0,-90821.0,143668.0,KS,,2978591.0,13451531.0,,1770287.0,,232079.0,2453.0,2011-12-31,,2011,2011,3457258.0,1260486.830888,143668.0,-0.009521867448090039,-743534.0,-0.07795369122943129,2.085328167487657,2.13793059993447,1.8498728608274129,0.10058276788139651,0.5405480296813255,0.3508803485946116,0.6491196514053884,-13.198681402681785,3457258.0,1.7908413555055207,3.1784520468835966,govt
LOGAN MEMORIAL HOSPITAL (180066),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,-17468265.0,1467.0,5408283.0,6702.0,179.08,2.0,2011-03-01 00:00:00,16185264.0,8139975.0,3004864.0,2020620.0,,69.0,0.223195,8974296.0,18211676.0,26508986.0,1730214.0,963274.0,,2230404.0,,,180098.0,1905942.0,3509998.0,27450.0,75.0,,1206060.0,840251.0,121488.0,KY,,3563615.0,81595219.0,5481334.0,11921383.0,,739805.0,4488.0,2012-02-29,6.0,2011,2011,16185264.0,2660793.078685,121488.0,0.031696836687755615,490104.0,0.018488221314840184,1.869739477906463,2.0754424846086605,1.2698408451044156,0.0637417088242979,0.0,0.0,1.0,,16185264.0,1.6378469946489598,8.822025223104939,for-profit
