Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ESSENTIA HEALTH DEER RIVER (241360),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,143.53,2599798.0,11064467.0,2722696.0,,,20682123.0,,2125671.0,19365238.0,2086588.0,,760870.0,-629829.0,8544349.0,0.676443,28628058.0,MN,2028973.0,1577470.0,5350816.0,,1619.0,7320.0,362426.0,3883470.0,373672.0,25551.0,673.0,2.0,532023.0,,2012-01-01 00:00:00,21428690.0,440.0,339287.0,,20.0,,2012-12-31,20.0,5793161.0,70514.0,2012,2012,9617656.0,3619522.027488,2425875.0,-0.029391857365055913,-1275780.0,-0.059536070567076195,2.2283119688529647,2.301256482234389,2.0617836462679024,0.8025962017049016,1.1504328081603252,0.5349773328395736,0.4650226671604264,0.8073658181506776,9617656.0,1.036097213037559,5.517923403554038,non-profit
ESSENTIA HEALTH FOSSTON (241357),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,141.93,6736026.0,15470647.0,4113645.0,,,23967978.0,,2188737.0,20547675.0,3930716.0,,1264702.0,904796.0,9888062.0,0.68832,29851906.0,MN,2374845.0,1382502.0,7315294.0,,2147.0,8760.0,357651.0,4349112.0,392940.0,61089.0,1059.0,2.0,929810.0,,2012-07-01 00:00:00,23008052.0,529.0,452654.0,,24.0,,2013-06-30,24.0,10633975.0,828233.0,2012,2012,8497331.0,5035263.16608,4383370.0,0.039325189285907385,-608657.0,-0.026454086595423202,1.5786719053637857,1.3635078011872281,1.402620922187652,0.5835363462076898,1.8206478010565905,0.6454715120315948,0.3545284879684052,1.9693719142871686,8497331.0,0.9599496461487073,5.2902873046267835,non-profit
ESSEX COUNTY HOSPITAL CENTER (314020),Psychiatric,Governmental-County,,342.63,,,,,,,,360404.0,46361625.0,,,,,20692312.0,0.806374,57493952.0,NJ,428927.0,3552199.0,,,61888.0,65700.0,,,,,2984.0,1.0,-450076.0,20635513.0,2012-01-01 00:00:00,41280220.0,317.0,,,180.0,,2012-12-31,180.0,,,2012,2012,,,0.0,,-10255082.0,-0.2484260500549658,,,,,,,,,,,inf,govt
ESTES PARK MEDICAL CENTER (061312),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,215.1,5482384.0,26672034.0,3108213.0,,,52544336.0,,3611326.0,28868219.0,8538610.0,,1599742.0,396329.0,16895198.0,0.54575,52896446.0,CO,3028559.0,1878293.0,4290810.0,,2202.0,9150.0,801854.0,6675916.0,951918.0,1996777.0,1290.0,2.0,2804530.0,,2012-01-01 00:00:00,33254648.0,456.0,1209351.0,,25.0,,2012-12-31,25.0,14961433.0,283710.0,2012,2012,25872302.0,2341709.5574999996,9747961.0,0.011918003161543012,-2730226.0,-0.08210058335303985,2.7290012884905543,2.8474574199837153,2.5309918094026247,1.557462957720583,1.030910739987497,0.5076100685714251,0.4923899314285749,-0.894964692336945,25872302.0,0.6328873962742626,4.981286163576653,govt
ETHICUS HOSPITAL - GRAPEVINE (452110),General Long Term,Proprietary-Corporation,,144.47,6286206.0,10808593.0,,,,4977688.0,,1713.0,23386493.0,-25741.0,,,-2794601.0,10028215.0,,81401963.0,TX,1701.0,396943.0,,,13434.0,21900.0,25861.0,11118701.0,,,10840.0,1.0,,,2012-09-01 00:00:00,21192902.0,468.0,,,45.0,15.0,2013-08-31,60.0,2388375.0,22000.0,2012,2012,-5830905.0,,0.0,-0.1318649517654543,-2844674.0,-0.1342276767948061,0.37993902840600513,1.3241850489786686,0.3723253740014247,0.0,-1.853673314862787,2.1714082923638443,-1.1714082923638445,,-5830905.0,4.257579422414583,1.9060591700415364,for-profit
ETMC ATHENS (450389),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,451.24,8068400.0,69102371.0,6718788.0,-46236.0,,116906415.0,,5527204.0,64602298.0,7194257.0,18117217.0,18753834.0,2927698.0,23395447.0,0.132572,487300061.0,TX,5640024.0,7961062.0,76088676.0,20351351.0,25482.0,46355.0,2149704.0,7543082.0,,9863241.0,12290.0,1.0,12253804.0,23395447.0,2012-05-01 00:00:00,73566738.0,6938.0,,,117.0,10.0,2013-04-30,127.0,26592276.0,10881742.0,2012,2012,47804044.0,10087227.954672,7194257.0,0.03979649063684188,2541925.0,0.034552639808496065,3.2958549402607704,2.1904028060086262,1.6807334787566308,0.891658445292747,1.445534001265667,0.5910913528568984,0.4089086471431016,,47804044.0,0.6292788808894705,9.752875283604235,non-profit
ETMC CARTHAGE (450210),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,126.61,595073.0,-2682368.0,2022643.0,,,13315445.0,0.793,895143.0,19758493.0,4915549.0,2572402.0,5884221.0,1844758.0,7448110.0,0.206443,95709375.0,TX,935813.0,1589704.0,16057941.0,2358959.0,2509.0,15330.0,410581.0,2251011.0,,1098578.0,1158.0,2.0,2273146.0,5713591.0,2012-08-01 00:00:00,22502833.0,900.0,,,42.0,,2013-07-31,42.0,7789104.0,150688.0,2012,2012,13315445.0,3315049.5138629996,4915549.0,0.08197892238723897,1217214.0,0.054091589267893515,13.089325175230602,15.143214361935426,12.146131651074741,8.260413428268464,0.0,0.0,1.0,,13315445.0,1.6899797941413148,9.996767230368931,non-profit
ETMC CLARKSVILLE (450188),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,89.6,717404.0,-1813550.0,498457.0,,,7436822.0,,980167.0,10620146.0,2159754.0,2926465.0,1499991.0,-1162970.0,4352507.0,0.232023,45771892.0,TX,853642.0,929020.0,3639468.0,2913389.0,3559.0,17885.0,277793.0,1370204.0,,450505.0,2480.0,2.0,735562.0,4150120.0,2012-04-01 00:00:00,10012390.0,986.0,,,43.0,6.0,2013-03-31,49.0,4399470.0,86409.0,2012,2012,7436822.0,844440.283764,2159754.0,-0.11615308632604203,-1349062.0,-0.13473925805926457,6.1324860190353,3.2993794291640413,5.624819488042999,3.0105129048625323,0.0,0.0,1.0,,7436822.0,1.3463264281436345,7.307225785357509,non-profit
ETMC CROCKETT (450580),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,143.64,1376729.0,418496.0,2190956.0,-9985.0,,9924670.0,0.81,1259131.0,17386415.0,2798114.0,3712002.0,4558841.0,-965669.0,7218786.0,0.183722,94634273.0,TX,1207149.0,789921.0,8155024.0,3684379.0,6187.0,17885.0,548677.0,1653955.0,,575730.0,3174.0,2.0,1363752.0,6658686.0,2012-03-01 00:00:00,18172185.0,1592.0,,,44.0,5.0,2013-02-28,49.0,5176455.0,136221.0,2012,2012,9506174.0,1498257.319328,2798114.0,-0.05313994987394196,-1144838.0,-0.06299946869350054,3.7599665584149093,2.5328855569977824,3.2624844831480995,2.032436303731526,0.044023599820495606,0.04216724586308663,0.9578327541369134,,9506174.0,1.8310115097025896,10.987109685571857,non-profit
ETMC FAIRFIELD (450658),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,68.59,1197073.0,3770353.0,748740.0,,,25308703.0,,723575.0,10955816.0,7024625.0,2054513.0,3396004.0,3333734.0,4007910.0,0.211245,51863178.0,TX,804808.0,3024401.0,5265294.0,1870648.0,1369.0,17520.0,223190.0,1182891.0,,443863.0,964.0,2.0,1141639.0,3262160.0,2012-09-01 00:00:00,13092538.0,474.0,,,48.0,,2013-08-31,48.0,9264171.0,966174.0,2012,2012,21538350.0,1112267.03103,7024625.0,0.2546285525388584,-725552.0,-0.05541721551619709,7.739019257806333,9.641224887705262,6.7454591324004465,5.868167605484377,0.17505301009594515,0.14897456420425811,0.8510254357957419,,21538350.0,0.517313668740749,11.068253964228319,non-profit
ETMC GILMER (450884),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,72.18,494924.0,22114914.0,1852379.0,,,5606820.0,,608800.0,9257109.0,1793115.0,2119015.0,2200233.0,-15834.0,3941968.0,0.187433,49388774.0,TX,631057.0,826739.0,7148252.0,1912234.0,1660.0,12775.0,173998.0,1199210.0,,481599.0,1094.0,1.0,866781.0,3591206.0,2012-07-01 00:00:00,8827297.0,480.0,,,35.0,,2013-06-30,35.0,3198129.0,78120.0,2012,2012,-16508094.0,1339818.317116,1793115.0,-0.0017937540789666419,-1492125.0,-0.16903532304396238,6.4618587904405524,6.014234508732654,5.952451285449888,3.6230108056994608,-1.3396406635435927,3.94428820614894,-2.94428820614894,,-16508094.0,1.5743856588939897,7.360926776794723,non-profit
ETMC HENDERSON (450475),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,170.0,36085991.0,43507989.0,4333528.0,,,33268134.0,,1141118.0,22365583.0,427041.0,4027558.0,6486144.0,-1858071.0,8847662.0,0.209127,106947422.0,TX,1172468.0,2507970.0,20051926.0,3854663.0,5673.0,17202.0,538206.0,2463171.0,,1200231.0,2661.0,1.0,2517554.0,8400153.0,2011-10-01 00:00:00,20111796.0,1536.0,,,41.0,6.0,2012-09-30,47.0,4532324.0,285509.0,2011,2012,-10239855.0,4193399.128602,427041.0,-0.09238712445173966,-5153345.0,-0.25623494788829404,0.1255978809061943,0.029032429786949733,0.10277143282555272,0.01183398288826265,-4.248887215688113,1.3077976961376914,-0.3077976961376914,,-10239855.0,0.6045363409922541,8.16500194261787,non-profit
ETMC JACKSONVILLE (450194),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,188.0,2294813.0,72498815.0,5138863.0,347.0,,30759055.0,,1828156.0,33404752.0,242320.0,5048035.0,8922573.0,-11144551.0,10939347.0,0.196464,170029791.0,TX,1851731.0,4889789.0,49060075.0,4935217.0,7153.0,13870.0,286367.0,3548098.0,,698226.0,2983.0,2.0,2495741.0,9670946.0,2011-11-01 00:00:00,28238916.0,1969.0,,,32.0,6.0,2012-10-31,38.0,5990946.0,272249.0,2011,2012,-41739760.0,9638538.5748,242320.0,-0.39465222390264554,-12437796.0,-0.440448776433203,2.6106467062893577,-3.204676372323148,2.367221207131039,0.10559466065426681,-1.7369245774292905,2.3569909738774486,-1.3569909738774484,,-41739760.0,0.9180683866913336,7.958888395980043,non-profit
ETMC MOUNT VERNON (450373),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,45.0,317186.0,10787136.0,679543.0,,,3060663.0,,460041.0,6007344.0,485272.0,1530868.0,764499.0,-138086.0,2573342.0,0.249536,24074097.0,TX,238557.0,475879.0,2546907.0,1412318.0,1508.0,10980.0,150872.0,687883.0,,230919.0,933.0,2.0,397161.0,2297541.0,2011-12-01 00:00:00,5627076.0,483.0,,,30.0,,2012-11-30,30.0,1475952.0,210656.0,2011,2012,-7726473.0,635544.985152,485272.0,-0.02453956548658664,-1205808.0,-0.21428678055885508,4.653269690339422,3.263287156431873,3.5134715908016116,1.529928811486005,-1.3961267967933104,3.5244442135576506,-2.5244442135576506,,-7726473.0,1.8385153804910896,8.180280658193327,non-profit
ETMC PITTSBURG (451367),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,174.8,14594612.0,50513407.0,2926515.0,,,47330346.0,,409164.0,27009950.0,3812506.0,,2272426.0,1864073.0,9184747.0,0.241739,111731761.0,TX,437068.0,4505091.0,12334111.0,,4315.0,9150.0,520194.0,13434775.0,,1370185.0,2937.0,2.0,1641207.0,,2011-12-01 00:00:00,27148776.0,977.0,244022.0,,25.0,,2012-11-30,25.0,10057888.0,273870.0,2011,2012,-3183061.0,2981635.659029,4056528.0,0.06866140116224762,-1466189.0,-0.05400571281740289,0.6891507633090896,1.3094801012866941,0.6347427393068072,0.26122695142563573,-15.869443595331663,1.067252012060085,-0.06725201206008509,,-3183061.0,0.5736018916912207,2.0207838240685088,non-profit
ETMC QUITMAN (451380),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,96.59,-18099749.0,17695496.0,1512241.0,,,22828463.0,,240333.0,13288436.0,2058261.0,,2291156.0,-67636.0,5677359.0,0.227497,58411430.0,TX,-89567.0,1784291.0,4353306.0,,3617.0,9125.0,340294.0,9056920.0,,412330.0,2473.0,2.0,793360.0,,2012-06-01 00:00:00,14072626.0,799.0,,,25.0,,2013-05-31,25.0,5322690.0,148033.0,2012,2012,5132967.0,990364.055082,2058261.0,-0.004806210297921653,-540751.0,-0.03842573518261624,inf,inf,inf,inf,3.4474205659222044,0.7751505653271532,0.2248494346728468,,5132967.0,0.616450875383069,1.553798200712825,non-profit
ETMC REHABILITATION (453072),Rehabilitation,Voluntary Nonprofit-Other,,219.54,1081104.0,-30076777.0,,,,9065897.0,,563143.0,22302669.0,5138702.0,,,2091240.0,11999525.0,,144157229.0,TX,570312.0,3367398.0,,,13150.0,17885.0,175380.0,19848763.0,,,10275.0,1.0,,,2012-08-01 00:00:00,28384090.0,1012.0,,,49.0,,2013-07-31,49.0,8009488.0,96225.0,2012,2012,9065897.0,,5138702.0,0.07367648566503276,2079575.0,0.07326551599857525,7.40861933727005,25.047271122852194,7.1573900383311875,4.753198582190057,0.0,0.0,1.0,,9065897.0,3.1308639398837204,1.4300180822351498,non-profit
ETMC SPECIALTY (452051),General Long Term,Voluntary Nonprofit-Other,,86.04,-16846010.0,-16148039.0,,,,10911038.0,,2457.0,16624688.0,6802531.0,,,4628770.0,4791420.0,,145159403.0,TX,2457.0,255237.0,,,11244.0,13140.0,123742.0,3767102.0,,,8115.0,1.0,,,2012-05-01 00:00:00,20054692.0,399.0,,,36.0,,2013-04-30,36.0,10717565.0,24190.0,2012,2012,10911038.0,,6802531.0,0.23080733426372244,4625161.0,0.23062737637656067,inf,inf,inf,inf,0.0,0.0,1.0,,10911038.0,1.8380187109604054,5.323639232492245,non-profit
ETMC TRINITY (450749),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,64.91,592775.0,8908805.0,1629940.0,,,16946391.0,0.906,551726.0,8974190.0,2923667.0,1768949.0,2564032.0,-322744.0,3464862.0,0.20845,43052031.0,TX,634748.0,1138698.0,6957559.0,1616902.0,2358.0,12410.0,236225.0,906783.0,,361129.0,1429.0,2.0,865579.0,2723938.0,2012-03-01 00:00:00,7661217.0,622.0,,,34.0,,2013-02-28,34.0,4012888.0,26372.0,2012,2012,8037586.0,1450303.17355,2923667.0,-0.04212698844060937,-1951082.0,-0.2546699825889281,6.769664712580659,5.9174324153346545,6.326668634810847,4.932169878959133,1.1083931170378767,0.5257051486655773,0.4742948513344228,,8037586.0,0.45208546173636616,8.448787637174496,non-profit
EUCLID HOSPITAL (360082),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,675.0,15696740.0,26849378.0,9852077.0,18968.0,,35721963.0,,3643469.0,109002434.0,43489.0,17311115.0,13834782.0,-2949649.0,45943966.0,0.277848,392309183.0,OH,3700258.0,3479461.0,55754579.0,19386963.0,27692.0,51100.0,1805972.0,24164941.0,737497.0,4609475.0,12347.0,1.0,8319927.0,40778473.0,2012-01-01 00:00:00,121986500.0,5894.0,-10263830.0,,116.0,24.0,2012-12-31,140.0,7450430.0,46378.0,2012,2012,8872585.0,15491298.265991999,43489.0,-0.024180126489406616,-8736904.0,-0.07162189258647474,0.4746482390611044,1.3543437044889577,0.35663965893554966,0.00277057529142994,3.026105469826437,0.7516210125406602,0.24837898745933978,-7.1287652695536385,8872585.0,3.414887922032728,5.048077708942058,non-profit
EUREKA COMMUNITY HEALTH SERVICES (431308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,25.12,266680.0,670590.0,31924.0,,,1545391.0,,475004.0,1832804.0,231440.0,,942.0,-52715.0,925416.0,0.994176,1843540.0,SD,521489.0,103921.0,35471.0,,387.0,2190.0,56002.0,231312.0,21904.0,,320.0,2.0,937.0,,2012-07-01 00:00:00,1782869.0,62.0,,,6.0,,2013-06-30,6.0,546571.0,27817.0,2012,2012,874801.0,35264.416895999995,231440.0,-0.02956751169042706,-469492.0,-0.26333510762708867,2.049538773061347,1.5375618719064046,1.735233238338083,0.8678566071696415,0.7665629097360428,0.43392901861082406,0.566070981389176,-16.68969138056976,874801.0,1.153668553783476,7.707637303728298,non-profit
EUREKA SPRINGS HOSPITAL (041304),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,71.22,2992681.0,3282661.0,,,,1987803.0,,1473152.0,6914370.0,127560.0,,,198156.0,2649553.0,0.581503,11890508.0,AR,1588746.0,92198.0,,,1940.0,6222.0,133542.0,1412840.0,,,1530.0,2.0,-26522.0,2649553.0,2012-01-01 00:00:00,7127854.0,267.0,,,17.0,,2012-12-31,17.0,1729673.0,55731.0,2012,2012,-1294858.0,,127560.0,0.02780023272081611,34981.0,0.004907648220628537,0.5779677152359373,0.580935956755832,0.5147224177919397,0.042623988323513266,-2.535151344780663,1.6514015724898292,-0.6514015724898292,,-1294858.0,3.585794970628377,5.045053933920331,for-profit
EVANGELICAL COMMUNITY HOSPITAL (390013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,982.41,20336183.0,79499315.0,5543184.0,-5043.0,,238803487.0,,6508194.0,114219558.0,10132077.0,14300791.0,8821268.0,15652075.0,53927863.0,0.428984,266255794.0,PA,6745481.0,8206622.0,26465825.0,16562538.0,19288.0,43070.0,3003747.0,13039045.0,2509450.0,188670.0,6811.0,2.0,3813032.0,47619333.0,2012-07-01 00:00:00,132069354.0,6953.0,2697755.0,,106.0,12.0,2013-06-30,118.0,31662228.0,2225134.0,2012,2012,159304172.0,11353415.4718,12829832.0,0.11851405739442021,2642349.0,0.020007283445938565,1.556940552708441,1.9095653791077707,1.2998185057638398,0.4982290432771971,0.49904101067736006,0.3329068431902755,0.6670931568097245,4.3232465281236925,159304172.0,0.5530461705527776,10.128759736621815,non-profit
EVANS MEMORIAL HOSPITAL (110142),General Short Term (Acute Care Hospitals),Governmental-County,,154.71,2515690.0,9420161.0,1097730.0,,,15598424.0,,1077785.0,20160346.0,4459312.0,2285345.0,3023216.0,4898197.0,11253687.0,0.389848,51713335.0,GA,1111925.0,1126578.0,4732624.0,2237490.0,2979.0,17934.0,122431.0,7897011.0,350444.0,190286.0,1422.0,2.0,1348789.0,8836605.0,2011-10-01 00:00:00,22775062.0,884.0,491149.0,,49.0,,2012-09-30,49.0,7613646.0,,2011,2012,6178263.0,1845004.001152,4950461.0,0.21506843757439606,-1711206.0,-0.0751350753732306,3.0264643099904998,6.858762407132835,,1.772599962634506,1.5247264481942577,0.6039174855100746,0.3960825144899254,-1.6682494207348393,6178263.0,1.4600873780581936,2.8840104186254774,govt
EVANSTON REGIONAL (530032),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,157.29,-72411430.0,-72411430.0,1974873.0,2266.0,,19503729.0,,1311238.0,19642468.0,-170930.0,2164588.0,2594628.0,9248331.0,8821004.0,0.337844,58140664.0,WY,1342893.0,2204641.0,7727855.0,1949249.0,2816.0,11680.0,1420905.0,5081802.0,,50992.0,895.0,2.0,920833.0,8162658.0,2012-05-01 00:00:00,32027446.0,1002.0,,,26.0,6.0,2013-04-30,32.0,6156847.0,172535.0,2012,2012,19503729.0,2610809.4446199997,0.0,0.28876267561266045,8769773.0,0.27382055378377657,inf,inf,inf,,0.0,0.0,1.0,,19503729.0,1.6421191045056052,6.302379746397046,for-profit
EVANSVILLE STATE HOSPITAL (154056),Psychiatric,Voluntary Nonprofit-Other,,,,,,,,,,,,,,,,,,,IN,,,,,,,,,,,,,,,2012-01-06 00:00:00,,,,,,,2012-06-30,,,,2012,2012,,,0.0,,,,,,,,,,,,,,,non-profit
EVANSVILLE STATE HOSPITAL (154056),Psychiatric,Governmental-State,,280.99,296051.0,296051.0,,,,9584608.0,,,28446611.0,9584608.0,,,-19279531.0,12813061.0,,329922.0,IN,,244977.0,,,55003.0,61320.0,,,,,16.0,2.0,,,2012-07-01 00:00:00,6206736.0,57.0,,,168.0,,2013-06-30,168.0,9584608.0,,2012,2012,9288557.0,,9584608.0,-3.10622700884974,-20092394.0,-3.237191657579765,32.374854332530546,-32.74747594164519,,32.374854332530546,0.03187265793814906,0.03088816986568465,0.9691118301343153,,9288557.0,0.6475732758188963,inf,govt
EVENDALE MEDICAL CENTER (360350),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,153.86,3809282.0,3809282.0,431911.0,2435.0,,114635835.0,,4031808.0,33873242.0,98800685.0,1848887.0,1165713.0,3708262.0,9121658.0,0.263103,128745244.0,OH,4030078.0,1626870.0,2348148.0,2014914.0,1199.0,10614.0,829718.0,7404664.0,222535.0,576140.0,351.0,1.0,882843.0,9180633.0,2012-01-01 00:00:00,38012191.0,625.0,,,29.0,,2012-12-31,29.0,105708592.0,178142.0,2012,2012,110826553.0,617804.7832439999,98800685.0,0.09755454506687078,3689809.0,0.09706909554358495,27.75026684818819,28.854154404950854,27.48568680396988,25.936826152540032,0.03437156436688958,0.03322941731091329,0.9667705826890867,23.891428314647133,110826553.0,0.33159082410836016,5.133547045483765,for-profit
EVERGREEN HEALTHCARE (500124),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,2295.55,65182050.0,285519858.0,11719596.0,-8391.0,,527343969.0,,13205155.0,337924153.0,12782899.0,34988620.0,24760470.0,679170.0,220947170.0,0.350273,964743864.0,WA,13447812.0,-127633.0,67165442.0,38170105.0,58094.0,95526.0,5308990.0,143996934.0,,3754238.0,15526.0,1.0,12281702.0,145410314.0,2012-01-01 00:00:00,413667171.0,19424.0,,,205.0,56.0,2012-12-31,261.0,87523897.0,5148068.0,2012,2012,241824111.0,23526240.865666,12782899.0,0.0016418271683444757,-32888343.0,-0.07950435834803048,1.3427607293725803,2.4156804365619062,1.1823322371726572,0.19611072373452507,1.1806922676953415,0.5414300243945712,0.4585699756054288,,241824111.0,0.7844351984994447,2.8727498531322895,govt
EVERGREEN MEDICAL CENTER (010148),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,116.54,2311575.0,5371520.0,707184.0,,,12210333.0,,1193106.0,12762030.0,978703.0,4436456.0,3438500.0,1352020.0,6004816.0,0.378846,33686574.0,AL,1479736.0,544489.0,5290743.0,4785306.0,5843.0,16104.0,197913.0,5801405.0,231492.0,,3198.0,2.0,1279608.0,5244624.0,2012-01-01 00:00:00,17014897.0,2043.0,,,44.0,,2012-12-31,44.0,4001850.0,47426.0,2012,2012,6838813.0,2004376.8225780001,978703.0,0.07946095706603455,-922098.0,-0.05419356931752217,1.7312222186171766,3.5180030931291437,1.6250872240788208,0.4233922758292506,0.7854462463003448,0.4399159302207401,0.56008406977926,-1.6311967584192975,6838813.0,1.3934834537272653,2.932892463118848,for-profit
EXCELSIOR SPRINGS HOSPITAL (261322),General Short Term (Critical Access Hospitals),Governmental-City,,150.42,1980113.0,13199118.0,1850756.0,,,24614829.0,,2151191.0,20269887.0,5929817.0,,2829279.0,671865.0,9450968.0,0.428582,47295248.0,MO,2222315.0,1928695.0,6449027.0,,1577.0,9150.0,447781.0,6355136.0,,31526.0,996.0,2.0,1165159.0,,2011-10-01 00:00:00,23794127.0,384.0,,,25.0,,2012-09-30,25.0,9561824.0,633181.0,2011,2012,11415711.0,2763936.8897140003,5929817.0,0.028236589642477744,-151114.0,-0.006350894907806452,4.828928450043002,6.5434740340576525,4.283019201429413,2.994686161850359,1.1562239093123503,0.536226272382392,0.46377372761760804,,11415711.0,0.9666582286637051,3.7440783328633724,govt
EXEMPLA GOOD SAMARITAN MEDICAL CTR (060116),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1204.48,16506620.0,363392870.0,4529875.0,8401.0,,380534203.0,,2464561.0,199762927.0,2746320.0,9242670.0,7481964.0,28718669.0,77441578.0,0.188029,1062402331.0,CO,2483482.0,10109548.0,40350891.0,10261300.0,55784.0,77958.0,6119309.0,53930586.0,,4909696.0,4208.0,1.0,6301381.0,76939740.0,2012-01-01 00:00:00,252073235.0,12939.0,,,179.0,34.0,2012-12-31,213.0,46066359.0,1079611.0,2012,2012,17141333.0,7587137.683839,2746320.0,0.11392986248619374,13216864.0,0.05243263530140358,2.7907808503497384,5.173413757631787,2.354657646447304,0.1663768839411097,21.19980225575222,0.9549545537172122,0.045045446282787886,,17141333.0,0.6624193909844157,4.674031077652299,non-profit
EXEMPLA LUTHERAN MEDICAL CENTER (060009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1499.09,19885445.0,145665168.0,19352650.0,18337.0,,564194587.0,,13246059.0,289078532.0,1644162.0,35374935.0,11578243.0,45192296.0,108965487.0,0.214074,1350364665.0,CO,13514337.0,25161674.0,148148837.0,39261752.0,62335.0,103578.0,4994165.0,169914481.0,,66402946.0,16997.0,1.0,68822281.0,91536033.0,2012-01-01 00:00:00,353940074.0,16583.0,,,233.0,38.0,2012-12-31,283.0,155283983.0,5866416.0,2012,2012,418529419.0,31714814.131938,1644162.0,0.1276834676821591,14225431.0,0.04019163707356856,7.8089267300782055,10.899979306472648,7.262769427588872,0.08268167999257749,0.34804045160801467,0.2581824983017783,0.7418175016982217,,418529419.0,0.6273368836840684,2.0830483188775415,non-profit
