Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
CORNERSTONE HOSPITAL OF SW LOUISIANA (192013),General Long Term,Proprietary-Corporation,2022-09-01 00:00:00,,579800.0,,,2023-08-31,,LA,34185.0,,1.0,3894102.0,4009.0,,,,,,,5263250.0,62.0,28.0,70825869.0,2280970.0,,28.0,10220.0,,102313.0,12972643.0,61.0,2894252.0,103305.0,10939596.0,71.9,,3950994.0,333.0,,,1648538.0,,3231266.0,7402.0,2022,2022,-719728.0,,2280970.0,0.044694053478539414,457847.0,0.035293270615710304,1.7556477315051275,4.097492444820805,1.6722465602855379,1.3836320424521606,-5.489565502523176,1.2227387036536144,-0.2227387036536144,,-719728.0,4.014724569255518,3.3313567543942093,for-profit
CORNERSTONE HOSPITAL OF WEST MONROE (192031),General Long Term,Proprietary-Corporation,2022-09-01 00:00:00,,320451.0,,,2023-08-31,,LA,2567.0,,1.0,9426457.0,8110.0,,,,,,,6924133.0,359105.0,41.0,116053527.0,457.0,,41.0,14965.0,,578568.0,17293418.0,351921.0,1659332.0,128208.0,14550705.0,100.8,,5449312.0,456.0,,,1713319.0,,5149164.0,10783.0,2022,2022,-300148.0,,457.0,0.01853022924675735,-7538.0,-0.0004358883825048351,0.9684898142143991,5.689171135089262,0.8921613546572471,0.00026673374893992305,-18.15541666111385,1.0582906273717443,-0.05829062737174423,,-300148.0,3.358490426795495,1.834561808323106,for-profit
CORNERSTONE REGIONAL HOSPITAL (450825),General Short Term (Acute Care Hospitals),Proprietary-Other,2022-01-01 00:00:00,,1439789.0,46657.0,93764.0,2022-12-31,130332.0,TX,94456.0,5426823.0,1.0,12958985.0,16.0,,16330.0,,,21642993.0,3009297.0,5524313.0,2093001.0,14.0,168258320.0,-1723714.0,,14.0,5110.0,,656871.0,26335957.0,2070060.0,8230975.0,718789.0,22815392.0,88.2,0.135597,10099266.0,80.0,,,2882333.0,,13217236.0,125.0,2022,2022,3117970.0,2934724.921821,0.0,0.054670084705864305,862351.0,0.03274424392476036,2.8556641442886717,4.995527581303063,2.5735159677941444,0.0,3.239051690683361,0.7640981821010081,0.2359018178989919,,3117970.0,1.9925464749210804,2.0322546094466505,for-profit
CORNERSTONE SPECIALTY CONROE (452107),General Long Term,Proprietary-Corporation,2022-09-01 00:00:00,,462914.0,,,2023-08-31,,TX,71558.0,,1.0,16793236.0,3571.0,,,,,,,8343860.0,495.0,41.0,150328231.0,1239051.0,,35.0,14965.0,,294682.0,20204884.0,485.0,5263162.0,148691.0,16926391.0,94.2,,10965881.0,444.0,,,3550158.0,6.0,6675058.0,10290.0,2022,2022,-4290823.0,,1239051.0,0.02291099518314483,456319.0,0.022584588953839083,1.482514862718786,5.209683907026109,1.4204756520695698,0.3490129171715738,-2.5556591357881695,1.642814339590757,-0.6428143395907571,,-4290823.0,3.0269226125076365,1.2031560802218226,for-profit
CORNERSTONE SPECIALTY LITTLE ROCK (042010),General Long Term,Proprietary-Corporation,2022-09-01 00:00:00,,658767.0,,,2023-08-31,,AR,6330.0,,1.0,3980284.0,3706.0,,,,,,,5920199.0,571.0,40.0,65200811.0,36696.0,,40.0,14600.0,,218740.0,15224443.0,560.0,3949478.0,129681.0,13247450.0,81.2,,5846520.0,335.0,,,3093581.0,,5712805.0,8399.0,2022,2022,-133715.0,,36696.0,0.04327035149988739,638416.0,0.04193361950910125,1.2766686891340489,1.5114351297089037,1.2327031359450424,0.011861981309039588,-43.72374079198295,1.0234061901290172,-0.023406190129017183,,-133715.0,2.664968084854988,3.824963997543894,for-profit
CORNERSTONE SPECIALTY MUSKOGEE (372022),General Long Term,Proprietary-Corporation,2022-07-01 00:00:00,,3005434.0,,,2023-08-31,,OK,135619.0,,2.0,6786006.0,15524.0,,,,,,,16085802.0,3085.0,64.0,312846226.0,6582109.0,,64.0,27328.0,,476882.0,42433237.0,3023.0,12447816.0,289082.0,35120492.0,200.2,,7044521.0,1115.0,,,7023623.0,,17229828.0,24630.0,2022,2022,10185307.0,,6582109.0,0.07082735639517673,2996644.0,0.07062020745671606,1.7722784950160337,2.3312112566406253,1.7118109841601692,0.93713871032087,0.6916356080381278,0.40885614180246027,0.5911438581975398,,10185307.0,2.4627777479844837,6.253050321499863,for-profit
CORNERSTONE SPECIALTY SHAWNEE (372019),General Long Term,Proprietary-Corporation,2022-09-01 00:00:00,,-157643.0,,,2023-08-31,,OK,54780.0,,2.0,1604869.0,5004.0,,,,,,,5531989.0,,34.0,89505782.0,16133.0,,34.0,12410.0,,173003.0,12860275.0,,1619117.0,114089.0,11114859.0,80.0,,3562771.0,317.0,,,1262669.0,,2102006.0,6739.0,2022,2022,-1460765.0,,16133.0,-0.012258136004090115,-167287.0,-0.013008042207495563,1.2822972608023164,1.1589411001616416,1.1485575396243988,0.012776903527369406,-2.4389761529061826,1.6949385491763582,-0.6949385491763582,,-1460765.0,6.118096237593994,8.013286442694076,for-profit
CORNERSTONE SPECIALTY TUCSON (032004),General Long Term,Proprietary-Corporation,2022-09-01 00:00:00,,-1220337.0,,,2023-08-31,,AZ,21323.0,,1.0,2630470.0,3109.0,,,,,,,6271359.0,1550.0,34.0,82904317.0,57310.0,,34.0,12410.0,,233442.0,15023143.0,1518.0,2509280.0,123984.0,14549682.0,84.8,,5574629.0,407.0,,,1466974.0,,3695549.0,8251.0,2022,2022,-1879080.0,,57310.0,-0.08123047221210634,-1422145.0,-0.09466361333310878,1.7105142967769027,1.0003197057343893,1.611462098169429,0.039066813726759984,-2.9666799710496625,1.5084711364941987,-0.5084711364941988,,-1879080.0,4.065199243738887,5.711201040118306,for-profit
CORNING HOSPITAL (330277),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,21154772.0,7029431.0,9962769.0,2023-06-30,8219904.0,NY,3840064.0,40729646.0,2.0,16805390.0,4968.0,,1967498.0,,650045.0,129474519.0,16454524.0,41322385.0,14249129.0,65.0,771076704.0,-57654.0,,57.0,23725.0,1921093.0,9377099.0,169349635.0,13957866.0,250886431.0,3607482.0,137125773.0,519.88,0.177837,298000133.0,4077.0,4.11,,236120188.0,8.0,549550348.0,17398.0,2022,2022,251550215.0,23025360.035403,0.0,0.12491773011497781,8529959.0,0.05036892462153816,1.062536977990209,0.1607662492628542,1.0309956427783296,0.0,1.1846546543400887,0.5422617492364867,0.4577382507635133,9.321286371872679,251550215.0,0.3081603634977591,10.077102346330552,non-profit
CORONA REGIONAL MEDICAL CENTER (050329),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-01-01 00:00:00,,-2213243.0,13456098.0,23383269.0,2022-12-31,21484920.0,CA,1001655.0,70241588.0,1.0,118583736.0,7523.0,,4196861.0,,2491253.0,619310941.0,45393808.0,80579702.0,5403455.0,160.0,1614542427.0,-1176027.0,,138.0,58400.0,,10553579.0,223124533.0,5234462.0,51795309.0,3534890.0,191659057.0,732.19,0.118708,68653781.0,8458.0,9.14,,43067597.0,22.0,184798734.0,38522.0,2022,2022,116144953.0,73517163.184228,0.0,-0.009919317119646364,-3140584.0,-0.014075475958531194,1.2026514736821745,2.702042860668544,1.0973160169581786,0.0,0.5911042987808519,0.371505688994601,0.628494311005399,,116144953.0,1.2073921080000471,1.8815778666308844,for-profit
CORPORACION DEL CENTRO CARDIOVASCULA (400124),General Short Term (Acute Care Hospitals),Proprietary-Individual,2022-07-01 00:00:00,,12105513.0,60.0,5708069.0,2023-06-30,4408856.0,PR,5728077.0,23617673.0,1.0,61940451.0,2116.0,,56.0,,,,,22939466.0,1127818.0,164.0,83829563.0,56604586.0,,114.0,59860.0,,1888250.0,77199481.0,1036620.0,67855161.0,1817204.0,78410797.0,439.95,0.93536,92878462.0,3103.0,12.85,,92878462.0,50.0,105863760.0,24492.0,2022,2022,12985298.0,,56604586.0,0.1568082174023942,-10975180.0,-0.14216649979810098,0.7305801532329422,1.406682961653693,0.6493419324708456,0.6094479256127218,7.152586101605062,0.8773395352668373,0.1226604647331627,,12985298.0,0.7292342629810239,1.2463499983233897,for-profit
CORPUS CHRISTI MEDICAL CENTER (450788),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-09-01 00:00:00,,98111230.0,36304709.0,52841949.0,2023-08-31,47219011.0,TX,2820794.0,111017872.0,1.0,123255992.0,15209.0,,37400713.0,,34800448.0,894119687.0,61242302.0,110452685.0,8883393.0,395.0,5250233128.0,-9815.0,,334.0,144175.0,,12888269.0,438374649.0,8303355.0,13665637.0,11797510.0,326274967.0,1224.14,0.062145,-484869327.0,22691.0,28.24,,43109550.0,45.0,102500893.0,109068.0,2022,2022,102500893.0,55565067.948615,0.0,0.22380680594511296,96379637.0,0.21985677597885,0.3169979041766848,5.134992640841762,-0.022098746101501872,0.0,0.0,0.0,1.0,,102500893.0,4.276788583685803,3.5566193731173734,for-profit
CORPUS CHRISTI REHABILITATION HOSPIT (673053),Rehabilitation,Proprietary-Corporation,2022-01-01 00:00:00,,5663177.0,,,2022-12-31,,TX,37274.0,,1.0,3080693.0,7005.0,,,,,,,8395129.0,,35.0,26687296.0,183390.0,,35.0,12775.0,,375493.0,19720703.0,,2785816.0,58330.0,15031149.0,116.35,,218940226.0,846.0,,,211543509.0,,233856577.0,11585.0,2022,2022,14916351.0,,183390.0,0.28716912373762743,5223999.0,0.26489922798391113,0.013168997778135561,0.04220058579060443,0.012717062379824663,0.0008669138602593569,14.677867663478823,0.9362158157305107,0.06378418426948924,,14916351.0,0.08432819488331089,6.401385337649678,for-profit
CORRIGAN MENTAL HEALTH CENTER (224028),Psychiatric,Governmental-State,2022-07-01 00:00:00,,-10776886.0,,,2023-06-30,,MA,,6148745.0,1.0,,234.0,,,,,,,6397433.0,225285.0,16.0,13056714.0,,,16.0,5840.0,,117837.0,,220706.0,,,10943732.0,77.03,,,100.0,,,,,,4923.0,2022,2022,,,0.0,,,,,,,,,,,,,,,govt
CORRY MEMORIAL HOSPITAL (391308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,66173.0,889240.0,,2023-06-30,,PA,739483.0,,1.0,6192728.0,487.0,,390362.0,,7158.0,10046604.0,1281473.0,7471015.0,2490650.0,20.0,62029648.0,7866780.0,,20.0,7300.0,1101050.0,1945997.0,23917040.0,2269990.0,19679348.0,306957.0,27283455.0,128.11,0.439845,39022636.0,284.0,,,10998032.0,,55524787.0,1340.0,2022,2022,16502151.0,4418948.5363799995,7866780.0,0.002766772142372133,-4978200.0,-0.20814448610697645,1.7893517676617052,1.2865505392237448,1.6942038357407943,0.7152897900278886,2.364699971537044,0.7027966806968571,0.2972033193031429,-2.7539194405340357,16502151.0,0.430745281382169,3.862116986245803,non-profit
CORYELL MEMORIAL HOSPITAL (451379),General Short Term (Critical Access Hospitals),Governmental-City-County,2022-08-01 00:00:00,,-714370.0,6955646.0,,2023-07-31,,TX,808748.0,,1.0,120878033.0,932.0,,5338528.0,,2848656.0,12776501.0,119674.0,22352607.0,3029972.0,25.0,164286463.0,52279576.0,,21.0,9125.0,616557.0,4674637.0,305944617.0,3449473.0,80063831.0,2015384.0,58814723.0,551.6,0.358001,113096882.0,787.0,,,113096882.0,4.0,192725743.0,3310.0,2022,2022,79628861.0,4574000.134501,52279576.0,-0.0023349650894495064,-4666446.0,-0.015252584097598292,0.7079225314098403,1.5247391081922135,0.6829516219554134,0.46225479496419714,1.4203001346459043,0.5868281021492806,0.4131718978507194,0.01328506528998941,79628861.0,1.5874610845319195,2.5310191554821215,govt
COSHOCTON REGIONAL MEDICAL CENTER (360109),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-01-01 00:00:00,,4744002.0,520934.0,6530343.0,2022-12-31,7075344.0,OH,314134.0,15965494.0,2.0,100255151.0,1982.0,,397036.0,,241656.0,56679110.0,10789035.0,16909829.0,2203805.0,56.0,200269371.0,6113705.0,,49.0,20440.0,,2449082.0,51958368.0,2266301.0,14805557.0,605936.0,41673083.0,263.38,0.208085,6084950.0,1294.0,,,5131964.0,7.0,107520611.0,5530.0,2022,2022,101435661.0,11794072.604349999,6113705.0,0.09130390700493134,2257579.0,0.04344976732140625,2.884968990429395,21.651137459265108,2.7056867507254534,1.191299276456343,0.05998827177751619,0.056593335393155454,0.9434066646068445,,101435661.0,0.48324100390389335,0.5182613310312604,for-profit
COTEAU DES PRAIRIES (431339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,1569683.0,615460.0,,2022-12-31,,SD,115111.0,,2.0,6209205.0,765.0,,396422.0,,96931.0,6450791.0,2419498.0,8637529.0,1684272.0,25.0,38767997.0,9387031.0,,25.0,9125.0,,1706293.0,20657119.0,1518624.0,13529621.0,438603.0,19414475.0,131.01,0.500786,8114876.0,262.0,,,2659556.0,,22860415.0,1456.0,2022,2022,14745539.0,3230465.8217259995,9387031.0,0.07598750822900328,-637595.0,-0.0308656303911499,5.087172821328071,6.454430363564445,4.878974911601786,3.529548165182459,0.5503275261758828,0.3549750081089954,0.6450249918910046,,14745539.0,0.9036195974570016,3.326854081963794,non-profit
COTTAGE GROVE COMMUNITY HOSPITAL (381301),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,9645716.0,657531.0,,2023-06-30,,OR,,,2.0,,605.0,,1546594.0,,1244645.0,18041031.0,8459709.0,15201992.0,3666222.0,14.0,69173406.0,,,14.0,5110.0,,753544.0,49044590.0,3176707.0,,,37093254.0,144.0,0.536236,,247.0,,,,,,1825.0,2022,2022,,9674250.299316,0.0,0.19667237507745503,7739125.0,0.1577977305957701,,,,,,,,,,,inf,non-profit
COTTAGE HOSPITAL (301301),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-3861731.0,1243826.0,,2022-09-30,,NH,,,2.0,3904142.0,2322.0,,1047702.0,,393877.0,4162981.0,853532.0,17717122.0,3341430.0,25.0,63176872.0,7683020.0,,25.0,9125.0,238095.0,1760670.0,35193304.0,2889725.0,13457866.0,619753.0,35260022.0,168.89,0.558116,20796180.0,490.0,,,13077336.0,,38805493.0,4350.0,2021,2022,18009313.0,2323426.303796,7683020.0,-0.10972914052059449,-5298167.0,-0.15054474567093787,1.0290984341153275,0.6669531164451231,,0.5875065074415767,1.1547458806451973,0.5359081509414144,0.4640918490585856,-14.857502257502258,18009313.0,0.9069155235316815,9.014350400164748,non-profit
COTTONWOOD CREEK BEHAVIORAL HOSPITAL (134017),Psychiatric,Proprietary-Corporation,2022-01-01 00:00:00,,4235764.0,,,2022-12-31,,ID,77882.0,,1.0,3815519.0,1364.0,,,,,,,10559389.0,60000.0,92.0,49974345.0,500.0,,92.0,33580.0,,212829.0,24154664.0,59250.0,3253412.0,41384.0,22102529.0,152.0,,28150330.0,3423.0,,,2882964.0,,28368702.0,27445.0,2022,2022,218372.0,,500.0,0.1753600878074727,3382041.0,0.14001606480636616,1.1284955344568992,2.7928836433614848,1.0871263047336006,0.00017343262003965363,128.90997930137564,0.992302361948037,0.00769763805196304,,218372.0,0.8514546770592465,6.3306365398783235,for-profit
COTTONWOOD SPRINGS (174020),Psychiatric,Proprietary-Corporation,2022-01-01 00:00:00,,575185.0,,,2022-12-31,,KS,453832.0,,1.0,10385001.0,3928.0,,,,,,,11473842.0,181710.0,72.0,81537690.0,,,72.0,26280.0,,2064985.0,27234144.0,179572.0,5059899.0,,28763946.0,148.7,,61793272.0,2712.0,,,3512767.0,,63086704.0,23159.0,2022,2022,1293432.0,,0.0,0.02111999554676659,507165.0,0.018622395475326854,1.4404311472978424,3.120100479194891,,0.0,47.77465842811991,0.9794975499116264,0.020502450088373612,,1293432.0,0.43169387958515,2.6224498196966954,for-profit
COULEE MEDICAL CENTER (501308),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-01-01 00:00:00,,-1292703.0,1244713.0,,2022-12-31,,WA,547705.0,,2.0,11431517.0,911.0,,932845.0,,243285.0,15496718.0,9158185.0,16580313.0,3630421.0,25.0,54207598.0,4931809.0,,25.0,9125.0,637737.0,1518689.0,33814312.0,3371812.0,11441711.0,797464.0,33517264.0,181.85,0.618313,28275905.0,326.0,,,10318849.0,,28625910.0,4785.0,2022,2022,350005.0,9581822.196734,4931809.0,-0.038229463311274824,-2360430.0,-0.06980564915826175,1.1088165937887065,1.4604945764784425,0.9784562212316509,0.47794177431998475,80.78714589791575,0.9877731397883945,0.0122268602116055,-1.3198873516825902,350005.0,1.18124845638095,2.9579899150742635,govt
COVENANT CHILDRENS HOSPITAL (453306),Childrens,Voluntary Nonprofit-Church,2022-07-01 00:00:00,,77524867.0,,,2023-06-30,,TX,-6099224.0,,1.0,71273430.0,40.0,,,,,,,63788646.0,33704675.0,181.0,1873855435.0,250579380.0,,115.0,66065.0,,10382283.0,410345163.0,33022800.0,307486076.0,5208513.0,293273177.0,808.7,,32440754.0,4460.0,10.0,,31784725.0,20.0,467321943.0,27265.0,2022,2022,434881189.0,,250579380.0,0.1889259920434349,63643709.0,0.15509798759343485,9.674020335239648,12.578635083361583,9.510151904727822,7.883641591991122,0.0745968205122802,0.06941842660274995,0.93058157339725,,434881189.0,0.8780780982929364,5.757337103041063,non-profit
COVENANT HEALTH HOBBS HOSPITAL (320065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,-17746879.0,775435.0,3121208.0,2023-06-30,3327739.0,NM,629177.0,11152017.0,2.0,9614732.0,886.0,,2715990.0,,2474665.0,71730264.0,10880094.0,10843481.0,1420027.0,34.0,166723002.0,-97995823.0,,26.0,12410.0,,5020593.0,31802204.0,1363109.0,-86913538.0,2564688.0,51886234.0,134.18,0.311212,15971723.0,1105.0,,,14506758.0,8.0,26617229.0,3303.0,2022,2022,10645506.0,22323318.919967998,0.0,-0.5580392792902027,-18339762.0,-0.5766821066866938,0.0,-0.5605764568485943,-0.22016394014431068,0.0,1.5003253955237075,0.6000520565082113,0.3999479434917887,,10645506.0,1.1947977003917274,3.307653713072814,non-profit
COVENANT HOSPITAL LEVELLAND (450755),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,-7190210.0,1852713.0,1308558.0,2023-06-30,869463.0,TX,-529697.0,7259115.0,2.0,2384610.0,200.0,,3177173.0,,2162006.0,12264284.0,3316201.0,10878380.0,400932.0,21.0,53484499.0,22136942.0,,21.0,7665.0,,1266478.0,22609473.0,392921.0,19812000.0,293808.0,29310964.0,128.54,0.548027,4210586.0,359.0,,,4210586.0,,27513618.0,1088.0,2022,2022,23303032.0,6721158.767668,22136942.0,-0.31801758492999815,-10433581.0,-0.46146944689953634,4.705283302609185,4.1161353787810055,4.63550489171816,5.257449200657581,0.18068833274571308,0.15303643453943425,0.8469635654605657,,23303032.0,0.8217557211123597,9.48141331286877,non-profit
COVENANT HOSPITAL PLAINVIEW (450539),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,-9217703.0,9604889.0,4672002.0,2023-06-30,4092508.0,TX,-943596.0,14587089.0,2.0,8822966.0,927.0,,7909968.0,,5478692.0,41866938.0,12576137.0,21006307.0,2674857.0,49.0,256831274.0,44355363.0,16694.0,44.0,17885.0,,5061972.0,68468555.0,2621466.0,43706541.0,531167.0,64953218.0,234.62,0.252902,12067388.0,1206.0,,,10640523.0,5.0,79953505.0,4289.0,2022,2022,67886117.0,10588232.354076,44355363.0,-0.1346268078828303,-11937861.0,-0.1743553810942848,4.107555709432703,4.13623869804144,4.057636452644292,4.168532223463076,0.17775929060723858,0.15093006866928474,0.8490699313307153,,67886117.0,0.8563546401124004,7.760265085459924,non-profit
COVENANT MEDICAL CENTER (230070),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,5526960.0,15326444.0,71494015.0,2023-06-30,64160653.0,MI,16965808.0,209636945.0,2.0,91649760.0,26396.0,,6776305.0,,2929286.0,420656697.0,62838740.0,338534521.0,30977584.0,464.0,2135251107.0,18680719.0,,357.0,162300.0,,27886907.0,680859168.0,31329387.0,140000695.0,16618491.0,483198441.0,3666.01,0.226296,308718750.0,21721.0,79.68,,105970701.0,26.0,811272322.0,123236.0,2022,2022,502553572.0,95192927.904312,18680719.0,0.008117625875899198,-71614079.0,-0.10518192655077827,1.3211264404111094,1.124949442393516,1.0042058323271825,0.1762819234346671,0.6143001805188641,0.38053652470101157,0.6194634752989885,,502553572.0,0.839248609297434,7.4289247238617975,non-profit
COVENANT MEDICAL CENTER (450040),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-07-01 00:00:00,,-51580668.0,81640952.0,79368679.0,2023-06-30,68300700.0,TX,-3729051.0,128436866.0,2.0,84825419.0,26666.0,,38173304.0,,29311110.0,360202816.0,29194614.0,134304663.0,18468575.0,360.0,4011780810.0,285558271.0,,263.0,131400.0,,28654791.0,437679171.0,17614307.0,368220296.0,7163611.0,433589678.0,1795.51,0.108079,573971383.0,13972.0,23.55,,39048823.0,48.0,864078010.0,84975.0,2022,2022,290106627.0,38930360.150464,285558271.0,-0.11785040599978654,-104681153.0,-0.23917325734470465,9.429741224210522,8.181430410847467,9.246288550105595,7.312852195314568,1.9784842178045108,0.6642587548316384,0.33574124516836157,,290106627.0,0.5065273805544479,5.159764327247237,non-profit
COVENANT SPECIALTY HOSPITAL (452102),General Long Term,Proprietary-Other,2022-07-01 00:00:00,,1703966.0,,,2023-06-30,,TX,123713.0,,1.0,1105129.0,4449.0,,,,,,,5865370.0,110.0,56.0,121245518.0,4568452.0,,56.0,20440.0,,534934.0,14945993.0,102.0,7389354.0,215717.0,14335240.0,77.33,,1296531.0,230.0,,,776365.0,,19981545.0,5876.0,2022,2022,18685014.0,,4568452.0,0.11400821611518218,1491324.0,0.09978085765194725,9.517886561089178,9.502678508175922,9.080682410979373,5.884412615200325,0.06938881608544688,0.06488642394769774,0.9351135760523023,,18685014.0,0.7479898576411383,13.524206676324665,for-profit
COVINGTON AMG REHABILITATION HOSPITA (193097),Rehabilitation,Proprietary-Corporation,2022-09-01 00:00:00,,326099.0,,,2023-08-31,,LA,72952.0,3180014.0,1.0,591473.0,3714.0,,,,,,,3180014.0,,24.0,12432395.0,-44471.0,,24.0,8760.0,,56691.0,7787833.0,,619954.0,,7302159.0,50.0,,1253564.0,374.0,,,392315.0,,795722.0,5312.0,2022,2022,-457842.0,,0.0,0.04187288042771333,317767.0,0.040803006433240155,1.5802454660158292,2.3388654525062766,,0.0,-2.7379838459555916,1.5753793410261372,-0.5753793410261373,,-457842.0,9.787127916533663,13.166844471345268,for-profit
COVINGTON BEHAVIORAL HEALTH (194069),Psychiatric,Proprietary-Corporation,2022-01-01 00:00:00,,1678216.0,,,2022-12-31,,LA,41498.0,,1.0,2059554.0,683.0,,,,,,,9937775.0,15769.0,104.0,55234999.0,-307949.0,,104.0,37960.0,,1005126.0,19692524.0,15461.0,1573633.0,,15723840.0,151.46,,14152826.0,3321.0,,,1812211.0,,17488414.0,23967.0,2022,2022,3335588.0,,0.0,0.085220970150906,1588821.0,0.08068143017116547,0.8683497672180557,2.062546800565718,,0.0,4.242977849782407,0.809268696406661,0.190731303593339,,3335588.0,1.1260325836293674,9.561547791415034,for-profit
COVINGTON COUNTY HOSPITAL (251325),General Short Term (Critical Access Hospitals),Governmental-County,2021-10-01 00:00:00,,883984.0,82131.0,,2022-09-30,,MS,309098.0,,1.0,10388442.0,3316.0,,28747.0,,1.0,3994053.0,1258502.0,20447610.0,1180268.0,25.0,53840200.0,7851112.0,,25.0,9125.0,,670648.0,33650413.0,1333287.0,15289636.0,871037.0,30708677.0,263.92,0.570367,9548568.0,124.0,,,4365294.0,,26500651.0,4872.0,2021,2022,16952083.0,2278076.0274509997,7851112.0,0.026269633005692978,-8836727.0,-0.2626038200482116,3.5025443876174207,4.38081329688218,3.2321994807222607,1.7985299501018717,0.5632681246310557,0.36031446925586846,0.6396855307441315,,16952083.0,1.2697957118110041,3.23921652544241,govt
COX BARTON COUNTY HOSPITAL (261325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,2362001.0,1528742.0,,2022-09-30,,MO,54000.0,,2.0,10038748.0,1258.0,,1389178.0,,825825.0,9725817.0,2870950.0,12195454.0,1551696.0,25.0,64048457.0,4490000.0,,25.0,9125.0,272095.0,1316383.0,25032625.0,1401258.0,8493904.0,285000.0,23654325.0,117.84,0.369319,21951000.0,469.0,,,9051000.0,,24410001.0,2634.0,2021,2022,2459001.0,3591929.0086230002,4490000.0,0.09435690423996684,-751011.0,-0.03000128831874404,0.9384492321290465,1.866174897801348,0.9009948072036239,0.4960777814606121,8.926795881742219,0.8992625604562654,0.10073743954373456,2.0778478105073597,2459001.0,1.025506922347115,2.4936002975669873,non-profit
