Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ABRAZO WEST CAMPUS (030110),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,829.7,13178669.0,14030804.0,35902723.0,-46498.0,96104.0,142164305.0,,5751324.0,151623635.0,162171.0,22103923.0,17731464.0,15240919.0,64097545.0,0.150482,1007586169.0,AZ,5659769.0,8257385.0,301506921.0,24896072.0,45087.0,65335.0,3072518.0,84907253.0,55631.0,341624.0,9501.0,1.0,3061770.0,63759567.0,2016-05-01 00:00:00,181382244.0,11502.0,,,159.0,20.0,2017-04-30,179.0,46197044.0,-103413.0,2016,2016,128133501.0,45371364.485922,162171.0,0.08402652136115374,14035747.0,0.07738214441762006,3.50544079982584,7.611568588603295,3.2722975286806277,0.012305567428698604,0.10950144880533624,0.09869428194369888,0.9013057180563011,400.7321816972551,128133501.0,1.2758634736054173,2.1362396920319635,for-profit
ABROM KAPLAN MEMORIAL HOSPITAL (191322),General Short Term (Critical Access Hospitals),Governmental-County,,85.32,1065788.0,1065788.0,1492930.0,,,4874119.0,,1347217.0,12774238.0,31979.0,,2666329.0,2510711.0,4375520.0,0.630689,20254402.0,LA,1439407.0,418.0,2492432.0,,1598.0,9150.0,322755.0,1598181.0,,,1205.0,2.0,1681624.0,,2015-10-01 00:00:00,14120605.0,220.0,,,25.0,,2016-09-30,25.0,4850792.0,9458.0,2015,2016,3808331.0,1571949.445648,31979.0,0.17780477536196218,521810.0,0.03695379907588946,4.5513666883094945,3.8852670512334537,4.239660232616618,0.030005029142756344,0.2798569767176225,0.21866269576101854,0.7813373042389814,,3808331.0,2.8970579093370517,8.835422896405351,govt
ACADIA ABILENE PSYCH CENTER (454098),Psychiatric,Proprietary-Corporation,,124.5,-7957620.0,-7957620.0,,,,483093.0,,65781.0,9181328.0,-272602.0,,,-745617.0,5508698.0,,24101860.0,TX,64463.0,521424.0,,,16639.0,30912.0,,1708183.0,,,2255.0,1.0,,,2016-01-01 00:00:00,9620167.0,1899.0,,,92.0,,2016-12-01,92.0,483093.0,43984.0,2016,2016,483093.0,,0.0,-0.07750561918519709,-755076.0,-0.07848886614962089,inf,inf,,,0.0,0.0,1.0,,483093.0,19.913695706623777,5.631812867825052,for-profit
ACADIA GENERAL HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,270.12,3806136.0,3806136.0,3113880.0,-25444.0,,8357077.0,,5074148.0,36457504.0,637919.0,9158722.0,7832049.0,-5513535.0,13888678.0,0.288564,126341155.0,LA,4971178.0,151357.0,14375132.0,8963078.0,10747.0,50142.0,1543664.0,4170371.0,,135237.0,5536.0,1.0,2433038.0,15218077.0,2015-10-01 00:00:00,30808481.0,2308.0,,,133.0,4.0,2016-09-30,137.0,7406753.0,220076.0,2015,2016,4550941.0,4148145.590448,637919.0,-0.17896159826899613,-6083440.0,-0.1974599137166159,1.9460032431841636,-0.18529159231304398,1.4826093970367848,0.1676027866581751,0.8363404403616747,0.45543866593547,0.54456133406453,,4550941.0,3.6865139569732337,7.38746768572868,non-profit
ACADIA GREENLEAF HOSPITAL (114036),Psychiatric,Proprietary-Corporation,,142.71,-130845.0,-1113623.0,,,,10537597.0,,281226.0,11007536.0,-15303.0,,,4598068.0,6697772.0,,40409821.0,GA,275599.0,539625.0,,,23997.0,26718.0,,2911412.0,,,10718.0,1.0,,,2016-01-01 00:00:00,18940838.0,2759.0,,,73.0,,2016-12-31,73.0,2456622.0,45501.0,2016,2016,10537597.0,,0.0,0.24275948086351828,4497413.0,0.23744530205052172,inf,inf,,,0.0,0.0,1.0,,10537597.0,1.7974532523876174,6.505722309312457,for-profit
ACADIA HOSPITAL (204006),Psychiatric,Voluntary Nonprofit-Other,,500.8,9884845.0,22803279.0,,,,28873085.0,,1640752.0,44321615.0,8310290.0,,,13453941.0,30775314.0,,90795430.0,ME,1707526.0,1082977.0,,,24249.0,25228.0,128921.0,11764947.0,216894.0,,5382.0,1.0,,,2016-09-25 00:00:00,65056806.0,1616.0,416646.0,,68.0,,2017-09-30,68.0,18654885.0,155638.0,2016,2016,6069806.0,,8726936.0,0.20680297461882774,10203787.0,0.15684426622481282,1.887220791018979,3.3919781240879345,1.8584333896990797,0.84071019828839,3.7568381921926335,0.7897763262914234,0.2102236737085767,52.038156887696296,6069806.0,2.253198991378995,5.529715178487417,non-profit
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),Psychiatric,Proprietary-Corporation,,147.81,1024933.0,1187425.0,,,,21301377.0,,111736.0,15507028.0,-60653.0,,,1281225.0,10292012.0,,31639501.0,AZ,109501.0,458906.0,,,22140.0,30012.0,,3995729.0,,,1706.0,1.0,,,2016-01-01 00:00:00,19991738.0,2873.0,,,82.0,,2016-12-31,82.0,3758481.0,117548.0,2016,2016,20113952.0,,0.0,0.0640877246390484,1082949.0,0.054169827555763286,3.6670504315891868,5.14858434648899,,0.0,0.05903489279481228,0.055744048847170775,0.9442559511528292,,20113952.0,0.9385185755831653,5.003276748748476,for-profit
ACADIA ST LANDRY HOSPITAL (191319),Critical Access Hospitals,Governmental-Hospital District,,75.84,881021.0,4597231.0,741612.0,,,10480917.0,,2198797.0,12881714.0,665292.0,,915304.0,208886.0,4361891.0,1.01841,12648848.0,LA,2390844.0,132542.0,1035950.0,,3370.0,5475.0,334143.0,2822053.0,,,3342.0,2.0,563240.0,4545735.0,2016-07-01 00:00:00,14328866.0,33.0,50744.0,,15.0,,2017-06-30,15.0,2288236.0,64595.0,2016,2016,5883686.0,1055021.8395,716036.0,0.014577985445603302,-266305.0,-0.01858521113952772,2.597254775992854,4.195394888430582,2.1446685152794314,0.755137505235403,0.781352199964444,0.43862870014140937,0.5613712998585906,,5883686.0,1.3671385814809907,5.077461691895936,govt
ACADIA VERMILION HOSPITAL (194044),Psychiatric,Proprietary-Corporation,,127.24,676953.0,12357399.0,,,,8270641.0,,,10779312.0,-67947.0,,,125904.0,6064167.0,,22349040.0,LA,,,,,18603.0,19764.0,,2277930.0,,,2875.0,1.0,,,2015-12-01 00:00:00,11248026.0,2088.0,,,54.0,,2016-11-30,54.0,1466314.0,32338.0,2015,2016,-4086758.0,,0.0,0.011193430740647293,103531.0,0.009204370615786273,2.166049932565481,3.550961440454507,,0.0,-3.023765782069797,1.494128326933789,-0.49412832693378905,,-4086758.0,1.3599944671761233,4.937827764681092,for-profit
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,,62.01,3031084.0,5409029.0,,,,2233336.0,,228286.0,8584067.0,52717.0,,,-412869.0,3127733.0,,15289103.0,TX,223721.0,122321.0,,,6207.0,54534.0,,1603935.0,,,4973.0,1.0,,2692181.0,2016-01-01 00:00:00,9670574.0,542.0,357339.0,,149.0,,2016-12-31,149.0,2068030.0,37827.0,2016,2016,-3175693.0,,410056.0,-0.04269332926876936,-580629.0,-0.060040800060058484,0.6822740643281413,0.41034263649572233,,0.017392127700848938,-1.7032594145592788,2.4219503917010248,-1.4219503917010248,,-3175693.0,4.330102590922279,6.029280488299089,for-profit
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,65.94,184389.0,4031444.0,,,,3516770.0,,,6279978.0,33471.0,,,462109.0,3431133.0,,23181600.0,OH,,91523.0,,,11888.0,19032.0,,2072464.0,,,6342.0,1.0,,,2016-01-01 00:00:00,6888071.0,793.0,,,52.0,,2016-12-31,52.0,2105935.0,,2016,2016,-514674.0,,33471.0,0.06708830382265224,462109.0,0.06708830382265224,11.421153105662485,13.927316705443383,,0.18152384361323073,-7.833004970136436,1.1463484959209729,-0.14634849592097293,,-514674.0,1.9586356230290864,3.323614306448749,for-profit
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,,136.23,15991277.0,15991277.0,,,,15134466.0,,1500.0,20809340.0,4901934.0,,,7617099.0,13034467.0,,129732745.0,NJ,1470.0,427467.0,,,11613.0,18250.0,234657.0,6411001.0,20383.0,,8841.0,1.0,,,2016-09-01 00:00:00,30008795.0,336.0,,,50.0,,2017-08-31,50.0,14013794.0,174647.0,2016,2016,-856811.0,,4901934.0,0.25382888583163704,7173546.0,0.2390481190597623,0.8763398945562634,1.1837725029714639,0.8507444402345103,0.3065379956835217,-18.663715801967996,1.0566132296970372,-0.056613229697037214,372.909434332532,-856811.0,1.982811616875019,4.680828313706393,for-profit
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,,225.0,,,,,,,,1617994.0,11895926.0,,43859.0,,-27875345.0,9886670.0,,154647.0,NM,1546992.0,540457.0,,61706.0,27.0,2196.0,,,,,9.0,2.0,,6109600.0,2015-10-01 00:00:00,,13.0,,,6.0,,2016-09-30,6.0,,,2015,2016,,,0.0,,,,,,,,,,,,,,,govt
ACUITY HOSPITAL OF SOUTH TEXAS (452040),General Long Term,Proprietary-Partnership,,105.63,4200711.0,10475738.0,,,,8046068.0,,958.0,15242418.0,25384.0,,,-3513910.0,6619818.0,,43471451.0,TX,939.0,600815.0,,,7470.0,10950.0,156375.0,7414424.0,232799.0,,4876.0,1.0,,,2016-09-01 00:00:00,11870789.0,294.0,,,30.0,,2017-08-31,30.0,2160004.0,81527.0,2016,2016,-2429670.0,,25384.0,-0.29601317991584214,-3535775.0,-0.29785509623665285,0.5141996200167067,0.9345794081049613,0.45756587396752596,0.00604278656636936,-4.3115888165882605,1.301969856580879,-0.301969856580879,-12.607270649788015,-2429670.0,1.4753528058674126,1.6010399459216251,for-profit
ACUITY SPECIALTY HOSP OF NEW JERSEY (312023),General Long Term,Proprietary-Partnership,,108.48,4063007.0,4063007.0,,,,10728562.0,,4986.0,19521854.0,3781844.0,,,5628200.0,8912907.0,,141427231.0,NJ,4957.0,408110.0,,,9513.0,10950.0,189611.0,2614321.0,4551.0,,7544.0,1.0,,,2016-09-01 00:00:00,25364938.0,339.0,,,30.0,,2017-08-31,30.0,6955835.0,328819.0,2016,2016,6665555.0,,3781844.0,0.22188897130361604,5618136.0,0.22149220313489432,1.7119918818746804,2.959474349908824,1.5843942675954041,0.9307992824034023,0.609552692911543,0.37870937409878414,0.6212906259012159,1324.1586464513293,6665555.0,2.36424396857659,9.702304345946805,for-profit
ACUITY SPECIALTY HOSPITAL (362035),General Long Term,Proprietary-Partnership,,156.11,4537482.0,9625494.0,,,,9704287.0,,989.0,24531803.0,1770534.0,,,600598.0,10695247.0,,112911534.0,OH,970.0,743184.0,,,16682.0,26280.0,356777.0,18459431.0,289509.0,,10470.0,1.0,,,2016-09-01 00:00:00,25887583.0,611.0,,,72.0,,2017-08-31,72.0,6733490.0,35665.0,2016,2016,78793.0,,1770534.0,0.023200234645312387,504512.0,0.019488571026503324,1.4839706251176312,4.590775897292816,1.3974816869796949,0.39020187848679067,122.16179102204511,0.9918805987498103,0.008119401250189735,4.309696762449526,78793.0,2.6676440010481963,1.4024041694459597,for-profit
ACUTE CARE SPECIALTY HOSPITAL (362032),General Long Term,Voluntary Nonprofit-Other,,48.74,357961.0,357961.0,,,,3159795.0,,,6426477.0,1871158.0,,,178867.0,3141591.0,,14285812.0,OH,,,,,4444.0,10980.0,,2643385.0,,,2228.0,1.0,,,2015-10-01 00:00:00,6776798.0,159.0,,,30.0,,2016-09-30,30.0,3159795.0,-4946.0,2015,2016,2801834.0,,1871158.0,0.026394028566293404,177926.0,0.0262551724280405,8.827204639611578,13.111512147971427,,5.227267774981073,0.12775953179239027,0.11328614672787317,0.8867138532721268,,2801834.0,2.14469546283857,2.563681794365936,non-profit
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,184.55,744954.0,744954.0,,,,10231422.0,,520881.0,14249724.0,81511.0,4205412.0,639932.0,771018.0,12338033.0,0.518472,27484061.0,OK,508488.0,848400.0,8055383.0,4297339.0,5523.0,10950.0,350594.0,7109619.0,5943.0,27210.0,3562.0,2.0,305277.0,5970876.0,2016-07-01 00:00:00,18081805.0,1423.0,447046.0,,30.0,,2017-06-30,30.0,3452595.0,50000.0,2016,2016,9486468.0,4176490.5347760003,528557.0,0.042640543905876654,-2143376.0,-0.11853772341865207,4.634641870504756,10.68810691666868,4.096898600450498,0.10941749423454335,0.07852806755896927,0.0728104069991444,0.9271895930008556,-217.89937741881204,9486468.0,1.7672817131382128,2.5432874813685515,non-profit
ADAIR COUNTY MEMORIAL HOSPITAL (161310),Critical Access Hospitals,Governmental-County,,64.69,3032521.0,14801522.0,1659495.0,,,21386849.0,,2608896.0,12196488.0,3658195.0,,289511.0,77671.0,4431933.0,0.823896,14803426.0,IA,2684093.0,1088085.0,2211339.0,,347.0,9125.0,232670.0,1573598.0,357168.0,44060.0,275.0,2.0,282587.0,,2016-07-01 00:00:00,11364287.0,68.0,2616786.0,,25.0,,2017-06-30,25.0,9735302.0,200028.0,2016,2016,6585327.0,1821913.356744,6274981.0,0.006834656674897422,-1955083.0,-0.17203745382354388,3.2102999451611383,1.8463103800435348,3.0676140412547843,1.2063214071724482,2.2476517870714696,0.6920852155453101,0.3079147844546899,-2.4274235093849392,6585327.0,0.5313679916101712,7.221848909314831,govt
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Governmental-County,,181.63,37920506.0,38026246.0,3864466.0,,,28872693.0,,2386343.0,20725959.0,213931.0,,2831858.0,1211186.0,7929472.0,0.356958,58062817.0,OH,3238209.0,1636931.0,16437243.0,,4312.0,9150.0,287834.0,2181431.0,1746204.0,203456.0,2818.0,2.0,1205418.0,,2016-01-01 00:00:00,23142256.0,813.0,146514.0,,25.0,,2016-12-31,25.0,3868576.0,145737.0,2016,2016,-9153553.0,5867405.386794,360445.0,0.05233655698908525,-241346.0,-0.010428801755541898,0.10201804796592114,0.11201329961156109,0.09058436614743484,0.005641565014981604,-4.154260755359148,1.317031494083354,-0.3170314940833541,0.7992107451363071,-9153553.0,0.801527450175846,10.60874994441722,govt
