Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
LIFECARE HOSPITAL OF SAN ANTONIO (452059),General Long Term,Proprietary-Corporation,,1505840.0,155.0,,4805.0,183.97,1.0,2013-05-31 00:00:00,2985122.0,,7280684.0,,,62.0,,3039915.0,6412331.0,8841905.0,6232.0,300034.0,,6107.0,,,33712.0,1505840.0,,5766.0,62.0,,100492.0,1479282.0,500.0,TX,,1303668.0,38721536.0,,,,,3190.0,2013-08-31,,2013,2013,1479282.0,,500.0,0.1673035392259926,2013422.0,0.2277135979180957,0.8657413802263189,5.817660574828667,0.6441069436327896,0.00033204058864155556,1.017953304373338,0.5044483944039808,0.4955516055960192,,1479282.0,2.9619911682001607,1.2144332867626173,for-profit
LIFECARE HOSPITAL OF SAN ANTONIO (452059),General Long Term,Proprietary-Corporation,,2056874.0,710.0,,19427.0,178.15,1.0,2013-09-01 00:00:00,10896509.0,,6064705.0,,,62.0,,12224345.0,25553697.0,34706528.0,51794.0,293493.0,,51187.0,,,57342.0,1854157.0,,22630.0,62.0,,388579.0,7360353.0,500.0,TX,,-11265045.0,169523720.0,,,,,13514.0,2014-08-31,,2013,2013,8839635.0,,500.0,0.21207402250089666,7142517.0,0.20579750875685404,0.0,7.240788671078016,-0.18921536849360654,0.00026966432723873977,0.23268766187744178,0.18876449328863032,0.8112355067113697,,8839635.0,3.185105247928488,5.7227067103841,for-profit
LIFECARE HOSPITALS  LLC (192011),General Long Term,Proprietary-Corporation,,2711329.0,477.0,,14199.0,255.58,1.0,2013-01-01 00:00:00,72590787.0,,6064835.0,,,119.0,,6234886.0,15847012.0,19154740.0,25991.0,466964.0,,25709.0,,,412159.0,2654431.0,,17850.0,119.0,,98193.0,2939521.0,500.0,LA,,71572641.0,100469070.0,,,,,11640.0,2013-05-30,,2013,2013,69879458.0,,500.0,0.1534618063205243,2234768.0,0.11666918997595373,26.963458835434036,3.3923865415978036,26.632268083065636,0.00018836428598068664,0.03880008628572935,0.03735086933277084,0.9626491306672291,,69879458.0,0.26387287962589523,3.1583282974722313,for-profit
LIFECARE HOSPITALS  LLC (192011),General Long Term,Proprietary-Corporation,,2066661.0,294.0,,7300.0,240.44,1.0,2013-05-31 00:00:00,2705754.0,,5087089.0,,,119.0,,3593573.0,8772755.0,10653956.0,9727.0,466964.0,,9532.0,,,277828.0,2017499.0,,11067.0,119.0,,57602.0,639093.0,500.0,LA,,674364.0,50014042.0,,,,,6707.0,2013-08-31,,2013,2013,639093.0,,500.0,0.059986450103604705,1459199.0,0.1369631149218187,0.33425741474964793,2.8385054961613365,-0.03490856748875712,0.00024783159743821436,3.2337406292980835,0.7638022525329353,0.23619774746706462,,639093.0,3.937518340543893,2.094312877168062,for-profit
LIFECARE HOSPITALS  LLC (192011),General Long Term,Proprietary-Corporation,,2577652.0,1168.0,,30746.0,249.27,1.0,2013-09-01 00:00:00,6468715.0,,5643908.0,,,119.0,,14811347.0,35914240.0,41527936.0,1031.0,464093.0,,1902.0,,,234381.0,2333508.0,,43435.0,119.0,,305485.0,3251970.0,500.0,LA,,-8415537.0,228371161.0,,,,,26978.0,2014-08-31,,2013,2013,3891063.0,,500.0,0.07830800933617313,3166860.0,0.07625854557279226,0.0,3.8129785713183755,-0.2993235934910015,0.00021426967467006757,0.6624544501078498,0.3984797598904883,0.6015202401095117,,3891063.0,6.419812281109927,7.35801079677415,for-profit
LIFECARE HOSPITALS OF CHESTER COUNTY (392048),General Long Term,Proprietary-Corporation,,745010.0,44.0,,1242.0,64.38,1.0,2013-04-01 00:00:00,1662666.0,,2131999.0,,,39.0,,863185.0,2057012.0,1898853.0,,169252.0,,,,,114942.0,745010.0,,2340.0,39.0,,47243.0,-177823.0,500.0,PA,,90408.0,7513598.0,,,,,924.0,2013-05-30,,2013,2013,917656.0,,500.0,-0.09364758620072222,-367565.0,-0.19357211959008938,0.1213513912564932,2.6236922994322223,-0.26011194480611,0.0006711319311150186,0.811861961344992,0.4480815750126604,0.5519184249873396,,917656.0,1.1420531844639874,0.8906444139983181,for-profit
LIFECARE HOSPITALS OF CHESTER COUNTY (392048),General Long Term,Proprietary-Corporation,,754982.0,279.0,,6946.0,69.34,1.0,2013-05-31 00:00:00,922799.0,,1694475.0,,,39.0,,5063311.0,11256383.0,12142589.0,24508.0,132986.0,,24020.0,,,25048.0,754982.0,,11895.0,39.0,,233376.0,167817.0,500.0,PA,,-3187610.0,44654984.0,,,,,5588.0,2014-03-31,,2013,2013,167817.0,,500.0,0.013820528719204776,-42840.0,-0.003528077908261574,0.0,2.467332996018448,-0.20932154673886263,0.0006622674447867631,4.498840999421989,0.8181434960375986,0.18185650396240136,,167817.0,13.158433201596447,7.16598887561044,for-profit
LIFECARE HOSPITALS OF PITTSBURGH (392024),General Long Term,Proprietary-Corporation,,2874983.0,868.0,,21573.0,352.74,1.0,2013-05-31 00:00:00,2730466.0,,6893311.0,,,196.0,,13551055.0,27323466.0,29703725.0,21424.0,613208.0,,22321.0,,,176336.0,2434952.0,,42140.0,196.0,,628132.0,-144517.0,34214.0,PA,,-31809281.0,118394678.0,,,,,13673.0,2013-12-31,,2013,2013,-144517.0,,34214.0,-0.004865282047958631,232664.0,0.007832822314373029,0.0,3.035413839780004,-0.3242544411553082,0.01405120100930121,-19.89373568507511,1.052927595509338,-0.05292759550933797,,-144517.0,10.878628409949071,4.3090649761776305,for-profit
LIFECARE HOSPITALS OF SOUTH TEXAS (452063),General Long Term,Proprietary-Corporation,,1486728.0,345.0,,8931.0,186.5,1.0,2013-01-01 00:00:00,32806498.0,,3648798.0,,,94.0,,4427478.0,9961077.0,12853537.0,12184.0,238078.0,,12184.0,,,356473.0,1487293.0,,14100.0,94.0,,219929.0,2208914.0,2000.0,TX,,30576746.0,52500169.0,,,,,8032.0,2013-05-30,,2013,2013,31319770.0,,2000.0,0.17185261924402598,2253197.0,0.17529781880271555,20.558656565989352,3.940109985053382,20.158902785127072,0.0013447249465976105,0.04746931411054423,0.04531809521394207,0.954681904786058,,31319770.0,0.3917985089417347,3.5226770569376544,for-profit
LIFECARE HOSPITALS OF SOUTH TEXAS (452063),General Long Term,Proprietary-Corporation,,1448856.0,199.0,,5618.0,183.67,1.0,2013-05-31 00:00:00,2297202.0,,4000927.0,,,94.0,,2689395.0,6260542.0,7404668.0,,238078.0,,,,,557636.0,1448856.0,,8742.0,94.0,,130191.0,848346.0,2000.0,TX,,28599.0,32366762.0,,,,,5076.0,2013-08-31,,2013,2013,848346.0,,2000.0,0.11456907993714235,858317.0,0.11591566293046494,0.019739021683314283,3.3483506987581926,-0.5294625552849973,0.0013803994323797533,1.7078597647657914,0.6307046572308399,0.36929534276916004,,848346.0,3.2233421353455203,1.850738091447307,for-profit
LIFECARE HOSPITALS OF SOUTH TEXAS (452063),General Long Term,Proprietary-Corporation,,1718925.0,750.0,,20652.0,178.24,1.0,2013-09-01 00:00:00,6009224.0,,4663996.0,,,94.0,,10257172.0,23525117.0,28035841.0,10479.0,206917.0,,10383.0,,,583160.0,1533861.0,,34310.0,94.0,,462645.0,3441952.0,2000.0,TX,,-12026458.0,125041043.0,,,,,17404.0,2014-08-31,,2013,2013,4290299.0,,2000.0,0.12276970753258303,3240306.0,0.11557727125075364,0.0,5.2859750655372295,-0.5150903504294065,0.0013038991147176961,0.40065389381952166,0.28604774926013743,0.7139522507398626,,4290299.0,4.665467787521317,6.011120292555997,for-profit
LIFECARE HOSPITALS OF WISCONSIN (522007),General Long Term,Proprietary-Corporation,,1709229.0,142.0,,5266.0,104.69,1.0,2013-01-01 00:00:00,-7462432.0,,3748496.0,,,62.0,,3119854.0,8810680.0,9669676.0,47494.0,191683.0,,47019.0,,,159808.0,1435558.0,,9300.0,62.0,,124385.0,462084.0,500.0,WI,,-9244686.0,23152773.0,,,,,3047.0,2013-05-30,,2013,2013,-1709229.0,,500.0,0.04778691654198135,284240.0,0.029394986967505428,0.0,2.9334119554904783,-0.2448462549057579,0.00034829662054755014,-1.0,inf,-inf,,-1709229.0,inf,2.579614864201536,for-profit
LIFECARE HOSPITALS OF WISCONSIN (522007),General Long Term,Proprietary-Corporation,,1801218.0,189.0,,6017.0,108.61,1.0,2013-05-31 00:00:00,1338253.0,,2788494.0,,,62.0,,3935476.0,10744761.0,10915782.0,24763.0,185885.0,,24310.0,,,83103.0,1544206.0,,13330.0,62.0,,158064.0,-462965.0,500.0,WI,,-5854689.0,26443107.0,,,,,2875.0,2013-12-31,,2013,2013,-462965.0,,500.0,-0.04241244466040087,-353238.0,-0.03236030180888552,0.0,1.5062944969777348,-0.17419178529289486,0.00032379099679705946,-3.8906137612994502,1.3459472909830952,-0.3459472909830951,,-462965.0,8.15674016796525,3.914579697858414,for-profit
LIFECARE MEDICAL CENTER (241344),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,10766478.0,718.0,,3490.0,274.8,2.0,2012-10-01 00:00:00,60958197.0,,5812017.0,2543030.0,170628.0,25.0,0.604665,15926537.0,28772196.0,37603559.0,3072900.0,780947.0,,3069174.0,500000.0,361601.0,162034.0,5600478.0,695915.0,9125.0,25.0,,1862601.0,3956075.0,4934503.0,MN,,13175143.0,47583697.0,,5048773.0,,775574.0,1559.0,2013-09-30,,2012,2013,50191719.0,3052816.326045,5434503.0,0.10520480255605594,2077100.0,0.05523679287909956,2.35250330418225,2.6476304344022066,2.18412821191334,0.8810860430127572,0.21450705842531514,0.17662067662532735,0.8233793233746727,23.089416742855803,50191719.0,0.6168745279654515,6.469967138774715,non-profit
LIFECARE SPEC HOSP OF NORTH TEXAS (452044),General Long Term,Proprietary-Corporation,,6806829.0,695.0,,18154.0,408.07,1.0,2013-01-01 00:00:00,107303136.0,,9781770.0,,,206.0,,11380830.0,25186233.0,30114633.0,175613.0,724335.0,,174658.0,,,241649.0,6720568.0,,30900.0,206.0,,479755.0,3576032.0,2500.0,TX,,99557809.0,110132812.0,,,,,13716.0,2013-05-30,,2013,2013,100496307.0,,2500.0,0.11874732127733385,2807709.0,0.09323404339677657,14.81389802171483,1.9879725939831276,14.670162551736698,0.00037199236731181055,0.06773213069411596,0.06343550853909806,0.9365644914609019,,100496307.0,0.28065007345172094,3.0786486494775485,for-profit
LIFECARE SPEC HOSP OF NORTH TEXAS (452044),General Long Term,Proprietary-Corporation,,3853666.0,835.0,,22606.0,414.16,1.0,2013-05-31 00:00:00,6405767.0,,10451165.0,,,206.0,,14772028.0,32710731.0,38748598.0,242889.0,695617.0,,238262.0,,,768830.0,3645063.0,,44290.0,206.0,,673853.0,2552101.0,2500.0,TX,,-42836080.0,134308171.0,,,,,16687.0,2013-12-31,,2013,2013,2552101.0,,2500.0,0.06586305393552562,3247173.0,0.08380104487909472,0.0,3.5680497154644515,-0.40176178024906567,0.0006858592018848508,1.5099974491605153,0.601593220608867,0.398406779391133,,2552101.0,6.049017705451978,3.7075864748092675,for-profit
LIFECARE SPECIALTY HOSPITAL OF N. LA (192022),General Long Term,Proprietary-Corporation,,719437.0,593.0,,15348.0,142.14,1.0,2013-05-31 00:00:00,-120499.0,,1823102.0,,,55.0,,8583529.0,17070658.0,17725995.0,54278.0,270469.0,,53260.0,,,78619.0,719437.0,,23130.0,55.0,,304208.0,-839936.0,1500.0,LA,,-4784237.0,42376576.0,,,,,14037.0,2014-05-31,,2013,2013,-719437.0,,1500.0,-0.047384420451433054,-1381399.0,-0.0779306887991337,0.0,1.3740049510937025,-0.4852238625480758,0.002084963659083422,-1.0,inf,-inf,,-719437.0,inf,9.722985877915772,for-profit
LIFESTREAM BEHAVIORAL CENTER (104018),Psychiatric,Voluntary Nonprofit-Other,,11729469.0,2437.0,,16368.0,524.15,1.0,2013-07-01 00:00:00,32765995.0,,3804421.0,,,46.0,,18209407.0,21465754.0,7876973.0,,169538.0,,,,,369394.0,3609640.0,,22630.0,62.0,,1125600.0,837811.0,3683748.0,FL,,9488054.0,46398788.0,,,,,3183.0,2014-06-30,,2013,2013,21036526.0,,3683748.0,0.10636205049833229,-27097145.0,-3.440045433696421,2.6285319311621103,2.306595671590519,2.479228399507984,1.0205305792267374,0.5575763317574394,0.3579768903706419,0.6420231096293582,,21036526.0,0.24040084850162494,2.070478792962188,non-profit
LIGHTHOUSE CARE CENTER OF CONWAY (424002),Psychiatric,Proprietary-Corporation,,9180590.0,2139.0,,21296.0,146.67,1.0,2013-01-01 00:00:00,16545917.0,,1712402.0,,,72.0,,7034736.0,11300648.0,17195294.0,,24434.0,,,,,25671.0,9180590.0,,26280.0,72.0,,278892.0,3736702.0,-40275.0,SC,,1722232.0,31944950.0,,,,,13292.0,2013-12-31,,2013,2013,7365327.0,,0.0,0.2173095731890365,3722714.0,0.21649609480361312,0.1875949149237685,0.5935461664228552,0.18213720468945896,0.0,1.2464606119999833,0.5548553156648858,0.4451446843351142,,7365327.0,1.0392469634653674,10.041622235900215,for-profit
LILLIAN M. HUDSPETH MEMORIAL HOSP. (451324),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1005760.0,233.0,,954.0,75.61,2.0,2013-01-01 00:00:00,25823588.0,,2152141.0,256197.0,,12.0,0.618229,4515269.0,8505053.0,8257444.0,810264.0,93035.0,,665771.0,,370561.0,94477.0,986921.0,1261640.0,4380.0,12.0,,1023041.0,1896715.0,11737266.0,TX,,13990015.0,13757121.0,,1481249.0,,1129501.0,650.0,2013-12-31,,2013,2013,24817828.0,915751.088021,11737266.0,0.22969759165184772,-849576.0,-0.1028860746739548,14.17541525613499,16.0050500495987,13.985418285759447,11.892812089316166,0.040525705956218246,0.03894733760467368,0.9610526623953263,,24817828.0,0.31976362076408593,3.8368508383047395,govt
LIMA MEMORIAL HOSPITAL (360009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,77884558.0,5577.0,25012018.0,24373.0,1006.72,1.0,2013-01-01 00:00:00,256259981.0,53322315.0,57848781.0,14135191.0,,147.0,0.289625,55933453.0,136094901.0,158373471.0,11693083.0,3385056.0,,11603855.0,2424608.0,20261400.0,3083356.0,51326147.0,6278670.0,63145.0,173.0,,14588161.0,20415598.0,18274477.0,OH,-33882.0,51797655.0,469900961.0,22515878.0,120582329.0,,21954669.0,11050.0,2013-12-31,10.0,2013,2013,178375423.0,34923657.036625005,20699085.0,0.1289079406487214,10090961.0,0.06371623313098947,1.0091865068305244,1.8808903773743235,0.883160838081222,0.35604614934372536,0.4366327865694816,0.30392790047073326,0.6960720995292667,,178375423.0,0.618018741677812,2.737714922635967,non-profit
LIMESTONE MEDICAL CENTER (451303),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,24249745.0,305.0,,2626.0,148.09,2.0,2012-10-01 00:00:00,38189385.0,,5290433.0,254024.0,1178651.0,12.0,0.581925,6933549.0,16320376.0,12722036.0,2122784.0,219198.0,,2248621.0,4878.0,493921.0,16811.0,24249745.0,3983041.0,4380.0,12.0,,-34495.0,2286409.0,15823741.0,TX,,16959343.0,28045495.0,,3447353.0,,2696225.0,1763.0,2013-09-30,,2012,2013,13939640.0,2006100.8945250001,15828619.0,0.17972036865797267,-4785066.0,-0.37612423042978343,0.6993617046282342,0.9649826420855148,0.689629272390287,0.6525322637413301,1.7396249114037379,0.6349865283245593,0.3650134716754407,-4.059781903209687,13939640.0,0.3331301616928369,2.4047249062600358,govt
LINCOLN COMMUNITY HOSPITAL (061306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4428668.0,138.0,,1051.0,103.93,2.0,2013-01-01 00:00:00,10613075.0,,3345616.0,779198.0,160835.0,25.0,0.852251,6938100.0,12308140.0,11460945.0,3166467.0,333218.0,,2818290.0,49737.0,,268340.0,1242950.0,836187.0,9125.0,25.0,,391286.0,-569893.0,2029034.0,CO,,5579141.0,14441914.0,,862697.0,,550239.0,937.0,2013-12-31,,2013,2013,6184407.0,735234.380947,2078771.0,-0.04972478272952187,-1908091.0,-0.16648635867286685,4.488628665674404,3.8656076270163724,4.004652640894646,1.6324341284846535,0.7161022875758338,0.4172841518598521,0.5827158481401479,-9.430814188454006,6184407.0,1.0798891932828139,3.425660625726324,non-profit
LINCOLN COUNTY HOSPITAL (171360),General Short Term (Critical Access Hospitals),Governmental-County,,7514177.0,162.0,,2393.0,52.91,2.0,2013-04-01 00:00:00,9262286.0,,858087.0,102417.0,324223.0,9.0,0.895841,2850719.0,6944730.0,6490582.0,764451.0,127245.0,,852295.0,167660.0,25017.0,65803.0,1567250.0,229019.0,3285.0,9.0,,650182.0,168651.0,231012.0,KS,,2237455.0,7752193.0,,308137.0,,192486.0,2299.0,2014-03-31,,2013,2013,1748109.0,276041.758217,398672.0,0.025983956446432692,-962281.0,-0.1482580452723654,1.4276312011485086,0.8025203381719572,1.3044549369915457,0.14739958526080715,4.298460221874037,0.8112659229049934,0.18873407709500656,-0.9626059841528825,1748109.0,0.7007537879957496,7.564013905349924,govt
LINCOLN COUNTY MEDICAL CENTER (261319),General Short Term (Critical Access Hospitals),Governmental-County,,11686076.0,772.0,,3881.0,263.85,2.0,2013-01-01 00:00:00,22988512.0,,8789948.0,,310888.0,21.0,0.433634,16376071.0,31542902.0,33847252.0,2439771.0,234399.0,,3021176.0,2513896.0,,95842.0,5178441.0,,9125.0,25.0,,1698222.0,-834852.0,1565532.0,MO,,11814089.0,72740820.0,,,,-142320.0,2499.0,2013-12-31,4.0,2013,2013,11302436.0,,4079428.0,-0.024665281541910698,-3139615.0,-0.09275834268613593,2.2813987839197165,1.8995440905863368,2.2176265018757575,0.30231724181080755,1.0339431251811557,0.5083441677303864,0.4916558322696136,-4.636373870976043,11302436.0,1.4723550615194232,3.850677159864882,govt
LINCOLN COUNTY MEDICAL CENTER (321306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3899623.0,1381.0,,4087.0,213.0,2.0,2013-01-01 00:00:00,33968543.0,,13815926.0,3679425.0,,21.0,0.380851,15421572.0,25287085.0,30731098.0,2576010.0,818362.0,,3768979.0,,1021342.0,135018.0,3899623.0,3903829.0,9125.0,25.0,,1315504.0,-331714.0,447365.0,NM,,6465015.0,66396300.0,,11057183.0,,2469273.0,1186.0,2013-12-31,4.0,2013,2013,30068920.0,4211139.202733,447365.0,-0.010794082268066049,-3456106.0,-0.112462821862076,1.6578564132994396,3.5725445767449826,1.4133763699721742,0.11472006396515766,0.12968949333730642,0.11480100868618356,0.8851989913138164,,30068920.0,0.9046928506765803,2.2243241603928685,non-profit
LINCOLN HOSPITAL (501305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,4443797.0,584.0,,5080.0,136.94,2.0,2013-01-01 00:00:00,12341163.0,,837973.0,260095.0,99577.0,25.0,0.802295,10325802.0,17987346.0,17796521.0,1948427.0,255923.0,-20554.0,1922511.0,3321851.0,286617.0,116898.0,2144469.0,356715.0,9125.0,25.0,,676689.0,-188749.0,5804343.0,WA,,8844183.0,22419872.0,,981451.0,,536201.0,2677.0,2013-12-31,,2013,2013,7897366.0,787413.230045,9126194.0,-0.010605949331332793,-1657861.0,-0.09315646580587296,4.1241831894049295,3.009400928621491,3.950330827817982,2.7066574522644067,0.5626935613722347,0.3600792729177955,0.6399207270822045,-9.85339988149874,7897366.0,1.4420456969898219,21.237582833814454,govt
LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),General Short Term (Acute Care Hospitals),Governmental-City,,671375000.0,21938.0,61980701.0,84803.0,3062.1,1.0,2013-07-01 00:00:00,774909000.0,182310776.0,75506000.0,208519000.0,,229.0,1.0,208259432.0,466856589.0,489564756.0,8386579.0,1620000.0,,7586462.0,,28254799.0,,671366000.0,36691809.0,104755.0,287.0,,18704944.0,-4296887.0,114000.0,NY,2923.0,670691000.0,466856589.0,54693806.0,318976738.0,274.96,64838713.0,8432.0,2014-06-30,38.0,2013,2013,103534000.0,318976738.0,114000.0,-0.008776953298492754,-66702192.0,-0.13624794510330315,0.9989945871551434,0.10623581325238395,,0.00016980305824244898,6.484584774083876,0.866392053776637,0.133607946223363,,103534000.0,0.6317706414559645,6.483786136201097,govt
LINCOLN MEDICAL CENTER (440102),General Short Term (Acute Care Hospitals),Governmental-County,,18327171.0,1263.0,3537951.0,4688.0,259.17,2.0,2013-07-01 00:00:00,20854770.0,9734994.0,6205567.0,2454003.0,408773.0,42.0,0.290664,12776440.0,22617207.0,29604945.0,1823415.0,642496.0,,1905478.0,,278366.0,99227.0,6225389.0,8587959.0,17885.0,49.0,,2148260.0,-1081585.0,990595.0,TN,-8220.0,6317073.0,77812328.0,3305277.0,13450305.0,,2710524.0,2049.0,2014-06-30,7.0,2013,2013,2527599.0,3909519.45252,990595.0,-0.036533930395749765,870931.0,0.02941842992783807,1.0147274330969518,1.8659214709313747,0.8955825892968294,0.15912178339377667,7.250822222987112,0.8787999579952213,0.12120004200477877,7.38598439720823,2527599.0,1.4195766723871805,4.770707495382775,govt
LINCOLN REGIONAL CENTER (284003),Psychiatric,Voluntary Nonprofit-Other,,,53.0,,79785.0,482.23,1.0,2013-07-01 00:00:00,15173598.0,10548345.0,,,,200.0,,21180049.0,17427497.0,7807405.0,,,,,,,,,,79785.0,200.0,,4131083.0,-3454124.0,6273000.0,NE,,6273000.0,17427497.0,,,,,256.0,2014-06-30,,2013,2013,,,6273000.0,-0.4424163982783012,-31373934.0,-4.018484246686319,,,,,,,,,,0.5145388061552705,inf,non-profit
LINCOLN SURGICAL HOSPITAL (280127),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,3654796.0,958.0,4803211.0,2497.0,156.43,1.0,2013-01-01 00:00:00,13146171.0,9392872.0,10418907.0,238284.0,,21.0,0.33784,9217267.0,31666351.0,41436366.0,6081265.0,1868913.0,,5877867.0,,113650.0,61122.0,2554796.0,386003.0,7665.0,21.0,,,8939948.0,3891679.0,NE,25575.0,11587425.0,93731892.0,4304811.0,2258057.0,,244057.0,1025.0,2013-12-31,,2013,2013,9491375.0,762861.97688,3891679.0,0.2157512557930394,8189412.0,0.19763827744933038,4.535557829274823,9.100739941662662,3.780102207769231,1.5232836594389532,0.38506496687782327,0.27801220598758375,0.7219877940124162,,9491375.0,3.151972235870049,3.977035786959227,for-profit
LINCOLN TRAIL BEHAVIORAL HEALTH (184012),Psychiatric,Proprietary-Corporation,,6249632.0,2171.0,,27891.0,174.38,1.0,2013-05-01 00:00:00,48102034.0,,2416481.0,,,111.0,,7542807.0,12946406.0,21883438.0,25350.0,27258.0,,24843.0,,,23103.0,6249632.0,,40515.0,111.0,,802692.0,4606993.0,-34088.0,KY,,2432754.0,36367153.0,,,,,12735.0,2014-04-30,,2013,2013,41852402.0,,0.0,0.2105241872872078,4592533.0,0.20986341360073313,0.3892635598384033,1.1238220106399865,0.38120532536955776,0.0,0.1493255273616076,0.12992448510597285,0.8700755148940271,,41852402.0,0.45493789306290044,9.055911467956918,for-profit
LINDEN OAKS HOSPITAL (144035),Psychiatric,Voluntary Nonprofit-Other,,8019346.0,4873.0,,34672.0,368.85,1.0,2013-07-01 00:00:00,53570228.0,22241530.0,6759057.0,,,110.0,0.312473,22241530.0,35767802.0,42455301.0,11175.0,149596.0,,10951.0,,,374256.0,8019346.0,,40150.0,110.0,,1416061.0,8222779.0,31211703.0,IL,,38494612.0,114466850.0,,,,-9198.0,6739.0,2014-06-30,,2013,2013,45550882.0,,31211703.0,0.19368085507154925,2110743.0,0.04971683041418079,4.800218371922099,5.76026261991938,4.734894840551836,3.892050922855804,0.17605248565768716,0.14969781349446562,0.8503021865055344,,45550882.0,0.7925167128278789,6.281246185673534,non-profit
LINDNER CENTER OF HOPE (364044),Psychiatric,Proprietary-Partnership,,4096723.0,1314.0,,9648.0,213.27,1.0,2013-07-01 00:00:00,57993558.0,,4962450.0,,,48.0,,5087140.0,14228333.0,19092007.0,91877.0,78550.0,,90117.0,4615627.0,,347471.0,4096723.0,,12656.0,48.0,,1580430.0,-674327.0,10398761.0,OH,,21511931.0,26623870.0,,,,,2134.0,2014-06-30,,2013,2013,53896835.0,,15014388.0,-0.03531985924790411,-10686983.0,-0.5597621559640116,5.251009404345864,3.585032231859464,5.147018726919052,2.5383119630006714,0.07601045590153856,0.07064100119533966,0.9293589988046603,,53896835.0,0.3292090993968675,3.847294582313172,for-profit
LINDSAY MUNICIPAL HOSPITAL (370214),General Short Term (Acute Care Hospitals),Governmental-City-County,,753743.0,1043.0,557154.0,6198.0,95.05,2.0,2013-07-01 00:00:00,3762511.0,4538494.0,3848701.0,2223519.0,52.0,26.0,0.771751,4688797.0,8500179.0,10515479.0,126354.0,200361.0,,123548.0,,3924.0,107388.0,753743.0,622530.0,9490.0,26.0,,297586.0,206180.0,907067.0,OK,,2225000.0,11014141.0,153225.0,3613751.0,,483851.0,108.0,2014-06-30,,2013,2013,3008768.0,2788915.948001,907067.0,0.019607285602491337,270463.0,0.025720464089177487,2.951934545329111,6.583076725090647,2.543640206277206,1.2034168144845125,0.2505154933846677,0.20032977976675684,0.7996702202332432,10924.01923076923,3008768.0,2.7948035234980044,2.732215103225738,govt
