Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
BAPTIST HOSPITAL (100008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,924964.0,714140919.0,30896.0,92887713.0,181762.0,4495.31,1.0,2016-10-01 00:00:00,955280969.0,307348829.0,487399115.0,65788902.0,18828852.0,629.0,0.210674,310493526.0,889378688.0,1004343548.0,29402291.0,,,28213320.0,,30285598.0,,213731381.0,135285230.0,257325.0,705.0,,67507857.0,73178609.0,48600.0,FL,-20648.0,148563269.0,4221581655.0,82054355.0,532438138.0,,59039084.0,41527.0,2017-09-30,40.0,2016,2017,241140050.0,112170872.285012,48600.0,0.07286212884597532,60504211.0,0.06024254461581905,0.6950933845320543,2.6381820880107445,,0.00022738822803002428,2.9615193287054558,0.7475715963938564,0.25242840360614366,6.798718689806473,241140050.0,1.051359317930681,2.0606183250866184,non-profit
BAPTIST HOSPITAL (100093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,620881.0,291445442.0,16103.0,62595298.0,73255.0,1547.37,1.0,2016-10-01 00:00:00,511737043.0,83810607.0,70500534.0,28109669.0,,229.0,0.161128,99243167.0,268185065.0,318096629.0,33754732.0,8613012.0,,33467639.0,,9521326.0,2373085.0,82000792.0,43049875.0,97090.0,266.0,,13905540.0,36418556.0,143179461.0,FL,56822.0,194771694.0,1664424953.0,54669289.0,191559292.0,,16644887.0,25433.0,2017-09-30,25.0,2016,2017,220291601.0,30865565.601375997,143179461.0,0.1144889718400631,13549650.0,0.04259601883426435,2.3752416196175274,3.049952871186903,2.241266120941856,1.7460741232840775,1.3229984287962027,0.5695218784464661,0.4304781215535339,,220291601.0,0.6216017256347026,4.5119747461771,non-profit
BAPTIST MEDICAL CENTER (100088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1508008.0,982316000.0,48645.0,151602412.0,242877.0,5406.58,1.0,2016-10-01 00:00:00,2693351000.0,311605341.0,287825000.0,114040798.0,,665.0,0.194266,331167824.0,940521466.0,1133378935.0,53549357.0,17875000.0,,52608263.0,,66237306.0,9396000.0,166497000.0,44211270.0,312075.0,855.0,,65696062.0,217699916.0,2123000.0,FL,493405.0,249522000.0,4841408076.0,137279768.0,824037358.0,55.06,75225778.0,69812.0,2017-09-30,190.0,2016,2017,1711035000.0,160082441.389228,2123000.0,0.19208043248130424,59162641.0,0.052200229925748534,1.4986576334708734,3.0468116002090126,1.3348648924605249,0.012750980498147114,0.5741063157679416,0.36471889478942776,0.6352811052105722,,1711035000.0,0.42080625028078406,3.9377362459828023,non-profit
BAPTIST MEDICAL CENTER EAST (010149),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,-108090549.0,10661.0,16186621.0,51582.0,832.76,1.0,2017-07-01 00:00:00,80008364.0,55742181.0,43959088.0,12624952.0,-3621268.0,139.0,0.21561,49060205.0,114421639.0,131348853.0,5366779.0,723723.0,,5336610.0,,1137761.0,172731.0,1350820.0,25126104.0,64240.0,176.0,,7039558.0,17451124.0,2000.0,AL,36346.0,14703852.0,530687766.0,13754127.0,90241238.0,,6577983.0,9038.0,2018-06-30,12.0,2017,2017,80008364.0,19456913.325179998,2000.0,0.13286087850344608,10393037.0,0.07912544923403328,10.885130513317836,45.46291289735124,10.221493611287958,0.0014805821649072415,0.0,0.0,1.0,inf,80008364.0,1.64168902391255,2.987979482194899,govt
BAPTIST MEDICAL CENTER SOUTH (010023),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,470644314.0,18163.0,54149329.0,85151.0,1818.01,1.0,2017-07-01 00:00:00,710145078.0,126016498.0,153062002.0,39736176.0,16541222.0,233.0,0.265294,116762362.0,396463076.0,432142342.0,49112668.0,4859030.0,,48400574.0,,7232197.0,3838921.0,73292645.0,63259432.0,120085.0,329.0,,20180280.0,34785346.0,19362548.0,AL,-162500.0,77027265.0,1494429450.0,48767228.0,232491534.0,42.7,24161406.0,23269.0,2018-06-30,12.0,2017,2017,239500764.0,61678609.020996,19362548.0,0.08049511149268497,-13562215.0,-0.03138367542794499,1.050954908231242,2.827158113887144,0.9322806401651899,0.26418132406055206,1.965105689600222,0.6627438935794469,0.33725610642055315,0.4000952892114017,239500764.0,0.608526842454578,2.823315626042837,govt
BAPTIST MEDICAL CENTER-BEACHES (100117),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,210370.0,26968000.0,7376.0,21114531.0,29359.0,659.25,1.0,2016-10-01 00:00:00,203702000.0,38430280.0,25194000.0,3591655.0,,135.0,0.173383,37826427.0,101523164.0,127358233.0,9826872.0,1785000.0,,9726793.0,,6192350.0,540000.0,18257000.0,5875933.0,49275.0,135.0,,6201524.0,18491000.0,1000.0,FL,-10477.0,19190000.0,585542233.0,18872237.0,37424393.0,,7262039.0,12234.0,2017-09-30,,2016,2017,176734000.0,6488753.531519,1000.0,0.14518888621829418,11226839.0,0.0881516548678875,1.051103686257326,2.3944456920633184,0.9237552719504848,5.4773511529824174e-05,0.15259089931761857,0.13238947089375658,0.8676105291062435,,176734000.0,0.6252183729173008,5.055101730570771,non-profit
BAPTIST MEDICAL CTR-NASSAU (100140),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,113905.0,14273000.0,4357.0,11358503.0,13313.0,418.35,1.0,2016-10-01 00:00:00,130250000.0,21269917.0,14168000.0,5661860.0,,54.0,0.190104,20855153.0,56616359.0,76203840.0,6954770.0,1208000.0,,6875270.0,,4267360.0,377000.0,11245000.0,3867807.0,19710.0,54.0,,3281643.0,12281000.0,1000.0,FL,45857.0,10180000.0,297817212.0,9860239.0,26375595.0,,5045959.0,5933.0,2017-09-30,,2016,2017,115977000.0,5014106.11188,1000.0,0.1611598575609838,10179041.0,0.13357648380973977,0.9052912405513561,2.352480035571365,0.7643397065362383,8.89284126278346e-05,0.1230675047638756,0.10958157389635317,0.8904184261036469,,115977000.0,0.5850582725527831,5.3785883681535855,non-profit
BAPTIST MEM HOSPITAL BOONEVILLE (250044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,13275058.0,661.0,3795870.0,2628.0,120.46,2.0,2016-10-01 00:00:00,8062011.0,6374215.0,4983711.0,1450274.0,,28.0,0.246907,6918842.0,17615385.0,19618043.0,1988087.0,194032.0,,1993301.0,,1309157.0,106073.0,12901715.0,2650958.0,14235.0,39.0,,886271.0,-1463874.0,1864218.0,MS,31638.0,3872354.0,71344327.0,3982212.0,7512631.0,,1980410.0,2183.0,2017-09-30,,2016,2017,-5213047.0,1854921.1823169999,1864218.0,-0.0746187578445006,447760.0,0.022823887173659473,0.30014257794409505,0.5969524981756301,0.27688171688802615,0.14449381341937875,-2.5465064865135494,1.646618691043711,-0.6466186910437111,,-5213047.0,2.4333932315398727,3.9364327104842154,non-profit
BAPTIST MEM HOSPITAL DESOTO (250141),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,609796.0,66408210.0,15273.0,62441701.0,69304.0,1359.91,1.0,2016-10-01 00:00:00,212045081.0,82138888.0,111641491.0,26935836.0,,273.0,0.185265,79729147.0,240308773.0,316755931.0,28233039.0,4743991.0,,28267725.0,,20692260.0,2511528.0,-41391692.0,43197082.0,109960.0,309.0,,13763408.0,24443052.0,3158961.0,MS,-269622.0,47561424.0,1297105062.0,54617093.0,157930787.0,2.68,29036813.0,33860.0,2017-09-30,,2016,2017,145636871.0,29259047.253555004,3158961.0,0.07716683290770016,61268347.0,0.19342446661243418,inf,inf,inf,inf,0.4559848721276084,0.3131796771083787,0.6868203228916213,,145636871.0,1.4938140960695052,2.8372599484541103,non-profit
BAPTIST MEM HOSPITAL GOLDEN TRIANGLE (250100),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,-27207826.0,7228.0,35800954.0,26826.0,833.87,2.0,2016-10-01 00:00:00,109866861.0,43621086.0,53576718.0,20187839.0,,244.0,0.206024,45164401.0,143880215.0,200102741.0,22722303.0,5749696.0,,22580496.0,,13445281.0,1781132.0,-43998351.0,27839206.0,95194.0,262.0,,6978052.0,24022044.0,3298279.0,MS,29782.0,34055082.0,698365603.0,31853504.0,97020135.0,2.11,19368515.0,13060.0,2017-09-30,18.0,2016,2017,109866861.0,19988476.29324,3298279.0,0.12004855045938626,46417155.0,0.2319666125912788,inf,inf,inf,inf,0.0,0.0,1.0,,109866861.0,1.821320270540905,3.7348823979848857,non-profit
BAPTIST MEM HOSPITAL HUNTINGDON (440016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,20054.0,40214454.0,589.0,2013347.0,3485.0,128.15,2.0,2016-10-01 00:00:00,10439810.0,5845573.0,5162903.0,539555.0,,36.0,0.249452,7044421.0,15942916.0,15748705.0,1072235.0,470789.0,,1117164.0,,813475.0,70391.0,40114823.0,2025866.0,15330.0,42.0,,1113254.0,-4556161.0,1297317.0,TN,,3852917.0,63911690.0,1743884.0,10938525.0,,1346757.0,2341.0,2017-09-30,,2016,2017,-29774644.0,2728636.9383,1297317.0,-0.2893038506975653,-2547446.0,-0.16175590310441398,0.09604721426790291,0.11473444616719361,0.08255644054568058,0.03234009034515745,-1.3506275339513716,3.8520292993838012,-2.8520292993838012,,-29774644.0,1.5085241014922686,3.0503584901750043,non-profit
BAPTIST MEM HOSPITAL MEMPHIS (440048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1695595.0,296703594.0,34151.0,176942440.0,198638.0,3563.03,1.0,2016-10-01 00:00:00,505460698.0,209475672.0,242845697.0,47123733.0,,652.0,0.192138,214161078.0,577419551.0,721231984.0,46816423.0,14317704.0,,47348935.0,37477321.0,20379176.0,5738645.0,201778909.0,70360484.0,289977.0,807.0,,35995561.0,6040730.0,44374907.0,TN,-182521.0,222819327.0,3005241178.0,158570224.0,408282271.0,74.51,34635960.0,78033.0,2017-09-30,125.0,2016,2017,208757104.0,78446538.985398,81852228.0,0.008375571430564843,62681643.0,0.08690912825629762,1.104274614746777,1.9211813014609966,1.004876966601103,0.21991846035801493,1.4212862140490319,0.5869963682121928,0.4130036317878072,,208757104.0,1.4268804416520628,2.9699187299167997,non-profit
BAPTIST MEM HOSPITAL NORTH MISS (250034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,164598914.0,8242.0,40906611.0,33204.0,795.06,2.0,2016-10-01 00:00:00,422794563.0,44974686.0,56585032.0,16489992.0,,168.0,0.222101,42754153.0,159192679.0,204006505.0,27237260.0,3596747.0,,27205829.0,,9675611.0,2837239.0,-149009699.0,19585637.0,74460.0,204.0,,17415640.0,38834771.0,14295144.0,MS,66787.0,56345368.0,716759363.0,36958192.0,80358902.0,,14214465.0,17915.0,2017-09-30,36.0,2016,2017,258195649.0,17847792.493102,14295144.0,0.19036045443747002,30940682.0,0.15166517361787066,inf,inf,inf,inf,0.637496854178205,0.3893118038984811,0.6106881961015189,,258195649.0,0.48251922530044455,3.605308644165828,non-profit
BAPTIST MEM HOSPITAL TIPTON COUNTY (440131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,34765447.0,1192.0,2498941.0,2715.0,241.25,1.0,2016-10-01 00:00:00,47356739.0,16146064.0,33040553.0,5487060.0,,40.0,0.219767,15544980.0,77445567.0,100162173.0,24194991.0,1100558.0,,24603617.0,27549.0,2892290.0,3874763.0,34765447.0,8538676.0,17155.0,47.0,,2875593.0,7787430.0,6733798.0,TN,43925.0,24716085.0,352398215.0,2760473.0,60126607.0,,4953024.0,1030.0,2017-09-30,,2016,2017,12591292.0,13213844.040569,6761347.0,0.07774821338989919,6061646.0,0.06051831563199013,0.7109382197789662,1.3680762108423343,0.567827130196255,0.19369226001897805,2.7610706669339415,0.7341182635062773,0.26588173649372265,,12591292.0,2.1150563808880505,3.0314920273882824,non-profit
BAPTIST MEM HOSPITAL UNION CITY (440130),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,14700652.0,2277.0,7072570.0,7337.0,280.69,2.0,2016-10-01 00:00:00,33872160.0,13643156.0,15595874.0,3838770.0,,56.0,0.177042,13953828.0,38189967.0,50091833.0,4365105.0,896714.0,,4509491.0,,1502709.0,186981.0,14700805.0,5687164.0,22995.0,63.0,,2047834.0,5196754.0,6920547.0,TN,16093.0,15276347.0,215711654.0,6318956.0,39294574.0,,2640444.0,3598.0,2017-09-30,,2016,2017,19171508.0,6956789.970108001,6920547.0,0.10374453655948267,8989226.0,0.1794549223223674,1.039150373057802,2.276956670059905,0.965433661626013,0.470759730504554,0.7667968529131877,0.43400397258397455,0.5659960274160254,,19171508.0,1.4788496806817162,3.211864432862179,non-profit
BAPTIST MEM HOSPITAL UNION COUNTY (250006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,-9216410.0,2925.0,7681772.0,10410.0,346.74,2.0,2016-10-01 00:00:00,32118416.0,17998385.0,21033060.0,10646637.0,,84.0,0.214962,17578755.0,51845498.0,72336215.0,6976421.0,1708597.0,,6945034.0,,4021597.0,517384.0,-13386045.0,9076001.0,33580.0,92.0,,2810371.0,7057415.0,2368427.0,MS,2076.0,14471575.0,241184545.0,6946160.0,49197049.0,,6019203.0,4304.0,2017-09-30,8.0,2016,2017,32118416.0,10575496.047138,2368427.0,0.09756406248239557,17472880.0,0.24155092991802238,inf,inf,inf,inf,0.0,0.0,1.0,,32118416.0,2.2521725542131343,3.439167434505488,non-profit
BAPTIST MEM RESTORATIVE CARE HOSP. (442010),General Long Term,Voluntary Nonprofit-Church,,9197636.0,223.0,,7199.0,73.08,1.0,2016-10-01 00:00:00,2606644.0,4743273.0,6196434.0,,,30.0,,4743273.0,13479055.0,11450338.0,14676.0,9657.0,,32353.0,,,15064.0,9197636.0,,10950.0,30.0,,288879.0,-3798767.0,322669.0,TN,,1897238.0,49342680.0,,,,,4903.0,2017-09-30,,2016,2017,-6590992.0,,322669.0,-0.3317602502214345,-1972604.0,-0.17227473983737424,0.20627452532368099,0.4944117162279525,0.2035867694698942,0.03508173187110253,-1.3954858388539995,3.528535542252797,-2.528535542252797,,-6590992.0,4.392750985558442,1.8478915453630265,non-profit
BAPTIST MEMORIAL REHABILITATION HOSP (443034),Rehabilitation,Proprietary-Corporation,,3461585.0,1123.0,,14010.0,140.9,1.0,2017-01-01 00:00:00,11705887.0,7727459.0,3198977.0,,,49.0,,8267210.0,15759182.0,20897414.0,,123579.0,,,,,339786.0,2737732.0,,17885.0,49.0,,389211.0,4701228.0,5465274.0,TN,,5802260.0,52736635.0,,,,,10848.0,2017-12-31,,2017,2017,8244302.0,,5465274.0,0.22496697438257193,4659914.0,0.2229899833539212,2.1193674179941646,4.881953018045594,1.9501160084332578,1.9962779410110267,0.4198760550013816,0.2957131740636143,0.7042868259363857,,8244302.0,1.785205512405852,6.532530243262143,for-profit
BAPTIST SAINT ANTHONYS HOSPITAL (450231),General Short Term (Acute Care Hospitals),Proprietary-Corporation,525751.0,-26630607.0,21201.0,70555350.0,84873.0,2048.27,1.0,2017-01-01 00:00:00,113471191.0,112040548.0,89870524.0,11920884.0,,277.0,0.20963,114258251.0,336952588.0,436803271.0,26066408.0,8740083.0,,25338302.0,,18504637.0,8501115.0,-28346589.0,32579329.0,127385.0,349.0,,19665110.0,45866960.0,785745.0,TX,91248.0,77477144.0,1607365376.0,61659859.0,97662924.0,12.74,25509658.0,32185.0,2017-12-31,,2017,2017,113471191.0,20473078.75812,785745.0,0.1050059902138416,33671510.0,0.07708621302883971,inf,inf,inf,inf,0.0,0.0,1.0,,113471191.0,3.8494640547132355,4.8603619024186395,for-profit
BARAGA COUNTY MEMORIAL HOSPITAL (231307),General Short Term (Critical Access Hospitals),Governmental-County,,36008487.0,425.0,,2349.0,88.47,2.0,2016-10-01 00:00:00,33538780.0,7131086.0,5919746.0,252572.0,1823501.0,24.0,0.693893,8431062.0,20710683.0,20035316.0,2334297.0,112447.0,,2494091.0,,1133.0,,3942609.0,252985.0,8760.0,24.0,,1629743.0,-668492.0,11113502.0,MI,,18187807.0,29847104.0,,1378267.0,,116838.0,1420.0,2017-09-30,,2016,2017,-2469707.0,956369.823431,11113502.0,-0.033365682877175486,-2351757.0,-0.11738057937294326,4.613139928407813,4.150742820299959,,2.8188192133686094,-14.580064355812247,1.073637353535221,-0.07363735353522102,-0.39594933043634195,-2469707.0,0.5973776028823946,3.384489131797209,govt
BARBOURVILLE ARH HOSPITAL (181328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1191290.0,892.0,,3609.0,149.1,2.0,2017-07-01 00:00:00,6829875.0,,11122101.0,7089508.0,8384.0,8.0,0.258982,7323541.0,19789016.0,19025866.0,1713102.0,471014.0,,1773695.0,,136979.0,32470.0,1191290.0,794409.0,9125.0,12.0,,296529.0,219290.0,474522.0,KY,,4040195.0,76410867.0,,22734049.0,,406367.0,2239.0,2018-06-30,4.0,2017,2017,5638585.0,5887709.478118,474522.0,0.011525887967464924,-1860763.0,-0.09780175052215757,3.3914454079191465,9.918586574217864,2.968807763013204,0.3983261842204669,0.2112746371651753,0.1744233972071231,0.8255766027928769,-186.57371183206106,5638585.0,2.7856829004923225,1.7106359670713294,non-profit
BARIATRIC CARE CTR OF PENNSYLVANIA (390302),General Short Term (Acute Care Hospitals),Proprietary-Other,,46243991.0,264.0,77569.0,449.0,43.04,1.0,2017-01-01 00:00:00,3024978.0,3166964.0,4095485.0,,,23.0,0.751035,3166964.0,14045203.0,6212681.0,231825.0,,,227189.0,,,216030.0,1742621.0,418470.0,8395.0,23.0,,53109.0,-6135880.0,401023.0,PA,,2887663.0,18701142.0,67287.0,,,314286.0,15.0,2017-12-31,,2017,2017,-43219013.0,,401023.0,-0.9876380261597207,-7633239.0,-1.2286545856772624,1.6570803404756398,-0.9407507427030892,,0.23012634416777947,-1.0699918343808545,15.287380933018357,-14.287380933018357,,-43219013.0,2.0537937796572403,1.5169585531383951,for-profit
BARLOW RESPIRATORY HOSPITAL (052031),General Long Term,Voluntary Nonprofit-Other,,9153677.0,863.0,,27892.0,362.15,1.0,2017-09-01 00:00:00,31662621.0,,94443876.0,,,99.0,,32425654.0,67344545.0,68117209.0,258644.0,736563.0,,247843.0,,,969185.0,9153677.0,,38325.0,105.0,,2437514.0,658899.0,1012632.0,CA,,25847579.0,475148862.0,,,,,16581.0,2018-08-31,6.0,2017,2017,22508944.0,,1012632.0,0.009673018164910426,-1840852.0,-0.027024771376055644,2.8237372806578165,10.500196478420639,2.6373916186905,0.11062570811707689,0.40666843366796773,0.2891004190714344,0.7108995809285655,,22508944.0,2.1513446091528556,0.7212453775192369,non-profit
BARNES JEWISH ST. PETERS HOSPITAL (260191),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,168215.0,6968418.0,5033.0,17105512.0,20958.0,530.43,1.0,2017-01-01 00:00:00,101653504.0,34642027.0,39640254.0,2780992.0,1321556.0,97.0,0.265589,34824600.0,103426072.0,117524894.0,10117138.0,,,10051977.0,,1639866.0,,6928418.0,8267054.0,41245.0,113.0,,6101117.0,3833906.0,141928.0,MO,71152.0,19319841.0,389421454.0,14790326.0,13895993.0,,3873585.0,8661.0,2017-12-31,16.0,2017,2017,94685086.0,3690622.8848770005,141928.0,0.032622075796128774,7645021.0,0.06505022672047676,2.788492409089636,7.174245116273297,,0.020484907232791092,0.07359572974354166,0.06855069157281583,0.9314493084271842,10.401479770815614,94685086.0,1.1561322470497426,2.964786603032362,non-profit
BARNES JEWISH WEST COUNTY HOSPITAL (260162),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,11760849.0,2727.0,9586452.0,6159.0,432.2,1.0,2017-01-01 00:00:00,87953722.0,28180638.0,38371855.0,1905806.0,39600.0,69.0,0.239487,30128776.0,95714639.0,121539892.0,11162021.0,,,11013304.0,,1352328.0,,10709549.0,3631623.0,28105.0,77.0,,5689357.0,12372254.0,1500.0,MO,102163.0,20036551.0,399664478.0,8401715.0,11476128.0,18.33,2252409.0,2112.0,2017-12-31,8.0,2017,2017,76192873.0,2748383.4663360002,1500.0,0.10179582848403387,13913580.0,0.1144774754283968,1.8709052080531123,5.024912253541209,,0.00014006192044128095,0.15435628736561752,0.13371633095868302,0.8662836690413169,495.02366161616163,76192873.0,1.3818618386610177,3.167422893680798,non-profit
BARNES KASSON COUNTY HOSPITAL (391309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,6027506.0,638.0,,3592.0,145.84,2.0,2017-07-01 00:00:00,7642988.0,,3086319.0,912783.0,152116.0,21.0,0.56377,10216215.0,17764939.0,17590902.0,1064403.0,266726.0,,1158503.0,,482344.0,132467.0,3232740.0,1794158.0,9125.0,25.0,,593322.0,-372973.0,218668.0,PA,,4415785.0,31510978.0,,4142877.0,,1410669.0,2686.0,2018-06-30,4.0,2017,2017,1615482.0,2335629.76629,218668.0,-0.021202608029991868,-1162896.0,-0.06610780959384573,1.365957361247734,0.9069748881753559,1.2424729486441841,0.0676416909494732,3.731088306771601,0.7886321422982739,0.2113678577017261,-3.744339845907071,1615482.0,2.301573939406944,5.6996383069928935,non-profit
BARNES-JEWISH HOSPITAL (260032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2528113.0,143416371.0,50217.0,385140691.0,302395.0,8645.99,1.0,2017-01-01 00:00:00,1766057242.0,479629022.0,766820096.0,154727569.0,12641260.0,1080.0,0.282306,544768645.0,1554378106.0,1894251543.0,90585098.0,49258488.0,-3090718.0,88467755.0,,73052341.0,2458033.0,129854876.0,68320745.0,447125.0,1225.0,,100330697.0,69608504.0,393625.0,MO,-561689.0,382482597.0,5506004512.0,355776698.0,722140622.0,725.97,92877229.0,104371.0,2017-12-31,44.0,2017,2017,1622640871.0,203864630.434332,393625.0,0.03674723362756686,-2457913.0,-0.0012975642063394112,2.945461955544896,6.4758068075934245,2.5471979658276367,0.0030312685370397644,0.08838454248450889,0.08120709090809866,0.9187929090919014,7.742328217282138,1622640871.0,1.072587851600339,2.4702685191495033,non-profit
BARNESVILLE HOSPITAL (361321),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,7474436.0,493.0,,2430.0,182.43,1.0,2017-01-01 00:00:00,13925055.0,,2629634.0,1088117.0,,20.0,0.447737,7774069.0,17051976.0,17346604.0,2221692.0,462335.0,,2088623.0,2994919.0,115786.0,240285.0,4043443.0,917442.0,9125.0,25.0,,119929.0,-316690.0,124972.0,OH,,6829136.0,38084800.0,,6156386.0,,485903.0,1300.0,2017-12-31,,2017,2017,6450619.0,2756441.798482,3119891.0,-0.0182565993897134,-1528560.0,-0.08811868882231934,1.6889408358173963,0.6084557145976832,1.5151730839287212,0.03090732328859341,1.1587160860066297,0.5367616860400193,0.4632383139599808,,6450619.0,1.2457117045498205,6.59658492398562,non-profit
BARRETT HOSPITAL AND HEALTHCARE (271318),Critical Access Hospitals,Voluntary Nonprofit-Other,,32022966.0,522.0,,2315.0,211.06,2.0,2017-07-01 00:00:00,57976399.0,,4427290.0,3252808.0,1422776.0,18.0,0.662123,15065703.0,25393468.0,32139934.0,5079525.0,633171.0,,5014077.0,311306.0,501660.0,370203.0,5055844.0,154369.0,6570.0,18.0,,1906069.0,648811.0,5748766.0,MT,,11998719.0,38351614.0,,6575092.0,,579232.0,1247.0,2018-06-30,,2017,2017,25953433.0,4353519.640316,6060072.0,0.020187066967841314,-1174351.0,-0.03653868735386949,2.3732375840710276,2.141060325437256,2.1747793246785303,1.1370536749156026,1.2338624335362494,0.5523448601904372,0.44765513980956284,0.5142889674832862,25953433.0,0.5543623707985037,7.2595050245183845,non-profit
BARROW REGIONAL MEDICAL CENTER (110045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1012343.0,921.0,2109817.0,2914.0,126.37,1.0,2017-01-01 00:00:00,-6405413.0,8818865.0,2409664.0,2754459.0,,50.0,0.265223,7874411.0,26447744.0,14400334.0,1055699.0,558659.0,,1108248.0,,3294123.0,23910.0,1012343.0,70089.0,15288.0,56.0,,310582.0,-7417754.0,3139.0,GA,4841.0,-18534732.0,99719070.0,2102029.0,22039020.0,,3317714.0,942.0,2017-09-30,6.0,2017,2017,-1012343.0,5845255.00146,3139.0,-0.5151098578685744,-7719068.0,-0.5360339558790789,0.0,-4.943928095517033,-0.5754660228795971,0.0031007277177794485,-1.0,inf,-inf,,-1012343.0,inf,5.976075502642692,non-profit
BARSTOW COMMUNITY HOSPITAL (050298),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,-24458983.0,2389.0,7442812.0,7950.0,255.22,1.0,2017-02-01 00:00:00,81006429.0,18041325.0,22720928.0,11399303.0,,26.0,0.082497,18146743.0,39908860.0,60181567.0,2302655.0,1106904.0,,2364752.0,,425804.0,279976.0,-24458983.0,10051020.0,10950.0,30.0,,2987293.0,15341884.0,-261002.0,CA,-5389.0,21874681.0,483763808.0,7604803.0,219001476.0,,1334883.0,2141.0,2018-01-31,4.0,2017,2017,81006429.0,18066964.765572,0.0,0.2549266289460359,15323030.0,0.25461334365055666,inf,inf,inf,,0.0,0.0,1.0,,81006429.0,0.742923342541121,2.648728388206679,for-profit
